name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
TotalAssets,"4,852,520,000","4,618,648,000","4,501,972,000","4,423,611,000","4,206,045,000","4,258,483,000","4,204,469,000","4,144,055,000","4,274,054,000","3,917,858,000","3,991,788,000","3,212,318,000","3,131,943,000","3,096,797,000","2,905,345,000","2,815,258,000","2,681,669,000","2,578,756,000","2,244,099,000","1,952,054,000"
	CurrentAssets,"197,905,000","157,128,000","143,104,000","207,729,000","135,763,000","226,484,000","222,783,000","114,650,000","191,767,000","110,536,000","130,714,000","95,847,000","92,975,000","92,065,000","96,863,000","83,611,000","89,018,000","69,808,000","70,735,000","66,822,000"
		CashCashEquivalentsAndShortTermInvestments,"54,103,000","21,669,000","16,182,000","78,987,000","10,205,000","100,486,000","101,787,000","9,241,000","93,151,000","12,455,000","14,008,000","10,288,000","11,726,000","18,612,000","17,301,000","13,765,000","13,499,000","9,355,000","13,698,000","21,635,000"
			CashAndCashEquivalents,"54,103,000","21,669,000","16,182,000","78,987,000","10,205,000","100,486,000","101,787,000","9,241,000","93,151,000","12,455,000","14,008,000","10,288,000","11,726,000","18,612,000","17,301,000","13,765,000","13,499,000","9,355,000","13,698,000","21,635,000"
		Receivables,"121,277,000","118,184,000","113,103,000","109,896,000","106,696,000","103,721,000","101,474,000","95,590,000","86,219,000","85,468,000","82,112,000","78,383,000","74,994,000","70,273,000","65,903,000","60,952,000","63,413,000","59,442,000","55,413,000","43,459,000"
			AccountsReceivable,"1,160,000","1,310,000","940,000","618,000","1,022,000","1,604,000","3,957,000","5,045,000","1,287,000","934,000","861,000","129,000","1,376,000","1,026,000","214,000","95,000","421,000","897,000","1,120,000","355,000"
			NotesReceivable,,,,,,,,,,,,,,"0","0","0","6,527,000","6,527,000","6,527,000","6,527,000"
			OtherReceivables,"120,117,000","116,874,000","112,163,000","109,278,000","105,674,000","102,117,000","97,517,000","90,545,000","84,932,000","84,534,000","81,251,000","78,254,000","73,618,000","69,247,000","65,689,000","60,857,000","56,465,000","52,018,000","47,766,000","36,577,000"
		PrepaidAssets,"22,525,000","17,275,000","13,819,000","18,846,000","18,862,000","22,277,000","19,522,000","9,819,000","12,397,000","12,613,000","34,594,000","7,176,000","4,821,000","2,803,000","2,932,000","1,837,000","855,000","267,000","699,000","260,000"
		RestrictedCash,,,,,,,,,,,,,"1,434,000","377,000","10,727,000","7,057,000","11,251,000","744,000","925,000","1,468,000"
	TotalNonCurrentAssets,"4,654,615,000","4,461,520,000","4,358,868,000","4,215,882,000","4,070,282,000","4,031,999,000","3,981,686,000","4,029,405,000","4,082,287,000","3,807,322,000","3,861,074,000","3,116,471,000","3,038,968,000","3,004,732,000","2,808,482,000","2,731,647,000","2,592,651,000","2,508,948,000","2,173,364,000","1,885,232,000"
		NetPPE,"9,391,000","9,641,000","9,791,000","10,368,000","10,673,000","10,738,000","11,015,000","11,368,000","12,492,000","12,847,000","13,251,000","13,468,000","13,645,000","13,698,000","13,929,000","14,100,000","13,987,000","13,554,000","13,046,000","11,329,000"
			GrossPPE,"14,728,000","14,786,000","14,776,000","15,384,000","15,517,000","15,462,000","15,655,000","15,796,000","16,841,000","17,013,000","17,316,000","17,449,000","17,454,000","17,274,000","17,269,000","17,208,000","16,857,000","16,286,000","15,543,000","13,279,000"
				OtherProperties,"14,728,000","14,786,000","14,776,000","15,384,000","15,517,000","15,462,000","15,655,000","15,796,000","16,841,000","17,013,000","17,316,000","17,449,000","17,454,000","17,274,000","17,269,000","17,208,000","16,857,000","16,286,000","15,543,000","13,279,000"
			AccumulatedDepreciation,"-5,337,000","-5,145,000","-4,985,000","-5,016,000","-4,844,000","-4,724,000","-4,640,000","-4,428,000","-4,349,000","-4,166,000","-4,065,000","-3,981,000","-3,809,000","-3,576,000","-3,340,000","-3,108,000","-2,870,000","-2,732,000","-2,497,000","-1,950,000"
		GoodwillAndOtherIntangibleAssets,"651,046,000","643,411,000","640,815,000","635,903,000","628,361,000","630,682,000","628,740,000","638,510,000","660,187,000","331,894,000","342,478,000","293,228,000","287,189,000","286,258,000","264,038,000","258,294,000","247,249,000","242,659,000","205,469,000","168,121,000"
			Goodwill,"339,769,000","339,769,000","339,769,000","339,769,000","339,769,000","339,769,000","339,769,000","339,769,000","339,769,000",,,,,,,,,,,
