name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"1,017,000,000","281,000,000","231,000,000","252,000,000","253,000,000","246,000,000","212,000,000","240,000,000","253,000,000","212,000,000","206,000,000","253,000,000","219,000,000","177,000,000","156,000,000","178,000,000","225,000,000","212,000,000","244,000,000","177,000,000","204,000,000","175,000,000","176,000,000","186,000,000","171,000,000","165,000,000","174,000,000","103,000,000","107,000,000","74,000,000","66,000,000","89,000,000","86,724,000","59,498,000","47,796,000","28,000,000","34,462,000","31,946,000"
	OperatingRevenue,"1,017,000,000","281,000,000","231,000,000","252,000,000","253,000,000","246,000,000","212,000,000","240,000,000","253,000,000","212,000,000","206,000,000","253,000,000","219,000,000","177,000,000","156,000,000","178,000,000","225,000,000","212,000,000","244,000,000","177,000,000","204,000,000","175,000,000","176,000,000","186,000,000","171,000,000","165,000,000","174,000,000","103,000,000","107,000,000","74,000,000","66,000,000","89,000,000","86,724,000","59,498,000","47,796,000","28,000,000","34,462,000","31,946,000"
CostOfRevenue,"456,000,000","129,000,000","117,000,000","110,000,000","101,000,000","92,000,000","90,000,000","93,000,000","89,000,000","92,000,000","89,000,000","90,000,000","82,000,000","76,000,000","64,000,000","65,000,000","64,000,000","64,000,000","83,000,000","56,000,000","61,000,000","52,000,000","60,000,000","51,000,000","45,000,000","42,000,000","35,000,000","22,000,000","23,000,000","16,000,000","15,000,000","14,000,000","15,485,000","11,216,000","8,640,000","7,000,000","5,942,000","8,103,000"
GrossProfit,"561,000,000","152,000,000","114,000,000","142,000,000","152,000,000","154,000,000","122,000,000","147,000,000","164,000,000","120,000,000","117,000,000","163,000,000","137,000,000","101,000,000","92,000,000","113,000,000","161,000,000","148,000,000","161,000,000","121,000,000","143,000,000","123,000,000","116,000,000","135,000,000","126,000,000","123,000,000","139,000,000","81,000,000","84,000,000","58,000,000","51,000,000","75,000,000","71,239,000","48,282,000","39,156,000","21,000,000","28,520,000","23,843,000"
OperatingExpense,"371,000,000","118,000,000","92,000,000","78,000,000","82,000,000","76,000,000","76,000,000","79,000,000","75,000,000","71,000,000","74,000,000","75,000,000","70,000,000","67,000,000","57,000,000","54,000,000","54,000,000","58,000,000","84,000,000","55,000,000","55,000,000","50,000,000","58,000,000","56,000,000","51,000,000","50,000,000","55,000,000","35,000,000","34,000,000","27,000,000","22,000,000","23,000,000","20,828,000","18,216,000","16,294,000","12,000,000","9,677,000","9,183,000"
	DepreciationAmortizationDepletionIncomeStatement,"324,000,000","103,000,000","81,000,000","71,000,000","69,000,000","67,000,000","71,000,000","68,000,000","66,000,000","66,000,000","67,000,000","68,000,000","63,000,000","61,000,000","51,000,000","49,000,000","49,000,000","53,000,000","77,000,000","50,000,000","50,000,000","46,000,000","54,000,000","51,000,000","46,000,000","46,000,000","51,000,000","31,000,000","30,000,000","23,000,000","21,000,000","20,000,000","18,761,000","16,436,000","13,427,000","10,000,000","8,220,000","7,808,000"
		DepreciationAndAmortizationInIncomeStatement,"324,000,000","103,000,000","81,000,000","71,000,000","69,000,000","67,000,000","71,000,000","68,000,000","66,000,000","66,000,000","67,000,000","68,000,000","63,000,000","61,000,000","51,000,000","49,000,000","49,000,000","53,000,000","77,000,000","50,000,000","50,000,000","46,000,000","54,000,000","51,000,000","46,000,000","46,000,000","51,000,000","31,000,000","30,000,000","23,000,000","21,000,000","20,000,000","18,761,000","16,436,000","13,427,000","10,000,000","8,220,000","7,808,000"
	OtherTaxes,"47,000,000","15,000,000","11,000,000","7,000,000","13,000,000","9,000,000","5,000,000","11,000,000","9,000,000","5,000,000","7,000,000","7,000,000","7,000,000","6,000,000","6,000,000","5,000,000","5,000,000","5,000,000","7,000,000","5,000,000","5,000,000","4,000,000","4,000,000","5,000,000","5,000,000","4,000,000","6,000,000","3,000,000","3,000,000","3,000,000","1,000,000","2,000,000","1,527,000","1,237,000","1,744,000","1,000,000","931,000","850,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","1,000,000","1,000,000","0","1,000,000","540,000","543,000","1,123,000","1,000,000","526,000","525,000"
OperatingIncome,"190,000,000","34,000,000","22,000,000","64,000,000","70,000,000","78,000,000","46,000,000","68,000,000","89,000,000","49,000,000","43,000,000","88,000,000","67,000,000","34,000,000","35,000,000","59,000,000","107,000,000","90,000,000","77,000,000","66,000,000","88,000,000","73,000,000","58,000,000","79,000,000","75,000,000","73,000,000","84,000,000","46,000,000","50,000,000","31,000,000","29,000,000","52,000,000","50,411,000","30,066,000","22,862,000","9,000,000","18,843,000","14,660,000"
NetNonOperatingInterestIncomeExpense,"-173,000,000","284,000,000","-98,000,000","-24,000,000","-336,000,000","504,000,000","110,000,000","93,000,000","16,000,000","-839,000,000","33,000,000","-372,000,000","-207,000,000","-155,000,000","-155,000,000","31,000,000","-21,000,000","-103,000,000","-45,000,000","-50,000,000","-61,000,000","-43,000,000","56,000,000","-41,000,000","-77,000,000","-86,000,000","-38,000,000","-28,000,000","-26,000,000","-23,000,000","-25,000,000","-26,000,000","-23,619,000","-18,748,000","-11,637,000","-10,000,000","-9,789,000","-10,098,000"
	InterestIncomeNonOperating,"-173,000,000","284,000,000","-98,000,000",,,"504,000,000","111,000,000","93,000,000",,,"33,000,000",,,,,"31,000,000",,,,,,,"63,000,000",,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,"24,000,000","336,000,000",,"-110,000,000",,"-16,000,000","839,000,000","-33,000,000","372,000,000","207,000,000","155,000,000","155,000,000","31,000,000","21,000,000","103,000,000","45,000,000","50,000,000","61,000,000","43,000,000","-56,000,000","41,000,000","77,000,000","86,000,000","38,000,000","28,000,000","26,000,000","23,000,000","25,000,000","26,000,000","23,619,000","18,748,000","11,637,000","10,000,000","9,789,000","10,098,000"
OtherIncomeExpense,"197,000,000","65,000,000","31,000,000","60,000,000","42,000,000","59,000,000","22,000,000","59,000,000","35,000,000","-5,000,000","17,000,000","23,000,000","6,000,000","-7,000,000","-5,000,000","35,000,000","189,000,000","11,000,000","80,000,000","35,000,000","32,000,000","20,000,000","123,000,000","114,000,000","21,000,000","-4,000,000","-2,000,000","-1,000,000","4,000,000","2,000,000",,,"68,000","24,000","-114,000",,"4,857,000","-5,000"
