name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
TotalAssets,"558,191,000","558,001,000","542,873,000","531,752,000","531,395,000","374,707,000","409,634,000"
	CurrentAssets,"250,449,000","265,938,000","260,632,000","250,932,000","251,876,000","123,123,000","166,931,000"
		CashCashEquivalentsAndShortTermInvestments,"199,493,000","216,314,000","215,530,000","201,466,000","201,527,000","77,321,000","112,904,000"
			CashAndCashEquivalents,"199,493,000","216,314,000","215,530,000","201,466,000","201,527,000","77,321,000","112,904,000"
		Receivables,"37,366,000","37,932,000","32,021,000","37,983,000","44,487,000","39,434,000","48,055,000"
			AccountsReceivable,"31,905,000","33,288,000","28,386,000","32,582,000","44,356,000","39,429,000","46,312,000"
				GrossAccountsReceivable,"35,826,000","36,149,000","33,579,000","36,932,000","52,097,000","46,583,000","52,696,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,921,000","-2,861,000","-5,193,000","-4,350,000","-7,741,000","-7,154,000","-6,384,000"
			TaxesReceivable,"5,461,000","4,644,000","3,635,000","5,401,000","131,000","5,000","1,743,000"
		PrepaidAssets,"13,572,000","9,458,000","10,846,000","9,249,000","3,626,000","4,696,000","4,311,000"
		RestrictedCash,"18,000","2,234,000","2,235,000","2,234,000","2,236,000","1,672,000","1,661,000"
	TotalNonCurrentAssets,"307,742,000","292,063,000","282,241,000","280,820,000","279,519,000","251,584,000","242,703,000"
		NetPPE,"163,882,000","152,200,000","141,992,000","142,715,000","141,515,000","110,732,000","102,494,000"
			GrossPPE,"217,739,000","202,758,000","189,717,000","187,491,000","183,520,000","149,221,000","135,364,000"
				Properties,"0","0","0","0","0","0","0"
				LandAndImprovements,"11,980,000","11,980,000","11,980,000","11,980,000","11,980,000","8,580,000","8,580,000"
				BuildingsAndImprovements,"121,661,000","121,644,000","112,311,000","104,724,000","104,727,000","80,060,000","79,514,000"
				MachineryFurnitureEquipment,"15,107,000","13,964,000","13,906,000","13,316,000","12,355,000","11,660,000","11,387,000"
				OtherProperties,"46,655,000","43,006,000","36,477,000","35,341,000","35,201,000","33,382,000","28,814,000"
				ConstructionInProgress,"22,336,000","12,164,000","15,043,000","22,130,000","19,257,000","15,539,000","7,069,000"
			AccumulatedDepreciation,"-53,857,000","-50,558,000","-47,725,000","-44,776,000","-42,005,000","-38,489,000","-32,870,000"
		GoodwillAndOtherIntangibleAssets,"132,989,000","130,404,000","130,570,000","130,735,000","130,900,000","122,986,000","121,316,000"
			Goodwill,"124,217,000","124,217,000","124,217,000","124,217,000","124,217,000","116,139,000","116,139,000"
			OtherIntangibleAssets,"8,772,000","6,187,000","6,353,000","6,518,000","6,683,000","6,847,000","5,177,000"
		InvestmentsAndAdvances,"5,493,000","5,493,000","5,493,000","3,493,000","3,493,000","14,548,000","15,890,000"
			LongTermEquityInvestment,,,,"848,000","848,000","11,903,000","13,245,000"
			OtherInvestments,"5,493,000",,"5,493,000","2,645,000","2,645,000","2,645,000","2,645,000"
		NonCurrentPrepaidAssets,"5,378,000","3,966,000","4,186,000","3,877,000","3,611,000","3,318,000","3,003,000"
TotalLiabilitiesNetMinorityInterest,"192,069,000","189,565,000","176,326,000","173,787,000","180,334,000","405,996,000","301,884,000"
