name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,11/30/2006,11/30/2005
TotalAssets,"4,691,829,000","5,506,703,000","5,142,669,000","4,791,076,000","4,565,529,000","4,198,647,000","4,111,719,000","4,187,418,000","3,911,799,000","4,204,439,000","3,479,742,000","3,425,090,000","3,295,565,000","3,387,952,000","3,806,405,000","3,785,803,000","3,344,494,000","3,275,668,000","3,154,472,000","3,090,097,000","3,005,138,000","3,082,578,000","3,307,084,000","2,790,986,000","2,831,634,000","3,146,987,000","3,366,791,000","2,875,628,000","2,896,527,000","2,894,175,000","2,880,279,000","3,133,235,000","3,093,818,000","3,134,537,000","3,081,589,000","3,105,098,000","3,031,860,000","3,019,639,000","3,053,191,000","2,994,890,000","3,113,047,000","3,092,996,000","3,064,214,000","3,009,587,000","2,910,484,000","3,023,166,000","2,948,455,000","947,931,000","1,195,874,000","1,200,269,000","1,082,565,000","1,063,861,000","1,030,058,000","1,015,048,000","993,459,000","1,002,777,000","962,266,000","904,679,000","794,842,000","1,139,559,000","1,112,775,000","1,047,519,000"
	CurrentAssets,"1,332,421,000","2,143,410,000","1,847,351,000","2,558,543,000","2,306,639,000","1,925,598,000","1,843,092,000","1,909,871,000","1,619,773,000","2,081,777,000","1,386,088,000","1,323,082,000","1,177,926,000","1,435,089,000","1,857,346,000","1,819,491,000","1,348,357,000","1,267,129,000","1,153,081,000","1,083,438,000","988,651,000","1,055,670,000","1,262,363,000","737,057,000","763,811,000","1,063,271,000","1,286,357,000","776,776,000","788,632,000","770,632,000","758,589,000","1,006,893,000","988,860,000","637,035,000","590,095,000","617,516,000","523,333,000","514,835,000","670,781,000","605,101,000","713,132,000","677,943,000","632,436,000","561,320,000","448,966,000","536,283,000","445,727,000","362,386,000","601,848,000","602,484,000","479,901,000","452,863,000","412,750,000","392,255,000","366,684,000","382,630,000","345,638,000","281,403,000","164,235,000","502,263,000","462,206,000","369,685,000"
		CashCashEquivalentsAndShortTermInvestments,"679,315,000","1,421,449,000","1,284,664,000","1,972,002,000","1,747,147,000","1,300,521,000","1,302,858,000","1,384,977,000","1,066,856,000","1,506,567,000","881,150,000","771,117,000","642,781,000","904,176,000","1,398,398,000","1,367,596,000","849,828,000","889,502,000","799,015,000","750,581,000","696,972,000","791,834,000","974,062,000","404,614,000","445,014,000","777,706,000","993,488,000","455,021,000","537,751,000","508,799,000","448,193,000","683,239,000","260,450,000","358,434,000","283,750,000","334,701,000","263,029,000","254,207,000","434,343,000","359,767,000","460,179,000","392,701,000","364,329,000","287,062,000","177,801,000","300,466,000","240,328,000","213,547,000","442,494,000","471,328,000","361,762,000","317,647,000","276,881,000","268,077,000","246,452,000","32,294,000","21,929,000","33,818,000","21,599,000","29,951,000","24,362,000","23,411,000"
			CashAndCashEquivalents,"679,315,000","1,421,449,000","1,284,664,000","1,972,002,000","1,747,147,000","1,300,521,000","1,302,858,000","1,384,977,000","1,066,856,000","1,506,567,000","881,150,000","771,117,000","642,781,000","904,176,000","1,398,398,000","1,367,596,000","849,828,000","889,502,000","799,015,000","750,581,000","696,972,000","791,834,000","974,062,000","404,614,000","445,014,000","777,706,000","993,488,000","455,021,000","537,751,000","508,799,000","448,193,000","683,239,000","260,450,000","358,434,000","283,750,000","334,701,000","263,029,000","183,309,000","340,458,000","273,307,000","266,022,000","252,211,000","221,575,000","175,895,000","127,640,000","226,575,000","197,735,000","152,148,000","84,349,000","176,024,000","111,701,000","72,769,000","276,881,000","268,077,000","246,452,000","32,294,000","21,929,000","33,818,000","21,599,000","29,951,000","24,362,000","23,411,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","70,898,000","93,885,000","86,460,000","194,157,000","140,490,000","142,754,000","111,167,000","50,161,000","73,891,000","42,593,000","61,399,000","358,145,000","295,304,000","250,061,000","244,878,000",,,,,,,,,,
		Receivables,"592,326,000","664,511,000","496,726,000","488,570,000","506,849,000","558,569,000","429,804,000","466,096,000","481,990,000","499,268,000","409,519,000","438,313,000","427,099,000","473,433,000","378,705,000","394,886,000","462,577,000","327,597,000","309,196,000","289,227,000","262,289,000","221,504,000","235,803,000","247,497,000","260,168,000","208,239,000","208,239,000","214,487,000","184,827,000","178,717,000","191,806,000","213,432,000","191,905,000","169,490,000","179,920,000","160,101,000","166,915,000","153,557,000","124,309,000","136,074,000","172,181,000","180,566,000","166,948,000","177,189,000","185,714,000","147,662,000","114,527,000","92,530,000","113,901,000","77,180,000","76,511,000","95,374,000","103,861,000","87,488,000","90,802,000","108,169,000","129,426,000","80,375,000","82,973,000","98,446,000","100,175,000","88,753,000"
			AccountsReceivable,"592,326,000","664,511,000","496,726,000","488,570,000","506,849,000","558,569,000","429,804,000","466,096,000","481,990,000","499,268,000","409,519,000","438,313,000","427,099,000","473,433,000","378,705,000","394,886,000","462,577,000","327,597,000","309,196,000","289,227,000","262,289,000","221,504,000","235,803,000","247,497,000","260,168,000","208,239,000","208,239,000","214,487,000","184,827,000","178,717,000","191,806,000","213,432,000","191,905,000","169,490,000","179,920,000","160,101,000","166,915,000","153,557,000","124,309,000","136,074,000","172,181,000","180,566,000","166,948,000","177,189,000","185,714,000","147,662,000","114,527,000","92,530,000","113,901,000","77,180,000","76,511,000","95,374,000","99,476,000","85,723,000","85,108,000","106,204,000","123,831,000","77,748,000","78,618,000","93,221,000","62,337,000","74,765,000"
				GrossAccountsReceivable,"594,841,000","666,848,000","499,369,000","490,287,000","508,585,000","560,152,000","431,127,000","467,291,000","483,194,000","500,983,000","411,004,000","439,110,000","427,806,000","474,460,000","380,405,000","396,617,000","464,438,000","329,297,000","310,885,000","290,523,000","263,397,000","222,539,000","237,015,000","248,866,000","261,415,000","209,356,000","209,253,000","215,425,000","185,649,000","179,574,000","192,595,000","214,222,000","192,603,000","170,770,000","180,898,000","160,986,000","167,931,000","154,521,000","124,891,000","136,677,000","172,948,000","181,423,000","168,021,000","178,202,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,515,000","-2,337,000","-2,643,000","-1,717,000","-1,736,000","-1,583,000","-1,323,000","-1,195,000","-1,204,000","-1,715,000","-1,485,000","-797,000","-707,000","-1,027,000","-1,700,000","-1,731,000","-1,861,000","-1,700,000","-1,689,000","-1,296,000","-1,108,000","-1,035,000","-1,212,000","-1,369,000","-1,247,000","-1,117,000","-1,014,000","-938,000","-822,000","-857,000","-789,000","-790,000","-698,000","-1,280,000","-978,000","-885,000","-1,016,000","-964,000","-582,000","-603,000","-767,000","-857,000","-1,073,000","-1,013,000",,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,385,000","1,765,000","5,694,000","1,965,000","5,595,000","2,627,000","4,355,000","5,225,000","37,838,000","13,988,000"
