name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalAssets,"20,463,000,000","20,843,000,000","19,154,000,000","18,026,000,000","16,021,000,000","16,196,000,000","14,950,000,000","14,517,000,000","15,806,000,000","14,905,000,000","14,458,000,000","13,846,000,000","13,962,000,000","12,895,000,000","12,255,000,000","12,297,000,000","12,693,000,000","12,347,000,000","12,041,000,000","12,328,000,000","11,990,000,000","9,245,000,000","9,135,858,000","9,207,643,000","9,365,536,000","9,531,356,000","9,172,971,000","9,124,861,000","8,917,459,000","9,497,773,000","9,203,059,000","8,560,219,000","8,199,523,000","8,141,504,000","7,754,145,000","7,130,824,000","6,353,062,000","6,401,224,000","6,301,187,000","5,807,478,000","5,609,138,000","5,387,437,000","5,045,506,000","4,911,531,000","4,707,043,000","4,562,546,000","4,432,181,000","4,073,702,000","2,379,347,000","2,313,515,000","2,065,081,000","2,047,055,000","2,044,929,000","2,091,333,000","2,184,510,000","2,201,056,000","1,996,362,000","1,829,404,737","1,690,338,507","1,704,490,354","1,512,279,713","1,347,990,954","1,122,556,065","942,430,333","778,620,556","613,645,144","444,927,588","360,833,715","360,470,600"
	CurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265,440,000","202,704,000","317,654,000","292,931,000","290,353,000","190,076,000","356,606,000","182,176,000","282,391,000","279,682,000","129,256,000","127,246,000","97,357,000","73,369,000","65,580,000","106,933,000","78,581,000","102,222,000",,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105,463,000","101,265,000","216,412,000","120,782,000","103,146,000","84,889,000","246,233,000","100,752,000","134,362,000","138,778,000","83,813,000","99,227,000","61,469,000","46,297,000","48,016,000","89,383,000","61,409,000","77,047,000","1,959,356,000","1,795,343,845","1,664,280,396","1,677,557,037","1,488,081,532","1,327,360,714","67,610,129","44,844,697","19,034,286","16,613,334","15,408,955","53,891,961","119,606,955"
			CashAndCashEquivalents,"695,000,000","372,000,000","1,193,000,000","377,000,000","337,000,000","254,000,000","233,000,000","278,000,000","460,000,000","176,000,000","253,000,000","572,000,000","572,000,000","296,000,000","799,000,000","509,000,000","302,000,000","316,000,000","341,000,000","536,000,000","247,000,000","223,000,000","125,089,000","125,926,000","77,169,000","257,056,000","247,123,000","299,079,000","131,977,000","194,555,000","107,878,000","223,154,000","146,639,000","149,629,000","135,487,000","100,517,000","102,451,000","269,043,000","105,463,000","101,265,000","216,412,000","120,782,000","103,146,000","84,889,000","246,233,000","100,752,000","134,362,000","138,778,000","83,813,000","99,227,000","61,469,000","46,297,000","48,016,000","89,383,000","61,409,000","77,047,000","25,054,000","21,142,004","48,707,617","61,543,795","54,333,411","91,538,878","67,610,129","44,844,697","19,034,286","16,613,334","15,408,955","53,891,961","119,606,955"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,934,302,000","1,774,201,841","1,615,572,779","1,616,013,242","1,433,748,121","1,235,821,836",,,,,,,
		Receivables,"133,000,000","222,000,000","135,000,000","312,000,000","100,000,000","223,000,000","136,000,000","183,000,000","134,000,000","131,000,000","125,000,000","105,000,000","142,000,000","103,000,000","154,000,000","145,000,000","93,000,000","94,000,000","139,000,000","143,000,000","203,000,000","141,000,000","142,329,000","125,850,000","162,020,000","137,968,000","135,365,000","142,704,000","196,585,000","161,840,000","196,228,000","154,040,000","148,168,000","252,547,000","133,624,000","119,611,000","116,041,000","109,129,000","159,977,000","101,439,000","101,242,000","99,628,000","105,223,000","105,187,000","110,373,000","81,424,000","88,184,000","78,690,000","45,443,000","28,019,000","21,159,000","27,072,000","17,564,000","17,550,000","17,172,000","25,175,000","28,222,000","25,073,078","17,570,200","18,990,048","15,327,856","11,147,157","12,608,470","6,962,236","8,983,848","7,409,850","3,603,152","3,877,613","4,548,675"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,116,000","304,000","45,000","550,000",,,"37,549,000","8,876,000",,,"19,288,000",,,,"289,000","3,000",,,"975,000","1,342,588","142,155","1,023,688","1,222,285","1,026,053",,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,861,000","101,135,000","101,197,000","99,078,000",,,"72,824,000","72,548,000",,,"26,155,000","28,019,000",,,"17,275,000","17,547,000",,,"27,247,000","23,730,490","17,428,045","17,966,360","14,105,571","10,121,104",,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,521,000","81,984,000",,,,"59,845,000","62,214,000","29,862,000",,"14,729,000",,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,035,747,000","5,604,774,000","5,291,484,000","5,094,506,000","4,755,153,000","4,721,455,000","4,350,437,000","4,380,370,000","4,149,790,000","3,794,020,000","2,250,091,000","2,186,269,000","1,967,724,000","1,973,686,000","1,979,349,000","1,984,400,000","2,105,929,000","2,098,834,000",,,,,,,,,,,,,
		NetPPE,"24,000,000","27,000,000","31,000,000","34,000,000","36,000,000","38,000,000","85,000,000","90,000,000","94,000,000","94,000,000","99,000,000","101,000,000","105,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
