name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalRevenue,"269,833,000","79,787,000","90,890,000","64,808,000","34,348,000","23,197,000","5,291,000","2,462,000","1,942,000","2,386,000","1,200,525","1,739,165","2,467,050","1,430,260","1,685,403","2,366,683","2,792,794","925,554","197,133","24,175","24,174","24,175","31,668","26,098","24,174","24,175","32,668","81,264","48,691","35,463","103,106","60,471","24,174","74,903","23,008","77,776","21,249","18,655","16,882","10,730","27,241","7,275","53,283","40,147","73,088","115,081","88,481","80,483","76,008","158,120","282,568","69,212","86,878","98,134","118,483","227,525","99,775","375,659","125,783","210,553","176,523","336,037","399,691","392,715","111,986","235,817","323,998","78,368","307,316","150,239","303,888","163,294","203,533","133,386","87,184","176,726","140,858","245,807","193,976","285,572","156,209","109,670"
	OperatingRevenue,"269,736,000","79,763,000","90,866,000","64,783,000","34,324,000","23,173,000","5,267,000","2,437,000","1,918,000","2,362,000","1,177,048","1,714,991","2,442,876","1,406,085","1,661,229","2,342,508","2,768,619","901,380","100,435","24,175","24,174","24,175","7,493","1,923","0","0","8,494","57,089","24,517","11,288","78,931","36,296","0","51,728","0","56,068","0","0","-3,689","10,730","27,241","7,275","53,283","40,147","73,088","115,081","88,481","80,483","76,008","158,120","282,568","69,212","86,878","82,147","118,483","227,525","99,775","375,659","125,783","210,553","176,523","336,037","399,691","392,715","111,986","235,817","323,998","78,368","307,316","150,239","303,888","163,294","203,533","133,386","87,184","176,726","140,858","245,807","193,976","285,572","156,209","109,670"
CostOfRevenue,"120,187,000","45,628,000","35,883,000","25,615,000","13,061,000","7,534,000","2,102,000","1,302,000","1,439,000","1,407,000","1,561,544","1,476,135","1,587,983","1,471,338","1,886,544","2,031,885","1,477,587","349,011",,,,,"1,491","1,567","0","0","3,950","14,533","8,096","4,007","27,172","12,391","0","31,907","-37","21,230","0","0","396","0","12","184","387","382","2,749","12,827","108,201","150,367","42,048","65,566","124,104","52,566","170,663","116,226","84,737","141,821","140,182","214,936","66,272","232,275","146,691","170,394","357,503","229,703","56,657","112,843","117,536","100,634","186,932","103,510","213,208","86,967","88,355","87,146","199,255","103,065","152,013","64,160","469,910","108,599","61,852","22,456"
GrossProfit,"149,646,000","34,159,000","55,007,000","39,193,000","21,287,000","15,663,000","3,189,000","1,160,000","503,000","979,000","-361,019","263,030","879,067","-41,078","-201,141","334,798","1,315,207","576,543",,,,,"30,177","24,531","24,174","24,175","28,718","66,731","40,595","31,456","75,934","48,080","24,174","42,996","23,045","56,546","21,249","18,655","16,486","10,730","27,229","7,091","52,896","39,765","70,339","102,254","-19,720","-69,884","33,960","92,554","158,464","16,646","-83,785","-18,092","33,746","85,704","-40,407","160,723","59,511","-21,722","29,832","165,643","42,188","163,012","55,329","122,974","206,462","-22,266","120,384","46,729","90,680","76,327","115,178","46,240","-112,071","73,661","-11,155","181,647","-275,934","176,973","94,357","87,214"
OperatingExpense,"130,600,000","25,155,000","44,991,000","52,514,000","9,250,000","8,308,000","4,020,000","3,267,000","3,060,000","4,398,000","2,067,860","1,785,435","2,248,728","3,175,977","4,124,763","6,628,749","9,303,782","6,067,156","5,462,799","614,676","1,090,198","1,056,776","2,363,522","1,769,933","895,920","1,402,712","2,980,238","1,657,364","2,035,016","2,243,593","2,429,998","2,592,616","2,624,866","2,946,740","3,098,549","3,129,349","3,154,852","2,839,928","2,455,223","2,412,358","2,274,324","1,881,293","2,498,409","3,050,974","2,816,591","2,875,468","3,197,899","2,975,177","3,429,141","3,927,874","4,983,075","3,877,417","3,746,044","2,738,069","2,597,684","2,984,585","2,777,620","2,050,848","2,281,510","2,200,439","1,176,583","1,020,424","898,124","939,036","767,228","730,900","857,865","528,478","454,803","412,391","605,154","511,388","533,253","450,946","436,401","273,078","471,351","237,024","285,834","234,327","241,219","248,282"
	SellingGeneralAndAdministration,"92,877,000","10,910,000","39,458,000","40,307,000","3,512,000","5,462,000","2,287,000","2,000,000","2,230,000","3,735,000","2,019,342","1,762,021","2,225,499","3,152,138","4,557,587","5,970,411","6,422,883","3,906,197","4,614,885","597,018","1,062,540","1,039,084","2,000,867","1,715,475","822,835","1,030,126","2,507,514","1,231,101","1,482,608","1,535,851","1,517,178","1,473,301","1,674,719","1,894,442","1,411,243","1,322,976","1,354,330","1,427,955","1,240,043","1,346,391","1,393,714","1,204,675","1,205,513","1,405,979","1,360,256","1,603,473","1,577,114","1,932,021","2,117,906","1,883,677","2,202,873","1,602,242","1,504,204","1,321,589","912,780","1,037,376","1,230,210","1,253,056","1,503,175","1,150,172","632,287","726,119","544,739","492,064","466,240","469,963","492,854","325,365","285,599","281,040","23,169","378,614","409,433","301,926","299,455","192,294","207,104","178,709","-10,486","145,224","154,192","98,272"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,"1,039,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,"1,039,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,"0","10,000","4,532","-42,975","17,658","27,658","17,692","362,655","54,458","73,085","372,586","472,724","426,263","552,408","707,742","912,820","1,119,315","950,147","1,052,298","1,687,306","1,806,373","1,800,522","1,411,973","1,215,180","1,065,967","880,610","676,618","1,292,896","1,644,995","1,456,335","1,271,995","1,620,785","1,043,156","1,311,235","2,044,197","2,780,202","2,275,175","2,241,840","1,416,480","1,700,890","1,963,196","1,563,397","797,792","778,335","1,050,267","544,296","294,305","353,385","446,972","300,988","310,937","346,469","203,113","169,204","131,351","155,527","132,774","123,820","149,020","136,946","80,784","264,247","58,315","330,946","77,522","75,446","138,546"
	DepreciationAmortizationDepletionIncomeStatement,"37,723,000","14,245,000","5,533,000","12,207,000","5,738,000","2,846,000","1,733,000","1,267,000","830,000","663,000","48,518","23,414","23,229","23,839","-418,292","658,338","2,870,899","2,156,427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,581","11,581","11,464"
