name,ttm,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993,01/31/1992,01/31/1991,01/31/1990
OperatingCashFlow,"1,309,000,000"
	CashFlowFromContinuingOperatingActivities,"1,309,000,000"
		NetIncomeFromContinuingOperations,"1,211,000,000"
		DepreciationAmortizationDepletion,"287,000,000"
			DepreciationAndAmortization,"287,000,000"
				Depreciation,"287,000,000"
		DeferredTax,"35,000,000"
			DeferredIncomeTax,"35,000,000"
		StockBasedCompensation,"43,000,000"
		ChangeInWorkingCapital,"-357,000,000"
			ChangeInReceivables,"-41,000,000"
				ChangesInAccountReceivables,"-41,000,000"
			ChangeInInventory,"-165,000,000"
			ChangeInPayablesAndAccruedExpense,"-114,000,000"
				ChangeInPayable,"-114,000,000"
					ChangeInTaxPayable,"-94,000,000"
						ChangeInIncomeTaxPayable,"-94,000,000"
					ChangeInAccountPayable,"-20,000,000"
			ChangeInOtherWorkingCapital,"-37,000,000"
InvestingCashFlow,"-291,000,000"
	CashFlowFromContinuingInvestingActivities,"-291,000,000"
		CapitalExpenditureReported,"-293,000,000"
FinancingCashFlow,"-3,203,000,000"
	CashFlowFromContinuingFinancingActivities,"-3,203,000,000"
		NetIssuancePaymentsOfDebt,"-598,000,000"
			NetLongTermDebtIssuance,"-598,000,000"
				LongTermDebtPayments,"-598,000,000"
		NetCommonStockIssuance,"-3,036,000,000"
			CommonStockPayments,"-3,036,000,000"
		CashDividendsPaid,"-168,000,000"
		ProceedsFromStockOptionExercised,"55,000,000"
		NetOtherFinancingCharges,"544,000,000"
EndCashPosition,"652,000,000"
	ChangesInCash,"-2,185,000,000"
	EffectOfExchangeRateChanges,"-1,000,000"
	BeginningCashPosition,"2,837,000,000"
CapitalExpenditure,"-293,000,000"
RepaymentOfDebt,"-598,000,000"
RepurchaseOfCapitalStock,"-3,036,000,000"
FreeCashFlow,"1,016,000,000"
