name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,08/31/2019
TotalAssets,"816,698,000","817,973,000","818,498,000","844,133,000","838,038,000","837,297,000","827,204,000","861,100,000","496,873,000","467,277,000"
	CurrentAssets,"439,873,000","435,360,000","432,012,000","451,071,000","443,171,000","436,101,000","420,702,000","449,334,000","72,811,000","58,514,000"
		CashCashEquivalentsAndShortTermInvestments,"365,194,000","348,592,000","347,735,000","377,638,000","371,665,000","363,980,000","361,160,000","389,878,000","19,195,000","11,999,000"
			CashAndCashEquivalents,"141,683,000","348,592,000","251,739,000","185,657,000","115,637,000","76,074,000","361,160,000","389,878,000","19,195,000","11,999,000"
			OtherShortTermInvestments,"223,511,000","0","95,996,000","191,981,000","256,028,000","287,906,000",,,,
		Receivables,"61,485,000","68,713,000","67,382,000","59,052,000","59,668,000","56,881,000","47,704,000","47,271,000","47,910,000","42,462,000"
			AccountsReceivable,"32,105,000","39,065,000","39,771,000","34,629,000","37,177,000","34,738,000","27,854,000","29,149,000","29,686,000","25,450,000"
				GrossAccountsReceivable,,"41,758,000","42,010,000","36,054,000","38,189,000","35,103,000","28,223,000","29,549,000","30,087,000",
				AllowanceForDoubtfulAccountsReceivable,,"-2,693,000","-2,239,000","-1,425,000","-1,012,000","-365,000","-369,000","-400,000","-401,000",
			OtherReceivables,"29,380,000","29,648,000","27,611,000","24,423,000","22,491,000","22,143,000","19,850,000","18,122,000","18,224,000","17,012,000"
		PrepaidAssets,"13,194,000","13,040,000","12,728,000","11,376,000","9,066,000","5,258,000","6,337,000","5,470,000","2,956,000","2,234,000"
		OtherCurrentAssets,,"5,015,000","4,167,000","3,005,000","2,772,000","9,982,000","5,501,000","6,715,000","2,750,000","1,819,000"
	TotalNonCurrentAssets,"376,825,000","382,613,000","386,486,000","393,062,000","394,867,000","401,196,000","406,502,000","411,766,000","424,332,000","408,763,000"
		NetPPE,"28,523,000","29,986,000","31,077,000","32,103,000","31,506,000","33,357,000","34,920,000","36,284,000","40,007,000","17,058,000"
			GrossPPE,"28,523,000","43,683,000","44,415,000","44,360,000","42,821,000","43,321,000","43,565,000","43,660,000","46,032,000","22,558,000"
				Properties,,"0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,,,,,,,,"18,171,000","20,491,000",
				MachineryFurnitureEquipment,,"16,526,000","16,799,000","15,879,000","16,046,000","32,097,000","32,404,000","32,444,000","33,972,000","11,094,000"
				OtherProperties,"28,523,000","16,653,000","16,970,000","17,798,000","15,498,000","16,725,000","17,552,000","18,113,000","20,491,000",
				ConstructionInProgress,,"111,000","111,000","111,000","111,000","111,000","111,000",,,
				Leases,,"10,393,000","10,535,000","10,572,000","11,166,000","11,113,000","11,050,000","11,216,000","12,060,000","11,464,000"
			AccumulatedDepreciation,,"-13,697,000","-13,338,000","-12,257,000","-11,315,000","-9,964,000","-8,645,000","-7,376,000","-6,025,000","-5,500,000"
		GoodwillAndOtherIntangibleAssets,"325,957,000","329,893,000","333,841,000","337,814,000","341,880,000","345,967,000","350,054,000","354,142,000","358,679,000","371,211,000"
			Goodwill,"272,455,000","272,455,000","272,455,000","272,455,000","272,455,000","272,455,000","272,455,000","272,455,000","272,455,000","272,455,000"
			OtherIntangibleAssets,"53,502,000","57,438,000","61,386,000","65,359,000","69,425,000","73,512,000","77,599,000","81,687,000","86,224,000","98,756,000"
		NonCurrentAccountsReceivable,"916,000","954,000","1,327,000","1,401,000","2,576,000","2,824,000","3,489,000","3,487,000","6,408,000","8,045,000"
		NonCurrentDeferredAssets,"1,398,000","14,893,000","14,919,000","16,387,000","15,299,000","15,421,000","14,351,000","13,990,000","15,209,000","10,269,000"
			NonCurrentDeferredTaxesAssets,"1,398,000","1,334,000","1,042,000","2,331,000","2,226,000","2,065,000","1,721,000","1,550,000","1,016,000","860,000"
		OtherNonCurrentAssets,"20,031,000","6,887,000","5,322,000","5,357,000","3,606,000","3,627,000","3,688,000","3,863,000","4,029,000","2,180,000"
TotalLiabilitiesNetMinorityInterest,"83,589,000","81,729,000","84,609,000","113,395,000","103,437,000","105,361,000","95,822,000","127,343,000","100,029,000","78,211,000"
	CurrentLiabilities,"63,312,000","60,673,000","60,619,000","87,656,000","80,806,000","79,084,000","68,916,000","97,713,000","72,663,000","59,890,000"
		PayablesAndAccruedExpenses,"34,862,000","32,461,000","29,423,000","48,507,000","44,178,000","41,665,000","34,327,000","60,004,000","40,857,000","32,365,000"
