name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
		DepreciationAndAmortizationInIncomeStatement,"163,281,000","39,889,000","42,025,000","41,665,000","39,702,000","39,684,000","35,977,000","35,049,000","33,984,000","33,533,000","31,989,000","31,620,000","31,084,000","31,303,000","30,078,000","30,195,000","29,813,000","29,496,000","28,558,000","29,879,000","27,497,000","27,114,000","23,405,000","23,482,000","23,812,000","23,756,000","23,918,000","22,949,000","22,089,000","21,114,000","13,267,000","15,126,000","7,640,000","4,354,000","1,274,000","684,000","124,000"
OperatingIncome,"135,390,000","33,087,000","35,761,000","30,834,000","35,708,000","25,792,000","25,401,000","26,078,000","24,491,000","24,089,000","26,303,000","24,146,000","25,077,000","23,448,000","22,021,000","24,204,000","23,276,000","23,070,000","23,391,000","19,322,000","24,388,000","20,971,000","15,456,000","17,699,000","18,933,000","17,986,000","18,183,000","15,115,000","-1,361,000","21,805,000","26,102,000","8,387,000","3,528,000","1,921,000","1,121,000","497,000","60,000"
NetNonOperatingInterestIncomeExpense,"-97,100,000","-24,123,000","-24,101,000","-24,858,000","-24,018,000","-21,368,000","-19,158,000","-18,677,000","-17,529,000","-16,440,000","-17,194,000","-16,154,000","-15,689,000","-15,162,000","-15,479,000","-15,104,000","-14,415,000","-12,975,000","-12,806,000","-12,479,000","-11,634,000","-11,531,000","-9,004,000","-8,914,000","-10,634,000","-10,569,000","-10,065,000","-9,041,000","-7,947,000","-7,811,000","-6,467,000","-4,081,000","-2,614,000","-1,689,000","-556,000","-348,000","-52,000"
	InterestExpenseNonOperating,"97,100,000","24,123,000","24,101,000","24,858,000","24,018,000","21,368,000","19,158,000","18,677,000","17,529,000","16,440,000","17,194,000","16,154,000","15,689,000","15,162,000","15,479,000","15,104,000","14,415,000","12,975,000","12,806,000","12,479,000","11,634,000","11,531,000","9,004,000","8,914,000","10,634,000","10,569,000","10,065,000","9,041,000","7,947,000","7,811,000","6,467,000","4,081,000","2,614,000","1,689,000","556,000","348,000","52,000"
OtherIncomeExpense,"-7,400,000","4,672,000","-8,244,000","3,344,000","-7,172,000","1,840,000","-12,281,000","-2,397,000","-741,000","2,911,000","5,474,000","2,889,000","6,720,000","950,000","-11,198,000","-5,938,000","82,000","-4,213,000","-1,172,000","-3,596,000","-7,044,000","-1,084,000","12,613,000","679,000","8,063,000","-309,000","6,574,000","117,000","-35,196,000","13,501,000","-26,274,000","-28,864,000","-8,393,000","-16,581,000","-3,168,000","-3,239,000","-1,302,000"
	GainOnSaleOfSecurity,"10,086,000","4,615,000","1,237,000","4,755,000","-521,000","1,842,000","-8,742,000","-2,464,000","-470,000","3,143,000","4,919,000","10,021,000","8,313,000","1,208,000","2,498,000","-535,000","2,468,000","-2,978,000","-1,633,000","-2,762,000","-6,104,000","-395,000","20,029,000","3,154,000","8,082,000","-447,000","3,206,000","3,757,000","-16,086,000","14,573,000","3,253,000","112,000","-197,000","-73,000","0","17,000","18,000"
	SpecialIncomeCharges,"-17,887,000","-238,000","-9,661,000","-1,253,000","-6,735,000","-17,000","-3,567,000","-75,000","-342,000","-280,000","360,000","-7,130,000","-1,612,000","-262,000","-13,606,000","-5,447,000","-2,398,000","-1,246,000","451,000","-836,000","-943,000","-696,000","-7,415,000","-2,479,000","-27,000","129,000","3,304,000","-3,630,000","-19,122,000","-1,085,000","-29,615,000","-29,124,000","-8,244,000","-16,516,000","-3,169,000","-3,256,000","-1,320,000"
		RestructuringAndMergernAcquisition,"132,000","8,000","42,000","54,000","28,000","17,000","275,000","75,000","33,000","280,000","19,000","192,000","847,000","262,000","8,607,000","2,804,000","2,399,000","1,325,000","-301,000","1,141,000","443,000","696,000","7,415,000","2,479,000","27,000","-129,000","76,000","4,680,000","212,000","1,085,000","29,615,000","29,124,000","8,244,000","16,516,000","3,169,000","3,256,000","1,320,000"
		ImpairmentOfCapitalAssets,"17,755,000","230,000","9,619,000","1,199,000","6,707,000",,"0","0",,,"0","6,375,000",,,"5,000,000",,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,"3,292,000",,"309,000",,"-379,000","563,000","765,000",,"-1,000","2,643,000","-1,000","-79,000","-150,000","-305,000","500,000",,,,,,"-3,380,000","-1,050,000","18,910,000",,,,,,,,
	OtherNonOperatingIncomeExpenses,"401,000","295,000","180,000","-158,000","84,000","15,000","28,000","142,000","71,000","48,000","195,000","-2,000","19,000","4,000","-90,000","44,000","12,000","11,000","10,000","2,000","3,000","7,000","-1,000","4,000","8,000","9,000","64,000","-10,000","12,000","13,000","88,000","148,000","48,000","8,000",,,
PretaxIncome,"30,890,000","13,636,000","3,416,000","9,320,000","4,518,000","6,264,000","-6,038,000","5,004,000","6,221,000","10,560,000","14,583,000","10,881,000","16,108,000","9,236,000","-4,656,000","3,162,000","8,943,000","5,882,000","9,413,000","3,247,000","5,710,000","8,356,000","19,065,000","9,464,000","16,362,000","7,108,000","14,692,000","6,191,000","-44,504,000","27,495,000","-6,639,000","-24,558,000","-7,479,000","-16,349,000","-2,603,000","-3,090,000","-1,294,000"
TaxProvision,"13,167,000","3,095,000","6,212,000","1,930,000","1,930,000","2,080,000","2,457,000","862,000","691,000","959,000","1,652,000","940,000","780,000","960,000","-366,000","530,000","1,200,000","1,070,000","964,000","760,000","510,000","906,000","2,994,000","448,000","430,000","550,000","2,243,000","703,000","1,303,000","1,640,000",,,,"0",,,
NetIncomeCommonStockholders,"-13,807,000","5,261,000","-8,037,000","2,141,000","-13,172,000","-985,000","-13,379,000","-604,000","837,000","4,903,000","9,113,000","6,684,000","12,447,000","5,631,000","-6,907,000","-139,000","5,262,000","2,177,000","5,812,000","1,918,000","5,015,000","7,244,000","15,750,000","8,753,000","15,570,000","6,293,000","12,119,000","5,183,000","-45,664,000","25,855,000","-5,208,000","-24,558,000","-7,479,000","-16,349,000","-2,603,000","-3,090,000","-1,294,000"
	NetIncome,"17,723,000","10,541,000","-2,796,000","7,390,000","2,588,000","4,184,000","-8,495,000","4,142,000","5,530,000","9,601,000","12,931,000","9,941,000","15,328,000","8,276,000","-4,290,000","2,632,000","7,743,000","4,812,000","8,449,000","2,487,000","5,200,000","7,429,000","15,946,000","8,943,000","15,763,000","6,488,000","12,312,000","5,432,000","-45,664,000","25,855,000","-5,208,000","-24,558,000","-7,479,000","-16,349,000","-2,603,000","-3,090,000","-1,294,000"
		NetIncomeIncludingNoncontrollingInterests,"17,723,000","10,541,000","-2,796,000","7,390,000","2,588,000","4,184,000","-8,495,000","4,142,000","5,530,000","9,601,000","12,931,000","9,941,000","15,328,000","8,276,000","-4,290,000","2,632,000","7,743,000","4,812,000","8,449,000","2,487,000","5,200,000","7,450,000","16,071,000","9,016,000","15,932,000","6,558,000","12,449,000","5,488,000","-45,807,000","25,855,000","-5,208,000","-24,558,000","-7,479,000","-16,349,000","-2,603,000","-3,090,000","-1,294,000"
			NetIncomeContinuousOperations,"17,723,000","10,541,000","-2,796,000","7,390,000","2,588,000","4,184,000","-8,495,000","4,142,000","5,530,000","9,601,000","12,931,000","9,941,000","15,328,000","8,276,000","-4,290,000","2,632,000","7,743,000","4,812,000","8,449,000","2,487,000","5,200,000","7,450,000","16,071,000","9,016,000","15,932,000","6,558,000","12,449,000","5,488,000","-45,807,000","25,855,000","-5,208,000","-24,558,000","-7,479,000","-16,349,000","-2,603,000","-3,090,000","-1,294,000"
		MinorityInterests,,,,,,,,"0",,,,,,"0","0","0","0","0","0","0","0","-21,000","-125,000","-73,000","-169,000","-70,000","-137,000","-56,000","143,000",,,,,,,,
	PreferredStockDividends,"20,106,000","5,058,000","5,016,000","5,016,000","5,016,000","5,016,000","4,782,000","4,644,000","4,564,000","4,563,000","3,668,000","3,081,000","2,707,000","2,485,000","2,454,000","2,455,000","2,455,000","2,451,000","2,451,000","383,000",,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"11,424,000","222,000","225,000","233,000","10,744,000","153,000","102,000","102,000","129,000","135,000","150,000","176,000","174,000","160,000","163,000","316,000","26,000","184,000","186,000","186,000","185,000","185,000","196,000","190,000","193,000","195,000","193,000","249,000",,,,,,,,,
DilutedNIAvailtoComStockholders,"-13,807,000","5,261,000","-8,037,000","2,141,000","-13,172,000","-985,000","-13,379,000","-604,000","837,000","4,903,000","9,113,000","6,684,000","12,447,000","5,631,000","-6,907,000","-139,000","5,262,000","2,177,000","5,812,000","1,918,000","5,015,000","7,244,000","15,750,000","8,753,000","15,570,000","6,293,000","12,119,000","5,183,000","-45,664,000","25,855,000","-5,208,000","-24,558,000","-7,479,000","-16,349,000","-2,603,000","-3,090,000","-1,294,000"
BasicEPS,,"0.05","-0.08","0.02","-0.14","-0.01","-0.15","-0.01","0.01","0.05","0.1","0.08","0.15","0.07","-0.09","-0.002","0.08","0.03","0.09","0.03","0.08","0.11","0.27","0.15","0.27","0.12","0.21","0.09","-0.75","0.459",,"-0.436","-0.133","-0.29",,"-0.055","-0.023"
DilutedEPS,,"0.05","-0.08","0.02","-0.14","-0.01","-0.15","-0.01","0.01","0.05","0.1","0.08","0.15","0.07","-0.09","-0.002","0.08","0.03","0.09","0.03","0.08","0.11","0.27","0.15","0.27","0.12","0.21","0.09","-0.75","0.459",,"-0.436","-0.133","-0.29",,"-0.055","-0.023"
BasicAverageShares,,"103,596,182","103,581,000","101,477,699","96,386,229","91,479,497","89,483,000","89,483,000","89,470,000","89,459,000","89,458,000","85,254,638","83,847,120","81,475,000","73,554,000","69,441,639","67,292,021","67,287,231","67,287,000","67,287,000","66,652,221","66,271,008","57,781,137","56,463,339","56,316,101","56,312,154","56,312,277","56,315,943","60,126,751","56,315,858",,"56,315,858","56,315,858","56,315,858",,"56,315,858","56,315,858"
DilutedAverageShares,,"103,596,182","103,581,000","101,477,699","96,386,229","91,479,497","89,483,000","89,483,000","90,103,000","89,499,000","90,777,000","86,202,582","85,165,549","82,798,000","74,001,000","69,441,639","67,292,021","67,287,231","67,287,000","67,287,000","66,652,221","66,271,008","57,781,137","56,463,339","56,316,101","56,312,154","56,312,277","56,315,943","60,126,751","56,315,858",,"56,315,858","56,315,858","56,315,858",,"56,315,858","56,315,858"
TotalOperatingIncomeAsReported,"118,987,000","32,849,000","26,396,000","30,776,000","28,966,000","25,775,000","25,126,000","26,003,000","24,305,000","23,809,000","35,108,000","24,556,000","31,153,000","24,078,000","2,664,000","21,369,000","20,878,000","21,824,000","23,842,000","18,486,000","23,445,000","20,275,000","8,041,000","15,220,000","18,906,000","18,115,000","21,487,000","11,485,000","-21,786,000","19,080,000","-2,082,000","-20,737,000","-4,716,000","-14,595,000","-2,048,000","-2,759,000","-1,260,000"
TotalExpenses,"263,581,000","64,046,000","70,755,000","64,924,000","63,856,000","63,598,000","61,641,000","56,633,000","56,618,000","55,153,000","50,382,000","53,796,000","51,042,000","52,020,000","49,205,000","47,720,000","47,695,000","45,016,000","43,211,000","45,548,000","40,598,000","41,866,000","37,317,000","35,552,000","34,263,000","36,968,000","37,860,000","35,137,000","50,429,000","28,164,000","20,204,000","17,515,000","10,100,000","5,626,000","1,353,000","735,000","140,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"17,723,000","10,541,000","-2,796,000","7,390,000","2,588,000","4,184,000","-8,495,000","4,142,000","5,530,000","9,601,000","12,931,000","9,941,000","15,328,000","8,276,000","-4,290,000","2,632,000","7,743,000","4,812,000","8,449,000","2,487,000","5,200,000","7,429,000","15,946,000","8,943,000","15,763,000","6,488,000","12,312,000","5,432,000","-45,664,000","25,855,000","-5,208,000","-24,558,000","-7,479,000","-16,349,000","-2,603,000","-3,090,000","-1,294,000"
NormalizedIncome,"22,403,600","7,157,459.592","3,353,520","4,613,199.571","7,884,880","2,965,002.554","490,570","6,243,626.299","6,251,806.783","6,998,001.61","8,250,018.789","7,299,750.942","8,951,483.486","7,428,328.281","5,944,819.588","7,611,324.478","7,682,392.821","8,267,608.296","9,509,949.538","5,242,844.164","11,617,583.187","8,401,708.234","5,312,923.997","8,299,952.663","7,919,688.669","6,781,393.922","6,795,869.453","5,319,421.095","-24,539,200","13,171,521.549","21,154,000","4,454,000","962,000","240,000","566,000","149,000","8,000"
InterestExpense,"97,100,000","24,123,000","24,101,000","24,858,000","24,018,000","21,368,000","19,158,000","18,677,000","17,529,000","16,440,000","17,194,000","16,154,000","15,689,000","15,162,000","15,479,000","15,104,000","14,415,000","12,975,000","12,806,000","12,479,000","11,634,000","11,531,000","9,004,000","8,914,000","10,634,000","10,569,000","10,065,000","9,041,000","7,947,000","7,811,000","6,467,000","4,081,000","2,614,000","1,689,000","556,000","348,000","52,000"
NetInterestIncome,"-97,100,000","-24,123,000","-24,101,000","-24,858,000","-24,018,000","-21,368,000","-19,158,000","-18,677,000","-17,529,000","-16,440,000","-17,194,000","-16,154,000","-15,689,000","-15,162,000","-15,479,000","-15,104,000","-14,415,000","-12,975,000","-12,806,000","-12,479,000","-11,634,000","-11,531,000","-9,004,000","-8,914,000","-10,634,000","-10,569,000","-10,065,000","-9,041,000","-7,947,000","-7,811,000","-6,467,000","-4,081,000","-2,614,000","-1,689,000","-556,000","-348,000","-52,000"
EBIT,"127,990,000","37,759,000","27,517,000","34,178,000","28,536,000","27,632,000","13,120,000","23,681,000","23,750,000","27,000,000","31,777,000","27,035,000","31,797,000","24,398,000","10,823,000","18,266,000","23,358,000","18,857,000","22,219,000","15,726,000","17,344,000","19,887,000","28,069,000","18,378,000","26,996,000","17,677,000","24,757,000","15,232,000","-36,557,000","35,306,000","-172,000","-20,477,000","-4,865,000","-14,660,000","-2,047,000","-2,742,000","-1,242,000"
EBITDA,"296,019,000"
ReconciledCostOfRevenue,"27,888,000","6,165,000","9,814,000","5,598,000","6,311,000","6,423,000","8,543,000","6,455,000","6,809,000","6,330,000","4,450,000","6,970,000","5,710,000","6,011,000","6,400,000","3,916,000","6,806,000","6,017,000","5,462,000","5,847,000","6,248,000","6,006,000","4,943,000","3,635,000","2,933,000","5,009,000","6,813,000","2,752,000","2,773,000","3,456,000","4,383,000","1,428,000","852,000","167,000","28,000","14,000","0"
ReconciledDepreciation,"168,029,000","41,184,000","43,173,000","42,814,000","40,858,000","40,831,000","37,069,000","36,119,000","35,010,000","34,580,000","33,240,000","32,855,000","32,423,000","32,651,000","31,428,000","31,580,000","31,218,000","30,949,000","29,945,000","31,234,000","28,819,000","28,344,000","24,110,000","24,048,000","24,421,000","24,394,000","24,494,000","23,552,000","22,693,000","21,717,000","14,384,000","15,126,000","7,574,000","4,420,000","1,274,000","684,000","124,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"17,723,000","10,541,000","-2,796,000","7,390,000","2,588,000","4,184,000","-8,495,000","4,142,000","5,530,000","9,601,000","12,931,000","9,941,000","15,328,000","8,276,000","-4,290,000","2,632,000","7,743,000","4,812,000","8,449,000","2,487,000","5,200,000","7,429,000","15,946,000","8,943,000","15,763,000","6,488,000","12,312,000","5,432,000","-45,664,000","25,855,000","-5,208,000","-24,558,000","-7,479,000","-16,349,000","-2,603,000","-3,090,000","-1,294,000"
TotalUnusualItemsExcludingGoodwill,"-7,801,000","4,377,000","-8,424,000","3,502,000","-7,256,000","1,825,000","-12,309,000","-2,539,000","-812,000","2,863,000","5,279,000","2,891,000","6,701,000","946,000","-11,108,000","-5,982,000","70,000","-4,224,000","-1,182,000","-3,598,000","-7,047,000","-1,091,000","12,614,000","675,000","8,055,000","-318,000","6,510,000","127,000","-35,208,000","13,488,000","-26,362,000","-29,012,000","-8,441,000","-16,589,000","-3,169,000","-3,239,000","-1,302,000"
TotalUnusualItems,"-7,801,000","4,377,000","-8,424,000","3,502,000","-7,256,000","1,825,000","-12,309,000","-2,539,000","-812,000","2,863,000","5,279,000","2,891,000","6,701,000","946,000","-11,108,000","-5,982,000","70,000","-4,224,000","-1,182,000","-3,598,000","-7,047,000","-1,091,000","12,614,000","675,000","8,055,000","-318,000","6,510,000","127,000","-35,208,000","13,488,000","-26,362,000","-29,012,000","-8,441,000","-16,589,000","-3,169,000","-3,239,000","-1,302,000"
NormalizedEBITDA,"303,820,000","74,566,000","79,114,000","73,490,000","76,650,000","66,638,000","62,498,000","62,339,000","59,572,000","58,717,000","59,738,000","56,999,000","57,519,000","56,103,000","53,359,000","55,828,000","54,506,000","54,030,000","53,346,000","50,558,000","53,210,000","49,322,000","39,565,000","41,751,000","43,362,000","42,389,000","42,741,000","38,657,000","21,344,000","43,535,000","40,574,000","23,661,000","11,216,000","6,349,000","2,396,000","1,181,000","184,000"
TaxRateForCalcs,"0.4","0.227","0.27","0.207","0.27","0.332","0.27","0.172","0.111","0.091","0.113","0.086","0.048","0.104","0.079","0.168","0.134","0.182","0.102","0.234","0.089","0.108","0.157","0.047","0.026","0.077","0.153","0.114","0.4","0.06","0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"-3,120,400","993,459.592","-2,274,480","725,199.571","-1,959,120","606,002.554","-3,323,430","-437,373.701","-90,193.217","260,001.61","598,018.789","249,750.942","324,483.486","98,328.281","-873,180.412","-1,002,675.522","9,392.821","-768,391.704","-121,050.462","-842,155.836","-629,416.813","-118,291.766","1,980,923.997","31,952.663","211,688.669","-24,606.078","993,869.453","14,421.095","-14,083,200","804,521.549","0","0","0","0","0","0","0"
