name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalAssets,"198,421,000","226,034,000","229,097,000","252,175,000","258,608,000","270,728,000","285,793,000","274,814,000","142,889,000","165,517,000","164,254,000","166,225,000","175,666,000","185,284,000","187,934,000","183,267,000","105,513,000","110,313,000","114,244,000","124,282,000","128,847,000","130,249,000","136,231,000","137,416,000","143,143,000","148,760,000","154,019,000","159,083,000","165,807,000","172,511,000","144,247,000","149,339,000","155,408,000","67,344,000","68,713,000","73,411,000","82,852,000","99,801,000","111,028,000","126,193,000","141,187,000","160,047,000","188,404,000","200,330,000","217,020,000","233,584,000","162,295,000","171,135,000","180,725,000","180,382,000","192,922,000","199,975,000","211,533,000","176,218,000","187,856,000","200,608,000","210,614,000","218,896,000","217,604,000","228,233,000","228,987,000","220,800,000","182,046,000","190,589,000","194,317,000","201,243,000","209,755,000","137,939,000","135,870,000","131,873,000","99,639,000","108,969,000","114,675,000","118,115,000","58,989,000","63,660,000","52,511,000","60,669,000","68,511,000","76,268,000","84,436,000","96,231,000","96,817,000","103,277,000","107,765,000","114,030,000","115,206,000","119,333,000","98,505,000","63,700,000","68,200,000","62,200,000","42,300,000","44,500,000","38,100,000","40,700,000","41,900,000","26,100,000","28,300,000","31,000,000","25,800,000","28,800,000","32,000,000","18,700,000","18,100,000"
	CurrentAssets,"175,924,000","187,206,000","179,355,000","201,762,000","215,264,000","199,857,000","231,861,000","220,743,000","134,155,000","141,608,000","142,121,000","154,762,000","155,949,000","166,058,000","168,874,000","162,270,000","91,129,000","95,970,000","98,563,000","102,066,000","106,563,000","116,112,000","115,056,000","111,702,000","110,955,000","115,892,000","122,015,000","140,198,000","147,897,000","153,406,000","128,192,000","142,592,000","147,676,000","67,057,000","68,402,000","72,431,000","81,576,000","98,417,000","103,046,000","120,845,000","122,522,000","125,625,000","147,304,000","157,194,000","170,203,000","195,017,000","137,474,000","130,948,000","133,234,000","117,779,000","184,683,000","193,225,000","204,801,000","168,246,000","179,080,000","192,917,000","202,823,000","213,372,000","212,347,000","222,631,000","224,955,000","217,153,000","178,141,000","186,374,000","189,401,000","195,645,000","204,030,000","132,172,000","129,477,000","124,777,000","95,128,000","103,834,000","109,366,000","111,808,000","51,764,000","55,658,000","43,615,000","50,769,000","51,141,000","63,788,000","70,828,000","71,696,000","71,515,000","76,874,000","66,242,000","34,595,000","57,700,000","76,103,000","56,522,000","40,400,000","42,900,000","27,900,000","21,800,000","25,800,000","23,100,000","26,400,000","39,500,000","23,500,000","25,300,000","27,500,000","22,100,000","25,000,000","28,900,000","15,300,000","14,500,000"
		CashCashEquivalentsAndShortTermInvestments,"166,670,000","183,722,000","176,120,000","198,241,000","211,027,000","196,275,000","227,623,000","218,746,000","132,116,000","139,325,000","138,611,000","152,488,000","151,980,000","163,289,000","166,351,000","160,927,000","89,780,000","94,686,000","96,895,000","94,845,000","99,293,000","114,845,000","108,538,000","110,601,000","109,648,000","113,772,000","119,680,000","138,012,000","145,837,000","151,441,000","126,401,000","140,336,000","145,193,000","65,224,000","66,208,000","70,800,000","79,039,000","95,535,000","100,451,000","118,173,000","119,425,000","121,313,000","142,102,000","151,775,000","163,327,000","186,571,000","125,546,000","121,104,000","125,290,000","111,610,000","178,617,000","187,846,000","199,685,000","162,839,000","174,344,000","185,651,000","194,787,000","206,004,000","207,642,000","216,954,000","221,226,000","213,330,000","174,049,000","181,151,000","183,682,000","190,473,000","198,839,000","126,134,000","124,485,000","119,964,000","90,200,000","93,946,000","99,202,000","109,250,000","49,100,000","53,286,000","39,008,000","46,987,000","46,852,000","61,562,000","68,364,000","68,943,000","69,311,000","75,222,000","64,514,000","33,025,000","55,251,000","75,364,000","55,003,000","7,800,000","41,700,000","25,800,000","8,400,000","16,400,000","6,200,000","6,700,000","27,200,000","4,100,000","4,900,000","10,400,000","8,300,000","12,400,000","17,000,000","3,700,000","8,400,000"
			CashAndCashEquivalents,"31,325,000","34,871,000","29,036,000","57,282,000","31,537,000","9,925,000","44,956,000","22,865,000","20,294,000","13,644,000","20,751,000","17,710,000","6,800,000","10,575,000","12,729,000","19,127,000","7,912,000","16,335,000","9,904,000","6,606,000","14,861,000","12,810,000","5,883,000","8,199,000","12,802,000","21,248,000","16,823,000","15,798,000","10,182,000","42,796,000","7,600,000","9,520,000","11,324,000","12,990,000","9,591,000","8,834,000","15,505,000","22,063,000","16,008,000","14,123,000","19,031,000","16,105,000","33,975,000","32,019,000","35,412,000","45,972,000","34,490,000","37,315,000","35,900,000","34,601,000","97,869,000","101,371,000","125,601,000","109,348,000","121,807,000","127,080,000","138,670,000","146,025,000","152,767,000","126,943,000","145,722,000","135,882,000","104,556,000","68,875,000","80,405,000","96,633,000","119,303,000","21,609,000","7,530,000","9,846,000","10,185,000","8,026,000","6,529,000","12,823,000","8,042,000","10,956,000","7,089,000","4,604,000","15,428,000","28,245,000","19,609,000","18,773,000","30,667,000","23,074,000","22,207,000","29,985,000","54,251,000","74,365,000","52,525,000","7,800,000","27,800,000","19,400,000","8,400,000","16,400,000","6,200,000","6,700,000","27,200,000","4,100,000","4,900,000","10,400,000","8,300,000","12,400,000","17,000,000","3,700,000","8,400,000"
			OtherShortTermInvestments,"135,345,000","148,851,000","147,084,000","140,959,000","179,490,000","186,350,000","182,667,000","195,881,000","111,822,000","125,681,000","117,860,000","134,778,000","145,180,000","152,714,000","153,622,000","141,800,000","81,868,000","78,351,000","86,991,000","88,239,000","84,432,000","102,035,000","102,655,000","102,402,000","96,846,000","92,524,000","102,857,000","122,214,000","135,655,000","108,645,000","118,801,000","130,816,000","133,869,000","52,234,000","56,617,000","61,966,000","63,534,000","73,472,000","84,443,000","104,050,000","100,394,000","105,208,000","108,127,000","119,756,000","127,915,000","140,599,000","91,056,000","83,789,000","89,390,000","77,009,000","80,748,000","86,475,000","74,084,000","53,491,000","52,537,000","58,571,000","56,117,000","59,979,000","54,875,000","90,011,000","75,504,000","77,448,000","69,493,000","112,276,000","103,277,000","93,840,000","79,536,000","104,525,000","116,955,000","110,118,000","80,015,000","85,920,000","92,673,000","96,427,000","41,058,000","42,330,000","31,919,000","42,383,000","31,424,000","33,317,000","48,755,000","50,170,000","38,644,000","52,148,000","42,307,000","3,040,000","1,000,000","999,000","2,478,000",,"13,900,000","6,400,000",,,,,,,,,,,,,
		Receivables,"5,239,000","1,763,000","610,000","714,000","759,000","722,000","989,000","822,000","701,000","802,000","795,000","838,000","976,000","1,168,000","778,000","773,000","569,000","436,000","514,000","457,000","597,000","475,000","5,404,000","586,000","624,000","1,206,000","1,238,000","1,505,000","1,190,000","963,000","787,000","1,256,000","1,439,000","564,000","555,000","480,000","921,000","752,000","842,000","932,000","866,000","1,398,000","1,569,000","1,630,000","1,676,000","1,799,000","1,047,000","1,390,000","1,359,000","1,318,000","1,041,000","481,000","545,000","882,000","186,000","305,000","1,602,000","788,000","1,105,000","1,259,000","856,000","1,268,000","1,488,000","1,883,000","2,147,000","2,304,000","1,502,000","1,813,000","1,781,000","1,697,000","1,027,000","5,189,000","5,544,000","1,213,000","745,000","873,000","720,000","1,137,000","1,406,000","1,058,000","1,281,000","1,520,000","1,271,000","1,037,000","1,462,000","1,206,000","2,083,000","485,000","950,000","700,000","600,000","600,000","800,000","500,000","600,000","700,000","300,000","900,000",,,,,,,
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"963,000",,,"1,439,000","564,000",,"480,000","921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,367,000","1,674,000","1,638,000","1,550,000","960,000","5,122,000","5,477,000","1,146,000","681,000","665,000","354,000","704,000","1,162,000","803,000","1,016,000","1,297,000",,"1,037,000","1,462,000",,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"135,000","139,000","143,000","147,000","67,000","67,000","67,000","67,000","64,000","208,000","366,000","433,000","244,000","255,000",,"223,000",,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,"5,239,000","1,763,000","610,000","714,000","759,000","722,000","989,000","822,000","701,000","802,000","795,000","838,000","976,000","1,168,000","778,000","773,000","569,000","436,000","514,000","457,000","597,000","475,000","5,404,000","586,000","624,000","1,206,000","1,238,000","1,505,000","1,190,000","963,000","787,000","1,256,000","1,439,000","564,000","555,000","480,000","921,000","752,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0",,,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,674,000","1,638,000","1,550,000",,"5,122,000","5,477,000","1,146,000","681,000",,,"704,000","1,162,000","803,000","265,000","0",,"0","0",,,,,,,,,,,,,,,,,,,,
