name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"77,255,000","20,948,000","20,959,000","18,575,000","16,773,000","21,575,000","19,767,000","23,482,000","19,755,000","24,364,000","31,083,000","21,568,000","25,341,000","25,552,000","47,119,000","20,815,000","22,118,000","18,613,000"
	OperatingRevenue,"77,255,000","20,948,000","20,959,000","18,575,000","16,773,000","21,575,000","19,767,000","23,482,000","19,755,000","24,364,000","31,083,000","21,568,000","25,341,000","25,552,000","47,119,000","20,815,000","22,118,000","18,613,000"
OperatingExpense,"202,686,000","53,529,000","48,183,000","47,581,000","53,393,000","49,420,000","47,440,000","53,439,000","45,288,000","45,034,000","48,377,000","34,565,000","35,048,000","34,894,000","34,063,000","29,284,000","26,304,000","23,328,000"
	SellingGeneralAndAdministration,"38,867,000","10,723,000","9,454,000","8,867,000","9,823,000","8,721,000","7,380,000","6,460,000","6,794,000","6,595,000","6,423,000","5,612,000","6,229,000","5,367,000","5,122,000","4,811,000","3,458,000","3,874,000"
		GeneralAndAdministrativeExpense,"38,867,000","10,723,000","9,454,000","8,867,000","9,823,000","8,721,000","7,380,000","6,460,000","6,794,000","6,595,000","6,423,000","5,612,000","6,229,000","5,367,000","5,122,000","4,811,000","3,458,000","3,874,000"
			OtherGandA,"38,867,000","10,723,000","9,454,000","8,867,000","9,823,000","8,721,000","7,380,000","6,460,000","6,794,000","6,595,000","6,423,000","5,612,000","6,229,000","5,367,000","5,122,000","4,811,000","3,458,000","3,874,000"
	ResearchAndDevelopment,"163,819,000","42,806,000","38,729,000","38,714,000","43,570,000","40,699,000","40,060,000","46,979,000","38,494,000","38,439,000","41,954,000","28,953,000","28,819,000","29,527,000","28,941,000","24,473,000","22,846,000","19,454,000"
OperatingIncome,"-125,431,000","-32,581,000","-27,224,000","-29,006,000","-36,620,000","-27,845,000","-27,673,000","-29,957,000","-25,533,000","-20,670,000","-17,294,000","-12,997,000","-9,707,000","-9,342,000","13,056,000","-8,469,000","-4,186,000","-4,715,000"
NetNonOperatingInterestIncomeExpense,"482,000","176,000","85,000","106,000","115,000","114,000","116,000","260,000","388,000","1,175,000","1,554,000","1,984,000","2,044,000","1,110,000","1,013,000","966,000","891,000","752,000"
	InterestIncomeNonOperating,"482,000","176,000","85,000","106,000","115,000","114,000","116,000","260,000","388,000","1,175,000","1,554,000","1,984,000","2,044,000","1,110,000","1,013,000","966,000","891,000","752,000"
OtherIncomeExpense,"-292,000","-45,000","-95,000","35,000","-187,000","187,000","-434,000","-68,000","-471,000","380,000","-201,000","96,000","-6,000","-36,000","96,000","-14,000","95,000","22,000"
	OtherNonOperatingIncomeExpenses,"-292,000","-45,000","-95,000","35,000","-187,000","187,000","-434,000","-68,000","-471,000","380,000","-201,000","96,000","-6,000","-36,000","96,000","-14,000","95,000","22,000"
PretaxIncome,"-125,241,000","-32,450,000","-27,234,000","-28,865,000","-36,692,000","-27,544,000","-27,991,000","-29,765,000","-25,616,000","-19,115,000","-15,941,000","-10,917,000","-7,669,000","-8,268,000","14,165,000","-7,517,000","-3,200,000","-3,941,000"
NetIncomeCommonStockholders,"-125,241,000","-32,450,000","-27,234,000","-28,865,000","-36,692,000","-27,544,000","-27,991,000","-29,765,000","-25,616,000","-19,115,000","-15,941,000","-10,917,000","-7,669,000","-8,268,000","14,165,000","-7,517,000","-3,200,000","-3,941,000"
	NetIncome,"-125,241,000","-32,450,000","-27,234,000","-28,865,000","-36,692,000","-27,544,000","-27,991,000","-29,765,000","-25,616,000","-19,115,000","-15,941,000","-10,917,000","-7,669,000","-8,268,000","14,165,000","-7,517,000","-3,200,000","-3,941,000"
		NetIncomeIncludingNoncontrollingInterests,"-125,241,000","-32,450,000","-27,234,000","-28,865,000","-36,692,000","-27,544,000","-27,991,000","-29,765,000","-25,616,000","-19,115,000","-15,941,000","-10,917,000","-7,669,000","-8,268,000","14,165,000","-7,517,000","-3,200,000","-3,941,000"
