name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
OperatingCashFlow,"935,000,000","122,300,000","298,400,000","274,100,000","240,200,000","203,500,000","149,100,000","137,400,000","238,700,000","114,900,000","327,800,000","159,000,000","243,600,000","187,800,000","208,100,000","210,700,000","234,800,000","163,200,000","180,800,000","93,700,000","223,500,000","75,900,000","240,700,000","121,700,000","35,900,000","69,900,000","104,900,000","67,900,000","113,700,000","20,000,000","86,100,000","32,800,000"
	CashFlowFromContinuingOperatingActivities,"935,000,000","122,300,000","298,400,000","274,100,000","240,200,000","203,500,000","149,100,000","137,400,000","238,700,000","114,900,000","327,800,000","159,000,000","243,600,000","187,800,000","208,100,000","210,700,000","234,800,000","163,200,000","180,800,000","93,700,000","223,500,000","75,900,000","240,700,000","121,700,000","35,900,000","69,900,000","104,900,000","67,900,000","113,700,000","20,000,000","86,100,000","32,800,000"
		NetIncomeFromContinuingOperations,"-487,600,000","93,200,000","-654,500,000","74,000,000","1,000,000","89,400,000","-34,100,000","-90,000,000","-500,200,000","-184,600,000","39,700,000","-69,700,000","-111,200,000","-41,200,000","-535,200,000","-18,800,000","-27,500,000","-54,300,000","-422,000,000","-343,600,000","-22,200,000","-10,900,000","-5,300,000","-68,300,000","-114,700,000","-38,900,000","-10,100,000","30,100,000","-2,700,000","34,400,000","7,700,000","57,800,000"
		OperatingGainsLosses,"-181,500,000","-62,800,000","49,500,000","-154,800,000","-13,400,000","-74,800,000","-3,300,000","89,700,000","159,900,000","150,300,000","-55,400,000","62,900,000","108,000,000","36,800,000","65,700,000","7,500,000","5,500,000","38,600,000","2,800,000","60,300,000","51,900,000","12,500,000","4,200,000","47,100,000","6,500,000","57,100,000","22,900,000","-19,900,000","30,100,000","-37,000,000","-2,300,000","-37,200,000"
			GainLossOnSaleOfBusiness,"2,500,000","100,000","3,800,000","-900,000","-500,000","-8,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"197,600,000","-96,600,000","113,600,000","136,200,000","44,400,000","25,400,000","-116,300,000","-30,100,000","-19,100,000","164,300,000","14,400,000","110,800,000","19,500,000","-32,200,000","58,900,000","16,400,000","120,600,000","-15,900,000","-53,200,000","-43,500,000","16,800,000","-14,500,000","21,600,000","-6,700,000","-37,400,000","-87,600,000","24,400,000","125,300,000","31,300,000","42,400,000","15,300,000","103,900,000"
			GainLossOnInvestmentSecurities,"-415,500,000","33,700,000","-99,900,000","-292,000,000","-57,300,000","-114,900,000","113,000,000","78,100,000","179,000,000","-17,400,000","-79,400,000","-51,400,000","79,000,000","69,000,000","-12,300,000","-8,900,000","-115,100,000","41,500,000","55,000,000","78,600,000","9,200,000","27,300,000","-18,000,000","53,800,000","45,400,000","144,700,000","-1,500,000","-145,200,000","-1,200,000","-79,400,000","-17,900,000","-150,600,000"
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,"-600,000","-1,900,000","-300,000",,,,,,,,,,
		DepreciationAmortizationDepletion,"935,700,000","214,100,000","211,300,000","253,500,000","254,000,000","245,900,000","253,100,000","231,600,000","216,400,000","213,500,000","205,700,000","226,000,000","222,000,000","217,300,000","215,100,000","204,800,000","207,600,000","202,300,000","207,200,000","199,700,000","192,900,000","193,900,000","208,200,000","200,700,000","126,100,000","52,300,000","55,600,000","54,300,000","54,300,000","52,200,000","58,700,000","54,100,000"
			DepreciationAndAmortization,"935,700,000","214,100,000","211,300,000","253,500,000","254,000,000","245,900,000","253,100,000","231,600,000","216,400,000","213,500,000","205,700,000","226,000,000","222,000,000","217,300,000","215,100,000","204,800,000","207,600,000","202,300,000","207,200,000","199,700,000","192,900,000","193,900,000","208,200,000","200,700,000","126,100,000","52,300,000","55,600,000","54,300,000","54,300,000","52,200,000","58,700,000","54,100,000"
		DeferredTax,"96,100,000","800,000","57,900,000","19,000,000","19,900,000","7,200,000","4,400,000","-50,500,000","1,300,000","-20,300,000","48,800,000","-56,600,000","-3,300,000","-21,600,000","-10,300,000","6,900,000","-22,000,000","-7,500,000","-25,400,000","-61,700,000","-23,900,000","-24,100,000","-51,100,000","3,500,000","-13,500,000","6,100,000","9,000,000","-19,900,000","-7,400,000","-300,000","52,600,000","-7,700,000"
			DeferredIncomeTax,"96,100,000","800,000","57,900,000","19,000,000","19,900,000","7,200,000","4,400,000","-50,500,000","1,300,000","-20,300,000","48,800,000","-56,600,000","-3,300,000","-21,600,000","-10,300,000","6,900,000","-22,000,000","-7,500,000","-25,400,000","-61,700,000","-23,900,000","-24,100,000","-51,100,000","3,500,000","-13,500,000","6,100,000","9,000,000","-19,900,000","-7,400,000","-300,000","52,600,000","-7,700,000"
