name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"8,827,900,000","8,887,000,000","8,721,400,000","8,723,400,000","8,711,100,000","9,378,300,000","8,694,700,000","8,741,500,000","8,609,500,000","8,837,700,000","8,753,600,000","8,903,300,000","9,137,900,000","9,363,300,000","9,100,300,000","9,121,000,000","9,078,500,000","9,833,800,000","9,744,300,000","9,752,900,000","9,638,000,000","9,656,500,000","9,145,200,000","9,062,800,000","8,917,700,000","8,619,200,000","8,505,900,000","8,282,800,000","8,666,600,000","8,403,100,000","9,569,000,000","10,137,300,000","9,723,600,000","10,326,000,000","10,197,700,000","10,013,700,000","9,830,400,000","9,832,100,000","9,960,594,000","10,046,281,000","9,945,023,000","9,983,820,000","9,707,092,000","9,793,117,000","9,693,700,000","8,467,851,000","7,890,897,000","7,744,327,000","7,678,735,000","7,590,263,000","7,414,447,000","7,225,762,000","7,066,144,000","7,187,341,000","6,991,628,000","7,259,994,000","7,059,186,000","6,885,406,000","6,503,802,000","6,116,650,000","7,474,335,000","7,368,395,000","7,205,848,000","7,040,271,000","8,035,764,000","8,026,599,000","7,817,799,000","7,383,816,000","7,161,190,000","6,999,714,000","6,771,212,000","6,679,521,000","2,516,588,000","2,411,097,000","2,727,916,000","2,980,300,000","2,627,830,000","2,614,669,000","2,620,590,000","2,337,108,000","2,320,991,000","2,389,588,000","2,266,776,000","2,251,739,000","2,228,972,000","2,103,129,000","1,945,425,000","1,830,352,000","1,694,885,000","513,400,000","147,600,000","143,100,000","67,100,000"
	CurrentAssets,"3,038,300,000","2,956,600,000","2,739,600,000","2,646,100,000","2,600,300,000","3,271,200,000","3,038,500,000","3,001,200,000","2,972,700,000","3,209,800,000","3,187,500,000","3,758,600,000","4,309,600,000","4,581,800,000","4,290,700,000","4,104,600,000","3,920,700,000","4,184,500,000","4,283,300,000","4,145,100,000","3,993,800,000","3,971,900,000","3,429,400,000","3,453,800,000","3,274,200,000","2,912,400,000","2,898,100,000","2,726,900,000","3,101,700,000","2,971,900,000","3,063,300,000","3,497,700,000","3,879,800,000","3,703,900,000","3,680,400,000","3,654,100,000","3,540,000,000","3,600,700,000","3,942,299,000","4,229,756,000","4,231,018,000","4,439,661,000","4,131,590,000","4,285,943,000","4,304,427,000","3,214,370,000","2,866,811,000","2,899,306,000","2,996,980,000","2,878,959,000","2,653,771,000","2,595,149,000","2,757,815,000","2,816,206,000","2,602,291,000","2,943,784,000","2,766,762,000","2,555,115,000","2,104,917,000","1,670,286,000","2,937,324,000","2,521,806,000","2,294,941,000","2,057,049,000","1,853,572,000","1,818,456,000","1,741,443,000","1,614,432,000","1,554,600,000","1,413,733,000","1,187,043,000","1,187,621,000","774,609,000","690,809,000","839,588,000","931,811,000","666,868,000","680,929,000","738,246,000","1,054,115,000","1,147,329,000","1,126,048,000","1,215,603,000","1,175,975,000","1,281,914,000","1,348,547,000","1,276,026,000","1,258,414,000","1,391,812,000","377,800,000","101,700,000","126,000,000","58,900,000"
		CashCashEquivalentsAndShortTermInvestments,"1,306,700,000","1,238,000,000","1,331,800,000","1,322,200,000","1,283,200,000","1,774,000,000","1,840,800,000","1,857,900,000","1,921,600,000","1,953,800,000","2,245,600,000","2,800,200,000","3,383,000,000","3,559,100,000","3,389,000,000","3,122,700,000","2,931,900,000","3,032,600,000","3,285,700,000","3,145,200,000","2,984,300,000","2,585,500,000","2,321,700,000","2,344,000,000","2,245,400,000","1,948,000,000","1,983,400,000","1,848,000,000","2,209,000,000","1,971,800,000","1,915,400,000","2,620,300,000","2,957,500,000","2,845,900,000","2,845,200,000","2,792,800,000","2,656,800,000","2,849,300,000","3,147,218,000","3,438,817,000","3,430,498,000","3,551,743,000","3,354,845,000","3,469,847,000","3,437,940,000","2,286,401,000","2,099,437,000","2,223,401,000","2,316,628,000","2,175,245,000","2,067,576,000","1,978,106,000","2,217,599,000","2,191,980,000","2,020,937,000","2,303,653,000","2,184,189,000","1,956,465,000","1,622,238,000","1,203,026,000","2,464,564,000","2,040,243,000","1,847,573,000","1,635,959,000","1,414,901,000","1,428,765,000","1,386,120,000","1,302,526,000","1,254,849,000","1,117,841,000","958,512,000","984,330,000","661,689,000","581,512,000","766,653,000","832,363,000","556,029,000","578,471,000","636,564,000","964,302,000","1,052,066,000","989,642,000","1,077,922,000","1,007,368,000","1,062,614,000","1,144,743,000","1,138,932,000","1,181,889,000","1,350,004,000","345,900,000","84,600,000","107,800,000","48,900,000"
			CashAndCashEquivalents,"1,013,300,000","922,500,000","1,010,700,000","986,700,000","989,100,000","1,361,900,000","1,341,500,000","1,460,300,000","1,398,600,000","1,215,800,000","1,204,800,000","1,381,300,000","2,155,600,000","2,489,000,000","2,501,700,000","2,690,400,000","2,614,200,000","2,006,500,000","2,363,700,000","2,392,500,000","2,242,000,000","1,833,200,000","1,689,000,000","1,756,900,000","1,646,000,000","1,420,900,000","1,453,500,000","1,330,300,000","1,810,800,000","1,639,600,000","1,615,900,000","2,159,800,000","2,579,400,000","2,284,000,000","2,271,500,000","2,249,900,000","2,043,700,000","2,407,800,000","2,707,940,000","3,044,310,000","2,913,095,000","2,910,420,000","2,722,449,000","2,838,066,000","2,944,383,000","1,811,887,000","1,460,914,000","1,660,086,000","1,723,949,000","1,604,723,000","1,618,590,000","1,554,151,000","2,004,983,000","2,019,084,000","1,778,497,000","2,040,405,000","2,037,414,000","1,716,110,000","1,349,277,000","860,070,000","2,037,839,000","1,596,333,000","1,333,355,000","1,087,614,000","904,295,000","918,401,000","888,404,000","857,061,000","819,548,000","713,182,000","667,714,000","675,905,000","428,494,000","365,606,000","457,510,000","516,493,000","250,342,000","194,435,000","248,770,000","589,826,000","705,184,000","606,845,000","666,472,000","512,415,000","557,742,000","563,005,000","571,201,000","797,125,000","1,068,529,000","158,000,000","36,500,000","92,400,000","48,900,000"
			OtherShortTermInvestments,"293,400,000","315,500,000","321,100,000","335,500,000","294,100,000","412,100,000","499,300,000","397,600,000","523,000,000","738,000,000","1,040,800,000","1,418,900,000","1,227,400,000","1,070,100,000","887,300,000","432,300,000","317,700,000","1,026,100,000","922,000,000","752,700,000","742,300,000","752,300,000","632,700,000","587,100,000","599,400,000","527,100,000","529,900,000","517,700,000","398,200,000","332,200,000","299,500,000","460,500,000","378,100,000","561,900,000","573,700,000","542,900,000","613,100,000","441,500,000","439,278,000","394,507,000","517,403,000","641,323,000","632,396,000","631,781,000","493,557,000","474,514,000","638,523,000","563,315,000","592,679,000","570,522,000","448,986,000","423,955,000","212,616,000","172,896,000","242,440,000","263,248,000","146,775,000","240,355,000","272,961,000","342,956,000","426,725,000","443,910,000","514,218,000","548,345,000","510,606,000","510,364,000","497,716,000","445,465,000","435,301,000","404,659,000","290,798,000","308,425,000","233,195,000","215,906,000","309,143,000","315,870,000","305,687,000","384,036,000","387,794,000","374,476,000","346,882,000","382,797,000","411,450,000","494,953,000","504,872,000","581,738,000","567,731,000","384,764,000","281,475,000","187,900,000","48,100,000","15,400,000",
		Receivables,"848,800,000","994,400,000","774,300,000","768,300,000","758,900,000","964,100,000","754,000,000","754,700,000","675,100,000","879,700,000","635,800,000","659,400,000","645,400,000","754,600,000","648,300,000","702,200,000","679,900,000","852,000,000","724,300,000","750,400,000","670,900,000","1,054,100,000","753,600,000","750,300,000","783,900,000","780,700,000","577,500,000","533,000,000","507,600,000","598,900,000","617,000,000","560,800,000","597,900,000","578,300,000","549,300,000","509,100,000","532,600,000","438,400,000","397,082,000","406,756,000","450,987,000","577,386,000","444,000,000","488,037,000","471,012,000","596,622,000","473,953,000","391,545,000","402,934,000","458,652,000","373,241,000","429,130,000","361,958,000","429,970,000","368,604,000","423,791,000","369,057,000","379,759,000","279,530,000","258,838,000","257,838,000","249,445,000","285,459,000","250,818,000","304,750,000","268,907,000","240,888,000","205,366,000","184,789,000","187,306,000","162,040,000","140,650,000","87,442,000","77,964,000","48,526,000","73,767,000","84,508,000","78,501,000","74,046,000","62,264,000","65,916,000","103,524,000","111,905,000","137,121,000","193,169,000","176,535,000","116,319,000","60,733,000","29,964,000","24,000,000","13,600,000","17,300,000","8,600,000"
			AccountsReceivable,"848,800,000","994,400,000","774,300,000","768,300,000","758,900,000","964,100,000","754,000,000","754,700,000","675,100,000","879,700,000","635,800,000","659,400,000","645,400,000","754,600,000","648,300,000","702,200,000","679,900,000","852,000,000","724,300,000","750,400,000","670,900,000","1,054,100,000","753,600,000","750,300,000","783,900,000","780,700,000","577,500,000","533,000,000","507,600,000","598,900,000","617,000,000","560,800,000","597,900,000","578,300,000","549,300,000","509,100,000","532,600,000","438,400,000","397,082,000","406,756,000","450,987,000","577,386,000","444,000,000","488,037,000","471,012,000","596,622,000","473,953,000","391,545,000","402,934,000","458,652,000","373,241,000","429,130,000","361,958,000","429,970,000","368,604,000","423,791,000","369,057,000","379,759,000","279,530,000","258,838,000","257,838,000","249,445,000","285,459,000","250,818,000","304,750,000","268,907,000","240,888,000","205,366,000","184,789,000","187,306,000","162,040,000","140,650,000","87,442,000","77,964,000","48,526,000","73,767,000","84,508,000","78,501,000","74,046,000","62,264,000","65,916,000","103,524,000","111,905,000","137,121,000","193,169,000","176,535,000","116,319,000","60,733,000","29,964,000","24,000,000","13,600,000","17,300,000",
				GrossAccountsReceivable,,"1,001,100,000",,,,"974,000,000",,,,"885,200,000",,,,"759,500,000",,,,"857,700,000",,,,"1,061,700,000",,,,,,,,"603,600,000",,,,"583,700,000",,,,"447,900,000",,,,"586,909,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-6,700,000",,,,"-9,900,000",,,,"-5,500,000",,,,"-4,900,000",,,,"-5,700,000",,,,"-7,600,000",,,,,,,,"-4,700,000",,,,"-5,400,000",,,,"-9,500,000",,,,"-9,523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"634,000,000","545,200,000","223,200,000","211,500,000","247,100,000","210,200,000","166,400,000","118,000,000","97,300,000","90,600,000","90,100,000","92,100,000","92,400,000","80,600,000","74,100,000","79,500,000","92,600,000","93,800,000","84,900,000","87,600,000","94,800,000","87,600,000","99,700,000","104,900,000","90,900,000","66,600,000","63,600,000","66,100,000","59,000,000","54,500,000","43,800,000","35,400,000","54,700,000","37,500,000","55,200,000","50,100,000","54,100,000","62,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
