name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,10/31/2019,04/30/2019,10/31/2018,04/30/2018
TotalAssets,"2,010,112,134","2,078,920,310","2,109,329,356","1,944,422,318","2,152,112,363","2,135,273,307","2,128,873,855","2,161,866,341","2,226,968,372"
TotalLiabilitiesNetMinorityInterest,"597,965,569","613,831,657","641,176,208","585,350,624","597,284,756","584,030,699","649,506,923","721,912,786","715,342,216"
TotalEquityGrossMinorityInterest,"1,412,146,565","1,465,088,653","1,468,153,148","1,359,071,694","1,554,827,607","1,551,242,608","1,479,366,932","1,439,953,555","1,511,626,156"
	StockholdersEquity,"1,412,146,565","1,465,088,653","1,468,153,148","1,359,071,694","1,554,827,607","1,551,242,608","1,479,366,932","1,439,953,555","1,511,626,156"
		CapitalStock,"1,253,197,058","1,266,567,413","1,266,567,413","1,281,361,431","1,436,588,495","1,438,733,710","1,452,348,816","1,464,856,165","1,515,358,159"
			CommonStock,"1,253,197,058","1,266,567,413","1,266,567,413","1,281,361,431","1,436,588,495","1,438,733,710","1,452,348,816","1,464,856,165","1,515,358,159"
		RetainedEarnings,"158,949,507","198,521,240","201,585,735","77,710,263","118,239,112","112,508,898","27,018,116","-24,902,610","1,617,692"
TotalCapitalization,"1,999,163,182","2,058,237,091","2,082,325,328","1,913,758,445","2,132,058,558","2,119,703,166","2,116,911,545","2,155,035,446","2,214,684,443"
CommonStockEquity,"1,412,146,565","1,465,088,653","1,468,153,148","1,359,071,694","1,554,827,607","1,551,242,608","1,479,366,932","1,439,953,555","1,511,626,156"
NetTangibleAssets,"1,412,146,565","1,465,088,653","1,468,153,148","1,359,071,694","1,554,827,607","1,551,242,608","1,479,366,932","1,439,953,555","1,511,626,156"
InvestedCapital,"1,999,163,182","2,058,237,091","2,082,325,328","1,913,758,445","2,132,058,558","2,119,703,166","2,116,911,545","2,155,035,446","2,214,684,443"
TangibleBookValue,"1,412,146,565","1,465,088,653","1,468,153,148","1,359,071,694","1,554,827,607","1,551,242,608","1,479,366,932","1,439,953,555","1,511,626,156"
TotalDebt,"587,016,617","593,148,438","614,172,180","554,686,751","577,230,951","568,460,558","637,544,613","715,081,891","703,058,287"
NetDebt,"587,016,617","593,148,438","614,004,344","554,686,751","577,230,951","568,459,754","637,544,613","715,012,123","703,058,287"
ShareIssued,"93,507,103","93,478,999","93,478,999","93,478,999","103,865,554","103,865,554","103,865,554","104,922,963","106,458,273"
OrdinarySharesNumber,"93,507,103","93,478,999","93,478,999","93,478,999","103,865,554","103,865,554","103,865,554","104,922,963","106,458,273"
