name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"222,667,000","57,709,000","64,776,000","47,866,000","52,316,000","176,859,000","79,744,000","34,258,000","30,005,000","29,130,000","40,536,000","34,953,000","62,694,000","14,374,000","2,546,000","14,866,000","23,194,000","22,998,000","80,588,000","24,197,000","25,679,000","12,980,000","22,238,000","26,544,000","9,599,000","8,811,000","9,847,000","8,591,000","7,843,000","7,872,000","11,585,000","16,341,000","9,307,000","6,041,000","15,397,000","7,004,000","10,849,000","7,869,000","5,854,000","19,108,000","19,263,000","29,469,000","41,539,000","36,276,000","32,002,000","37,174,000","29,729,000","24,225,000","12,702,000","13,655,000","17,989,000","23,725,000","20,803,000","2,091,000"
	OperatingRevenue,"222,667,000","57,709,000","64,776,000","47,866,000","52,316,000","176,859,000","79,744,000","34,258,000","30,005,000","29,130,000","40,536,000","34,953,000","62,694,000","14,374,000","2,546,000","14,866,000","23,194,000","22,998,000","80,588,000","24,197,000","25,679,000","12,980,000","22,238,000","26,544,000","9,599,000","8,811,000","9,847,000","8,591,000","7,843,000","7,872,000","11,585,000","16,341,000","9,307,000","6,041,000","15,397,000","7,004,000","10,849,000","7,869,000","5,854,000","19,108,000","19,263,000","29,469,000","41,539,000","36,276,000","32,002,000","37,174,000","29,729,000","24,225,000","12,702,000","13,655,000","17,989,000","23,725,000","20,803,000","2,091,000"
CostOfRevenue,"181,475,000","48,995,000","61,807,000","40,252,000","30,421,000","22,659,000","27,102,000","25,822,000","23,098,000","11,790,000","22,703,000","20,654,000","15,121,000","17,707,000","16,825,000","8,574,000","5,984,000","5,315,000","15,029,000","17,637,000","17,279,000","12,768,000","22,733,000","14,876,000","7,891,000","11,178,000","11,317,000","8,455,000","10,959,000","6,643,000","9,309,000","10,146,000","7,511,000","6,236,000","12,112,000","8,328,000","8,853,000","8,960,000","5,423,000","4,444,000","23,636,000","43,811,000","56,368,000","35,729,000","29,136,000","34,382,000","27,483,000","22,900,000","10,129,000","10,003,000","16,685,000","22,867,000","19,451,000","1,424,000"
GrossProfit,"41,192,000","8,714,000","2,969,000","7,614,000","21,895,000","154,200,000","52,642,000","8,436,000","6,907,000","17,340,000","17,833,000","14,299,000","47,573,000","-3,333,000","-14,279,000","6,292,000","17,210,000","17,683,000","65,559,000","6,560,000","8,400,000","212,000","-495,000","11,668,000","1,708,000","-2,367,000","-1,470,000","136,000","-3,116,000","1,229,000","2,276,000","6,195,000","1,796,000","-195,000","3,285,000","-1,324,000","1,996,000","-1,091,000","431,000","14,664,000","-4,373,000","-14,342,000","-14,829,000","547,000","2,866,000","2,792,000","2,246,000","1,325,000","2,573,000","3,652,000","1,304,000","858,000","1,352,000","667,000"
OperatingExpense,"424,120,000","133,274,000","119,623,000","94,459,000","76,764,000","61,254,000","55,621,000","56,518,000","47,468,000","49,140,000","49,497,000","52,373,000","50,084,000","46,092,000","49,107,000","37,471,000","35,476,000","37,570,000","31,853,000","30,639,000","30,198,000","27,556,000","26,681,000","23,696,000","24,584,000","24,172,000","29,241,000","24,446,000","25,543,000","26,391,000","25,269,000","27,296,000","26,146,000","26,385,000","27,398,000","26,427,000","28,710,000","30,581,000","-2,623,000","34,529,000","40,731,000","79,711,000","44,525,000","44,615,000","45,695,000","35,714,000","27,964,000","25,185,000","22,099,000","20,394,000","20,171,000","14,867,000","13,779,000","13,005,000"
	SellingGeneralAndAdministration,"326,805,000","106,916,000","94,914,000","70,635,000","54,340,000","37,922,000","36,233,000","38,321,000","30,503,000","32,014,000","34,130,000","33,341,000","30,862,000","28,253,000","30,930,000","21,026,000","20,189,000","18,757,000","19,038,000","15,454,000","15,949,000","12,778,000","12,666,000","11,381,000","11,408,000","12,266,000","13,403,000","14,103,000","14,375,000","14,381,000","13,709,000","14,356,000","13,971,000","13,399,000","14,449,000","13,057,000","14,718,000","14,827,000","-20,673,000","18,793,000","22,231,000","58,367,000","23,830,000","21,174,000","22,249,000","15,978,000","11,008,000","10,484,000","9,686,000","9,216,000","9,257,000","5,028,000","4,872,000","4,402,000"
	ResearchAndDevelopment,"97,315,000","26,358,000","24,709,000","23,824,000","22,424,000","23,332,000","19,388,000","18,197,000","16,965,000","17,126,000","15,367,000","19,032,000","19,222,000","17,839,000","18,177,000","16,445,000","15,287,000","18,813,000","12,815,000","15,185,000","14,249,000","14,778,000","14,015,000","12,315,000","13,176,000","11,906,000","11,115,000","10,343,000","11,168,000","12,010,000","11,560,000","12,940,000","12,175,000","12,986,000","12,949,000","13,370,000","13,992,000","15,754,000","18,050,000","15,736,000","18,500,000","21,344,000","20,695,000","23,441,000","23,446,000","19,736,000","16,956,000","14,701,000","12,413,000","11,178,000","10,914,000","9,839,000","8,907,000","8,603,000"
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"4,723,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-382,928,000","-124,560,000","-116,654,000","-86,845,000","-54,869,000","92,946,000","-2,979,000","-48,082,000","-40,561,000","-31,800,000","-31,664,000","-38,074,000","-2,511,000","-49,425,000","-63,386,000","-31,179,000","-18,266,000","-19,887,000","33,706,000","-24,079,000","-21,798,000","-27,344,000","-27,176,000","-12,028,000","-22,876,000","-26,539,000","-30,711,000","-24,310,000","-28,659,000","-25,162,000","-22,993,000","-21,101,000","-24,350,000","-26,580,000","-24,113,000","-27,751,000","-26,714,000","-31,672,000","3,054,000","-19,865,000","-45,104,000","-94,053,000","-59,354,000","-44,068,000","-42,829,000","-32,922,000","-25,718,000","-23,860,000","-19,526,000","-16,742,000","-18,867,000","-14,009,000","-12,427,000","-12,338,000"
NetNonOperatingInterestIncomeExpense,"-25,055,000","-5,263,000","-10,748,000","-4,321,000","-4,723,000","-5,813,000","-6,204,000","-6,627,000","-20,118,000","-15,002,000","-14,057,000","-16,857,000","-15,217,000","-12,534,000","-17,016,000","-8,658,000","-8,824,000","-8,205,000","-4,813,000","-7,733,000","-9,260,000","-12,123,000","-11,589,000","-7,859,000","-9,622,000","-8,302,000","-7,768,000","-16,498,000","-45,928,000","-8,396,000","-8,694,000","-8,520,000","-6,654,000","-4,694,000","-3,829,000","-2,089,000","-1,501,000","-1,526,000","-1,322,000","-927,000","-757,000","-448,000","-79,000","318,000","37,000","-276,000","117,000","178,000","-90,000","-108,000","-248,000","-288,000","-237,000","3,000"
