name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"745,934,000","773,821,000","850,513,000","808,618,000","787,301,000","826,840,000","812,015,000","807,683,000","824,377,000","857,397,000","893,964,000","915,066,000","812,397,000","880,598,000","855,641,000","869,919,000","867,611,000","898,650,000","894,892,000","542,638,000","441,756,000","469,552,000","486,213,000","499,129,000","442,535,000","470,574,000","499,247,000","541,395,000","435,540,000","483,528,000","344,383,000","372,657,000","296,952,000"
	CurrentAssets,"524,415,000","474,059,000","573,399,000","564,466,000","621,694,000","755,110,000","737,484,000","727,168,000","736,405,000","702,490,000","786,480,000","805,791,000","579,000,000","690,015,000","678,783,000","720,083,000","717,163,000","748,970,000","741,456,000","371,344,000","256,581,000","266,516,000","253,462,000","252,309,000","184,001,000","200,564,000","232,573,000","263,579,000","155,400,000","198,238,000","199,828,000","220,630,000","143,643,000"
		CashCashEquivalentsAndShortTermInvestments,"428,075,000","405,190,000","486,402,000","507,212,000","544,232,000","686,537,000","687,866,000","685,586,000","535,429,000","533,757,000","628,632,000","660,761,000","565,399,000","621,402,000","652,731,000","671,897,000","703,768,000","735,718,000","729,972,000","359,398,000","243,422,000","253,179,000","241,805,000","230,516,000","173,413,000","181,171,000","221,523,000","248,665,000","142,691,000","179,819,000","175,501,000","202,089,000","122,809,000"
			CashAndCashEquivalents,"185,896,000","171,223,000","274,527,000","353,361,000","433,508,000","678,393,000","532,468,000","429,269,000","121,560,000","126,266,000","196,592,000","74,587,000","81,673,000","89,258,000","566,722,000","643,803,000","659,007,000","673,658,000","651,373,000","290,277,000","170,598,000","173,782,000","198,283,000","190,411,000","140,959,000","153,324,000","208,650,000","236,536,000","128,369,000","165,455,000","153,889,000","182,662,000","76,332,000"
				CashFinancial,"165,436,000","111,422,000","90,899,000","130,035,000","100,735,000","88,046,000","80,551,000","198,708,000","49,412,000","40,715,000","90,770,000","40,783,000","72,278,000","38,783,000","71,591,000","63,516,000","69,559,000","103,716,000","104,875,000","205,018,000","86,679,000","79,239,000","92,620,000","77,094,000","96,198,000","75,685,000","95,488,000","108,893,000","119,114,000","151,653,000","34,009,000","43,376,000","27,475,000"
				CashEquivalents,"20,460,000","59,801,000","183,628,000","223,326,000","332,773,000","590,347,000","451,917,000","230,561,000","72,148,000","85,551,000","105,822,000","33,804,000","9,395,000","50,475,000","495,131,000","580,287,000","589,448,000","569,942,000","546,498,000","85,259,000","83,919,000","94,543,000","105,663,000","113,317,000","44,761,000","77,639,000","113,162,000","127,643,000","9,255,000","13,802,000","119,880,000","139,286,000","48,857,000"
			OtherShortTermInvestments,"242,179,000","233,967,000","211,875,000","153,851,000","110,724,000","8,144,000","155,398,000","256,317,000","413,869,000","407,491,000","432,040,000","586,174,000","483,726,000","532,144,000","86,009,000","28,094,000","44,761,000","62,060,000","78,599,000","69,121,000","72,824,000","79,397,000","43,522,000","40,105,000","32,454,000","27,847,000","12,873,000","12,129,000","14,322,000","14,364,000","21,612,000","19,427,000","46,477,000"
		Receivables,"43,883,000","25,401,000","43,994,000","24,266,000","44,573,000","41,883,000","26,252,000","26,519,000","58,540,000","28,455,000","19,225,000","6,453,000","6,023,000","63,684,000","23,187,000","30,189,000","9,975,000","8,452,000","8,628,000","8,933,000","7,248,000","10,448,000","7,692,000","18,088,000","5,937,000","15,405,000","7,373,000","12,183,000","6,963,000","13,453,000","21,425,000","16,166,000","17,495,000"
			AccountsReceivable,"43,883,000","17,401,000","35,994,000","24,266,000","40,543,000","41,883,000","26,252,000","26,519,000","58,540,000","28,455,000","19,225,000","6,453,000","6,023,000","63,684,000","23,187,000","30,189,000","9,975,000","8,452,000","8,628,000","8,933,000","7,248,000","10,448,000","7,692,000","18,088,000","5,937,000","15,405,000","7,373,000","12,183,000","6,963,000","13,453,000","21,425,000","16,166,000","17,495,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,507,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,012,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,"4,580,000",,,,,,,,,,,,,,
