name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
OperatingCashFlow,"372,000,000","120,000,000","71,000,000","68,000,000","113,000,000","9,000,000","-17,000,000","74,000,000","221,000,000","-25,000,000","345,000,000","341,000,000","262,000,000","9,000,000","403,000,000","247,000,000","195,000,000","105,000,000","389,000,000","254,000,000","224,000,000","-27,000,000","247,000,000","397,000,000","115,000,000","117,000,000"
	CashFlowFromContinuingOperatingActivities,"372,000,000","120,000,000","71,000,000","68,000,000","113,000,000","9,000,000","-17,000,000","74,000,000","221,000,000","-25,000,000","345,000,000","341,000,000","262,000,000","9,000,000","403,000,000","247,000,000","195,000,000","105,000,000","389,000,000","254,000,000","224,000,000","-27,000,000","247,000,000","397,000,000","115,000,000","117,000,000"
		NetIncomeFromContinuingOperations,"82,000,000","43,000,000","32,000,000","0","7,000,000","-14,000,000","237,000,000","-343,000,000","-254,000,000","335,000,000","-79,000,000","40,000,000","77,000,000","68,000,000","-236,000,000","199,000,000","56,000,000","-24,000,000","98,000,000","134,000,000","166,000,000","41,000,000","-268,000,000","257,000,000","-52,000,000","224,000,000"
		OperatingGainsLosses,"-109,000,000","-42,000,000","-10,000,000","-36,000,000","-21,000,000","-19,000,000","44,000,000","-39,000,000","-32,000,000","16,000,000","83,000,000","16,000,000","11,000,000","-13,000,000","12,000,000","0","5,000,000","-7,000,000","2,000,000","-14,000,000","5,000,000","8,000,000","-54,000,000","-3,000,000","-71,000,000","-7,000,000"
			GainLossOnSaleOfBusiness,"-27,000,000","-27,000,000","0","0",,,"-2,000,000","5,000,000","-11,000,000","-2,000,000","82,000,000","17,000,000","14,000,000","0","-2,000,000","1,000,000","9,000,000","-14,000,000","0","0","-1,000,000","14,000,000","9,000,000","-1,000,000","6,000,000","-11,000,000"
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,"0","0","0","1,000,000","-2,000,000","2,000,000","-1,000,000","2,000,000","0",,,"0","4,000,000",,
			GainLossOnInvestmentSecurities,"1,000,000","-5,000,000","2,000,000","1,000,000","3,000,000","1,000,000","-7,000,000","-2,000,000","-20,000,000","19,000,000","2,000,000","-1,000,000","-2,000,000","-12,000,000","14,000,000","2,000,000","-6,000,000","12,000,000",,"-13,000,000","7,000,000","4,000,000","-8,000,000","-5,000,000","-10,000,000","5,000,000"
			EarningsLossesFromEquityInvestments,,,,,,,,,"-1,000,000","-1,000,000","-1,000,000","0","-1,000,000","-1,000,000","-1,000,000","-1,000,000","0","-1,000,000","0","-1,000,000","0","-1,000,000","-1,000,000","-1,000,000","0","-1,000,000"
			PensionAndEmployeeBenefitExpense,"-84,000,000","-10,000,000","-12,000,000","-38,000,000","-24,000,000","-21,000,000","-15,000,000",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"355,000,000","84,000,000","91,000,000","103,000,000","77,000,000","73,000,000","76,000,000","80,000,000","155,000,000","156,000,000","183,000,000","187,000,000","186,000,000","180,000,000","168,000,000","155,000,000","162,000,000","170,000,000","169,000,000","171,000,000","169,000,000","165,000,000","179,000,000","175,000,000","177,000,000","176,000,000"
			DepreciationAndAmortization,"355,000,000","84,000,000","91,000,000","103,000,000","77,000,000","73,000,000","76,000,000","80,000,000","155,000,000","156,000,000","183,000,000","187,000,000","186,000,000","180,000,000","168,000,000","155,000,000","162,000,000","170,000,000","169,000,000","171,000,000","169,000,000","165,000,000","179,000,000","175,000,000","177,000,000","176,000,000"
		DeferredTax,"18,000,000","18,000,000","21,000,000","-18,000,000","-3,000,000","-27,000,000","-292,000,000","479,000,000","179,000,000","-348,000,000","73,000,000","-4,000,000","33,000,000","38,000,000","-61,000,000","82,000,000","21,000,000","-2,000,000","-66,000,000","56,000,000","111,000,000","-20,000,000","-107,000,000","101,000,000","-4,000,000","115,000,000"
			DeferredIncomeTax,"18,000,000","18,000,000","21,000,000","-18,000,000","-3,000,000","-27,000,000","-292,000,000","479,000,000","179,000,000","-348,000,000","73,000,000","-4,000,000","33,000,000","38,000,000","-61,000,000","82,000,000","21,000,000","-2,000,000","-66,000,000","56,000,000","111,000,000","-20,000,000","-107,000,000","101,000,000","-4,000,000","115,000,000"
		AssetImpairmentCharge,"2,000,000","0","0","0","2,000,000","-2,000,000","3,000,000","24,000,000","0","-3,000,000","8,000,000","108,000,000","17,000,000","1,000,000","220,000,000","6,000,000","9,000,000","5,000,000","38,000,000","4,000,000","2,000,000","1,000,000","26,000,000","9,000,000","4,000,000","6,000,000"
		StockBasedCompensation,"11,000,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"2,000,000","-10,000,000","-1,000,000","6,000,000","4,000,000","-88,000,000","-257,000,000","169,000,000","89,000,000","200,000,000","67,000,000","149,000,000","94,000,000","369,000,000","23,000,000","208,000,000","219,000,000","276,000,000","150,000,000","44,000,000","230,000,000","560,000,000","-43,000,000","422,000,000","-67,000,000"
		ChangeInWorkingCapital,"12,000,000","11,000,000","-64,000,000","20,000,000","45,000,000","-6,000,000","3,000,000","-134,000,000","76,000,000","-78,000,000","82,000,000","95,000,000","5,000,000","-202,000,000","142,000,000","-45,000,000","-45,000,000","-99,000,000","86,000,000","-52,000,000","-18,000,000","-276,000,000","196,000,000","61,000,000","49,000,000","-113,000,000"
