name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalAssets,"1,064,445,000","1,065,966,000","1,064,917,000","1,101,725,000","893,724,000","830,214,000","842,982,000","645,142,000","456,735,000","417,727,000","399,801,000","449,174,000","452,889,000","461,219,000","501,467,000","452,893,000","526,274,000","433,815,000","395,441,000","412,875,000","441,301,000","485,076,000","424,276,000","414,822,000","392,058,000","429,129,000","331,806,000","320,770,000","320,398,000","376,865,000","298,370,000","276,529,000","280,578,000","319,767,000","179,438,000","171,326,000","165,226,000","181,985,000","153,668,000","137,733,000","141,715,000","179,559,000","157,975,000","162,806,000","173,221,000","217,959,000","172,296,000","161,574,000","181,047,000","216,500,000","144,375,000","129,331,000","136,346,000","172,445,000","145,462,000","157,885,000","163,746,000","232,529,000","178,236,000","176,464,000","174,479,000","256,165,000","222,385,000","233,197,000","252,955,000","325,913,000","289,575,000","267,970,000","316,305,000","376,264,000","135,342,000","129,021,000","82,476,000","97,732,000","74,570,000","75,721,000","77,265,000","63,956,000","51,940,000","48,168,000","25,256,000"
	CurrentAssets,"543,805,000","551,790,000","564,672,000","605,224,000","604,256,000","582,740,000","595,609,000","400,206,000","210,884,000","177,363,000","133,681,000","178,632,000","184,953,000","215,267,000","255,160,000","223,138,000","317,234,000","265,197,000","150,982,000","161,702,000","190,638,000","260,641,000","195,415,000","194,370,000","196,876,000","248,463,000","151,727,000","184,434,000","195,066,000","258,062,000","184,143,000","171,100,000","176,390,000","219,291,000","139,035,000","140,525,000","133,638,000","155,998,000","125,157,000","110,051,000","113,794,000","149,193,000","125,845,000","130,413,000","143,246,000","185,970,000","137,670,000","127,470,000","150,069,000","192,340,000","119,040,000","103,013,000","110,129,000","145,979,000","113,512,000","129,300,000","134,546,000","198,281,000","137,760,000","129,260,000","109,498,000","180,011,000","133,127,000","143,348,000","160,682,000","235,128,000","200,877,000","211,897,000","267,844,000","354,240,000","114,973,000","111,294,000","68,752,000","85,038,000","63,547,000","66,859,000","69,197,000","55,943,000","43,978,000","40,061,000","16,596,000"
		CashCashEquivalentsAndShortTermInvestments,"493,261,000","503,341,000","512,188,000","536,445,000","534,776,000","518,262,000","531,065,000","320,695,000","145,098,000","122,574,000","83,546,000","121,294,000","119,632,000","141,512,000","182,042,000","152,228,000","259,569,000","203,215,000","92,266,000","103,952,000","136,415,000","183,098,000","124,471,000","122,566,000","128,189,000","170,262,000","81,268,000","105,471,000","124,322,000","181,641,000","112,740,000","101,878,000","110,647,000","148,665,000","84,862,000","84,737,000","81,895,000","96,602,000","72,469,000","59,998,000","72,105,000","96,985,000","79,138,000","82,680,000","100,276,000","124,021,000","76,408,000","76,008,000","106,202,000","139,757,000","79,111,000","69,765,000","78,607,000","109,566,000","70,463,000","86,699,000","89,844,000","147,394,000","90,987,000","93,026,000","68,080,000","126,965,000","39,386,000","45,665,000","51,838,000","112,023,000","76,800,000","119,975,000","192,768,000","287,480,000","62,574,000","66,854,000","20,324,000","40,346,000","20,714,000","31,664,000","42,453,000","32,662,000","24,513,000","27,267,000","7,902,000"
			CashAndCashEquivalents,"493,261,000","503,341,000","512,188,000","536,445,000","534,776,000","516,500,000","529,710,000","318,573,000","141,260,000","112,266,000","83,546,000","121,294,000","119,632,000","141,512,000","182,042,000","152,228,000","259,569,000","203,215,000","92,266,000","103,952,000","136,415,000","183,098,000","124,471,000","122,566,000","128,189,000","170,262,000","81,268,000","105,471,000","124,322,000","181,641,000","112,740,000","101,878,000","110,647,000","148,665,000","84,862,000","84,737,000","81,895,000","93,547,000","72,469,000","59,998,000","72,105,000","96,985,000","79,138,000","82,680,000","100,276,000","124,021,000","76,408,000","76,008,000","106,202,000","139,757,000","79,111,000","69,765,000","78,607,000","100,577,000","43,525,000","56,679,000","60,094,000","101,394,000","74,145,000","75,044,000","68,080,000","126,965,000","39,386,000","45,665,000","2,618,000","56,224,000","2,575,000","31,350,000","37,611,000","198,678,000","27,156,000","45,648,000","7,438,000","28,846,000","2,950,000","13,216,000","18,621,000","11,059,000","7,342,000","27,267,000","7,902,000"
			OtherShortTermInvestments,,,,,,"1,762,000","1,355,000","2,122,000","3,838,000","10,308,000",,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"3,055,000",,,,,,,,,,,,"0","0","0","0","8,989,000","26,938,000","30,020,000","29,750,000","46,000,000","16,842,000","17,982,000",,,,,"49,220,000","55,799,000","74,225,000","88,625,000","155,157,000","88,802,000","35,418,000","21,206,000","12,886,000","11,500,000","17,764,000","18,448,000","23,832,000","21,603,000","17,171,000",,
		Receivables,"23,749,000","21,190,000","25,172,000","33,008,000","38,518,000","30,125,000","35,403,000","47,765,000","37,664,000","27,839,000","22,407,000","23,635,000","30,819,000","35,930,000","30,552,000","28,597,000","21,798,000","30,080,000","24,328,000","20,751,000","21,615,000","28,142,000","21,045,000","19,305,000","19,025,000","16,128,000","16,951,000","15,843,000","15,651,000","18,963,000","14,941,000","15,628,000","15,836,000","16,047,000","14,672,000","14,582,000","15,851,000","19,273,000","14,020,000","10,084,000","11,941,000","13,501,000","8,445,000","6,642,000","7,881,000","13,560,000","8,388,000","8,285,000","8,411,000","11,640,000","8,589,000","8,739,000","9,693,000","8,235,000","10,081,000","15,436,000","14,046,000","13,810,000","9,113,000","9,950,000","10,572,000","18,340,000","11,591,000","9,838,000","8,266,000","11,695,000","7,551,000","13,649,000","6,467,000","5,715,000","2,478,000","6,579,000","11,199,000","10,183,000","7,678,000","8,220,000","7,036,000","6,994,000","4,748,000","2,042,000","1,198,000"
			AccountsReceivable,"23,749,000","20,649,000","25,172,000","33,008,000","38,518,000","28,794,000","35,403,000","47,765,000","37,664,000","21,068,000","22,407,000","23,635,000","30,819,000","19,304,000","30,552,000","28,597,000","21,798,000","16,797,000","24,328,000","20,751,000","21,615,000","19,297,000","21,045,000","19,305,000","19,025,000","16,593,000","16,951,000","15,843,000","15,651,000","19,474,000","14,941,000","15,628,000","15,836,000","16,199,000","14,672,000","14,582,000","15,851,000","20,070,000","14,020,000","10,084,000","11,941,000","13,501,000","8,445,000","6,642,000","7,881,000","13,560,000","8,388,000","8,285,000","8,411,000","11,640,000","8,589,000","8,739,000","9,693,000","6,985,000","10,081,000","15,186,000","13,042,000","12,304,000","7,607,000","7,942,000","7,811,000","11,638,000","11,591,000","9,838,000","8,266,000","11,695,000","7,551,000","13,649,000","6,467,000","5,715,000","2,478,000","6,579,000","11,199,000","10,183,000","7,678,000","8,220,000","7,036,000","6,994,000","4,748,000","2,042,000","1,198,000"
				GrossAccountsReceivable,"26,521,000",,"27,399,000","35,374,000","40,393,000",,"37,456,000","49,299,000","38,664,000",,,"26,135,000","33,219,000",,,,,,,,,,,,,,,,,,,,,"16,199,000",,,,,,,,"14,075,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,772,000",,"-2,227,000","-2,366,000","-1,875,000",,"-2,053,000","-1,534,000","-1,000,000",,,"-2,500,000","-2,400,000",,,,,,,,,,,,,,,,,,,,,"-152,000",,,,,,,,"-574,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000","1,004,000","1,506,000","1,506,000","2,008,000","2,761,000","6,702,000",,,,,,,,,,,,,,,,,,,
