name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991
TotalRevenue,"1,146,576,000","287,482,000","292,659,000","287,254,000","279,181,000","262,757,000","273,126,000","311,665,000","252,704,000","235,275,000","239,402,000","229,641,000","233,722,000","236,586,000","216,373,000","206,155,000","209,788,000","191,500,000","201,312,000","190,243,000","185,487,000","174,874,000","178,604,000","172,436,000","169,802,000","164,446,000","162,101,000","157,043,000","123,591,000","103,810,000","104,482,000","103,500,000","86,989,000","74,305,000","77,580,000","78,368,000","77,756,000","67,455,000","75,227,000","74,537,000","59,928,000","60,247,000","58,443,000","49,413,000","53,672,000","64,333,000","65,691,505","73,151,781","55,860,022","47,627,604","53,991,937","60,983,047","47,549,345","48,117,800","45,513,391","47,175,024","45,694,408","44,284,473","44,812,166","45,700,039","53,433,234","44,569,042","31,163,439","19,304,868","9,050,167","5,629,275","6,783,825","7,187,831","3,558,527","2,131,635","1,466,080","2,025,229","2,435,096","2,072,368","1,580,385","1,785,599","1,516,513","1,597,519","1,514,773","2,415,187","2,582,586","2,748,923","2,922,575","2,555,472","3,322,548","4,639,060","2,214,608","2,112,030","2,247,172","2,801,658","100,000","0","100,000","100,000","100,000",,,,"100,000","0","200,000","600,000","200,000","300,000","300,000","400,000","300,000","100,000","100,000",,,,,,
	OperatingRevenue,"1,146,576,000","287,482,000","292,659,000","287,254,000","279,181,000","262,757,000","273,126,000","311,665,000","252,704,000","235,275,000","239,402,000","229,641,000","233,722,000","236,586,000","216,373,000","206,155,000","209,788,000","191,500,000","201,312,000","190,243,000","185,487,000","174,874,000","178,604,000","172,436,000","169,802,000","164,446,000","162,101,000","157,043,000","123,591,000","103,810,000","104,482,000","103,500,000","86,989,000","74,305,000","77,580,000","78,368,000","77,756,000","67,455,000","75,227,000","74,537,000","59,928,000","60,247,000","58,443,000","49,413,000","53,672,000","64,333,000","65,691,505","73,151,781","55,860,022","47,627,604","53,991,937","60,983,047","47,549,345","48,117,800","45,513,391","47,175,024","45,694,408","44,284,473","44,812,166","45,700,039","53,433,234","44,569,042","31,163,439","19,304,868","9,050,167","5,629,275","6,783,825","7,187,831","3,558,527","2,131,635","1,466,080","2,025,229","2,435,096","2,072,368","1,580,385","1,785,599","1,516,513","1,597,519","1,514,773","2,415,187","2,582,586","2,748,923","2,922,575","2,555,472","3,322,548","4,639,060","2,214,608","2,112,030","2,247,172","2,801,658","100,000","0","100,000","100,000","100,000",,,,"100,000","0","200,000","600,000","200,000","300,000","300,000","400,000","300,000","100,000","100,000",,,,,,
OperatingIncome,,,,,,,,,,,,,,,,,,,"58,591,000","16,599,000","47,923,000","47,371,000","22,727,000","44,163,000","54,894,000","41,099,000","47,880,000","47,900,000","41,220,000","38,023,000","36,926,000",,"30,409,000","23,117,000","25,993,000","25,113,000","29,688,000","19,762,000","9,364,000","13,974,000","12,992,000","16,229,000",,"1,243,000","13,121,000","23,076,000","9,723,642","23,538,800","17,635,798","13,598,074","-5,002,648","18,539,574","12,443,990","20,181,908","12,031,101","11,723,133","36,419,460","23,349,237","18,014,646","19,703,617","29,643,293",,"14,267,488","5,790,373","1,873,111","4,790,336","2,115,712",,"17,855","1,001,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetNonOperatingInterestIncomeExpense,,"-1,608,000","-555,000",,,"-20,000","-17,000","-16,000","-17,000","-52,000","-45,000","-57,000","-68,000","-78,000","-88,000","-89,000","-90,000","-79,000","-79,000","-80,000","-86,000","-103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,
	InterestExpenseNonOperating,,"1,608,000","555,000",,,"20,000","17,000","16,000","17,000","52,000","45,000","57,000","68,000","78,000","88,000","89,000","90,000","79,000","79,000","80,000","86,000","103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,
OtherIncomeExpense,"7,500,000","1,774,000","1,769,000","1,966,000","1,991,000","1,905,000","1,972,000","1,935,000","1,812,000","2,782,000","2,603,000","1,929,000","1,756,000","1,684,000","1,905,000","1,783,000","1,633,000","1,842,000","2,085,000","1,673,000","1,651,000","1,593,000","1,599,000","1,668,000","1,660,000","1,499,000","1,406,000","1,637,000","1,560,000","1,417,000","1,509,000","1,528,000","1,696,000","1,477,000","1,447,000","1,577,000","1,640,000","1,524,000","1,440,000","1,578,000","1,540,000","1,440,000","1,411,000","1,486,000","-8,134,000","1,408,000","-7,210,362","10,065,649","1,016,078","1,004,253","-4,978,398","7,397,246","1,422,353","1,479,377","1,059,119","1,304,663","1,270,698","7,950,200","7,188,125","6,613,823","7,479,264","2,404,558","2,196,216","2,097,374","1,772,072","959,722","778,876","981,342","660,874","727,658","494,072","816,292","1,042,266","1,342,140","800,251","1,006,521","921,111","975,505","761,963","1,416,213","965,445","864,602","1,175,344","708,979","1,517,271","2,326,257","964,480","649,259","640,475","754,209",,,,,,,,,,,,"600,000",,,,,,"100,000","100,000",,,,,,
PretaxIncome,"14,533,000","22,471,000","-64,461,000","26,464,000","30,059,000","36,351,000","-26,999,000","-3,792,000","27,438,000","27,584,000","-69,053,000","27,896,000","50,930,000","53,744,000","-11,241,000","51,167,000","61,248,000","51,699,000","58,591,000","16,599,000","47,923,000","47,371,000","22,727,000","44,163,000","54,894,000","41,099,000","47,880,000","47,900,000","41,220,000","38,023,000","36,926,000","37,152,000","30,409,000","23,117,000","25,993,000","25,113,000","29,688,000","19,762,000","9,364,000","13,974,000","12,992,000","16,229,000","-3,722,000","1,243,000","13,121,000","23,076,000","9,723,642","23,538,800","17,635,798","13,598,074","-5,002,648","18,539,574","12,443,990","20,181,908","12,031,101","11,723,133","18,903,294","23,349,237","18,014,646","19,703,617","29,643,293","22,188,233","14,267,488","5,790,373","1,873,111","4,790,336","2,115,712","2,916,859",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"2,997,000","4,934,000","-16,336,000","6,281,000","8,118,000","9,943,000","-9,324,000","-623,000","7,556,000","7,517,000","-17,980,000","7,750,000","13,637,000","13,596,000","-4,773,000","13,787,000","15,164,000","11,644,000","22,195,000","6,635,000","18,547,000","16,172,000","9,073,000","17,281,000","21,247,000","15,873,000","18,728,000","17,602,000","16,516,000","15,693,000","15,954,000","15,811,000","13,283,000","9,568,000","10,411,000","10,706,000","12,659,000","7,803,000","4,958,000","5,718,000","5,215,000","6,356,000","-1,409,000","268,000","5,572,000","9,178,000","4,895,542","9,094,115","6,869,068","5,291,105","-2,199,038","7,025,054","4,805,432","7,744,078","4,872,898","4,350,479","7,705,144","9,040,921","7,751,323","5,892,915","12,089,859","9,813,404","6,073,346","2,026,631","-100,479","1,477,742","-533,870","78,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"11,526,000","17,534,000","-48,127,000","20,180,000","21,939,000","26,405,000","-17,677,000","-3,172,000","19,880,000","20,064,000","-51,075,000","20,143,000","37,291,000","40,145,000","-6,470,000","37,377,000","46,082,000","40,052,000","36,394,000","9,961,000","29,374,000","31,196,000","13,652,000","26,879,000","33,644,000","25,223,000","29,150,000","30,295,000","24,701,000","22,328,000","20,970,000","21,338,000","17,123,000","13,544,000","15,577,000","14,393,000","17,024,000","11,954,000","4,119,000","8,256,000","7,777,000","9,873,000","-2,313,000","975,000","7,549,000","13,898,000","4,828,100","14,444,685","10,766,730","8,306,969","-2,803,610","11,514,520","7,638,558","12,437,830","7,158,203","7,372,654","11,198,150","14,308,316","10,263,323","13,810,702","17,553,434","12,374,829","8,136,933","3,763,742","1,973,590","3,312,594","2,649,582","2,838,144","17,855","1,001,017","141,484","-568,298","138,016","28,665","-374,155","-81,362","102,006","22,035","91,974","642,568","-706,325","442,833","-1,644,840","-2,409,106","-488,393","1,502,988","-1,504,179","-708,902","118,242","606,675","-100,000","-1,700,000","-200,000","-200,000","-200,000","-400,000","-400,000","-400,000","-300,000","-500,000","-300,000","-100,000","-400,000","-400,000","-300,000","-400,000","-200,000","-200,000","-300,000","-200,000","-200,000","-200,000","-100,000","-100,000","-100,000"
	NetIncome,"11,536,000","17,537,000","-48,125,000","20,183,000","21,941,000","26,408,000","-17,675,000","-3,169,000","19,882,000","20,067,000","-51,073,000","20,146,000","37,293,000","40,148,000","-6,468,000","37,380,000","46,084,000","40,055,000","36,396,000","9,964,000","29,376,000","31,199,000","13,654,000","26,882,000","33,647,000","25,226,000","29,152,000","30,298,000","24,704,000","22,330,000","20,972,000","21,341,000","17,126,000","13,549,000","15,582,000","14,407,000","17,029,000","11,959,000","4,406,000","8,256,000","7,777,000","9,873,000","-2,313,000","975,000","7,549,000","13,898,000","4,828,100","14,444,685","10,766,730","8,306,969","-2,803,610","11,514,520","7,638,558","12,437,830","7,158,203","7,372,654","11,198,150","14,308,316","10,263,323","13,810,702","17,553,434","12,374,829","8,136,933","3,763,742","1,973,590","3,312,594","2,649,582","2,838,144","17,855","1,001,017","141,484","-568,298","138,016","28,665","-324,207","-81,362","102,006","22,035","91,974","642,568","-706,325","442,833","-1,644,840","-2,409,106","-488,393","1,502,988","-1,504,179","-708,902","118,242","606,675","-100,000","-1,700,000","-200,000","-200,000","-200,000","-400,000","-400,000","-400,000","-300,000","-500,000","-300,000","-100,000","-400,000","-400,000","-300,000","-400,000","-200,000","-200,000","-300,000","-200,000","-200,000","-200,000","-100,000","-100,000","-100,000"
		NetIncomeIncludingNoncontrollingInterests,"11,536,000","17,537,000","-48,125,000","20,183,000","21,941,000","26,408,000","-17,675,000","-3,169,000","19,882,000","20,067,000","-51,073,000","20,146,000","37,293,000","40,148,000","-6,468,000","37,380,000","46,084,000","40,055,000","36,396,000","9,964,000","29,376,000","31,199,000","13,654,000","26,882,000","33,647,000","25,226,000","29,152,000","30,298,000","24,704,000","22,330,000","20,972,000","21,341,000","17,126,000","13,549,000","15,582,000","14,407,000","17,029,000","11,959,000","4,406,000","8,256,000","7,777,000","9,873,000","-2,313,000","975,000","7,549,000","13,898,000","4,828,100","14,444,685","10,766,730","8,306,969","-2,803,610","11,514,520","7,638,558","12,437,830","7,158,203","7,372,654","11,198,150","14,308,316","10,263,323","13,810,702","17,553,434","12,374,829","8,136,933","3,763,742","1,973,590","3,312,594","2,649,582","2,838,144","17,855","1,001,017","141,484","-568,298","138,016","28,665","-324,207","-81,362","102,006","22,035","91,974","642,568","-706,325","442,833","-1,644,840","-2,409,106","-488,393","1,502,988","-1,504,179","-708,902","118,242","606,675","-100,000","-1,700,000","-200,000","-200,000","-200,000","-400,000","-400,000","-400,000","-300,000","-500,000","-300,000","-100,000","-400,000","-400,000","-300,000","-400,000","-200,000","-200,000","-300,000","-200,000","-200,000","-200,000","-100,000","-100,000","-100,000"
			NetIncomeContinuousOperations,"11,536,000","17,537,000","-48,125,000","20,183,000","21,941,000","26,408,000","-17,675,000","-3,169,000","19,882,000","20,067,000","-51,073,000","20,146,000","37,293,000","40,148,000","-6,468,000","37,380,000","46,084,000","40,055,000","36,396,000","9,964,000","29,376,000","31,199,000","13,654,000","26,882,000","33,647,000","25,226,000","29,152,000","30,298,000","24,704,000","22,330,000","20,972,000","21,341,000","17,126,000","13,549,000","15,582,000","14,407,000","17,029,000","11,959,000","4,406,000","8,256,000","7,777,000","9,873,000","-2,313,000","975,000","7,549,000","13,898,000","4,828,100","14,444,685","10,766,730","8,306,969","-2,803,610","11,514,520","7,638,558","12,437,830","7,158,203","7,372,654","11,198,150","14,308,316","10,263,323","13,810,702","17,553,434","12,374,829","8,194,142","3,763,742","1,973,590","3,312,594","2,649,582","2,838,144","17,855","1,001,017","141,484","-568,298","138,016","28,665","-324,207","-81,362","102,006","22,035","91,974","642,568","-706,325","442,833","-1,644,840","-2,409,106","-488,393","1,502,988","-1,504,179","-708,902","118,242","606,675","-200,000","300,000","-200,000","-200,000","-200,000","-400,000","-400,000","-400,000","-300,000","-500,000","-300,000","-100,000","-400,000","-400,000","-300,000","-400,000","-200,000","-200,000","-300,000","-200,000","-200,000","-200,000","-100,000","-100,000","-100,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"10,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","2,000","3,000","3,000","3,000","2,000","3,000","3,000","2,000","2,000","3,000","3,000","5,000","5,000","14,000","5,000","5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"11,526,000","17,534,000","-48,127,000","20,180,000","21,939,000","26,405,000","-17,677,000","-3,172,000","19,880,000","20,064,000","-51,075,000","20,143,000","37,291,000","40,145,000","-6,470,000","37,377,000","46,082,000","40,052,000","36,394,000","9,961,000","29,374,000","31,196,000","13,652,000","26,879,000","33,644,000","25,223,000","29,150,000","30,295,000","24,701,000","22,328,000","20,970,000","21,338,000","17,123,000","13,544,000","15,577,000","14,393,000","17,024,000","11,954,000","4,119,000","8,256,000","7,777,000","9,873,000","-2,313,000","975,000","7,549,000","13,898,000","4,828,100","14,444,685","10,766,730","8,306,969","-2,803,610","11,514,520","7,638,558","12,437,830","7,158,203","7,372,654","11,198,150","14,308,316","10,263,323","13,810,702","17,553,434","12,374,829","8,136,933","3,763,742","1,973,590","3,312,594","2,649,582","2,838,144","17,855","1,001,017","141,484","-568,298","138,016","28,665","-374,155","-81,362","102,006","22,035","91,974","642,568","-706,325","442,833","-1,644,840","-2,409,106","-488,393","1,502,988","-1,504,179","-708,902","118,242","606,675","-100,000","-1,700,000","-200,000","-200,000","-200,000","-400,000","-400,000","-400,000","-300,000","-500,000","-300,000","-100,000","-400,000","-400,000","-300,000","-400,000","-200,000","-200,000","-300,000","-200,000","-200,000","-200,000","-100,000","-100,000","-100,000"
BasicEPS,,"0.56","-1.54","0.65","0.7","0.85","-0.57","-0.1","0.62","0.62","-1.55","0.6","1.09","1.16","-0.19","1.07","1.32","1.15","1.05","0.29","0.84","0.89","0.39","0.77","0.96","0.73","0.84","0.87","0.71","0.65",,"0.64","0.5","0.41",,"0.43","0.47","0.3",,"0.21","0.2","0.24",,"0.02","0.19","0.35",,"0.37","0.27","0.21",,"0.31","0.2","0.33",,"0.2","0.3","0.39",,"0.39","0.49","0.35",,"0.11","0.06","0.1",,"0.08","0","0.03",,"-0.02","0.004","0.001",,"-0.003","0.005","0.001",,"0.04","-0.05","0.03",,"-0.16","-0.03","0.1",,"-0.05","0.01","0.04",,,,,,,,,,,,"-0.007","-0.027",,"-0.02","-0.027","-0.014",,"-0.02","-0.014","-0.014",,"-0.007","-0.007","-0.007"
DilutedEPS,,"0.56","-1.54","0.64","0.7","0.84","-0.57","-0.1","0.62","0.61","-1.55","0.59","1.08","1.14","-0.19","1.04","1.29","1.12","1.03","0.28","0.82","0.86","0.38","0.75","0.94","0.71","0.82","0.84","0.69","0.62",,"0.61","0.49","0.38",,"0.4","0.44","0.29",,"0.2","0.19","0.24",,"0.02","0.19","0.34",,"0.36","0.27","0.21",,"0.28","0.19","0.31",,"0.19","0.28","0.35",,"0.33","0.43","0.3",,"0.1","0.05","0.09",,"0.08","0","0.03",,"-0.02","0.004","0.001",,"-0.003","0.004","0.001",,"0.04","-0.05","0.03",,"-0.16","-0.03","0.1",,"-0.05","0.01","0.04",,,,,,,,,,,,"-0.007","-0.027",,"-0.02","-0.027","-0.014",,"-0.02","-0.014","-0.014",,"-0.007","-0.007","-0.007"
BasicAverageShares,,"31,147,000","31,177,000","31,247,000","31,240,000","31,208,000","31,193,000","31,659,000","32,102,000","32,591,000","32,889,000","33,649,000","34,311,000","34,741,000","34,814,000","34,861,000","34,909,000","34,839,000","34,589,000","34,686,000","34,959,000","35,140,000","35,042,000","35,042,000","35,062,000","34,527,000","34,567,000","34,911,000","35,019,000","34,578,000",,"33,432,000","33,968,000","33,422,000",,"33,658,000","36,378,000","39,917,000",,"39,679,000","39,668,000","39,388,000",,"39,190,000","39,187,000","39,388,000",,"39,167,241","39,167,241","38,889,176",,"37,625,013","37,617,174","37,561,341",,"37,500,000","37,897,000","36,946,000",,"35,763,000","35,577,000","34,999,000",,"34,891,000","34,306,000","33,470,000",,"33,355,000","32,720,000","31,778,000",,"31,300,000","31,129,000","27,213,000",,"24,966,000","22,369,000","21,468,000",,"15,558,000","14,686,000","14,685,939",,"14,696,000","14,687,000","14,749,000",,"14,752,000","14,795,000","14,795,000",,,,,,,,,,,,"14,794,584","14,794,584",,"14,794,584","14,794,584","14,794,584",,"14,794,584","14,794,584","14,794,584",,"14,794,584","14,794,584","14,794,584"
