name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1999
TotalRevenue,"1,274,218,000","456,458,000","332,373,000","259,670,000","225,717,000","157,332,000","99,516,000","73,683,000","20,667,000","130,204,000","160,710,000","157,992,000","149,849,000","132,689,000","152,567,433","145,417,293","109,048,687","86,884,914","72,479,594","54,261,912","48,388,850","48,855,964","47,084,859","41,727,844","42,537,174","28,372,353","39,349,118","49,789,790","63,074,242","50,461,355","94,458,654","119,194,188","121,158,316","96,802,970","99,167,114","107,233,436","79,650,952","83,180,020","80,387,724","80,702,787","70,503,175","65,223,502","53,301,854","43,769,357","35,586,097","27,067,434","26,237,076","9,883,821","16,231,773","7,221,514","6,432,175","4,855,972","2,275,084","658,268","1,128,782","1,362,655","764,528","287,029",,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"1,274,215,000","456,458,000","332,372,000","259,669,000","225,717,000","157,331,000","99,511,000","73,680,000","20,664,000","130,196,000","160,699,000","157,989,000","149,847,000","132,684,000","152,565,878","145,415,698","109,046,878","86,880,814","72,476,191","54,257,591","48,381,006","48,848,222","47,076,501","41,719,194","42,527,847","28,367,341","39,340,256","49,779,903","63,064,333","50,454,148","94,455,405","119,191,594","121,155,047","96,802,970","99,160,226","107,232,064","79,623,169","83,171,661","80,208,393","80,702,787","70,503,175","65,223,502","53,301,854","43,769,357","35,586,097","27,067,434","26,237,076","9,883,821","16,231,773","7,221,514","6,015,297","5,146,972","2,418,496","640,734","1,128,782","1,362,655","764,528","285,729",,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"451,954,000","142,341,000","118,441,000","99,053,000","92,121,000","78,986,000","70,007,000","61,881,000","65,311,000","111,040,000","114,990,000","103,304,000","86,257,000","82,320,000","83,411,294","61,998,195","47,276,793","39,041,365","37,585,790","33,027,959","30,259,766","28,963,756","29,722,118","28,663,962","31,479,548","32,572,248","40,150,670","49,286,129","57,182,394","64,825,237","74,792,686","72,431,983","67,458,959","57,569,551","59,932,006","53,506,819","44,486,244","43,214,960","116,334,982","16,827,479","13,950,257","12,592,233","8,613,284","8,172,266","5,926,583","4,632,220","3,513,180","2,689,377","1,585,704","978,196","920,084","673,410","309,151","152,704","43,458","18,078","8,020","13,492",,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"822,264,000","314,117,000","213,932,000","160,617,000","133,596,000","78,346,000","29,509,000","11,802,000","-44,644,000","19,164,000","45,720,000","54,688,000","63,592,000","50,369,000","69,156,139","83,419,098","61,771,894","47,843,549","34,893,804","21,233,953","18,129,084","19,892,208","17,362,741","13,063,882","11,057,626","-4,199,895","-801,552","503,661","5,891,848","-14,363,882","19,665,968","46,762,205","53,699,357","39,233,419","39,235,108","53,726,617","35,164,708","39,965,060","-35,947,258","63,875,308","56,552,918","52,631,269","44,688,570","35,597,091","29,659,514","22,435,214","22,723,896","7,194,444","14,646,069","6,243,318","5,512,091","4,182,562","1,965,933","505,564","1,085,324","1,344,577","756,508","273,537",,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"37,372,000","13,813,000","10,463,000","5,490,000","7,604,000","6,782,000","4,361,000","4,605,000","4,710,000","4,871,000","8,118,000","4,206,000","5,250,000","6,051,000","4,975,781","4,674,467","3,251,239","1,666,875","3,075,999","7,985,719","4,317,139","3,608,943","3,735,671","2,098,293","4,586,275","4,337,402","5,817,992","4,614,771","4,256,436","4,352,806","4,924,825","4,698,972","3,980,819","3,997,690","4,507,001","4,164,335","3,946,507","4,019,053","-67,984,470","37,548,835","30,063,544","23,103,599","18,483,542","14,906,750","11,177,107","10,227,111","10,650,646","5,470,108","4,547,861","3,618,740","2,920,268","1,856,905","1,299,766","974,362","602,627","627,879","568,467","557,083","3,011,263","309,487","889,072","297,719","1,917","1,050","680","4,109","26,627","1,032","2,235","7,373","17,208","10,668","1,807","401","440","330","1,697","405","173","580","295","1,964","224","229","229","2,016","3,294","225","1,139","3,118","230"
	SellingGeneralAndAdministration,"37,372,000","13,813,000","10,463,000","5,490,000","7,604,000","6,782,000","4,361,000","4,605,000","4,710,000","4,871,000","8,118,000","4,206,000","5,250,000","6,051,000","4,975,781","4,674,467","3,251,239","1,666,875","3,075,999","7,985,719","4,317,139","3,608,943","3,735,671","2,098,293","4,586,275","4,337,402","5,817,992","4,614,771","4,256,436","4,352,806","4,924,825","4,698,972","3,980,819","3,997,690","4,507,001","4,164,335","3,915,298","3,988,806","4,076,619","9,467,711","4,419,607","4,681,378","3,510,897","4,073,988","2,749,418","3,290,589","1,961,860","1,624,071","1,911,543","1,706,968","431,995","896,877","555,316","568,635","817,567","355,103","410,736","507,883","3,011,263","309,487","889,072","297,719","1,917","1,050","680","4,109","1,627","1,032","2,235","7,373","17,208","10,668","1,807","401","440","330","1,697","405","173","580","295","1,964","224","229","229","2,016","3,294","225","1,139","3,118","230"
		GeneralAndAdministrativeExpense,"37,372,000","13,813,000","10,463,000","5,490,000","7,604,000","6,782,000","4,361,000","4,605,000","4,710,000","4,871,000","8,118,000","4,206,000","5,250,000","6,051,000","4,975,781","4,674,467","3,251,239","1,666,875","3,075,999","7,985,719","4,317,139","3,608,943","3,735,671","2,098,293","4,586,275","4,337,402","5,817,992","4,614,771","4,256,436","4,352,806","4,924,825","4,698,972","3,980,819","3,997,690","4,507,001","4,164,335","3,915,298","3,988,806","4,076,619","9,467,711","4,419,607","4,681,378",,"4,073,988","2,749,418","3,290,589","1,961,860","1,624,071","1,911,543","1,706,968","431,995","896,877","555,316","568,635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,193,072","813,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"37,372,000","13,813,000","10,463,000","5,490,000","7,604,000","6,782,000","4,361,000","4,605,000","4,710,000","4,871,000","8,118,000","4,206,000","5,250,000","6,051,000","4,975,781","4,674,467","3,251,239","1,666,875","3,075,999","7,985,719","4,317,139","3,608,943","3,735,671","2,098,293","4,586,275","4,337,402","5,817,992","4,614,771","4,256,436","4,352,806","4,924,825","4,698,972","3,980,819","3,997,690","4,507,001","4,164,335","3,915,298","3,988,806",,,,,,,,,,,"718,471","893,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,"22,596,028","18,630,629","17,631,875","15,357,685","13,682,452","12,828,143","13,523,186","13,698,020","16,176,863","17,846,089","24,140,489","31,670,479","36,745,805","45,213,039","48,924,152",,"42,212,250","36,100,921","38,927,949","32,103,607","26,527,917","26,762,446","26,750,927","28,057,415","25,622,116","18,406,589","14,936,895","10,824,981","8,419,895","6,931,792","8,697,808","3,828,012","2,627,103","1,908,235","2,488,273","958,722","742,373","404,333","480,772","203,103","119,489","49,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
