name,ttm
OperatingCashFlow,"35,759,774"
FinancingCashFlow,"-58,614,672"
EndCashPosition,"-22,854,898"
	ChangesInCash,"-22,854,898"
	BeginningCashPosition,"0"
IssuanceOfDebt,"5,839,880"
RepaymentOfDebt,"-5,743,027"
FreeCashFlow,"35,759,774"
