name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
OperatingCashFlow,"24,122,000","5,031,000","17,661,000","-17,743,000","19,173,000","8,811,000","12,816,000","10,778,000","7,113,000","-1,249,000","4,605,000","4,984,000"
	CashFlowFromContinuingOperatingActivities,"24,122,000","5,031,000","17,661,000","-17,743,000","19,173,000","8,811,000","12,816,000","10,778,000","7,113,000","-1,249,000","4,605,000","4,984,000"
		NetIncomeFromContinuingOperations,"-76,012,000","-19,704,000","-22,695,000","-20,464,000","-13,149,000","-7,895,000","-3,714,000","-5,265,000","1,699,000","-2,125,000","-211,000","-3,114,000"
		OperatingGainsLosses,,,,,,,,"588,000",,,"-7,000","-88,000"
			GainLossOnInvestmentSecurities,,,,,,,,"588,000",,,"-7,000","-88,000"
		DepreciationAmortizationDepletion,"11,259,000","3,519,000","3,606,000","3,058,000","1,076,000","1,006,000","977,000","928,000","896,000","859,000","767,000","763,000"
			DepreciationAndAmortization,"11,259,000","3,519,000","3,606,000","3,058,000","1,076,000","1,006,000","977,000","928,000","896,000","859,000","767,000","763,000"
		AmortizationOfSecurities,"5,807,000","1,628,000","1,040,000","1,596,000","1,543,000","1,343,000","893,000",,,"268,000",,
		StockBasedCompensation,"59,273,000","14,074,000","14,238,000","16,857,000","14,104,000","11,750,000","9,453,000","9,660,000","2,783,000","1,956,000","1,829,000","4,895,000"
		OtherNonCashItems,"6,636,000","1,806,000","1,810,000","1,640,000","1,380,000","1,278,000",,,,,,
		ChangeInWorkingCapital,"17,159,000","3,708,000","19,662,000","-20,430,000","14,219,000","1,329,000","5,207,000","4,867,000","1,579,000","-2,207,000","2,227,000","2,528,000"
			ChangeInReceivables,"2,659,000","1,094,000","-6,638,000","-7,150,000","15,353,000","-14,375,000","-11,505,000","1,620,000","-4,784,000","2,357,000","-5,240,000","-736,000"
				ChangesInAccountReceivables,"2,659,000","1,094,000","-6,638,000","-7,150,000","15,353,000","-14,375,000","-11,505,000","1,620,000","-4,784,000","2,357,000","-5,240,000","-736,000"
			ChangeInPrepaidAssets,"-16,218,000","-889,000","969,000","-17,311,000","1,013,000","-2,386,000","-2,712,000","-2,965,000","1,624,000","-2,944,000","1,164,000","150,000"
			ChangeInPayablesAndAccruedExpense,"13,373,000","2,484,000","8,609,000","447,000","1,833,000","2,704,000","4,094,000","3,401,000","651,000","2,284,000","763,000","1,012,000"
				ChangeInPayable,"2,418,000","960,000","1,183,000","-510,000","785,000","-954,000","2,648,000","1,492,000","-420,000","1,201,000","486,000","856,000"
					ChangeInAccountPayable,"2,418,000","960,000","1,183,000","-510,000","785,000","-954,000","2,648,000","1,492,000","-420,000","1,201,000","486,000","856,000"
				ChangeInAccruedExpense,"10,955,000","1,524,000","7,426,000","957,000","1,048,000","3,658,000","1,446,000","1,909,000","1,071,000","1,083,000","277,000","156,000"
			ChangeInOtherCurrentLiabilities,"-5,885,000","-2,201,000","-1,116,000","-1,293,000","-1,275,000","-1,367,000",,,,"0",,
			ChangeInOtherWorkingCapital,"23,230,000","3,220,000","17,838,000","4,877,000","-2,705,000","16,753,000","15,330,000","2,811,000","4,088,000","-3,904,000","5,540,000","2,102,000"
InvestingCashFlow,"-116,551,000","-18,896,000","-37,302,000","-160,109,000","99,756,000","-27,890,000","-181,833,000","-111,477,000","-10,599,000","-7,887,000","-46,271,000","-1,113,000"
