name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,10/31/2009
TotalAssets,"5,028,557,000","4,725,477,000","4,391,349,000","4,288,564,000","5,035,398,000","4,115,267,000","3,638,909,000","3,352,721,000","3,046,449,000","2,460,590,000","2,127,913,000","2,502,048,000","3,066,146,000","2,287,118,000","2,344,060,000","2,300,979,000","2,488,985,000","2,197,531,000","1,895,300,000","1,744,851,000","1,880,093,000","1,740,344,000","1,569,344,000","1,528,687,000","1,684,710,000","1,691,448,000","1,521,347,000","1,665,520,000","1,723,549,000","1,623,640,000","1,116,205,000","1,113,821,000","1,152,679,000","875,474,000","803,173,000","808,469,000","786,968,000","725,728,000","561,101,000","490,883,000","473,835,000","425,859,000","351,797,000","321,924,000","313,829,000","285,758,000","213,379,000","192,888,000","194,911,000","161,628,000"
	CurrentAssets,"1,961,416,000","1,809,152,000","2,399,806,000","2,400,211,000","3,279,156,000","2,413,423,000","2,585,781,000","2,355,432,000","1,977,752,000","1,441,992,000","1,154,000,000","1,533,167,000","2,123,144,000","1,375,954,000","1,422,861,000","1,408,742,000","1,632,696,000","1,321,205,000","1,014,405,000","854,935,000","1,000,437,000","1,013,436,000","823,573,000","808,383,000","975,576,000","975,291,000","798,564,000","945,952,000","1,024,431,000","1,011,183,000","895,209,000","899,344,000","981,880,000","666,073,000","587,054,000","622,735,000","600,464,000","530,219,000","356,005,000","308,449,000","294,938,000","337,025,000","296,788,000","263,704,000","272,744,000","249,893,000","182,461,000","164,203,000","168,275,000","130,239,000"
		CashCashEquivalentsAndShortTermInvestments,"1,320,743,000","1,322,319,000","1,804,826,000","1,891,100,000","2,711,791,000","1,491,842,000","2,136,375,000","1,931,467,000","1,573,743,000","1,073,446,000","876,302,000","1,116,515,000","1,696,451,000","1,114,688,000","1,052,563,000","1,132,937,000","1,284,012,000","931,132,000","730,598,000","625,595,000","810,443,000","779,362,000","636,884,000","619,033,000","795,844,000","821,235,000","687,541,000","841,097,000","909,206,000","771,288,000","769,285,000","772,169,000","850,850,000","539,780,000","468,208,000","510,742,000","473,902,000","411,835,000","237,029,000","196,183,000","189,364,000","246,080,000","220,484,000","198,949,000","200,719,000","167,503,000","135,581,000","114,984,000","97,133,000","43,242,000"
			CashAndCashEquivalents,"1,320,743,000","1,322,319,000","1,804,826,000","1,891,100,000","2,711,791,000","1,491,842,000","2,136,375,000","1,931,467,000","1,563,740,000","1,063,426,000","861,275,000","1,096,498,000","1,676,470,000","1,094,728,000","1,037,617,000","1,117,937,000","1,268,137,000","919,243,000","708,265,000","594,538,000","785,838,000","732,676,000","597,532,000","570,119,000","739,752,000","772,129,000","607,155,000","764,351,000","878,724,000","724,638,000","633,128,000","680,011,000","747,839,000","423,621,000","329,801,000","407,029,000","373,160,000","296,591,000","164,418,000","121,349,000","117,644,000","223,033,000","198,294,000","172,961,000","192,736,000","167,503,000","135,581,000","114,984,000","97,133,000","43,242,000"
			OtherShortTermInvestments,,,,,,"0","0","0","10,003,000","10,020,000","15,027,000","20,017,000","19,981,000","19,960,000","14,946,000","15,000,000","15,875,000","11,889,000","22,333,000","31,057,000","24,605,000","46,686,000","39,352,000","48,914,000","56,092,000","49,106,000","80,386,000","76,746,000","30,482,000","46,650,000","136,157,000","92,158,000","103,011,000","116,159,000","138,407,000","103,713,000","100,742,000","115,244,000","72,611,000","74,834,000","71,720,000","23,047,000","22,190,000","25,988,000","7,983,000",,,,,
		Receivables,"65,487,000","61,112,000","71,837,000","56,812,000","70,761,000","46,331,000","41,957,000","46,249,000","57,820,000","34,145,000","30,206,000","27,983,000","30,210,000","30,138,000","29,466,000","24,608,000","26,691,000","26,542,000","18,691,000","15,667,000","19,170,000","36,012,000","32,291,000","27,653,000","25,212,000","36,966,000","20,823,000","22,697,000","38,154,000","65,194,000","38,365,000","35,105,000","40,084,000","61,957,000","51,798,000","46,035,000","50,561,000","47,827,000","44,253,000","47,342,000","48,608,000","44,678,000","37,210,000","33,557,000","39,541,000","48,416,000","23,985,000","28,830,000","29,518,000","20,663,000"
			AccountsReceivable,"28,266,000","35,840,000","41,970,000","29,992,000","38,820,000","29,705,000","19,504,000","21,780,000","34,256,000","17,474,000","13,353,000","12,597,000","12,872,000","10,406,000","12,011,000","8,115,000","11,265,000","7,613,000","8,908,000","5,000,000","4,938,000","4,410,000","4,726,000","6,254,000","3,375,000","12,785,000","4,943,000","7,756,000","38,154,000","48,904,000","33,179,000","33,488,000","6,350,000","46,384,000","48,208,000","46,035,000","50,561,000","40,441,000","43,428,000","44,637,000","46,996,000","41,307,000","30,399,000","29,320,000","30,871,000","33,412,000","23,985,000","25,719,000","29,518,000","20,663,000"
				GrossAccountsReceivable,"32,666,000","39,316,000","45,106,000","35,819,000","41,455,000","31,673,000","21,938,000","27,091,000","38,104,000","34,560,000","28,376,000","28,534,000","30,228,000","24,353,000","29,392,000","25,269,000","27,130,000","22,087,000","24,324,000","18,949,000","18,091,000","16,714,000","16,728,000","21,004,000","14,670,000","20,842,000","15,548,000","19,857,000",,,,,"15,548,000",,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,400,000","-3,476,000","-3,136,000","-5,827,000","-2,635,000","-1,968,000","-2,434,000","-5,311,000","-3,848,000","-17,086,000","-15,023,000","-15,937,000","-17,356,000","-13,947,000","-17,381,000","-17,154,000","-15,865,000","-14,474,000","-15,416,000","-13,949,000","-13,153,000","-12,304,000","-12,002,000","-14,750,000","-11,295,000","-8,057,000","-10,605,000","-12,101,000",,,,,"-9,198,000",,,,,,,,,,,,,,,,,
			TaxesReceivable,"0","1,354,000","990,000","611,000",,"0","961,000","1,364,000","1,584,000","870,000","0","0","0","8,772,000","5,071,000",,"0","7,459,000","0","0","0","12,570,000","8,955,000","0","0","6,434,000","0","0","0","16,290,000","5,186,000","1,617,000","6,936,000","15,573,000","3,590,000","0","0","7,386,000","825,000","2,705,000","1,612,000","3,371,000","6,811,000","4,237,000","8,670,000","15,004,000","0","3,111,000","0","0"
			OtherReceivables,"37,221,000","23,918,000","28,877,000","26,209,000","31,941,000","16,626,000","21,492,000","23,105,000","21,980,000","15,801,000","16,853,000","15,386,000","17,338,000","10,960,000","12,384,000","16,493,000","15,426,000","11,470,000","9,783,000","10,667,000","14,232,000","19,032,000","18,610,000","21,399,000","21,837,000","17,747,000","15,880,000","14,941,000",,,,,"26,798,000",,,,,,,,,,,,,,,,,
		PrepaidAssets,"69,029,000","102,023,000","66,391,000","63,893,000","74,951,000","88,129,000","57,457,000","59,371,000","62,425,000","92,451,000","51,357,000","49,764,000","52,908,000","76,646,000","49,160,000","42,289,000","55,865,000","63,280,000","38,876,000","32,901,000","34,415,000","48,894,000","29,343,000","31,596,000","39,452,000","42,132,000","37,906,000","30,638,000","26,326,000","23,992,000","28,009,000","24,366,000","30,134,000","27,332,000","26,310,000","14,926,000","25,204,000","31,952,000","21,417,000","22,781,000","15,648,000","12,248,000","10,887,000","9,217,000","8,414,000","8,608,000","6,776,000","5,139,000","7,222,000","7,840,000"
		RestrictedCash,"5,899,000","3,321,000","4,150,000","4,206,000","4,900,000","4,859,000","5,693,000","5,944,000","2,567,000","2,728,000","3,103,000","4,117,000","4,355,000","490,000","559,000","757,000","86,608,000","90,852,000","62,374,000","49,360,000","20,057,000","12,085,000","40,137,000","8,921,000","6,374,000","5,793,000","6,512,000","4,665,000","4,841,000","2,015,000","3,866,000","3,841,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,338,000","2,338,000","2,338,000","2,478,000","6,656,000","6,650,000","6,671,000","6,664,000","4,927,000","4,911,000","4,937,000","5,398,000","4,335,000","4,335,000","4,634,000","5,681,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,338,000","2,338,000","2,338,000","2,478,000","6,656,000","6,650,000","6,671,000","6,664,000","4,927,000","4,911,000","4,937,000","5,398,000","4,335,000","4,335,000","4,634,000","5,681,000"
		OtherCurrentAssets,"500,258,000","320,377,000","452,602,000","384,200,000","416,753,000","782,262,000","344,299,000","312,401,000","281,197,000","239,222,000","193,032,000","334,788,000","339,220,000","153,992,000","291,113,000","208,151,000","179,520,000","209,399,000","163,866,000","131,412,000","116,352,000","137,083,000","84,918,000","121,180,000","108,694,000","69,165,000","45,782,000","46,855,000","45,904,000","148,694,000","55,684,000","63,863,000","60,812,000","37,004,000","38,400,000","48,694,000","48,459,000","36,127,000","46,650,000","35,493,000","34,647,000","27,355,000","23,280,000","17,070,000","19,133,000","19,968,000","11,784,000","10,915,000","29,768,000","52,813,000"
	TotalNonCurrentAssets,"3,067,141,000","2,916,325,000","1,991,543,000","1,888,353,000","1,756,242,000","1,701,844,000","1,053,128,000","997,289,000","1,068,697,000","1,018,598,000","973,913,000","968,881,000","943,002,000","911,164,000","921,199,000","892,237,000","856,289,000","876,326,000","880,895,000","889,916,000","879,656,000","726,908,000","745,771,000","720,304,000","709,134,000","716,157,000","722,783,000","719,568,000","699,118,000","612,457,000","220,996,000","214,477,000","170,799,000","209,401,000","216,119,000","185,734,000","186,504,000","195,509,000","205,096,000","182,434,000","178,897,000","88,834,000","55,009,000","58,220,000","41,085,000","35,865,000","30,918,000","28,685,000","26,636,000","31,389,000"
		NetPPE,"149,613,000","146,308,000","143,584,000","142,845,000","143,764,000","146,534,000","167,677,000","171,734,000","172,573,000","171,849,000","168,123,000","162,961,000","142,434,000","120,269,000","110,205,000","104,716,000","100,358,000","97,282,000","91,623,000","88,026,000","88,428,000","82,621,000","81,615,000","80,076,000","79,128,000","78,877,000","78,086,000","76,705,000","79,809,000","77,284,000","62,804,000","61,339,000","56,761,000","60,473,000","62,599,000","58,363,000","58,098,000","58,376,000","52,205,000","36,006,000","31,471,000","27,281,000","24,838,000","22,345,000","19,659,000","18,034,000","16,045,000","14,734,000","13,030,000","9,908,000"
			GrossPPE,"149,613,000","377,605,000","143,584,000","142,845,000","143,764,000","349,047,000","167,677,000","171,734,000","172,573,000","361,166,000","168,123,000","162,961,000","142,434,000","288,952,000","110,205,000","104,716,000","100,358,000","246,528,000","91,623,000","88,026,000","88,428,000","215,300,000","81,615,000","80,076,000","79,128,000","186,853,000","78,086,000","76,705,000","79,809,000","164,893,000","62,804,000","61,339,000","56,761,000","118,650,000","62,599,000","58,363,000","58,098,000","94,929,000",,,,"56,031,000",,,,"43,921,000",,,,"27,365,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				LandAndImprovements,,"205,000",,,,"205,000",,,,"205,000",,,,"205,000",,,,"205,000",,,,"205,000",,,,"205,000",,,,"205,000",,,,"205,000",,,,"205,000",,,,"205,000",,,,,,,,
				BuildingsAndImprovements,,"605,000",,,,"605,000",,,,"605,000",,,,"1,105,000",,,,"1,105,000",,,,"1,105,000",,,,"605,000",,,,"605,000",,,,"461,000",,,,"543,000",,,,"568,000",,,,,,,,
				MachineryFurnitureEquipment,,"360,821,000",,,,"330,066,000",,,,"319,548,000",,,,"275,109,000",,,,"235,188,000",,,,"203,889,000",,,,"176,129,000",,,,"154,911,000",,,,"110,502,000",,,,"87,105,000",,,,"53,076,000",,,,"14,643,000",,,,"8,624,000"
