name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"331,079,000","85,313,000","91,213,000","80,732,000","73,821,000","59,674,000","56,288,000","45,609,000","38,005,000","19,840,000","5,995,000","0","0","0"
	OperatingRevenue,"331,079,000","85,313,000","91,213,000","80,732,000","73,821,000","59,674,000","56,288,000","45,609,000","38,005,000","19,840,000","5,995,000","0","0","0"
CostOfRevenue,"59,825,000","14,716,000","17,817,000","14,604,000","12,687,000","10,409,000","9,918,000","7,890,000","6,456,000","3,474,000","1,577,000","0","0","0"
GrossProfit,"271,254,000","70,597,000","73,396,000","66,128,000","61,134,000","49,265,000","46,370,000","37,719,000","31,549,000","16,366,000","4,418,000","0","0","0"
OperatingExpense,"170,703,000","43,041,000","44,765,000","45,075,000","37,822,000","34,732,000","38,612,000","27,339,000","24,240,000","25,975,000","38,111,000","29,804,000","19,263,000","63,143,000"
	SellingGeneralAndAdministration,"137,437,000","35,463,000","37,314,000","33,336,000","31,324,000","30,053,000","30,993,000","23,109,000","20,071,000","22,544,000","30,835,000","25,468,000","14,270,000","10,153,000"
		GeneralAndAdministrativeExpense,"67,242,000","17,880,000","18,205,000","16,856,000","14,302,000","14,547,000","13,466,000","10,508,000","7,628,000","9,290,000","13,994,000","12,560,000","5,892,000","3,962,000"
			OtherGandA,"67,242,000","17,880,000","18,205,000","16,856,000","14,302,000","14,547,000","13,466,000","10,508,000","7,628,000","9,290,000","13,994,000","12,560,000","5,892,000","3,962,000"
		SellingAndMarketingExpense,"70,195,000","17,583,000","19,109,000","16,480,000","17,022,000","15,506,000","17,527,000","12,601,000","12,443,000","13,254,000","16,841,000","12,908,000","8,378,000","6,191,000"
	ResearchAndDevelopment,"33,266,000","7,578,000","7,451,000","11,739,000","6,498,000","4,679,000","7,619,000","4,230,000","4,169,000","3,431,000","7,276,000","4,336,000","4,993,000","52,990,000"
OperatingIncome,"100,551,000","27,556,000","28,631,000","21,053,000","23,312,000","14,533,000","7,758,000","10,380,000","7,309,000","-9,609,000","-33,693,000","-29,804,000","-19,263,000","-63,143,000"
NetNonOperatingInterestIncomeExpense,"-21,012,000","-4,169,000","-4,187,000","-5,429,000","-7,227,000","-7,127,000","-7,966,000","-6,946,000","-6,936,000","-6,372,000","-2,747,000","-2,095,000","-1,353,000","122,000"
	InterestExpenseNonOperating,"21,012,000","4,169,000","4,187,000",,,,"7,966,000","6,946,000",,,,"2,095,000",,
	TotalOtherFinanceCost,,,,"5,429,000","7,227,000","7,127,000",,,"6,936,000","6,372,000",,,"1,353,000","-122,000"
OtherIncomeExpense,"-26,112,000","-2,000","31,000","-26,146,000","4,000","-20,000","0","-1,525,000","-400,000","-22,639,000",,,,
	SpecialIncomeCharges,,,"0","-26,146,000","0","0","0","0","0","-22,639,000",,"0","0","0"
		OtherSpecialCharges,,,"0","26,146,000",,,"0",,"0","22,639,000",,,,
	OtherNonOperatingIncomeExpenses,"34,000","-2,000","31,000",,"4,000","-20,000","0","-1,525,000","-400,000",,,,,
PretaxIncome,"53,427,000","23,385,000","24,475,000","-10,522,000","16,089,000","7,386,000","-208,000","1,909,000","-27,000","-38,620,000","-36,440,000","-31,899,000","-20,616,000","-63,021,000"
TaxProvision,"4,731,000","1,900,000","1,761,000","-902,000","1,972,000","0","0","0","0","0","0","0","0","0"
NetIncomeCommonStockholders,"48,696,000","21,485,000","22,714,000","-9,620,000","14,117,000","7,386,000","-208,000","-4,104,000","-10,473,000","-49,065,000","-10,784,000","-40,926,000","-28,931,000","-71,335,000"
	NetIncome,"48,696,000","21,485,000","22,714,000","-9,620,000","14,117,000","7,386,000","-208,000","1,909,000","-27,000","-38,620,000","-36,440,000","-31,899,000","-20,616,000","-63,021,000"
		NetIncomeIncludingNoncontrollingInterests,"48,696,000","21,485,000","22,714,000","-9,620,000","14,117,000","7,386,000","-208,000","1,909,000","-27,000","-38,620,000","-36,440,000","-31,899,000","-20,616,000","-63,021,000"
			NetIncomeContinuousOperations,"48,696,000","21,485,000","22,714,000","-9,620,000","14,117,000","7,386,000","-208,000","1,909,000","-27,000","-38,620,000","-36,440,000","-31,899,000","-20,616,000","-63,021,000"
	PreferredStockDividends,,,,,,,,,"10,446,000",,,,,
	OtherunderPreferredStockDividend,,,,,,,,"6,013,000","-10,445,000","10,445,000","-25,656,000","9,027,000","8,315,000","8,314,000"
DilutedNIAvailtoComStockholders,"48,696,000","21,485,000","22,714,000","-9,620,000","14,117,000","7,386,000","-208,000","-4,104,000","-10,473,000","-49,065,000","-10,784,000","-40,926,000","-28,931,000","-71,335,000"
BasicEPS,,"0.36","0.39","-0.17","0.25","0.13","-0.004","-0.14","-0.166","-0.888",,"-0.74",,"-1.29"
DilutedEPS,,"0.35","0.38","-0.17","0.24","0.13","-0.004","-0.14","-0.166","-0.888",,"-0.74",,"-1.29"
BasicAverageShares,,"58,908,526","58,550,657","57,722,163","56,940,840","56,891,451","56,889,460","30,212,959","62,980,540","55,278,574",,"55,278,574",,"55,278,574"
DilutedAverageShares,,"60,586,875","60,314,395","57,722,163","58,592,876","58,805,285","56,889,460","30,212,959","62,980,540","55,278,574",,"55,278,574",,"55,278,574"
TotalOperatingIncomeAsReported,"100,551,000","27,556,000","28,631,000","21,053,000","23,312,000","14,533,000","7,758,000","10,380,000","7,309,000","-9,609,000","-33,693,000","-29,804,000","-19,263,000","-63,143,000"
TotalExpenses,"230,528,000","57,757,000","62,582,000","59,679,000","50,509,000","45,141,000","48,530,000","35,229,000","30,696,000","29,449,000","39,688,000","29,804,000","19,263,000","63,143,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"48,696,000","21,485,000","22,714,000","-9,620,000","14,117,000","7,386,000","-208,000","1,909,000","-27,000","-38,620,000","-36,440,000","-31,899,000","-20,616,000","-63,021,000"
NormalizedIncome,"72,526,752.541","21,485,000","22,714,000","14,284,630.298","14,117,000","7,386,000","-208,000","1,909,000","-27,000","-15,981,000","-36,440,000","-31,899,000","-20,616,000","-63,021,000"
InterestExpense,"21,012,000","4,169,000","4,187,000",,,,"7,966,000","6,946,000",,,,"2,095,000",,
NetInterestIncome,"-21,012,000","-4,169,000","-4,187,000","-5,429,000","-7,227,000","-7,127,000","-7,966,000","-6,946,000","-6,936,000","-6,372,000","-2,747,000","-2,095,000","-1,353,000","122,000"
EBIT,"74,439,000","27,554,000","2,501,000","21,053,000","23,312,000","14,533,000","7,758,000","8,855,000","7,309,000","-9,609,000","-33,693,000","-29,804,000","-19,263,000","-63,143,000"
EBITDA,"93,799,000"
ReconciledCostOfRevenue,"59,825,000","14,716,000","17,817,000","14,604,000","12,687,000","10,409,000","9,918,000","7,890,000","6,456,000","3,474,000","1,577,000","0","0","0"
ReconciledDepreciation,"19,360,000","5,199,000","4,760,000","4,672,000","4,729,000","4,679,000","4,383,000","1,967,000","2,004,000","1,883,000","1,945,000","1,053,000","123,000","89,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"48,696,000","21,485,000","22,714,000","-9,620,000","14,117,000","7,386,000","-208,000","1,909,000","-27,000","-38,620,000","-36,440,000","-31,899,000","-20,616,000","-63,021,000"
TotalUnusualItemsExcludingGoodwill,"-26,146,000",,"0","-26,146,000","0","0","0","0","0","-22,639,000",,"0","0","0"
TotalUnusualItems,"-26,146,000",,"0","-26,146,000","0","0","0","0","0","-22,639,000",,"0","0","0"
NormalizedEBITDA,"119,945,000","32,753,000","7,261,000","51,871,000","28,041,000","19,212,000","12,141,000","10,822,000","9,313,000","14,913,000","-31,748,000","-28,751,000","-19,140,000","-63,054,000"
TaxRateForCalcs,"0.089","0.081","0.072","0.086","0.123","0","0","0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"-2,315,247.459","0","0","-2,241,369.702","0","0","0","0","0","0","0","0","0","0"
