name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
TotalRevenue,"5,823,000,000","1,548,000,000","1,517,000,000","1,341,000,000","1,417,000,000","1,249,000,000","1,327,000,000","1,384,000,000","1,496,000,000","1,883,000,000","2,281,000,000","2,126,000,000","2,132,000,000","1,940,000,000","2,398,000,000","2,154,000,000","2,106,000,000","1,795,000,000","1,969,000,000","1,835,000,000","1,759,000,000","1,741,000,000","1,692,000,000","1,646,000,000","1,724,000,000","2,189,000,000","2,722,000,000","3,306,000,000","3,909,000,000","4,820,000,000","5,709,000,000","5,587,000,000","5,255,000,000","5,777,000,000","6,172,000,000","5,789,000,000","5,601,000,000","5,307,000,000","5,685,000,000","5,319,000,000","4,734,000,000","4,303,000,000","4,259,000,000","3,740,000,000","3,513,000,000","3,146,000,000","3,172,000,000","3,011,000,000","2,941,000,000","3,032,000,000","3,134,000,000","3,087,000,000","3,010,000,000","3,481,000,000","3,810,200,000","3,611,600,000","3,324,200,000","2,685,400,000","2,658,900,000","2,579,500,000","2,384,900,000","2,165,700,000","2,078,700,000","1,777,900,000","1,657,400,000","1,511,800,000","1,377,400,000","1,236,500,000","1,215,700,000","814,900,000","669,448,000","618,892,000","533,555,000","496,205,000","530,346,000","498,600,000","475,398,000","500,576,000","393,641,000","366,929,000","372,390,000","388,986,000","465,743,000","486,812,000","434,628,000","360,272,000","329,399,000","286,325,000","270,305,000","229,386,000","198,300,000","168,200,000","159,100,000","185,200,000","268,800,000","306,500,000","294,800,000","301,900,000","299,900,000","265,000,000","197,900,000","176,200,000","180,500,000","173,500,000"
	OperatingRevenue,"5,823,000,000","1,548,000,000","1,517,000,000","1,341,000,000","1,417,000,000","1,249,000,000","1,327,000,000","1,384,000,000","1,496,000,000","1,883,000,000","2,281,000,000","2,126,000,000","2,132,000,000","1,940,000,000","2,398,000,000","2,154,000,000","2,106,000,000","1,795,000,000","1,969,000,000","1,835,000,000","1,759,000,000","1,741,000,000","1,692,000,000","1,646,000,000","1,724,000,000","2,189,000,000","2,722,000,000","3,306,000,000","3,909,000,000","4,820,000,000","5,709,000,000","5,587,000,000","5,255,000,000","5,777,000,000","6,172,000,000","5,789,000,000","5,601,000,000","5,307,000,000","5,685,000,000","5,319,000,000","4,734,000,000","4,303,000,000","4,259,000,000","3,740,000,000","3,513,000,000","3,146,000,000","3,172,000,000","3,011,000,000","2,941,000,000","3,032,000,000","3,134,000,000","3,087,000,000","3,010,000,000","3,481,000,000","3,810,200,000","3,611,600,000","3,324,200,000","2,685,400,000","2,658,900,000","2,579,500,000","2,384,900,000","2,165,700,000","2,078,700,000","1,777,900,000","1,657,400,000","1,511,800,000","1,377,400,000","1,236,500,000","1,215,700,000","814,900,000","669,448,000","618,892,000","533,555,000","496,205,000","530,346,000","498,600,000","475,398,000","500,576,000","393,641,000","366,929,000","372,390,000","388,986,000","465,743,000","486,812,000","434,628,000","360,272,000","329,399,000","286,325,000","270,305,000","229,386,000","198,300,000","168,200,000","159,100,000","185,200,000","268,800,000","306,500,000","294,800,000","301,900,000","299,900,000","265,000,000","197,900,000","176,200,000","180,500,000","173,500,000"
CostOfRevenue,"4,991,000,000","1,334,000,000","1,315,000,000","1,156,000,000","1,186,000,000","1,093,000,000","1,393,000,000","1,245,000,000","1,359,000,000","1,659,000,000","1,905,000,000","1,975,000,000","2,070,000,000","1,684,000,000","1,989,000,000","1,761,000,000","1,751,000,000","1,508,000,000","1,802,000,000","1,550,000,000","1,528,000,000","1,532,000,000","2,151,000,000","1,567,000,000","1,689,000,000","1,945,000,000","2,334,000,000","2,634,000,000","3,054,000,000","3,643,000,000","4,168,000,000","4,059,000,000","3,800,000,000","4,381,000,000","4,675,000,000","4,327,000,000","4,335,000,000","4,043,000,000","4,291,000,000","3,948,000,000","3,428,000,000","3,036,000,000","2,984,000,000","2,576,000,000","2,430,000,000","2,171,000,000","2,175,000,000","2,066,000,000","2,013,000,000","2,070,000,000","2,155,000,000","2,196,000,000","2,135,000,000","2,442,000,000","2,616,800,000","2,511,600,000","2,342,700,000","1,888,800,000","1,867,800,000","1,839,200,000","1,701,100,000","1,550,700,000","1,511,300,000","1,335,200,000","1,256,700,000","1,162,000,000","1,065,900,000","977,800,000","960,500,000","653,100,000","526,149,000","486,929,000","415,965,000","392,657,000","415,512,000","378,819,000","366,281,000","380,131,000","300,759,000","278,396,000","284,986,000","295,941,000","352,481,000","366,907,000","331,134,000","269,099,000","235,215,000","213,728,000","201,539,000","180,048,000","153,700,000","133,300,000","121,900,000","139,700,000","203,900,000","225,600,000","217,500,000","232,800,000","226,500,000","201,200,000","164,300,000","149,000,000","153,300,000","147,800,000"
GrossProfit,"832,000,000","214,000,000","202,000,000","185,000,000","231,000,000","156,000,000","-66,000,000","139,000,000","137,000,000","224,000,000","376,000,000","151,000,000","62,000,000","256,000,000","409,000,000","393,000,000","355,000,000","287,000,000","167,000,000","285,000,000","231,000,000","209,000,000","-459,000,000","79,000,000","35,000,000","244,000,000","388,000,000","672,000,000","855,000,000","1,177,000,000","1,541,000,000","1,528,000,000","1,455,000,000","1,396,000,000","1,497,000,000","1,462,000,000","1,266,000,000","1,264,000,000","1,394,000,000","1,371,000,000","1,306,000,000","1,267,000,000","1,275,000,000","1,164,000,000","1,083,000,000","975,000,000","997,000,000","945,000,000","928,000,000","962,000,000","979,000,000","891,000,000","875,000,000","1,039,000,000","1,193,400,000","1,100,000,000","981,500,000","796,600,000","791,100,000","740,300,000","683,800,000","615,000,000","567,400,000","442,700,000","400,700,000","349,800,000","311,500,000","258,700,000","255,200,000","161,800,000","143,299,000","131,963,000","117,590,000","103,548,000","114,834,000","119,781,000","109,117,000","120,445,000","92,882,000","88,533,000","87,404,000","93,045,000","113,262,000","119,905,000","103,494,000","91,173,000","94,184,000","72,597,000","68,766,000","49,338,000","44,600,000","34,900,000","37,200,000","45,500,000","64,900,000","80,900,000","77,300,000","69,100,000","73,400,000","63,800,000","33,600,000","27,200,000","27,200,000","25,700,000"
OperatingExpense,"899,000,000","235,000,000","217,000,000","228,000,000","219,000,000","244,000,000","235,000,000","213,000,000","237,000,000","283,000,000","289,000,000","293,000,000","417,000,000","304,000,000","322,000,000","320,000,000","303,000,000","288,000,000","278,000,000","292,000,000","293,000,000","306,000,000","307,000,000","293,000,000","305,000,000","433,000,000","386,000,000","383,000,000","417,000,000","607,000,000","524,000,000","540,000,000","542,000,000","535,000,000","540,000,000","516,000,000","497,000,000","513,000,000","491,000,000","473,000,000","427,000,000","390,000,000","427,000,000","392,000,000","375,000,000","366,000,000","373,000,000","349,000,000","338,000,000","325,000,000","390,000,000","279,000,000","342,000,000","319,000,000","326,400,000","337,700,000","289,800,000","228,100,000","216,400,000","194,900,000","186,600,000","187,900,000","186,200,000","157,200,000","154,100,000","152,000,000","147,700,000","113,700,000","153,100,000","95,900,000","87,862,000","82,835,000","79,307,000","77,796,000","84,076,000","75,940,000","68,156,000","77,017,000","60,414,000","56,631,000","55,167,000","55,329,000","63,907,000","63,003,000","56,703,000","54,944,000","63,303,000","50,358,000","55,137,000","40,107,000","36,300,000","34,100,000","33,500,000","35,200,000","41,000,000","42,500,000","37,400,000","33,800,000","38,800,000","35,100,000","19,300,000","15,900,000","16,200,000","15,500,000"
	SellingGeneralAndAdministration,"899,000,000","235,000,000","217,000,000","228,000,000","219,000,000","244,000,000","235,000,000","213,000,000","237,000,000","283,000,000","289,000,000","293,000,000","417,000,000","304,000,000","322,000,000","320,000,000","303,000,000","288,000,000","278,000,000","292,000,000","293,000,000","306,000,000","307,000,000","293,000,000","305,000,000","433,000,000","386,000,000","383,000,000","417,000,000","607,000,000","524,000,000","540,000,000","542,000,000","535,000,000","540,000,000","516,000,000","497,000,000","513,000,000","491,000,000","473,000,000","427,000,000","390,000,000","427,000,000","392,000,000","375,000,000","366,000,000","373,000,000","349,000,000","338,000,000","325,000,000","390,000,000","279,000,000","342,000,000","319,000,000","326,400,000","309,700,000","273,400,000","228,100,000","216,400,000","194,900,000","186,600,000","187,900,000","186,200,000","157,200,000","154,100,000","152,000,000","149,800,000","106,100,000","137,800,000","95,900,000","87,862,000","82,835,000","79,307,000","77,796,000","84,076,000","75,940,000","68,156,000","77,017,000","60,414,000","56,631,000","55,167,000","55,329,000","63,907,000","63,003,000","56,703,000","54,944,000","54,082,000","42,046,000","44,555,000","33,188,000","28,800,000","29,200,000","28,100,000","29,800,000","35,700,000","37,400,000","32,900,000","29,500,000","34,600,000","26,700,000","18,100,000","15,000,000","15,500,000","14,500,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,221,000","8,312,000","10,582,000","6,919,000","7,500,000","4,900,000","5,400,000","5,400,000","5,300,000","5,100,000","4,500,000","4,300,000","4,200,000","8,400,000","1,200,000","900,000","700,000","1,000,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,221,000","8,312,000","10,582,000","6,919,000","7,500,000","4,900,000","5,400,000","5,400,000","5,300,000","5,100,000","4,500,000","4,300,000","4,200,000","8,400,000","1,200,000","900,000","700,000","1,000,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,"117,000,000","141,000,000","1,773,000,000","112,000,000","17,000,000","122,000,000","163,000,000","1,000,000",,"19,000,000","16,000,000","-92,000,000","57,000,000","73,000,000","51,000,000","57,000,000","28,000,000",,,,,"19,000,000",,,"4,000,000",,,,"56,000,000",,,"28,000,000","16,400,000",,,,,,"0",,,,"-2,100,000","7,600,000","15,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-67,000,000","-21,000,000","-15,000,000","-43,000,000","12,000,000","-88,000,000","-301,000,000","-74,000,000","-100,000,000","-59,000,000","87,000,000","-142,000,000","-355,000,000","-48,000,000","87,000,000","73,000,000","52,000,000","-1,000,000","-111,000,000","-7,000,000","-62,000,000","-97,000,000","-766,000,000","-214,000,000","-270,000,000","-189,000,000","2,000,000","289,000,000","438,000,000","570,000,000","1,017,000,000","988,000,000","913,000,000","861,000,000","957,000,000","946,000,000","769,000,000","751,000,000","903,000,000","898,000,000","879,000,000","877,000,000","848,000,000","772,000,000","708,000,000","609,000,000","624,000,000","596,000,000","590,000,000","637,000,000","589,000,000","612,000,000","533,000,000","720,000,000","867,000,000","762,300,000","691,700,000","568,500,000","574,700,000","545,400,000","497,200,000","427,100,000","381,200,000","285,500,000","246,600,000","197,800,000","163,800,000","145,000,000","102,100,000","65,900,000","55,437,000","49,128,000","38,283,000","25,752,000","30,758,000","43,841,000","40,961,000","43,428,000","32,468,000","31,902,000","32,237,000","37,716,000","49,355,000","56,902,000","46,791,000","36,229,000","30,881,000","22,239,000","13,629,000","9,231,000","8,300,000","800,000","3,700,000","10,300,000","23,900,000","38,400,000","39,900,000","35,300,000","34,600,000","28,700,000","14,300,000","11,300,000","11,000,000","10,200,000"
