name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010
TotalCapitalization,"859,720,000","879,584,000",,,,,,"791,967,000","1,104,960,000","974,595,000","1,057,223,000","1,006,331,000","943,423,000","996,666,000","817,605,000","848,519,000","723,198,000","661,522,000","679,359,000","673,602,000","614,398,000","574,854,000","601,131,000","638,910,000","643,923,000","657,544,000","661,193,000","758,266,000","802,676,000","834,575,000",,,,,,,,,,,,,,
CommonStockEquity,"820,215,000","840,106,000","844,716,000","851,866,000","831,990,000","820,691,000","799,357,000","776,967,000","763,454,000","766,920,000","753,326,000","733,917,000","715,002,000","695,006,000","673,065,000","660,185,000","645,863,000","532,407,000","550,244,000","544,487,000","537,618,000","536,189,000","549,772,000","598,910,000","603,923,000","617,544,000","621,193,000","718,266,000","762,676,000","794,575,000","808,962,000","863,933,000","895,849,000","897,792,000","1,031,250,000","1,044,243,000","1,086,743,000","1,090,559,000","1,095,835,000","1,096,741,000","1,088,729,000","1,099,976,000","1,025,594,000","993,759,000"
NetTangibleAssets,"691,683,000","712,757,000","718,068,000","714,479,000","696,758,000","687,736,000","669,313,000","649,765,000","637,939,000","640,532,000","626,721,000","606,623,000","586,994,000","566,509,000","544,101,000","530,465,000","515,393,000","471,170,000","487,774,000","480,647,000","472,408,000","469,610,000","481,823,000","529,591,000","533,234,000","545,485,000","547,764,000","644,426,000","687,500,000","718,062,000","731,112,000","784,747,000","815,326,000","815,933,000","948,054,000","959,711,000","1,000,874,000","1,003,354,000","1,007,304,000","1,006,856,000","996,176,000","1,018,149,000","947,837,000","914,044,000"
InvestedCapital,"859,720,000","879,584,000",,,,,,"791,967,000","1,104,960,000","974,595,000","1,057,223,000","1,006,331,000","943,423,000","996,666,000","817,605,000","848,519,000","723,198,000","661,522,000","679,359,000","673,602,000","614,398,000","574,854,000","601,131,000","638,910,000","643,923,000","657,544,000","661,193,000","758,266,000","802,676,000","834,575,000",,,,,,,,,,,,,,
TangibleBookValue,"691,683,000","712,757,000","718,068,000","714,479,000","696,758,000","687,736,000","669,313,000","649,765,000","637,939,000","640,532,000","626,721,000","606,623,000","586,994,000","566,509,000","544,101,000","530,465,000","515,393,000","471,170,000","487,774,000","480,647,000","472,408,000","469,610,000","481,823,000","529,591,000","533,234,000","545,485,000","547,764,000","644,426,000","687,500,000","718,062,000","731,112,000","784,747,000","815,326,000","815,933,000","948,054,000","959,711,000","1,000,874,000","1,003,354,000","1,007,304,000","1,006,856,000","996,176,000","1,018,149,000","947,837,000","914,044,000"
TotalDebt,"39,505,000","39,478,000",,,,,,"15,000,000","341,506,000","207,675,000","303,897,000","272,414,000","228,421,000","301,660,000","144,540,000","188,334,000","77,335,000","129,115,000","129,115,000","129,115,000","76,780,000","38,665,000","51,359,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000",,,,,,,,,,,,,,
NetDebt,,,,,,,,,"207,580,000","97,485,000","186,978,000","181,255,000","123,163,000","192,104,000","33,081,000","50,417,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"51,345,632","51,343,440","51,332,440","51,336,557","51,324,448","51,321,277","51,309,074","51,305,277","51,367,284","51,365,709","51,351,825","51,349,392","51,380,121","51,351,522","51,342,929","51,499,982","51,294,553","51,354,605","51,338,771","51,331,360","51,267,175","51,313,740","51,301,043","51,300,326","51,263,164","51,341,321","51,422,844","51,331,121","36,797,787","38,884,953","39,862,824","42,637,687","44,486,467","44,918,336","51,213,044","51,377,198","52,314,909","52,327,672","52,191,239","52,191,239","52,191,239","52,191,239","52,191,239","52,191,239"
OrdinarySharesNumber,"30,008,781","29,958,764","30,288,131","30,800,985","30,715,790","30,634,291","30,594,412","30,569,011","30,483,361","31,176,627","31,169,086","31,139,044","30,958,581","30,769,063","30,759,595","30,726,789","30,479,969","26,875,585","26,802,964","26,788,833","26,715,532","26,386,583","26,282,224","28,810,883","29,252,419","30,358,509","30,318,684","35,053,339","36,797,787","38,884,953","39,862,824","42,637,687","44,486,467","44,918,336","51,213,044","51,377,198","52,314,909","52,327,672","52,191,239","52,191,239","52,191,239","52,191,239","52,191,239","52,191,239"
TreasurySharesNumber,"21,336,851","21,384,676","21,044,309","20,535,572","20,608,658","20,686,986","20,714,662","20,736,266","20,883,923","20,189,082","20,182,739","20,210,348","20,421,540","20,582,459","20,583,334","20,773,193","20,814,584","24,479,020","24,535,807","24,542,527","24,551,643","24,927,157","25,018,819","22,489,443","22,010,745","20,982,812","21,104,160","16,277,782",,,,,,,,,"951,668",,,,,,,
