name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,12/31/2012
TotalAssets,"5,314,479,000","5,291,330,000","5,442,908,000","5,608,449,000","5,827,838,000","6,077,722,000","6,415,497,000","6,129,206,000","5,709,858,000","5,689,957,000","5,720,734,000","5,770,071,000","5,859,563,000","5,806,381,000","5,868,482,000","5,783,283,000","5,784,552,000","5,649,364,000","5,666,488,000","5,689,878,000","5,789,999,000","5,724,570,000","5,747,186,000","5,547,422,000","5,559,123,000","5,393,627,000","5,331,720,000","5,051,578,000","4,967,480,000","4,718,004,000","4,672,394,000","4,715,705,000","4,750,408,000","4,765,845,000","4,941,476,000","4,711,245,000"
	CurrentAssets,"1,678,425,000","1,402,274,000","1,512,285,000","1,599,226,000","1,732,835,000","1,888,105,000","2,088,247,000","1,736,459,000","1,195,619,000","1,121,920,000","1,195,948,000","1,152,579,000","1,241,291,000","1,187,630,000","1,204,289,000","1,095,245,000","1,093,055,000","960,692,000","946,892,000","927,078,000","910,428,000","853,381,000","882,656,000","629,256,000","661,362,000","778,088,000","789,946,000","1,196,640,000","1,136,625,000","878,159,000","759,020,000","839,200,000","901,943,000","882,827,000","1,074,649,000","716,324,000"
		CashCashEquivalentsAndShortTermInvestments,"1,186,414,000","978,352,000","1,023,769,000","1,122,114,000","1,284,918,000","1,499,665,000","1,668,352,000","1,306,288,000","684,472,000","436,176,000","473,428,000","396,848,000","459,487,000","509,265,000","444,321,000","370,003,000","361,103,000","361,381,000","268,268,000","306,696,000","287,639,000","364,114,000","272,004,000","68,312,000","111,702,000","321,132,000","132,695,000","578,033,000","458,557,000","155,679,000","157,747,000","252,380,000","286,356,000","308,236,000","491,588,000","126,695,000"
			CashAndCashEquivalents,"1,186,414,000","978,352,000","1,023,769,000","1,122,114,000","1,284,918,000","1,499,665,000","1,668,352,000","1,306,288,000","684,472,000","436,176,000","473,428,000","396,848,000","459,487,000","509,265,000","444,321,000","370,003,000","361,103,000","361,381,000","268,268,000","306,696,000","287,639,000","364,114,000","272,004,000","68,312,000","111,702,000","321,132,000","132,695,000","578,033,000","458,557,000","155,679,000","157,747,000","252,380,000","286,356,000","308,236,000","491,588,000","126,695,000"
		Receivables,"333,579,000","293,057,000","329,838,000","330,355,000","293,953,000","286,250,000","281,789,000","291,480,000","360,677,000","585,914,000","581,477,000","604,403,000","617,963,000","565,608,000","589,858,000","562,147,000","583,624,000","526,114,000","567,266,000","512,167,000","512,340,000","426,911,000","452,494,000","466,691,000","456,941,000","404,619,000","481,095,000","426,818,000","457,822,000","392,804,000","495,655,000","487,876,000","491,271,000","463,799,000","503,822,000","480,062,000"
			AccountsReceivable,"333,579,000","259,934,000","329,838,000","330,355,000","293,953,000","255,468,000","281,789,000","291,480,000","360,677,000","546,533,000","581,477,000","604,403,000","617,963,000","508,122,000","589,858,000","562,147,000","583,624,000","490,558,000","567,266,000","512,167,000","512,340,000","400,667,000","452,494,000","466,691,000","456,941,000","375,789,000","430,362,000","391,779,000","422,490,000","362,911,000","466,753,000","456,674,000","459,962,000","434,288,000","471,656,000","433,045,000"
				GrossAccountsReceivable,"390,239,000",,"407,589,000","415,184,000","385,720,000",,"393,082,000","392,516,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-56,660,000",,"-77,751,000","-84,829,000","-91,767,000",,"-111,293,000","-101,036,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"33,123,000",,,,"30,782,000",,,,"39,381,000",,,,"57,486,000",,,,"35,556,000",,,,"26,244,000",,,,"28,830,000",,,,"27,196,000",,,,"25,261,000",,"23,679,000"
			OtherReceivables,,,,,,,,,,,,,,,,,,,"0",,,,,,,,"50,733,000","35,039,000","35,332,000","2,697,000","28,902,000","31,202,000","31,309,000","4,250,000","32,166,000","23,338,000"
