name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"367,919,000","100,900,000","91,704,000","96,320,000","78,995,000","102,877,000","84,583,000","84,431,000","69,744,000","76,932,000","68,138,000","64,292,000","64,686,000","66,988,000","65,996,000","55,833,000","63,362,000","77,609,000","65,014,000","48,709,000","52,701,000","46,679,000","42,331,000","51,244,000","39,566,000","41,343,000","55,097,000","38,784,000"
	OperatingRevenue,"367,919,000","100,900,000","91,704,000","96,320,000","78,995,000","102,877,000","84,583,000","84,431,000","69,744,000","76,932,000","68,138,000","64,292,000","64,686,000","66,988,000","65,996,000","55,833,000","63,362,000","77,609,000","65,014,000","48,709,000","52,701,000","46,679,000","42,331,000","51,244,000","39,566,000","41,343,000","55,097,000","38,784,000"
CostOfRevenue,"121,761,000","27,733,000","34,004,000","33,292,000","26,732,000","42,405,000","28,536,000","35,027,000","30,351,000","28,151,000","23,369,000","23,353,000","23,646,000","24,483,000","23,843,000","22,771,000","26,622,000","22,621,000","20,006,000","20,279,000","19,962,000","18,955,000","16,739,000","20,486,000","15,936,000","14,872,000","22,910,000","36,494,000"
GrossProfit,"246,158,000","73,167,000","57,700,000","63,028,000","52,263,000","60,472,000","56,047,000","49,404,000","39,393,000","48,781,000","44,769,000","40,939,000","41,040,000","42,505,000","42,153,000","33,062,000","36,740,000","54,988,000","45,008,000","28,430,000","32,739,000","27,724,000","25,592,000","30,758,000","23,630,000","26,471,000","32,187,000","2,290,000"
OperatingExpense,"76,594,000","26,900,000","16,654,000","16,527,000","16,513,000","14,610,000","13,328,000","11,090,000","10,560,000","15,162,000","15,877,000","14,014,000","14,047,000","13,577,000","13,916,000","11,695,000","11,048,000","10,626,000","10,704,000","8,424,000","8,458,000","8,664,000","8,840,000","7,315,000","6,770,000","7,625,000","7,382,000","5,974,000"
	SellingGeneralAndAdministration,"76,594,000","26,900,000","16,654,000","16,527,000","16,513,000","14,610,000","13,328,000","11,090,000","10,560,000","15,162,000","15,877,000","14,014,000","14,047,000","13,577,000","13,916,000","11,695,000","11,048,000","10,626,000","10,704,000","8,424,000","8,458,000","8,664,000","8,840,000","7,315,000","6,770,000","7,625,000","7,382,000","5,974,000"
		GeneralAndAdministrativeExpense,"76,594,000","26,900,000","16,654,000","16,527,000","16,513,000","14,610,000","13,328,000","11,090,000","10,560,000","15,162,000","15,877,000","14,014,000","14,047,000","13,577,000","13,916,000","11,695,000","11,048,000","10,626,000","10,704,000","8,424,000","8,458,000","8,664,000","8,840,000","7,315,000","6,770,000","7,625,000","7,382,000","5,974,000"
			SalariesAndWages,"7,404,000",,,,,,,,,,,,,,,,,,,,,,,"20,486,000",,,,"36,494,000"
			OtherGandA,"69,190,000","19,496,000","16,654,000","16,527,000","16,513,000","14,610,000","13,328,000","11,090,000","10,560,000","15,162,000","15,877,000","14,014,000","14,047,000","13,577,000","13,916,000","11,695,000","11,048,000","10,626,000","10,704,000","8,424,000","8,458,000","8,664,000","8,840,000","7,315,000","6,770,000","7,625,000","7,382,000","5,974,000"
OperatingIncome,"169,564,000","46,267,000","41,046,000","46,501,000","35,750,000","45,862,000","42,719,000","38,314,000","28,833,000","33,619,000","28,892,000","26,925,000","26,993,000","28,928,000","28,237,000","21,367,000","25,692,000","44,362,000","34,304,000","20,006,000","24,281,000","19,060,000","16,752,000","23,443,000","16,860,000","18,846,000","24,805,000","-3,684,000"
