name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021
MarketCap,"455,264,244","605,796,073","714,656,242","617,313,048","725,539,332"
EnterpriseValue,"726,411,244","857,584,073","899,192,242","787,490,048","1,047,739,232"
PeRatio,"50.611","155.568","210.257","72.929",
ForwardPeRatio,"14.728",,"33.67",,
PsRatio,"1.666","2.453","3.211","1.165",
PbRatio,"1.184","1.628","1.966","1.711",
EnterprisesValueRevenueRatio,"2.639","10.865","10.754","14.141","18.371"
EnterprisesValueEBITDARatio,"16.205","56.835","42.937","67.834","-372.331"
