name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
TotalRevenue,"4,206,685,000","1,037,156,000","1,162,997,000","1,016,100,000","990,432,000","861,300,000","932,475,000","809,886,000","825,253,000","643,502,000","747,049,000","648,539,000","663,918,000","679,683,000","764,958,000","656,607,000","666,145,000","590,014,000","627,952,000","535,748,000","517,366,000","475,394,000","529,725,000","448,015,000","443,272,000","418,615,000","472,077,000","449,904,000","455,833,000","444,845,000","488,865,000","465,801,000","441,169,000","403,363,000","470,601,000","405,390,000","403,573,000","377,336,000","452,772,000","409,251,000","424,705,000","359,304,000","388,159,000","362,876,000","349,574,000","297,606,000","359,694,000","326,667,000","356,181,000","295,232,000","321,560,000","255,478,000","240,001,000","244,507,000","335,023,000","460,658,000","438,780,000","373,021,000","442,778,000","395,935,000","370,414,000","353,579,000","416,688,000","361,072,000","366,420,000","332,150,000","470,867,000","404,899,000","395,185,000","346,946,000","428,723,000","350,176,000","338,308,000","297,454,000","389,748,000","322,374,000","326,404,000","345,125,000","235,601,000","246,171,000","283,771,000","150,713,000","149,035,000","180,312,000","223,662,000","208,611,000"
	OperatingRevenue,"4,226,887,000","1,041,525,000","1,167,457,000","1,021,640,000","996,265,000","866,604,000","918,082,000","814,331,000","830,404,000","648,299,000","747,049,000","648,539,000","666,492,000","681,627,000","766,319,000","655,839,000","664,531,000","590,014,000","614,615,000","535,748,000","517,366,000","475,394,000","512,881,000","448,015,000","439,239,000","413,235,000","468,214,000","446,003,000","452,092,000","441,104,000","484,824,000","462,334,000","437,478,000","400,190,000","466,746,000","401,730,000","400,098,000","374,054,000","439,112,000","409,251,000","424,705,000","359,304,000","388,159,000","362,876,000","349,574,000","297,606,000","359,694,000","326,667,000","356,181,000","295,232,000","321,560,000","255,478,000","240,001,000","244,507,000","335,023,000","460,658,000","438,780,000","373,021,000","442,778,000","395,935,000","370,414,000","353,579,000","416,688,000","361,072,000","366,420,000","332,150,000","470,867,000","404,899,000","395,185,000","346,946,000","428,723,000","350,176,000","338,308,000","297,454,000","389,748,000","322,374,000","326,404,000","345,125,000","235,601,000","246,171,000","283,771,000","150,713,000","149,035,000","180,312,000","223,662,000","208,611,000"
CostOfRevenue,"3,071,828,000","820,742,000","795,906,000","726,737,000","728,443,000","660,795,000","640,225,000","597,982,000","600,043,000","495,125,000","537,183,000","526,629,000","549,610,000","534,160,000","541,998,000","513,449,000","506,133,000","459,077,000","435,376,000","400,875,000","383,349,000","376,960,000","354,894,000","351,700,000","333,057,000","328,984,000","338,968,000","331,178,000","337,777,000","335,477,000","370,391,000","353,868,000","350,148,000","323,707,000","349,045,000","305,491,000","315,007,000","312,958,000","370,167,000","288,987,000","311,578,000","278,712,000","273,852,000","273,248,000","268,689,000","240,996,000","736,011,000","75,140,000","78,466,000","127,571,000","143,791,000","117,584,000","36,774,000","103,896,000","411,074,000","228,093,000","287,054,000","374,762,000","479,307,000","314,986,000","292,425,000","327,166,000","434,953,000","284,645,000","309,533,000","308,190,000",,,,,,,,,,,,,,,,,,,,
GrossProfit,"1,134,857,000","216,414,000","367,091,000","289,363,000","261,989,000","200,505,000","292,250,000","211,904,000","225,210,000","148,377,000","209,866,000","121,910,000","114,308,000","145,523,000","222,960,000","143,158,000","160,012,000","130,937,000","192,576,000","134,873,000","134,017,000","98,434,000","174,831,000","96,315,000","110,215,000","89,631,000","133,109,000","118,726,000","118,056,000","109,368,000","118,474,000","111,933,000","91,021,000","79,656,000","121,556,000","99,899,000","88,566,000","64,378,000","82,605,000","120,264,000","113,127,000","80,592,000","114,307,000","89,628,000","80,885,000","56,610,000","-376,317,000","251,527,000","277,715,000","167,661,000","177,769,000","137,894,000","203,227,000","140,611,000","-76,051,000","232,565,000","151,726,000","-1,741,000","-36,529,000","80,949,000","77,989,000","26,413,000","-18,265,000","76,427,000","56,887,000","23,960,000",,,,,,,,,,,,,,,,,,,,
OperatingExpense,"409,988,000","98,625,000","103,496,000","106,072,000","101,795,000","96,084,000","98,498,000","91,838,000","87,337,000","93,503,000","103,671,000","103,604,000","101,335,000","96,122,000","94,567,000","87,923,000","89,452,000","90,098,000","84,711,000","80,858,000","74,236,000","73,537,000","69,305,000","66,423,000","72,603,000","62,150,000","167,063,000","61,849,000","56,159,000","51,757,000","52,731,000","50,854,000","48,236,000","43,497,000","44,616,000","41,692,000","40,504,000","41,804,000","-2,507,000","57,999,000","27,537,000","26,923,000","25,985,000","21,248,000","18,697,000","17,452,000","-236,025,000","96,129,000","112,475,000","96,112,000","94,732,000","88,398,000","82,570,000","81,814,000","95,237,000","97,982,000","97,748,000","452,322,000","510,994,000","418,412,000","396,150,000","409,517,000","466,689,000","370,617,000","391,577,000","395,036,000","712,487,000","336,886,000","351,428,000","326,464,000","366,254,000","354,710,000","330,104,000","319,316,000","370,046,000","319,929,000","335,842,000","363,765,000","268,036,000","238,497,000","220,124,000","141,377,000","149,733,000","164,947,000","154,504,000","146,641,000"
	SellingGeneralAndAdministration,"168,082,000","42,768,000","42,401,000","42,966,000","39,947,000","37,672,000","40,043,000","37,731,000","34,627,000","42,391,000","48,698,000","49,110,000","46,374,000","45,029,000","42,677,000","41,605,000","42,358,000","39,847,000","39,189,000","38,260,000","34,891,000","32,359,000","33,457,000","31,958,000","32,010,000","30,323,000","30,557,000","27,555,000","23,830,000","20,813,000","21,501,000","21,642,000","18,774,000","17,282,000","17,935,000","14,535,000","13,771,000","15,179,000","14,272,000","14,746,000","14,823,000","12,620,000","13,709,000","11,284,000","9,922,000","9,122,000","-247,870,000","87,887,000","106,066,000","68,977,000","65,609,000","58,241,000","74,973,000","58,198,000","63,983,000","65,267,000","65,727,000","90,428,000","90,238,000","90,371,000","89,252,000","85,466,000","144,298,000","66,186,000","74,931,000","83,239,000",,,,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"168,082,000","42,768,000","42,401,000","42,966,000","39,947,000","37,672,000","40,043,000","37,731,000","34,627,000","42,391,000","48,698,000","49,110,000","46,374,000","45,029,000","42,677,000","41,605,000","42,358,000","39,847,000","39,189,000","38,260,000","34,891,000","32,359,000","33,457,000","31,958,000","32,010,000","30,323,000","30,557,000","27,555,000","23,830,000","20,813,000","21,501,000","21,642,000","18,774,000","17,282,000","17,935,000","14,535,000","13,771,000","15,179,000","14,272,000",,"88,201,000",,,,,,,"87,887,000","106,066,000","68,977,000","65,609,000","58,241,000","74,973,000","58,198,000","63,983,000","65,267,000","65,727,000","90,428,000","90,238,000","90,371,000","89,252,000","85,466,000","144,298,000","66,186,000","74,931,000","83,239,000",,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,378,000",,,,,,,"56,244,000","60,071,000","61,362,000","58,372,000","52,271,000","52,349,000","52,668,000","55,320,000","54,697,000","52,845,000","-58,903,000","-67,589,000","-58,740,000","-61,438,000","-61,750,000","-64,823,000","-59,731,000","-59,099,000","-60,071,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,"168,082,000","42,768,000","42,401,000","42,966,000","39,947,000","37,672,000","40,043,000","37,731,000","34,627,000","42,391,000","48,698,000","49,110,000","46,374,000","45,029,000","42,677,000","41,605,000","42,358,000","39,847,000","39,189,000","38,260,000","34,891,000","32,359,000","33,457,000","31,958,000","32,010,000","30,323,000","30,557,000","27,555,000","23,830,000","20,813,000","21,501,000","21,642,000","18,774,000","17,282,000","17,935,000","14,535,000","13,771,000","15,179,000","14,272,000",,"14,823,000",,,,,,,"31,643,000","45,995,000","7,615,000","7,237,000","5,970,000","22,624,000","5,530,000","8,663,000","10,570,000","12,882,000","149,331,000","154,352,000","149,111,000","150,690,000","147,216,000","199,083,000","125,917,000","134,030,000","143,310,000",,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,612,000","13,877,000","14,303,000","12,276,000","9,964,000","8,775,000","8,330,000","8,304,000","8,403,000","8,567,000","9,079,000","8,519,000","9,039,000","7,597,000","7,919,000","9,048,000","8,715,000","12,817,000","8,366,000","8,204,000","12,171,000","10,062,000","9,575,000","12,021,000","10,275,000","6,520,000","13,526,000","8,498,000","11,768,000","13,066,000","13,004,000","14,243,000","15,054,000","15,404,000","14,266,000","13,921,000","10,110,000","19,341,000","16,767,000","27,196,000","21,695,000","20,376,000","22,381,000","20,469,000","20,186,000","21,279,000","25,393,000"
