name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,09/30/2006
TotalAssets,"6,859,709,000","7,071,436,000","7,462,805,000","7,277,989,000","6,989,253,000","7,698,874,000","8,159,684,000","8,112,960,000","7,943,259,000","7,353,986,000","7,773,298,000","7,876,892,000","7,848,025,000","7,255,958,000","7,455,506,000","7,427,886,000","7,327,775,000","6,894,775,000","7,280,723,000","7,236,971,000","7,055,928,000","6,907,734,000","7,304,334,000","6,614,650,000","5,822,061,000","5,619,040,000","5,819,400,000","5,872,381,000","5,407,926,000","5,221,781,000","5,543,494,000","4,415,018,000","4,273,919,000","4,090,048,000","3,835,017,000","3,849,530,000","3,807,125,000","3,631,700,000","3,939,559,000","3,886,056,000","4,076,212,000","4,034,669,000","4,218,580,000","4,154,776,000","4,076,929,000","3,790,002,000","3,755,293,000","3,613,721,000","3,440,063,000","3,326,564,000","3,491,913,000","3,576,091,000","3,564,944,000","3,534,049,000","3,627,638,000","3,577,571,000","3,470,139,000","3,439,483,000","3,512,991,000","3,478,461,000","3,454,583,000","3,601,203,000"
	CurrentAssets,"3,297,578,000","3,528,103,000","3,907,914,000","3,620,614,000","3,284,109,000","3,408,387,000","4,097,221,000","4,031,805,000","3,950,873,000","3,224,565,000","3,625,970,000","3,656,442,000","3,621,887,000","3,517,589,000","3,737,205,000","3,616,746,000","3,399,826,000","3,386,370,000","3,560,026,000","3,578,002,000","3,458,807,000","3,298,420,000","3,562,127,000","3,633,492,000","3,117,680,000","2,917,867,000","3,265,454,000","3,296,322,000","3,020,688,000","2,765,232,000","3,154,420,000","2,587,736,000","2,440,951,000","2,243,666,000","2,257,053,000","2,259,964,000","2,197,558,000","2,027,525,000","2,318,854,000","2,255,528,000","2,387,554,000","2,330,791,000","2,574,859,000","2,501,729,000","2,434,442,000","2,147,671,000","2,255,012,000","2,117,164,000","1,945,166,000","1,822,557,000","2,038,586,000","2,112,517,000","2,096,961,000","2,110,325,000","2,252,381,000","2,222,740,000","2,125,251,000","2,094,334,000","2,147,017,000","2,159,776,000","2,113,347,000","2,157,629,000"
		CashCashEquivalentsAndShortTermInvestments,"369,210,000","536,277,000","873,628,000","667,298,000","530,403,000","909,437,000","731,481,000","683,114,000","1,083,780,000","328,876,000","317,024,000","257,941,000","287,080,000","433,022,000","398,499,000","397,971,000","373,662,000","421,566,000","400,045,000","449,415,000","463,623,000","460,245,000","450,213,000","660,997,000","332,422,000","319,169,000","284,595,000","315,354,000","277,067,000","239,855,000","215,832,000","143,617,000","151,136,000","115,863,000","132,320,000","82,305,000","68,545,000","42,796,000","182,269,000","29,662,000","34,600,000","35,345,000","47,997,000","44,655,000","64,804,000","43,671,000","75,496,000","36,797,000","42,620,000","38,943,000","38,617,000","47,561,000","31,669,000","67,342,000","86,212,000","96,918,000","120,793,000","174,236,000","176,377,000","176,393,000","149,290,000","209,080,000"
			CashAndCashEquivalents,"369,210,000","536,277,000","873,628,000","667,298,000","530,403,000","909,437,000","731,481,000","683,114,000","1,083,780,000","328,876,000","317,024,000","257,941,000","287,080,000","433,022,000","398,499,000","397,971,000","373,662,000","421,566,000","400,045,000","449,415,000","463,623,000","460,245,000","450,213,000","660,997,000","332,422,000","319,169,000","284,595,000","315,354,000","277,067,000","239,855,000","215,832,000","143,617,000","151,136,000","115,863,000","132,320,000","82,305,000","68,545,000","42,796,000","182,269,000","29,662,000","34,600,000","35,345,000","47,997,000","44,655,000","64,804,000","43,671,000","75,496,000","36,797,000","42,620,000","38,943,000","38,617,000","47,561,000","31,669,000","67,342,000","86,212,000","96,918,000","120,793,000","174,236,000","176,377,000","176,393,000","149,290,000","209,080,000"
		Receivables,"898,420,000","894,151,000","928,039,000","960,993,000","807,738,000","831,860,000","984,571,000","1,196,826,000","725,092,000","815,210,000","1,033,938,000","1,011,816,000","932,875,000","870,878,000","1,044,516,000","973,807,000","874,684,000","903,318,000","1,009,188,000","935,548,000","800,467,000","814,178,000","961,659,000","857,562,000","722,103,000","680,417,000","850,334,000","835,299,000","713,113,000","672,048,000","874,922,000","779,520,000","611,600,000","578,558,000","585,710,000","616,622,000","550,650,000","506,278,000","585,490,000","585,979,000","524,745,000","470,713,000","589,439,000","612,178,000","547,121,000","503,243,000","531,360,000","512,801,000","440,300,000","450,541,000","538,540,000","505,302,000","424,759,000","404,930,000","562,937,000","547,617,000","541,900,000","575,069,000","577,759,000","555,875,000","513,823,000","516,778,000"
			AccountsReceivable,"898,420,000","894,151,000","928,039,000","960,993,000","807,738,000","831,860,000","984,571,000","1,196,826,000","725,092,000","815,210,000","1,033,938,000","1,011,816,000","932,875,000","870,878,000","1,044,516,000","973,807,000","874,684,000","903,318,000","1,009,188,000","935,548,000","800,467,000","814,178,000","961,659,000","857,562,000","722,103,000","680,417,000","850,334,000","835,299,000","713,113,000","672,048,000","874,922,000","779,520,000","611,600,000","578,558,000","585,710,000","616,622,000","550,650,000","506,278,000","585,490,000","585,979,000","524,745,000","470,713,000","589,439,000","612,178,000","547,121,000","503,243,000","531,360,000","512,801,000","440,300,000","450,541,000","538,540,000","505,302,000","424,759,000","404,930,000","562,937,000","547,617,000","541,900,000","575,069,000","577,759,000","555,875,000","513,823,000","516,778,000"
				GrossAccountsReceivable,,"956,099,000",,,,"890,214,000",,,,,,,,"903,482,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"542,230,000","488,131,000","606,218,000","629,421,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-61,948,000",,,,"-58,354,000",,,,,,,,"-32,604,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"-17,485,000","-17,418,000","-16,779,000","-17,243,000",,,,,,,,,,,,,,,,,,
		Inventory,"1,819,974,000","1,584,015,000","1,629,506,000","1,530,622,000","1,489,565,000","1,491,095,000","2,170,552,000","1,958,443,000","1,963,757,000","1,905,845,000","2,108,281,000","2,233,760,000","2,235,809,000","2,054,458,000","2,139,281,000","2,112,211,000","2,044,680,000","1,874,990,000","1,953,918,000","2,000,436,000","1,998,501,000","1,840,565,000","2,004,997,000","2,006,867,000","1,969,872,000","1,814,602,000","1,813,510,000","1,766,761,000","1,692,712,000","1,537,200,000","1,666,008,000","1,401,615,000","1,402,122,000","1,283,331,000","1,313,971,000","1,337,174,000","1,346,985,000","1,253,136,000","1,340,776,000","1,435,850,000","1,619,242,000","1,607,555,000","1,726,372,000","1,640,231,000","1,541,730,000","1,322,719,000","1,377,286,000","1,295,621,000","1,183,414,000","1,049,204,000","1,137,077,000","1,234,543,000","1,301,242,000","1,290,530,000","1,359,008,000","1,342,184,000","1,223,979,000","1,117,052,000","1,195,765,000","1,233,787,000","1,253,668,000","1,262,961,000"
			RawMaterials,"84,734,000","68,683,000","71,893,000","72,436,000","74,123,000","78,455,000","90,386,000","97,536,000","89,558,000","83,545,000","98,373,000","107,561,000","118,824,000","107,300,000","134,684,000","137,205,000","135,327,000","129,287,000","130,567,000","136,532,000","138,868,000","131,228,000","147,274,000","146,981,000","162,016,000","173,336,000","172,921,000","179,215,000","172,480,000","207,647,000","225,702,000","192,592,000","184,087,000","170,524,000","180,092,000","187,315,000","181,616,000","167,883,000","177,693,000","181,781,000","231,803,000","231,781,000","235,785,000","196,804,000","173,209,000","155,744,000","130,573,000","142,522,000","110,158,000","106,138,000","157,742,000","161,784,000","168,663,000","172,494,000","187,726,000","189,772,000","164,400,000","143,430,000","150,755,000","151,860,000","108,793,000","106,931,000"
