name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017
			CurrentCapitalLeaseObligation,"2,761,000","2,902,000","3,030,000","3,403,000","3,518,000","3,633,000","3,548,000","3,245,000","2,418,000","2,354,000","2,291,000","2,229,000","2,170,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"229,952,000","182,335,000","181,333,000","181,835,000","180,941,000","180,099,000","179,470,000","177,208,000","36,653,000","37,196,000","37,712,000","38,219,000","10,537,000","339,085,000","653,000","6,041,000"
		LongTermDebtAndCapitalLeaseObligation,"229,952,000","182,335,000","181,333,000","181,835,000","180,941,000","180,099,000","179,470,000","177,208,000","36,653,000","37,196,000","37,712,000","38,219,000","10,537,000",,,"6,040,000"
			LongTermDebt,"224,246,000","179,117,000","177,369,000","175,670,000","173,991,000","172,386,000","170,823,000","169,352,000","28,548,000","28,459,000","28,370,000","28,281,000",,,,"6,040,000"
			LongTermCapitalLeaseObligation,"5,706,000","3,218,000","3,964,000","6,165,000","6,950,000","7,713,000","8,647,000","7,856,000","8,105,000","8,737,000","9,342,000","9,938,000","10,537,000",,,
		NonCurrentAccruedExpenses,,,,,,,,,,"0","0","0","0","718,000","653,000","1,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","0","338,367,000","338,367,000","0"
		OtherNonCurrentLiabilities,,,,,,,,,,,,,"10,537,000",,,
TotalEquityGrossMinorityInterest,"30,159,000","121,463,000","169,809,000","220,693,000","272,084,000","320,684,000","372,101,000","420,324,000","306,463,000","352,485,000","398,873,000","441,444,000","480,260,000","-120,069,000","246,589,000","-6,862,000"
	StockholdersEquity,"30,159,000","121,463,000","169,809,000","220,693,000","272,084,000","320,684,000","372,101,000","420,324,000","306,463,000","352,485,000","398,873,000","441,444,000","480,260,000","-120,069,000","246,589,000","-6,862,000"
		CapitalStock,"8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","7,000","7,000","7,000","7,000","7,000","2,000","5,000","0"
			CommonStock,"8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","7,000","7,000","7,000","7,000","7,000","2,000","5,000","0"
		AdditionalPaidInCapital,"891,121,000","932,944,000","924,914,000","915,414,000","907,089,000","897,607,000","884,677,000","874,863,000","695,205,000","686,390,000","678,010,000","671,913,000","666,648,000","33,853,000","361,418,000","32,000"
		RetainedEarnings,"-860,630,000","-811,534,000","-755,250,000","-695,003,000","-635,171,000","-577,530,000","-512,926,000","-455,114,000","-388,244,000","-334,170,000","-279,472,000","-230,972,000","-186,474,000","-153,863,000","-115,069,000","-6,894,000"
		GainsLossesNotAffectingRetainedEarnings,"-340,000","45,000","137,000","274,000","158,000","599,000","342,000","567,000","-505,000","258,000","328,000","496,000","79,000","-61,000","235,000","0"
TotalCapitalization,"254,405,000","300,580,000","347,178,000","396,363,000","446,075,000","493,070,000","542,924,000","589,676,000","335,011,000","380,944,000","427,243,000","469,725,000","480,260,000","-120,069,000","246,589,000","-822,000"
CommonStockEquity,"30,159,000","121,463,000","169,809,000","220,693,000","272,084,000","320,684,000","372,101,000","420,324,000","306,463,000","352,485,000","398,873,000","441,444,000","480,260,000","-120,069,000","246,589,000","-6,862,000"
CapitalLeaseObligations,"8,467,000","6,120,000","6,994,000","9,568,000","10,468,000","11,346,000","12,195,000","11,101,000","10,523,000","11,091,000","11,633,000","12,167,000","12,707,000",,,
NetTangibleAssets,"30,159,000","121,463,000","169,809,000","220,693,000","272,084,000","320,684,000","372,101,000","420,324,000","306,463,000","352,485,000","398,873,000","441,444,000","480,260,000","-120,069,000","246,589,000","-6,862,000"
WorkingCapital,"246,206,000","291,921,000","338,096,000","387,005,000","436,403,000","483,672,000","533,599,000","580,856,000","327,076,000","372,394,000","419,205,000","462,075,000","472,636,000","211,550,000","243,412,000","-821,000"
InvestedCapital,"254,405,000","300,580,000","347,178,000","396,363,000","446,075,000","493,070,000","542,924,000","589,676,000","335,011,000","380,944,000","427,243,000","469,725,000","480,260,000","-120,069,000","246,589,000","-822,000"
TangibleBookValue,"30,159,000","121,463,000","169,809,000","220,693,000","272,084,000","320,684,000","372,101,000","420,324,000","306,463,000","352,485,000","398,873,000","441,444,000","480,260,000","-120,069,000","246,589,000","-6,862,000"
TotalDebt,"232,713,000","185,237,000","184,363,000","185,238,000","184,459,000","183,732,000","183,018,000","180,453,000","39,071,000","39,550,000","40,003,000","40,448,000","12,707,000",,,"6,040,000"
NetDebt,"85,339,000",,,,,,,,,,,,,,,"5,725,000"
ShareIssued,"76,553,937","75,752,664","75,300,074","74,834,952","74,493,150","75,524,254","75,907,527","75,811,862","66,338,201","66,284,003","60,984,958","60,467,380","60,029,470","60,401,910","60,401,910","60,401,910"
OrdinarySharesNumber,"76,553,937","75,752,664","75,300,074","74,834,952","74,493,150","73,874,904","72,475,912","71,972,610","62,094,312","61,635,477","60,984,958","60,467,380","60,029,470","60,401,910","60,401,910","60,401,910"
TreasurySharesNumber,,,,,,"1,649,350","3,431,615","3,839,252","4,243,889","4,648,526",,,,,,
