name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
OperatingCashFlow,"78,351,000","6,577,000","64,852,000","9,302,000","-1,921,000","7,514,000","120,448,000","130,828,000","66,118,000","-5,467,000","158,097,000","56,408,000","-24,428,000","-72,096,000","139,688,000","-12,157,000","-4,376,000","3,660,000","27,510,000","45,143,000","67,201,000","49,088,000","11,960,000","45,119,000","41,106,000","-35,608,000","65,078,000","560,000","-19,279,000","2,018,000","38,254,000","684,000","18,841,000","-21,678,000","57,078,000","32,319,000","-4,363,000","-7,281,000","79,121,000","-20,431,000","623,000","39,080,000","15,091,000","-26,881,000","21,240,000","30,697,000","71,727,000","4,969,000","5,390,000","-1,112,000","5,581,000","19,551,000","-4,131,000","4,924,000","12,826,000","-60,296","-132,884","-177,385","-147,431","-188,417","-165,462","-141,944"
	CashFlowFromContinuingOperatingActivities,"78,351,000","6,577,000","64,852,000","9,302,000","-1,921,000","7,514,000","120,448,000","130,828,000","66,118,000","-5,467,000","158,097,000","56,408,000","-24,428,000","-72,096,000","139,688,000","-12,157,000","-4,376,000","3,660,000","27,510,000","45,143,000","67,201,000","49,088,000","11,960,000","45,119,000","41,106,000","-35,608,000","65,078,000","560,000","-19,279,000","2,018,000","38,254,000","684,000","18,841,000","-21,678,000","57,078,000","32,319,000","-4,363,000","-7,281,000","79,121,000","-20,431,000","623,000","39,080,000","15,091,000","-26,881,000","21,240,000","30,697,000","71,727,000","4,969,000","6,264,000","-1,112,000","7,738,000","19,551,000","-4,131,000","4,924,000","12,826,000","-60,296","-132,884","-177,385","-147,431","-188,417","-165,462","-141,944"
		NetIncomeFromContinuingOperations,"108,217,000","-1,674,000","29,540,000","44,056,000","36,295,000","5,848,000","31,812,000","43,943,000","32,962,000","-3,734,000","27,511,000","35,826,000","17,824,000","2,936,000","34,381,000","34,805,000","14,191,000","4,216,000","23,808,000","22,134,000","22,396,000","8,512,000","14,766,000","4,756,000","5,287,000","2,916,000","12,708,000","19,079,000","3,692,000","1,672,000","9,024,000","27,390,000","16,003,000","11,265,000","25,554,000","23,193,000","15,893,000","10,040,000","17,932,000","18,116,000","11,733,000","10,486,000","-46,088,000",,,"12,278,000","12,254,000","7,577,000","7,087,000","6,698,000","7,594,000","7,947,000","8,580,000","5,640,000","7,796,000","-163,908","-64,523","136,247","212,497","166,341","151,435","199,930"
		OperatingGainsLosses,"-24,188,000","-7,434,000","-4,522,000","-6,893,000","-5,339,000","-4,026,000","-2,955,000","83,000","-5,084,000","2,659,000","-4,930,000","-2,304,000","-2,496,000","-2,217,000","-344,000","-1,632,000","-476,000","-1,104,000","-6,371,000","-672,000","-1,900,000","-1,308,000","-1,316,000","-1,068,000","-1,557,000","-736,000","-1,215,000","-877,000","-534,000","510,000","-939,000","-5,397,000","-454,000","-369,000","-158,000","-1,087,000","-37,000","-221,000","-907,000","-629,000","-1,266,000","-136,000","7,435,000","608,000","664,000","673,000","464,000","4,266,000","-89,000","-1,139,000","-5,387,000","-1,684,000","-375,000","-1,124,000","838,000","-197,279","-266,963","-340,031","-362,010","-358,559",,
			GainLossOnSaleOfPPE,"-17,716,000","-4,538,000","-2,846,000","-5,965,000","-4,367,000","-2,743,000","-1,861,000","1,134,000","-5,021,000","-2,311,000","-4,930,000","-2,304,000","-2,496,000","-2,217,000","-344,000","-1,632,000","-476,000","-1,104,000","-554,000","-672,000","-1,900,000","-1,308,000","-1,316,000","-1,068,000","-1,557,000","-736,000","-1,215,000","-877,000","-534,000","510,000","-939,000","-147,000","-454,000","-355,000","-230,000","-974,000","-250,000","48,000","-356,000","-620,000","-1,437,000","-339,000","144,000","228,000","-151,000","114,000","-7,000","-124,000","-89,000","-1,139,000","-34,000","-1,684,000","-375,000","-1,124,000",,,,,,,,
			GainLossOnInvestmentSecurities,"-6,472,000","-2,896,000","-1,676,000","-928,000","-972,000","-1,283,000","-1,094,000","-1,051,000","-63,000","4,970,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-5,250,000","0","-14,000","72,000","-113,000","213,000","-269,000","-551,000","-9,000","171,000","203,000","8,382,000",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"100,879,000","20,172,000","26,694,000","27,163,000","26,850,000","24,852,000","23,769,000","19,497,000","19,434,000","19,797,000","20,847,000","21,161,000","21,692,000","21,700,000","23,255,000","20,820,000","18,383,000","16,792,000","17,055,000","17,498,000","15,889,000","15,861,000","16,585,000","17,356,000","17,184,000","16,905,000","16,667,000","16,652,000","16,377,000","15,505,000","15,664,000","15,130,000","14,076,000","13,552,000","13,309,000","12,982,000","12,313,000","11,284,000","10,235,000","8,638,000","8,580,000","8,170,000","8,380,000","7,848,000","8,907,000","8,668,000","7,618,000","5,686,000","5,627,000","5,553,000","2,525,000","2,130,000","2,098,000","1,910,000","1,880,000",,,,,,,
			DepreciationAndAmortization,"100,879,000","20,172,000","26,694,000","27,163,000","26,850,000","24,852,000","23,769,000","19,497,000","19,434,000","19,797,000","20,847,000","21,161,000","21,692,000","21,700,000","23,255,000","20,820,000","18,383,000","16,792,000","17,055,000","17,498,000","15,889,000","15,861,000","16,585,000","17,356,000","17,184,000","16,905,000","16,667,000","16,652,000","16,377,000","15,505,000","15,664,000","15,130,000","14,076,000","13,552,000","13,309,000","12,982,000","12,313,000","11,284,000","10,235,000","8,638,000","8,580,000","8,170,000","8,380,000","7,848,000","8,907,000","8,668,000","7,618,000","5,686,000","5,627,000","5,553,000","2,525,000","2,130,000","2,098,000","1,910,000","1,880,000",,,,,,,
				Depreciation,,,,,,,,,,,"18,095,000","18,226,000","18,758,000","18,952,000","20,240,000","17,694,000","15,646,000","14,368,000","14,550,000","14,925,000","14,005,000","14,134,000","15,003,000","15,580,000","15,569,000","15,281,000","14,956,000","14,940,000","14,658,000","13,854,000","13,792,000","13,185,000","12,232,000","11,709,000","11,418,000","11,091,000","10,422,000","9,490,000","8,361,000","7,162,000","7,133,000","6,424,000","6,266,000","5,795,000","6,140,000","5,903,000",,"4,272,000","4,131,000","4,172,000",,"2,120,000","2,089,000","1,901,000","1,871,000",,,,,,,
