name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-196,568,000","-58,331,000","-54,151,000","-41,665,000","-42,387,000","-15,682,000","-33,373,000","1,742,000","-23,296,000","-27,866,000","-14,072,000","-16,546,000","-16,951,000","-10,188,000","-7,858,000","-5,122,000","-5,161,000","-5,392,000"
	CashFlowFromContinuingOperatingActivities,"-196,568,000","-58,331,000","-54,151,000","-41,665,000","-42,387,000","-15,682,000","-33,373,000","1,742,000","-23,296,000","-27,866,000","-14,072,000","-16,546,000","-16,951,000","-10,188,000","-7,858,000","-5,122,000","-5,161,000","-5,392,000"
		NetIncomeFromContinuingOperations,"-275,492,000","-74,445,000","-78,449,000","-66,325,000","-56,273,000","-35,504,000","-47,376,000","-17,705,000","-31,493,000","-60,718,000","-20,959,000","-20,483,000","-17,142,000","-13,547,000","-9,018,000","-5,997,000","-5,037,000","-4,733,000"
		DepreciationAmortizationDepletion,"4,588,000","1,254,000","1,274,000","1,210,000","850,000","633,000","607,000","604,000","594,000","588,000","550,000","796,000","158,000","75,000","74,000","25,000","21,000","18,000"
			DepreciationAndAmortization,"4,588,000","1,254,000","1,274,000","1,210,000","850,000","633,000","607,000","604,000","594,000","588,000","550,000","796,000","158,000","75,000","74,000","25,000","21,000","18,000"
				Depreciation,"4,588,000","1,254,000","1,274,000","1,210,000","850,000","633,000","607,000","604,000","594,000","588,000","550,000","796,000","158,000","75,000","74,000","25,000","21,000","18,000"
		AmortizationOfSecurities,"4,826,000","893,000","1,240,000","1,322,000","1,371,000","1,400,000","1,086,000","411,000","6,000","-242,000","-511,000","-487,000",,,,"0",,
		StockBasedCompensation,"56,368,000","15,089,000","14,190,000","13,794,000","13,295,000","17,278,000","9,830,000","8,564,000","7,404,000","38,365,000","4,228,000","3,493,000","3,059,000","1,926,000","746,000","179,000","137,000","85,000"
		OtherNonCashItems,,,,,,"1,400,000","1,086,000","411,000","6,000","-242,000","-511,000","-487,000",,,,,,
		ChangeInWorkingCapital,"13,142,000","-1,122,000","7,594,000","8,334,000","-1,630,000","511,000","2,480,000","9,868,000","193,000","-5,859,000","2,620,000","135,000","-2,667,000","1,358,000","380,000","671,000","-282,000","-762,000"
			ChangeInPrepaidAssets,"-2,255,000","1,636,000","247,000","2,487,000","-6,591,000","1,002,000","-1,396,000","1,672,000","169,000","-2,819,000","-684,000","-797,000","-2,965,000","-856,000","102,000","405,000","-199,000","-255,000"
			ChangeInPayablesAndAccruedExpense,"12,918,000","3,402,000","3,868,000","2,549,000","3,099,000","4,232,000","1,095,000","6,283,000","-1,092,000","918,000","351,000","-1,275,000","-513,000","2,862,000","-273,000","-105,000","-442,000","-204,000"
				ChangeInPayable,"841,000","1,954,000","2,528,000","-3,711,000","70,000","1,542,000","863,000","3,064,000","-350,000","-28,000","-293,000","-1,399,000","1,000,000","1,595,000","-625,000","240,000","-458,000","724,000"
					ChangeInAccountPayable,"841,000","1,954,000","2,528,000","-3,711,000","70,000","1,542,000","863,000","3,064,000","-350,000","-28,000","-293,000","-1,399,000","1,000,000","1,595,000","-625,000","240,000","-458,000","724,000"
				ChangeInAccruedExpense,"12,077,000","1,448,000","1,340,000","6,260,000","3,029,000","2,690,000","232,000","3,219,000","-742,000","946,000","644,000","124,000","-1,513,000","1,267,000","352,000","-345,000","16,000","-928,000"
			ChangeInOtherCurrentAssets,,"-20,000",,,,,,,,,,,,,,,,
