name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"1,799,290,972","2,305,182,714","2,084,795,756","2,237,704,266"
EnterpriseValue,"2,808,819,972","3,296,076,714","3,058,081,756","2,237,618,781"
ForwardPeRatio,"23.202","29.674",,
PsRatio,"1.243","1.122","1.432","1.635"
PbRatio,"1.543","2.004","1.942","5.488"
EnterprisesValueRevenueRatio,"1.94","9.08","8.877","6.139"
EnterprisesValueEBITDARatio,"20.142","87.606","66.651","455.913"
