name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"206,869,000","232,092,000","215,385,000","228,516,000","237,610,000","250,916,000","139,870,000","31,055,000","38,939,000","49,423,000","57,884,000","69,308,000","85,927,000","94,786,000","102,723,000","43,415,000","49,115,000"
	CurrentAssets,"194,733,000","222,633,000","207,504,000","221,350,000","232,069,000","244,912,000","133,416,000","23,949,000","31,185,000","40,591,000","47,978,000","58,598,000","81,002,000","89,499,000","97,111,000","35,227,000","42,379,000"
		CashCashEquivalentsAndShortTermInvestments,"191,047,000","219,684,000","202,888,000","218,105,000","230,739,000","242,190,000","129,420,000","21,342,000","29,604,000","37,424,000","45,882,000","55,863,000","78,594,000","87,120,000","94,447,000","32,400,000","40,961,000"
			CashAndCashEquivalents,"191,047,000","219,684,000","202,888,000","218,105,000","230,739,000","242,190,000","129,420,000","21,342,000","29,604,000","37,424,000","45,882,000","55,863,000","55,671,000","49,296,000","46,732,000","25,704,000","28,270,000"
				CashFinancial,,,,,,,,,,"36,939,000",,,,,,,
				CashEquivalents,,,,,,,,,,"485,000",,,,,,,
			OtherShortTermInvestments,,,,,,,,,,"0","0","0","22,923,000","37,824,000","47,715,000","6,696,000","12,691,000"
		Receivables,,,,,,"0","0","0","0","2,000,000","880,000","1,492,000","1,668,000","1,419,000","1,202,000","1,601,000","830,000"
			AccountsReceivable,,,,,,"0","0","0","0","2,000,000","880,000","1,492,000","1,668,000","1,419,000","1,202,000","1,601,000","830,000"
		PrepaidAssets,"3,686,000","2,949,000","4,616,000","3,245,000","1,330,000","2,722,000","3,996,000","2,607,000","1,581,000","1,167,000","1,216,000","1,243,000","740,000","960,000","1,412,000","1,176,000","513,000"
		RestrictedCash,,,,,,,,,,,,,"0","0","50,000","50,000","75,000"
	TotalNonCurrentAssets,"12,136,000","9,459,000","7,881,000","7,166,000","5,541,000","6,004,000","6,454,000","7,106,000","7,754,000","8,832,000","9,906,000","10,710,000","4,925,000","5,287,000","5,612,000","8,188,000","6,736,000"
		NetPPE,"5,275,000","4,477,000","4,590,000","3,941,000","4,286,000","4,749,000","5,199,000","5,851,000","6,499,000","7,150,000","7,804,000","8,609,000","3,251,000","3,613,000","3,938,000","3,902,000","4,108,000"
			GrossPPE,"5,275,000","5,036,000","4,590,000","3,941,000","4,286,000","5,161,000","5,199,000","5,851,000","6,499,000","11,781,000","7,804,000","8,609,000","6,747,000",,,,"6,288,000"
				Properties,,"0",,,,"0",,,,"0",,,"0",,,,"0"
				BuildingsAndImprovements,,"2,771,000",,,,"4,615,000",,,,"5,285,000",,,,,,,
				MachineryFurnitureEquipment,,"138,000",,,,"138,000",,,,"541,000",,,"520,000",,,,"535,000"
				OtherProperties,"5,275,000","1,073,000","4,590,000","3,941,000","4,286,000",,"5,199,000","5,851,000","6,499,000","5,529,000","7,804,000","8,609,000","5,801,000",,,,"5,327,000"
				ConstructionInProgress,,"646,000",,,,,,,,,,,,,,,
				Leases,,"408,000",,,,"408,000",,,,"426,000",,,"426,000",,,,"426,000"
			AccumulatedDepreciation,,"-559,000",,,,"-412,000",,,,"-4,631,000",,,"-3,496,000",,,,"-2,180,000"
