name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
		DepreciationAndAmortizationInIncomeStatement,"29,847,000","7,910,000","7,492,000","7,340,000","7,105,000","7,013,000","7,191,000","7,171,000","6,970,000","6,971,000","6,875,000","6,789,000","6,612,000","6,464,000","3,579,000","7,483,000","7,396,000","7,221,000","7,304,000","7,247,000","6,681,000","6,008,000","6,095,000","5,449,000","5,521,000","5,392,000","5,373,000","5,149,000","4,675,000","4,564,000","3,911,000","3,998,000","3,908,000","3,908,000","3,646,000","3,450,000","3,260,000","3,073,000","1,910,000","3,112,000","2,663,000","2,544,000","2,267,000","2,162,000","1,961,000","1,989,000","1,902,000","1,830,000","1,759,000","1,734,000","1,799,000","1,741,000","1,710,000","1,708,000","1,600,000","1,912,000","1,791,000","1,623,000","1,492,000","1,622,000","1,618,000","1,612,000","1,696,248","1,505,842","1,389,008","1,558,836","1,822,269","1,463,640","1,446,360","1,366,606","1,385,422","1,321,589","1,282,091","1,234,320","1,234,625","1,178,874","1,187,727","1,156,821","1,095,096","990,592","961,364"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,250,000","1,364,000","1,454,450","1,271,854","1,181,080","1,357,616","1,187,060","1,109,772","1,048,260","1,028,878","1,052,717","1,015,710","970,700","947,009","943,368","926,681","938,865","920,011","969,563","864,058","836,271"
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,000","248,000","241,798","233,988","207,928","201,220","635,209","353,868","398,100","337,728","332,705","305,879","311,391","287,311","291,257","252,193","248,862","236,810","125,533","126,534","125,093"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,000","248,000","241,798","233,988","207,928","201,220","635,209","353,868","398,100","337,728","332,705","305,879","311,391","287,311","291,257","252,193","248,862","236,810","125,533","126,534","125,093"
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,000","169,000","140,661","129,189","127,440","-9,290","-25,600","86,225","-98,425","167,985","-87,010","54,075","79,400","-54,525","-68,750","-2,000","127,725","156,275","-12,000","-100,000","-4,250"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,"5,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,307,569",,,,,,,,,,,,,,,
OperatingIncome,"40,019,000","13,072,000","8,714,000","9,054,000","9,179,000","7,521,000","6,978,000","7,170,000","7,203,000","8,380,000","8,408,000","7,965,000","8,818,000","8,755,000","4,520,000","10,527,000","8,729,000","9,696,000","8,627,000","9,540,000","7,817,000","6,676,000","5,176,000","5,523,000","6,208,000","7,059,000","6,293,000","5,466,000","5,033,000","5,216,000","3,562,000","3,926,000","3,791,000","4,952,000","3,845,000","3,301,000","3,659,000","3,489,000","4,272,000","2,020,000","2,199,000","2,579,000","2,246,000","1,508,000","1,194,000","1,659,000","1,692,000","1,757,000","1,762,000","1,822,000","3,006,000","1,930,000","1,600,000","1,480,000","1,376,000","1,283,000","676,000","1,295,000","1,259,000","1,391,000","1,380,000","937,000","279,637","2,202,314","2,805,836","1,262,710","1,700,806","1,864,281","2,251,606","2,291,741","2,456,535","2,294,850","2,373,422","1,953,357","1,736,141","1,755,858","2,298,465","2,041,883","1,879,107","2,155,206","2,366,529"
NetNonOperatingInterestIncomeExpense,"-24,412,000","-6,047,000","-6,134,000","-6,111,000","-6,120,000","-6,083,000","-6,137,000","-6,329,000","-6,395,000","-6,631,000","-6,438,000","-6,538,000","-6,362,000","-6,288,000","-4,118,000","-6,867,000","-6,735,000","-6,402,000","-6,464,000","-6,234,000","-5,528,000","-5,015,000","-4,928,000","-4,505,000","-4,670,000","-4,707,000","-4,177,000","-3,667,000","-3,354,000","-3,399,000","-2,977,000","-2,731,000","-2,430,000","-2,351,000","-2,464,000","-2,576,000","-2,544,000","-2,430,000","-3,455,000","-1,694,000","-1,651,000","-1,642,000","-1,370,000","-1,166,000","-1,390,000","-1,342,000","-1,401,000","-1,394,000","-1,397,000","-1,400,000","-1,408,000","-1,429,000","-1,459,000","-1,417,000","-1,494,000","-1,478,000","-1,386,000","-1,317,000","-1,267,000","-1,218,000","-1,202,000","-1,139,000","-1,559,990","-1,193,083","-1,002,674","-1,154,253","-1,004,067","-788,370","-870,727","-594,551","-653,557","-719,319","-414,893","-431,675","-326,875","-262,590","-164,274","-201,849","-440,339","-286,532","-194,760"
	InterestIncomeNonOperating,"81,000","14,000","13,000","31,000","23,000","49,000","72,000","71,000","73,000","62,000","109,000","141,000","164,000","245,000","753,000","84,000","119,000","99,000","29,000","142,000","101,000","138,000","90,000","164,000","78,000","97,000","69,000","73,000","162,000","9,000","19,000","31,000","19,000","21,000","22,000","26,000","69,000","19,000","16,000","121,000","83,000","70,000","81,000","264,000","55,000","60,000","9,000","7,000","5,000","7,000","6,000","8,000","11,000","11,000","28,000","30,000","39,000","85,000","128,000","157,000","155,000","136,000","-203,196","35,641","400,239","153,316","113,663","181,739","41,010","175,509","59,643","81,771","166,402","136,875","19,179","45,911","167,030","135,670","83,804","80,499","128,128"
	InterestExpenseNonOperating,"24,493,000","6,061,000","6,147,000","6,142,000","6,143,000","6,132,000","6,209,000","6,400,000","6,468,000","6,693,000","6,547,000","6,679,000","6,526,000","6,533,000","4,871,000","6,951,000","6,854,000","6,501,000","6,493,000","6,376,000","5,629,000","5,153,000","5,018,000","4,669,000","4,748,000","4,804,000","4,246,000","3,740,000","3,516,000","3,408,000","2,996,000","2,762,000","2,449,000","2,372,000","2,486,000","2,602,000","2,613,000","2,449,000","3,471,000","1,815,000","1,734,000","1,712,000","1,451,000","1,430,000","1,445,000","1,402,000","1,410,000","1,401,000","1,402,000","1,407,000","1,414,000","1,437,000","1,470,000","1,428,000","1,522,000","1,508,000","1,425,000","1,402,000","1,395,000","1,375,000","1,357,000","1,275,000","1,356,794","1,228,724","1,402,913","1,307,569","1,117,730","970,109","911,737","770,060","713,200","801,090","581,295","568,550","346,054","308,501","331,304","337,519","524,143","367,031","322,888"
OtherIncomeExpense,"960,000","265,000","179,000","103,000","413,000","90,000","2,421,000","178,000","-293,000","-15,000","14,349,000","524,000","351,000","490,000","8,894,000","4,292,000","-155,000","69,000","-48,000","-40,000","-56,000","-23,000","361,000","26,000","-18,000","2,892,000","63,000","-148,000","5,000","-105,000","-2,000",,"-24,000","-85,000","-8,000","0","-40,000","-8,000","-2,184,000","-77,000","-16,000","-12,000","268,000","1,000","0","-18,000","511,000","-72,000","-8,000","-33,000","-495,000","489,000","0","-41,000","0","0","-68,000","-32,000","-149,000","103,000","36,000","-20,000",,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,,,,,,,,,,"46,000","816,000","37,000",,,"-17,000","4,380,000",,"266,000","135,000","-40,000","16,000","-23,000","467,000",,,"2,890,000",,,,,,,,"-85,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"800,000","280,000","180,000","151,000","189,000","89,000","169,000","196,000","364,000","192,000","13,596,000","524,000","464,000","492,000","8,707,000","-73,000","-81,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"160,000","-15,000","-1,000","-48,000","224,000","1,000","2,252,000","-18,000","-657,000","-253,000","-63,000","-37,000","-113,000","-2,000","204,000","-15,000","-74,000","-197,000","-48,000","-40,000","-72,000","-23,000","-106,000","26,000","-18,000","2,000","63,000","-148,000","5,000","-105,000","-2,000",,"-24,000","-85,000","-8,000",,"-40,000","-8,000","-7,000","-77,000","-16,000","-12,000","268,000","1,000","0","-18,000","511,000","-72,000","-8,000","-33,000","-495,000","489,000",,"-41,000","0","0","-68,000","-32,000","-149,000","103,000","36,000","-20,000",,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,"-1,734,000",,,,,,,,,,,,,,,,"106,000",,"18,000","-2,000","-63,000","148,000","5,000","105,000",,,,,,,,,"2,177,000","77,000",,,,,,,,,,,,,,,,,,,,"45,000",,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"160,000","-15,000","-1,000","-48,000","224,000","1,000","518,000","-18,000","-657,000","-253,000","-63,000","-37,000","-113,000","-2,000","204,000","-15,000","-74,000","-197,000","-48,000","-40,000","-72,000","-23,000","-106,000","26,000","-18,000","2,000","63,000","-148,000","5,000","-105,000","-2,000",,"-24,000","-85,000","-8,000",,"-40,000","-8,000","-112,000","0",,,,,,,,,,,,,,,,,,,,"148,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,177,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"16,567,000","7,290,000","2,759,000","3,046,000","3,472,000","1,528,000","3,262,000","1,019,000","515,000","1,734,000","16,319,000","1,951,000","2,807,000","2,957,000","9,296,000","7,952,000","1,839,000","3,363,000","2,115,000","3,266,000","2,233,000","1,638,000","609,000","1,044,000","1,520,000","5,244,000","2,179,000","1,651,000","1,684,000","1,712,000","583,000","1,195,000","1,337,000","2,516,000","1,373,000","725,000","1,075,000","1,051,000","-1,367,000","249,000","548,000","925,000","1,144,000","343,000","-196,000","299,000","849,000","363,000","365,000","422,000","1,103,000","990,000","141,000","63,000","-118,000","-195,000","-710,000","-54,000",,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"399,000","101,000","111,000","100,000","87,000","87,000","91,000","105,000","96,000","87,000","76,000","102,000","104,000","118,000","19,000","115,000","84,000","129,000","90,000","126,000","89,000","81,000","42,000","80,000","11,000","156,000","98,000","100,000","91,000","83,000","67,000","74,000","57,000","84,000","78,000","90,000","72,000","65,000","74,000","77,000","70,000","65,000","61,000","54,000","58,000","53,000","51,000","57,000","102,000","54,000","56,000","55,000","57,000","54,000","56,000","53,000","53,000","57,000",,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"17,711,000","7,078,000","2,608,000","2,899,000","5,126,000","1,415,000","3,112,000","900,000","410,000","1,612,000","15,734,000","1,807,000","3,327,000","2,774,000","8,752,000","7,644,000","1,643,000","2,987,000","1,922,000","2,993,000","1,983,000","1,440,000","999,000","803,000","1,287,000","4,997,000","2,451,000","1,440,000","1,371,000","1,487,000","2,985,000","1,052,000","1,199,000","2,353,000","1,293,000","604,000","959,000","938,000","-1,367,000","163,000","431,000","793,000","562,000","578,000","-196,000","185,000","545,000","177,000","166,000","217,000","715,000","601,000","47,000","-21,000","-156,000","-173,000","1,532,000","-69,000","-244,000","172,000","133,000","-138,000","-244,605","602,414","858,382","763,375","361,952","511,510","746,486","824,444","930,684","797,296","956,521","739,118","743,771","770,696","1,050,005","909,702","721,106","963,054","1,099,689"
	NetIncome,"17,711,000","7,078,000","2,608,000","2,899,000","5,126,000","1,415,000","3,112,000","900,000","410,000","1,612,000","15,775,000","1,807,000","3,327,000","2,774,000","9,053,000","7,644,000","1,710,000","3,028,000","1,922,000","2,993,000","1,983,000","1,440,000","501,000","949,000","1,484,000","4,997,000","2,051,000","1,570,000","1,534,000","1,594,000","2,858,000","1,103,000","1,253,000","2,372,000","1,261,000","614,000","970,000","949,000","-1,345,000","163,000","431,000","793,000","562,000","578,000","-196,000","185,000","545,000","177,000","166,000","217,000","715,000","601,000","47,000","-21,000","-156,000","-173,000","1,532,000","-69,000","-244,000","172,000","133,000","-138,000","-244,605","602,414","858,382","763,375","361,952","511,510","746,486","824,444","930,684","797,296","956,521","739,118","743,771","770,696","1,050,005","909,702","721,106","963,054","1,099,689"
		NetIncomeIncludingNoncontrollingInterests,"18,001,000","7,189,000","2,648,000","2,946,000","5,218,000","1,441,000","3,171,000","914,000","419,000","1,647,000","16,136,000","1,849,000","3,404,000","2,839,000","9,277,000","7,837,000","1,755,000","3,234,000","2,025,000","3,140,000","2,144,000","1,557,000","567,000","964,000","1,509,000","5,088,000","2,089,000","1,595,000","1,560,000","1,621,000","2,913,000","1,121,000","1,280,000","2,432,000","1,295,000","635,000","1,003,000","986,000","-1,441,000","172,000","462,000","860,000","650,000","675,000","-238,000","246,000","751,000","234,000","255,000","335,000","1,105,000","930,000","72,000","-32,000","-156,000","-173,000","2,712,000","-111,000","-390,000","276,000","214,000","-222,000","-464,157","973,590","1,402,923","1,262,710","583,076","894,172","1,339,869","1,521,681","1,743,335","1,493,760","1,792,127","1,384,807","1,390,087","1,447,357","1,967,161","1,704,364","1,354,964","1,788,175","2,043,641"
			NetIncomeContinuousOperations,"16,168,000","7,189,000","2,648,000","2,946,000","3,385,000","1,441,000","3,171,000","914,000","419,000","1,647,000","16,243,000","1,849,000","2,703,000","2,839,000","9,277,000","7,837,000","1,755,000","3,234,000","2,025,000","3,140,000","2,144,000","1,557,000","567,000","964,000","1,509,000","5,088,000","2,081,000","1,551,000","1,593,000","1,629,000","516,000","1,121,000","1,280,000","2,432,000","1,295,000","635,000","1,003,000","986,000","-1,441,000","172,000","462,000","860,000","1,083,000","289,000","-254,000","246,000","751,000","234,000","255,000","335,000","1,105,000","930,000","72,000","-32,000","-156,000","-173,000","-529,000","-111,000","-390,000","276,000","214,000","-222,000","-464,157","973,590","1,402,923","1,262,710","583,076","894,172","1,339,869","1,521,681","1,743,335","1,493,760","1,792,127","1,384,807","1,390,087","1,447,357","1,967,161","1,704,364","1,354,964","1,788,175","2,043,641"
			NetIncomeDiscontinuousOperations,,,"0","0","1,833,000",,"0","0","0",,"-107,000","0","701,000",,,,,,"119,000","-40,000","-56,000","-23,000","0",,"0","0","8,000","44,000","-33,000","-8,000","2,023,000",,"-24,000",,,"0","-40,000",,,,,,,"386,000","16,000",,,,,,"0","0","0","0","0","0","3,241,000",,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-290,000","-111,000","-40,000","-47,000","-92,000","-26,000","-59,000","-14,000","-9,000","-35,000","-361,000","-42,000","-77,000","-65,000","-224,000","-193,000","-45,000","-206,000","-103,000","-147,000","-161,000","-117,000","-66,000","-15,000","-25,000","-91,000","-38,000","-25,000","-26,000","-27,000","-55,000","-18,000","-27,000","-60,000","-34,000","-21,000","-33,000","-37,000","96,000","-9,000","-31,000","-67,000","-88,000","-97,000","42,000","-61,000","-206,000","-57,000","-89,000","-118,000","-390,000","-329,000","-25,000","11,000",,,"-1,180,000","42,000","146,000","-104,000","-81,000","84,000","219,552","-371,176","-544,541","-499,335","-221,124","-382,662","-593,383","-697,237","-812,651","-696,464","-835,606","-645,689","-646,316","-676,661","-917,156","-794,662","-633,858","-825,121","-943,952"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,"41,000",,,"67,000","41,000",,,,,,"146,000","197,000",,,"130,000","163,000","107,000",,"51,000","54,000","19,000",,"10,000","11,000","11,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"17,711,000","7,078,000","2,608,000","2,899,000","5,126,000","1,415,000","3,112,000","900,000","410,000","1,612,000","15,734,000","1,807,000","3,327,000","2,774,000","8,752,000","7,644,000","1,643,000","2,987,000","1,922,000","2,993,000","1,983,000","1,440,000","999,000","803,000","1,287,000","4,997,000","2,451,000","1,440,000","1,371,000","1,487,000","2,985,000","1,052,000","1,199,000","2,353,000","1,293,000","604,000","959,000","938,000","-1,367,000","163,000","431,000","793,000","562,000","578,000","-196,000","185,000","545,000","177,000","166,000","217,000","715,000","601,000","47,000","-21,000","-156,000","-173,000","1,532,000","-69,000","-244,000","172,000","133,000","-138,000","-244,605","602,414","858,382","763,375","361,952","511,510","746,486","824,444","930,684","797,296","956,521","739,118","743,771","770,696","1,050,005","909,702","721,106","963,054","1,099,689"
BasicEPS,,"0.14","0.05","0.06","0.12","0.03","0.07","0.02","0.01","0.04","0.39","0.04","0.08","0.07","0.21","0.19","0.04","0.08","0.05","0.07","0.05","0.05","0.01","0.03","0.05","0.18","0.07","0.05","0.06","0.07","0.12","0.05","0.05","0.11","0.06","0.04","0.06","0.06","-0.08","0.01","0.04","0.07",,"0.05","-0.02","0.03",,"0.04","0.06","0.038",,"0.106","0.008","-0.004",,"-0.03","0.269","-0.012",,"0.052","0.041","-0.042",,"0.184","0.262","0.233",,"0.156","0.227","0.251",,"0.243","0.291","0.225",,"0.235","0.32","0.277",,"0.293","0.335"
