name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995
OperatingCashFlow,"99,032,000","27,055,000","16,529,000","28,041,000","27,407,000","33,371,000","15,934,000","22,003,000","12,651,000","28,177,000","9,827,000","30,426,000","23,133,000","111,566,000","7,801,000","19,259,000","15,394,000","29,986,000","11,787,000","10,838,000","7,412,000","19,027,000","14,149,000","-604,000","2,588,000","9,415,000","13,271,000","6,091,000","4,684,000","11,184,000","-1,394,000","13,172,000","4,066,000","1,821,000","7,011,000","18,722,000","5,595,000","15,637,000","8,888,000","4,842,000","5,219,000","7,397,000","7,487,000","4,721,000","5,772,000","4,372,000","2,350,000","11,394,000","10,292,000","840,000","-858,000","7,572,000","4,701,000","3,297,000","2,590,000","9,100,000","1,662,000","5,532,000","12,922,000","1,999,000","2,892,000","167,000","-4,789,000","1,070,000","885,000","1,825,000","6,943,000","1,282,000","529,000","2,462,000","1,735,000","1,550,000","5,223,000","5,472,000","-4,756,000","4,708,000","1,576,000","11,770,000","-4,147,000","-1,640,000","4,517,000","5,238,000","-1,278,000","6,583,000","-4,278,000","2,787,000","-27,822,000","13,538,000","8,701,000","7,510,000","5,907,000","2,000,000","-300,000","1,500,000","754,000","1,800,000"
	CashFlowFromContinuingOperatingActivities,"99,032,000","27,055,000","16,529,000","28,041,000","27,407,000","33,371,000","15,934,000","22,003,000","12,651,000","28,177,000","9,827,000","30,426,000","23,133,000","111,566,000","7,801,000","19,259,000","15,394,000","29,986,000","11,787,000","10,838,000","7,412,000","19,027,000","14,149,000","-604,000","2,588,000","9,415,000","13,271,000","6,091,000","4,684,000","11,184,000","-1,394,000","13,172,000","4,066,000","1,821,000","7,011,000","18,722,000","5,595,000","15,637,000","8,888,000","4,842,000","5,219,000","7,397,000","7,487,000","4,721,000","5,772,000","4,372,000","2,350,000","11,394,000","10,292,000","840,000","-858,000","7,572,000","4,701,000","3,297,000","2,590,000","9,100,000","1,662,000","5,532,000","12,922,000","1,999,000","2,892,000","167,000","-4,789,000","1,070,000","885,000","1,825,000","6,943,000","1,282,000","529,000","2,462,000","1,735,000","1,550,000","5,223,000","5,472,000","-4,756,000","4,708,000","1,576,000","11,770,000","-4,147,000","-1,640,000","4,517,000","5,238,000","-1,278,000","6,583,000","-4,278,000","2,787,000","-27,822,000","13,538,000","8,701,000","7,510,000","5,907,000","2,000,000","-300,000","1,500,000","754,000","1,800,000"
		NetIncomeFromContinuingOperations,"90,232,000","23,563,000","21,425,000","23,071,000","22,173,000","20,422,000","21,893,000","20,312,000","14,639,000","11,655,000","18,543,000","20,537,000","16,642,000","10,816,000","13,133,000","13,065,000","14,115,000","12,804,000","7,650,000","8,171,000","9,072,000","8,224,000","5,603,000","6,602,000","6,326,000","5,381,000","6,175,000","4,288,000","4,728,000","5,358,000","4,948,000","4,958,000","4,778,000","3,417,000","4,115,000","4,785,000","5,665,000","5,311,000","5,170,000","4,850,000","4,910,000","4,613,000","3,522,000","3,417,000","3,093,000","2,765,000","2,870,000","3,279,000","2,515,000","1,791,000","2,084,000","2,357,000","2,064,000","2,635,000","2,122,000","1,332,000","2,990,000","2,528,000","2,010,000","2,270,000","2,016,000","1,844,000","2,233,000","1,968,000","1,834,000","1,449,000","2,080,000","2,028,000","1,680,000","1,303,000","1,852,000","1,763,000","1,803,000","1,517,000","1,007,000","2,028,000","1,775,000","1,724,000","1,575,000","1,528,000","1,291,000","1,105,000","1,010,000","1,124,000","1,053,000","938,000","753,000","1,201,000","1,049,000","780,000","1,524,000","600,000","800,000","900,000","339,000","800,000"
		OperatingGainsLosses,"-15,894,000","-2,027,000","-4,167,000","-4,088,000","-5,612,000","-6,210,000","-10,437,000","-9,901,000","-6,868,000","-3,812,000","-3,129,000","-2,702,000","-1,978,000","-1,324,000","-1,123,000","-1,717,000","-1,896,000","-1,434,000","-1,988,000","-1,956,000","-2,051,000","-1,949,000","-3,465,000","-3,528,000","-4,296,000","-2,222,000","-2,305,000","-2,794,000","-2,642,000","-2,503,000","-2,294,000","-3,141,000","-2,537,000","-1,411,000","-1,214,000","-1,673,000","-2,807,000","-3,474,000","-3,997,000","-10,154,000","5,000","21,000","57,000","-1,075,000","-249,000","-304,000","-1,057,000","-1,349,000","-527,000","-276,000","-577,000","3,003,000","-2,960,000","-2,806,000","-840,000","-657,000","-647,000","-610,000","-754,000","-675,000","-600,000","-539,000","186,000","-708,000","-602,000","227,000","1,322,000","-500,000","-476,000","-410,000","-401,000","-785,000","-387,000","-553,000","-1,327,000","-845,000","-1,184,000","-1,021,000","-1,009,000","-1,402,000","-387,000","-491,000","-731,000","-572,000","-27,394,000","26,331,000","17,000","-345,000","71,000","-23,000",,,,,,"-800,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-41,000","-169,000","-135,000","-48,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"0","0","0","0","0","-914,000","-2,622,000","-1,088,000","-248,000","-339,000","-10,000","0","100,000","-15,000","332,000","122,000","0","-11,000","0","-6,000","3,000","-35,000","-961,000","0","-767,000","-108,000","-65,000","0","0","-124,000","0","-988,000","0","0","0","-6,000","0","-368,000","0","-2,000","0","0","-23,000","-1,115,000","-365,000","-274,000","-66,000","-336,000",,,"-373,000","-422,000",,,"0","0",,,,,,,,,"91,000","158,000",,,,,,,,,"-783,000","267,000",,,,,,"35,000",,"9,000",,,,,,,,,,,,"-800,000"
		DepreciationAmortizationDepletion,"11,488,000","2,641,000","3,084,000","2,691,000","2,737,000","2,657,000","3,050,000","2,630,000","2,299,000","2,610,000","2,624,000","2,684,000","2,831,000","1,549,000","1,768,000","1,745,000","1,486,000","1,814,000","1,633,000","1,483,000","1,419,000","1,401,000","1,485,000","1,327,000","1,280,000","1,183,000","1,132,000","1,137,000","927,000","956,000","973,000","1,001,000","961,000","844,000","834,000","836,000","837,000","849,000","887,000","690,000","652,000","646,000","1,351,000","1,227,000","1,127,000","1,126,000","1,225,000","1,165,000","1,005,000","871,000","785,000","808,000","745,000","671,000","339,000","818,000","542,000","622,000","717,000","617,000","559,000","506,000","870,000","449,000","681,000","711,000","648,000","455,000","518,000","660,000","692,000","508,000","503,000","485,000","437,000","1,216,000","251,000","492,000","373,000","337,000","357,000","377,000","371,000","364,000","1,306,000","-565,000","389,000","431,000","362,000","368,000",,,,,,
			DepreciationAndAmortization,"11,488,000","2,641,000","3,084,000","2,691,000","2,737,000","2,657,000","3,050,000","2,630,000","2,299,000","2,610,000","2,624,000","2,684,000","2,831,000","1,549,000","1,768,000","1,745,000","1,486,000","1,814,000","1,633,000","1,483,000","1,419,000","1,401,000","1,485,000","1,327,000","1,280,000","1,183,000","1,132,000","1,137,000","927,000","956,000","973,000","1,001,000","961,000","844,000","834,000","836,000","837,000","849,000","887,000","690,000","652,000","646,000","1,351,000","1,227,000","1,127,000","1,126,000","1,225,000","1,165,000","1,005,000","871,000","785,000","808,000","745,000","671,000","339,000","818,000","542,000","622,000","717,000","617,000","559,000","506,000","870,000","449,000","681,000","711,000","648,000","455,000","518,000","660,000","692,000","508,000","503,000","485,000","437,000","1,216,000","251,000","492,000","373,000","337,000","357,000","377,000","371,000","364,000","1,306,000","-565,000","389,000","431,000","362,000","368,000",,,,,,
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"652,000","641,000","623,000","604,000","605,000","603,000","566,000","546,000","547,000","566,000","587,000","580,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"699,000","586,000","504,000","522,000","620,000","562,000","439,000","325,000","238,000","242,000","158,000","91,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"699,000","586,000","504,000","522,000","620,000","562,000","439,000","325,000","238,000","242,000","158,000","91,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
