name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015
				AmortizationOfIntangiblesIncomeStatement,"9,100,000","2,000,000","2,400,000","2,400,000","2,300,000","2,500,000","2,600,000","2,900,000","3,000,000","3,400,000","4,000,000","4,000,000","4,000,000","4,600,000","4,600,000","4,500,000","4,600,000","4,331,000","4,739,000","4,507,000","5,109,000","2,695,000","2,614,000","2,475,000","2,505,000","2,200,000","2,243,000","2,148,000","2,148,000"
OperatingIncome,"50,800,000","3,800,000","4,600,000","13,800,000","28,500,000","34,700,000","10,700,000","10,200,000","8,300,000","-7,400,000","-4,100,000","2,600,000","17,200,000","18,000,000","-7,400,000","17,500,000","29,800,000","18,331,000","5,048,000","42,289,000","31,121,000","26,583,000","-12,790,000","26,922,000","24,637,000","19,912,000","4,451,000","26,298,000","20,191,000"
NetNonOperatingInterestIncomeExpense,"-13,200,000","-3,500,000","-3,400,000","-2,900,000","-3,400,000","-5,500,000","-5,500,000","-5,400,000","-5,700,000","-7,300,000","-7,300,000","-8,300,000","-8,400,000","-8,000,000","-7,800,000","-7,300,000","-6,800,000","-6,075,000","-5,417,000","-5,294,000","-4,560,000","-3,416,000","-7,478,000","-8,330,000","-7,364,000","-6,776,000","-6,687,000","-6,421,000","-6,722,000"
	InterestExpenseNonOperating,"13,200,000","3,500,000","3,400,000","2,900,000","3,400,000","5,500,000","5,500,000","5,400,000","5,700,000","7,300,000","7,300,000","8,300,000","8,400,000","8,000,000","7,800,000","7,300,000","6,800,000","6,075,000","5,417,000","5,294,000","4,560,000","3,416,000","7,478,000","8,330,000","7,364,000","6,776,000","6,687,000","6,421,000","6,722,000"
	TotalOtherFinanceCost,,,,,,,,,,,"7,300,000","8,300,000","8,400,000","8,000,000","7,800,000","7,300,000","6,800,000","6,075,000","5,417,000","5,294,000","4,560,000","3,416,000","7,478,000","8,330,000","7,364,000","6,776,000","6,687,000","6,421,000","6,722,000"
OtherIncomeExpense,"-14,900,000","-3,000,000","-3,700,000","-9,200,000","1,000,000","-1,400,000","-5,200,000","-17,400,000","-6,700,000","-3,000,000","-600,000","-7,600,000","-1,300,000","-1,900,000","-3,800,000","-35,900,000","-900,000","-1,936,000","-4,052,000","-1,037,000","-2,279,000","-12,255,000","-864,000","-714,000","-57,000","215,000","-2,965,000","-601,000","-909,000"
	GainOnSaleOfSecurity,,,,,,,"-3,800,000",,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-8,700,000","-3,000,000","-3,700,000","-3,000,000","1,000,000","-1,400,000","-5,200,000","-17,400,000","-6,700,000","-3,000,000","-600,000","-7,600,000","-1,300,000","-1,900,000","-3,800,000","-35,900,000","-900,000","-1,936,000","-4,052,000","-1,037,000","-2,279,000","-12,255,000","-864,000","-714,000","-57,000","215,000","-2,965,000","-601,000","-909,000"
		RestructuringAndMergernAcquisition,"8,100,000","2,900,000","3,700,000","1,500,000","0","0","1,400,000","7,200,000","2,500,000","-5,800,000","600,000","1,500,000","1,300,000","1,800,000","1,100,000","300,000","900,000","1,936,000","4,052,000","1,037,000","2,279,000","335,000","864,000","714,000","57,000","-215,000","2,965,000","601,000","909,000"
		ImpairmentOfCapitalAssets,,,,"1,500,000","0",,,"8,400,000","3,700,000","0","0","6,100,000","0","100,000","2,700,000","35,600,000",,,,,,,,,,,,,
		WriteOff,,,,,,,,,"3,700,000","0","0","6,100,000","0","100,000","2,700,000","35,600,000",,,,,,,,,,,,,
		OtherSpecialCharges,,,,"0",,"1,400,000",,,,,,,,,,,,,,"0",,"11,920,000",,,,,,,
		GainOnSaleOfBusiness,"900,000","-100,000","0","0","1,000,000","0","-3,800,000","-1,800,000","-500,000","-8,800,000",,,,,,,,,,,,,,,,,,,
PretaxIncome,"22,700,000","-2,700,000","-2,500,000","1,700,000","26,100,000","27,800,000","0","-12,600,000","-4,100,000","-17,700,000","-12,000,000","-13,300,000","7,500,000","8,100,000","-19,000,000","-25,700,000","22,100,000","10,320,000","-4,421,000","35,958,000","24,282,000","10,912,000","-21,132,000","17,878,000","17,216,000","13,351,000","-5,201,000","19,276,000","12,560,000"
TaxProvision,"1,900,000","-400,000","-1,800,000","1,700,000","2,400,000","7,200,000","0","-2,400,000","-500,000","-10,100,000","-2,600,000","-3,500,000","1,900,000","2,500,000","-4,400,000","-3,600,000","3,800,000","2,879,000","-13,842,000","13,288,000","9,091,000","4,099,000","-7,829,000","5,796,000","4,136,000","5,309,000","-2,191,000","6,765,000","4,286,000"
NetIncomeCommonStockholders,"20,800,000","-2,300,000","-700,000","0","23,700,000","20,600,000","0","-10,200,000","-3,600,000","-7,600,000","-9,400,000","-9,000,000","5,600,000","5,600,000","-14,600,000","-22,100,000","18,300,000","7,441,000","9,421,000","22,670,000","15,191,000","6,813,000","-13,303,000","25,221,000","13,080,000","8,042,000","-3,010,000","12,511,000","8,274,000"
	NetIncome,"20,800,000","-2,300,000","-700,000","0","23,700,000","20,600,000","0","-10,200,000","-3,600,000","-7,600,000","-9,400,000","-9,000,000","5,600,000","5,600,000","-14,600,000","-22,100,000","18,300,000","7,441,000","9,421,000","22,670,000","15,191,000","6,813,000","-13,303,000","12,082,000","13,080,000","8,042,000","-3,010,000","12,511,000","8,274,000"
		NetIncomeIncludingNoncontrollingInterests,"20,800,000","-2,300,000","-700,000","0","23,700,000","20,600,000","0","-10,200,000","-3,600,000","-7,600,000","-9,400,000","-9,800,000","5,600,000","5,600,000","-14,600,000","-22,100,000","18,300,000","7,441,000","9,421,000","22,670,000","15,191,000","6,813,000","-13,303,000","12,082,000","13,080,000","8,042,000","-3,010,000","12,511,000","8,274,000"
			NetIncomeContinuousOperations,"20,800,000","-2,300,000","-700,000","0","23,700,000","20,600,000","0","-10,200,000","-3,600,000","-7,600,000","-9,400,000","-9,800,000","5,600,000","5,600,000","-14,600,000","-22,100,000","18,300,000","7,441,000","9,421,000","22,670,000","15,191,000","6,813,000","-13,303,000","12,082,000","13,080,000","8,042,000","-3,010,000","12,511,000","8,274,000"
		MinorityInterests,,,,,,,,"0",,,,"800,000",,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"20,800,000","-2,300,000","-700,000","0","23,700,000","20,600,000","0","-10,200,000","-3,600,000","-7,600,000","-9,400,000","-9,000,000","5,600,000","5,600,000","-14,600,000","-22,100,000","18,300,000","7,441,000","9,421,000","22,670,000","15,191,000","6,813,000","-13,303,000","25,221,000","13,080,000","8,042,000","-3,010,000","12,511,000","8,274,000"
BasicEPS,,"-0.04","-0.01","0","0.37","0.32","0","-0.16","-0.06","-0.12","-0.15","-0.14","0.09","0.09","-0.23","-0.35","0.29","0.12","0.15","0.35","0.24","0.11","-0.26",,"0.204","0.125","-0.047",,"0.129"
DilutedEPS,,"-0.04","-0.01","0","0.36","0.31","0","-0.16","-0.06","-0.12","-0.15","-0.14","0.09","0.09","-0.23","-0.35","0.28","0.11","0.14","0.35","0.23","0.1","-0.26",,"0.204","0.125","-0.047",,"0.129"
BasicAverageShares,,"61,667,009","62,803,784","63,791,337","64,125,216","64,024,379","63,445,973","63,142,857","63,134,486","63,108,468","62,783,080","62,532,440","62,641,436","62,957,854","63,023,076","63,101,433","63,993,398","64,577,469","64,287,052","63,993,317","63,769,388","63,722,795","51,360,163",,"64,087,164","64,087,164","64,087,164",,"64,087,164"
DilutedAverageShares,,"61,667,009","62,803,784","65,204,303","65,918,089","65,718,153","63,445,973","63,142,857","63,134,486","63,108,468","62,783,080","62,532,440","63,424,605","63,347,614","63,023,076","63,443,646","64,847,561","66,267,594","66,496,919","65,630,285","65,528,691","65,501,330","51,360,163",,"64,273,685","64,273,685","64,273,685",,"64,273,685"
TotalOperatingIncomeAsReported,"41,200,000","900,000","900,000","10,800,000","28,500,000","34,700,000","9,700,000","-2,100,000","2,100,000","-13,500,000","-4,700,000","-5,000,000","15,900,000","16,100,000","-11,200,000","-18,400,000","28,900,000","16,395,000","996,000","41,252,000","28,842,000","26,248,000","-13,654,000","26,208,000","24,580,000","20,127,000","1,486,000","25,697,000","19,282,000"
TotalExpenses,"2,245,700,000","572,500,000","532,400,000","576,100,000","564,800,000","608,900,000","543,300,000","606,100,000","573,900,000","554,400,000","536,200,000","650,300,000","599,800,000","597,000,000","526,100,000","642,400,000","567,900,000","590,603,000","509,807,000","641,639,000","564,481,000","518,733,000","455,727,000","517,830,000","503,601,000","460,317,000","368,329,000","436,731,000","430,152,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"20,800,000","-2,300,000","-700,000","0","23,700,000","20,600,000","0","-10,200,000","-3,600,000","-7,600,000","-9,400,000","-9,000,000","5,600,000","5,600,000","-14,600,000","-22,100,000","18,300,000","7,441,000","9,421,000","22,670,000","15,191,000","6,813,000","-13,303,000","12,082,000","13,080,000","8,042,000","-3,010,000","12,511,000","8,274,000"
NormalizedIncome,"34,452,863.436","256,000","1,520,000","6,716,000","22,791,000","21,638,800","5,200,000","3,885,714.286","2,322,800","-5,410,000","-8,932,000","-3,400,000","6,565,900","6,914,800","-11,685,400","8,771,206.226","19,045,200","8,836,856","12,378,960","23,323,784.693","16,617,654","14,460,120","-12,759,544","12,564,523.101","13,123,306.227","7,912,570","-1,127,225","12,901,076.313","8,872,810.987"
InterestExpense,"13,200,000","3,500,000","3,400,000","2,900,000","3,400,000","5,500,000","5,500,000","5,400,000","5,700,000","7,300,000","7,300,000","8,300,000","8,400,000","8,000,000","7,800,000","7,300,000","6,800,000","6,075,000","5,417,000","5,294,000","4,560,000","3,416,000","7,478,000","8,330,000","7,364,000","6,776,000","6,687,000","6,421,000","6,722,000"
NetInterestIncome,"-13,200,000","-3,500,000","-3,400,000","-2,900,000","-3,400,000","-5,500,000","-5,500,000","-5,400,000","-5,700,000","-7,300,000","-7,300,000","-8,300,000","-8,400,000","-8,000,000","-7,800,000","-7,300,000","-6,800,000","-6,075,000","-5,417,000","-5,294,000","-4,560,000","-3,416,000","-7,478,000","-8,330,000","-7,364,000","-6,776,000","-6,687,000","-6,421,000","-6,722,000"
EBIT,"35,900,000","800,000","900,000","4,600,000","29,500,000","33,300,000","5,500,000","-7,200,000","1,600,000","-10,400,000","-4,700,000","-5,000,000","15,900,000","16,100,000","-11,200,000","-18,400,000","28,900,000","16,395,000","996,000","41,252,000","28,842,000","14,328,000","-13,654,000","26,208,000","24,580,000","20,127,000","1,486,000","25,697,000","19,282,000"
EBITDA,"69,500,000"
ReconciledCostOfRevenue,"2,017,200,000","512,500,000","474,000,000","519,200,000","511,500,000","550,600,000","486,300,000","548,100,000","509,500,000","487,100,000","477,900,000","584,300,000","538,700,000","535,800,000","464,600,000","579,100,000","511,018,000","529,298,000","456,025,000","581,200,000","511,169,000","467,313,000","390,610,000","467,430,000","459,934,000","418,322,000","335,212,000","404,635,000","401,935,000"
ReconciledDepreciation,"33,600,000","8,700,000","9,600,000","7,800,000","7,500,000","8,100,000","8,600,000","9,300,000","9,200,000","10,900,000","10,800,000","10,900,000","11,000,000","11,400,000","12,400,000","12,100,000","11,782,000","11,101,000","11,017,000","11,001,000","11,537,000","7,853,000","7,421,000","7,478,000","6,856,000","5,387,000","4,872,000","4,854,000","2,148,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"20,800,000","-2,300,000","-700,000","0","23,700,000","20,600,000","0","-10,200,000","-3,600,000","-7,600,000","-9,400,000","-9,000,000","5,600,000","5,600,000","-14,600,000","-22,100,000","18,300,000","7,441,000","9,421,000","22,670,000","15,191,000","6,813,000","-13,303,000","12,082,000","13,080,000","8,042,000","-3,010,000","12,511,000","8,274,000"
TotalUnusualItemsExcludingGoodwill,"-14,900,000","-3,000,000","-3,700,000","-9,200,000","1,000,000","-1,400,000","-5,200,000","-17,400,000","-6,700,000","-3,000,000","-600,000","-7,600,000","-1,300,000","-1,900,000","-3,800,000","-35,900,000","-900,000","-1,936,000","-4,052,000","-1,037,000","-2,279,000","-12,255,000","-864,000","-714,000","-57,000","215,000","-2,965,000","-601,000","-909,000"
TotalUnusualItems,"-14,900,000","-3,000,000","-3,700,000","-9,200,000","1,000,000","-1,400,000","-5,200,000","-17,400,000","-6,700,000","-3,000,000","-600,000","-7,600,000","-1,300,000","-1,900,000","-3,800,000","-35,900,000","-900,000","-1,936,000","-4,052,000","-1,037,000","-2,279,000","-12,255,000","-864,000","-714,000","-57,000","215,000","-2,965,000","-601,000","-909,000"
NormalizedEBITDA,"84,400,000","12,500,000","14,200,000","21,600,000","36,000,000","42,800,000","19,300,000","19,500,000","17,500,000","3,500,000","6,700,000","13,500,000","28,200,000","29,400,000","5,000,000","29,600,000","41,582,000","29,432,000","16,065,000","53,290,000","42,658,000","34,436,000","-5,369,000","34,400,000","31,493,000","25,299,000","9,323,000","31,152,000","22,339,000"
TaxRateForCalcs,"0.084","0.148","0.4","0.27","0.091","0.258","0","0.19","0.116","0.27","0.22","0.263","0.257","0.308","0.233","0.14","0.172","0.279","0.27","0.37","0.374","0.376","0.371","0.324","0.24","0.398","0.365","0.351","0.341"
TaxEffectOfUnusualItems,"-1,247,136.564","-444,000","-1,480,000","-2,484,000","91,000","-361,200","0","-3,314,285.714","-777,200","-810,000","-132,000","-2,000,000","-334,100","-585,200","-885,400","-5,028,793.774","-154,800","-540,144","-1,094,040","-383,215.307","-852,346","-4,607,880","-320,544","-231,476.899","-13,693.773","85,570","-1,082,225","-210,923.687","-310,189.013"
