name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,07/31/1988,04/30/1988,01/31/1988,10/31/1987,07/31/1987,04/30/1987,01/31/1987,10/31/1986,07/31/1986
MarketCap,"783,385,933","776,333,500","993,077,196","1,138,901,779","1,233,201,989","1,671,037,505","1,470,086,922","1,403,813,208","1,369,599,970","870,193,267","1,855,853,333","1,677,940,600","1,435,294,599","1,515,232,908","1,186,739,802","1,051,935,535","1,467,750,144","1,438,822,388","2,377,827,380","1,555,654,417","1,599,001,891","1,491,778,237","1,155,755,780","1,215,084,318","1,209,516,313","1,185,519,147","1,123,082,778","1,181,885,935","1,069,468,623","815,239,319","651,047,715","646,263,370","455,971,362","464,443,702","545,178,319","521,829,859","522,609,706","498,779,817","406,832,907","333,580,960","240,914,239","258,395,150","204,481,822","244,222,656","237,611,818","290,032,730","266,327,445","252,042,070","235,093,990","328,288,226","285,242,247","277,988,969","331,269,011","291,267,050","211,437,359","260,167,018","331,032,360","267,015,972","297,935,616","365,996,483","433,060,466","515,575,051","702,943,800","577,173,428","540,280,980","554,717,320","500,749,875","510,163,359","577,609,909","522,097,036","684,508,601","611,835,939","467,139,076","528,276,762","503,750,839","398,883,672","407,283,164","387,440,699","284,886,998","431,666,815","373,976,852","558,822,269","488,322,863","281,812,746","387,292,562","222,902,175","162,834,353","145,746,078","154,602,101","161,217,853","142,313,142","176,906,390","260,534,212","304,771,197","299,389,023","203,733,400","216,837,723","235,976,801","160,370,099","164,629,870","112,241,440","97,506,254","140,561,500","64,277,424","40,078,500","36,624,912","30,428,000","36,119,000","41,739,500","42,481,926","42,470,674","43,406,750","39,579,750","42,361,875","35,753,250","30,108,000","30,797,048","29,086,823","29,086,823","22,243,186","22,243,186","29,086,823","29,086,823","23,953,411","27,374,545","29,086,823","18,820,684","25,664,320","40,206,363","54,734,545","46,127,728","46,962,500","102,795,186","89,515,909","71,587,571","76,268,863","68,736,136","63,329,007","64,270,598","51,626,085","103,325,688","105,221,370","96,452,980","87,921,722","78,350,577"
EnterpriseValue,"1,387,125,933","1,406,058,500","1,614,635,196","1,732,178,779","1,793,524,989","2,225,219,505","2,048,563,922","2,003,749,208","2,001,027,970","1,520,146,267","2,516,188,333","2,353,000,600","2,067,629,599","2,182,841,908","1,846,751,802","1,746,144,535","2,195,380,144","2,187,647,388","2,175,579,380","1,343,209,417","1,387,150,891","1,297,852,237","966,107,780","1,020,141,318","1,033,355,313","1,023,048,147","951,434,778","1,013,913,935","907,382,623","674,927,319","523,815,715","529,864,370","341,870,362","363,137,702","451,641,319","446,238,859","450,387,706","457,240,817","368,462,907","295,210,960","204,723,239","216,440,150","170,113,822","212,415,656","207,774,818","263,226,730","239,521,445","226,610,070","208,335,990","301,530,226","242,892,247","232,422,969","285,703,011","235,780,050","176,974,359","225,704,018","297,353,360","236,990,972","269,567,616","347,248,483","409,062,466","485,212,051","661,598,800","537,270,428","498,778,980","551,601,320","497,633,875","502,134,359","583,466,909","522,811,036","685,222,601","596,289,939","456,723,076","517,860,762","500,025,839","395,158,672","408,088,164","391,876,699","293,950,998","442,417,815","386,448,852","563,355,269","498,430,863","290,773,746","398,039,562","240,125,175","188,742,353","173,257,078","178,154,101","179,878,853","160,974,142","180,740,390","259,778,212","304,015,197","290,535,023","190,829,400","203,933,723","222,769,801","151,287,099","155,546,870","103,895,440","93,033,254","142,161,500","68,177,424","45,078,500","45,024,912","47,528,000","52,519,000","56,839,500","59,481,926","59,470,674","59,106,750","62,579,750","66,561,875","59,953,250","61,008,000","62,197,048","60,486,823","62,086,823","61,743,186","61,743,186","68,086,823","64,986,823","53,853,411","56,774,545","60,286,823","51,020,684","58,364,320","71,706,363","85,634,545","78,427,728","74,562,500","130,395,186","123,015,909","105,087,571","109,768,863","102,236,136","81,429,007","82,370,598","69,726,085","121,425,688","123,321,370","118,252,980","109,721,722","100,150,577"
PeRatio,,,"41.331","25.554","21.522","24.558","22.826","21.739","18.24","10.386","20.806","19.792","17.567","19.423","19.164","15.822","22.135","22.038","29.989","22.055","22.615","22.469","18.117","18.816","20.793","21.113","21.767","28.622","29.756","26.968","25.547","27.83","22.443","23.085","27.865","32.305","52.561",,,,,,,,,,,,,,,,,,,,,"65.069","30.406","23.925","19.263","16.917","18.276","14.282","14.338","21.457","19.29","18.545","16.687","14.673","19.115","18.315","14.976","16.895","17.271","13.712","13.608","12.326","8.601","12.763","11.396","17.732","16.445","11.077","18.359","11.791","10.763","10.206","10.405","10.114","8.952","10.023","15.081","17.661","19.625","14.054","15","18.333","13.751","14.167","10.14","9.216","14.147","7.615","7.192","9.439","11.111","10.795","9.167","8.037","8.037","8.582","18.103","25.568","21.591","133.333",,,,,,,,,,,,,,"90.909","13.34","10.246","14.572","13.328","10.662","13.149","12.962","10.615","9.576","9.215","16.74","15.018","12.707","11.583","12.855"
ForwardPeRatio,"6.519","5.698","7.003","12.723","10.152","13.831","11.655","14.045","17.762","9.542","13.755","12.723","10.684","12.107","8.937","8.432","11.468","11.198","26.11","19.763","20.121","19.268","15.06","18.762","18.282","17.182","16.949","25.126","20.243","19.57","16.077","19.96","15.083","14.993","16.34","19.802","26.178","35.971","48.544","111.111",,"208.333",,,,,,,,,,"102.041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.447","2.008","2.495","1.885","1.875","2.042","2.478","3.273","4.494","6.077","13.889",,"26.09",,,,,,,,,"-8.936","7.83",,,"-2.261","-2.786","-3.544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.422","0.428","0.561","0.649","0.725","1.014","0.9","0.87","0.828","0.525","1.132","1.035","0.894","0.957","0.783","0.735","1.118","1.225","2.096","1.51","1.562","1.489","1.191","1.26","1.289","1.309","1.275","1.394","1.278","1","0.828","0.848","0.633","0.656","0.775","0.772","0.816","0.827","0.715","0.591","0.452","0.501","0.406","0.493","0.525","0.658","0.604","0.607","0.575","0.804","0.596","0.548","0.653","0.533","0.388","0.478","0.586","0.455","0.499","0.594","0.669","0.725","0.896","0.715","0.663","0.701","0.63","0.636","0.765","0.715","0.932","0.888","0.71","0.802","0.857","0.68","0.723","0.715","0.535","0.846","0.748","1.142","1.014","0.628","0.899","0.539","0.392","0.359","0.39","0.43","0.381","0.516","0.809","0.947","1.105","0.801","0.855","0.989","0.7","0.721","0.506","0.446","0.652","0.302","0.194","0.186","0.156","0.186","0.214","0.232","0.232","0.238","0.233","0.257","0.217","0.203","0.204","0.192","0.227","0.158","0.158","0.208","0.221","0.149","0.187","0.197","0.116","0.167","0.261","0.354","0.297","0.296","0.64","0.589","0.472","0.534","0.53","0.505","0.483","0.477","0.867","0.882","1.529","1.393","2.403"
PbRatio,"1.014","1.034","1.336","1.545","1.655","2.189","1.974","1.946","1.955","1.262","2.75","2.577","2.314","2.492","1.925","1.725","2.523","2.557","6.338","4.177","4.537","4.548","3.666","4.028","4.313","4.259","4.213","4.752","4.653","3.603","3.044","3.252","2.393","2.573","3.155","3.295","3.575","3.551","3.014","2.471","1.84","1.987","1.519","1.629","1.545","1.83","1.678","1.466","1.343","1.873","1.482","1.406","1.673","1.43","0.996","1.225","1.556","1.244","1.412","1.685","1.958","2.28","2.778","2.32","2.166","2.473","2.232","2.219","2.684","2.405","3.153","3.043","2.419","2.735","2.895","2.292","2.431","2.42","1.729","2.742","2.517","3.849","3.658","2.256","3.276","2.035","1.555","1.436","1.582","1.801","1.59","2.136","3.326","3.891","4.38","3.212","3.419","3.99","3.042","3.123","2.298","2.106","3.239","1.553","1.055","1.023","0.908","1.095","1.292","1.388","1.388","1.471","1.499","1.681","1.419","1.26","1.273","1.202","1.207","0.939","0.939","1.178","1.089","0.826","0.951","1.013","0.656","0.831","1.289","1.749","1.419","1.151","2.519","2.696","2.156","2.297","2.07","2.278","2.312","1.857","3.717","3.785","9.014","8.217","7.322"
EnterprisesValueRevenueRatio,"0.747","2.803","3.512","3.822","4.052","4.701","4.743","4.467","5.13","3.808","6.358","5.497","4.838","5.358","4.808","4.11","5.118","5.39","7.43","4.889","5.011","5.016","3.876","3.863","4.003","4.246","4.352","3.956","3.925","3.262","2.772","2.434","1.613","1.923","2.672","2.342","2.529","2.673","2.435","1.848","1.381","1.589","1.418","1.654","1.584","2.119","2.149","2.106","1.906","2.682","2.722","2.233","2.833","1.676","1.349","1.673","2.137","1.654","2.029","2.167","2.463","2.921","4.104","2.549","2.239","2.549","2.603","2.341","2.707","2.524","3.741","2.994","2.435","2.871","3.07","2.333","2.634","2.715","2.151","3.052","2.811","4.704","3.886","2.241","3.282","2.359","1.865","1.616","1.673","1.761","1.755","1.821","2.758","3.243","3.579","2.403","2.806","3.304","2.724","2.479","1.856","1.621","2.755","1.196","0.844","0.846","1.016","1.074","1.202","1.197","1.236","1.095","1.375","1.469","1.434","1.374","1.563","1.362","1.544","1.439","1.555","1.897","2.196","1.496","1.581","1.689","1.505","1.43","1.82","2.219","2.228","1.832","3.301","3.091","2.695","2.583","2.771","2.431","2.746","2.033","3.818","4.209","4.513","3.44","3.526"
EnterprisesValueEBITDARatio,"21.736","31.986","-40.39","59.714","58.184","46.239","38.244","32.692","35.348","46.345","45.286","34.332","27.985","35.537","32.674","30.075","33.27","36.555","114.824","36.374","37.502","40.769","35.695","30.936","28.221","39.886","41.2","31.154","33.197","31.074","35.809","32.75","20.228","27.378","51.259","35.819","31.255","36.547","52.428","40.798","40.628","-74.635","-17.353","188.646","94.314","79.142","-91.177","-44.802","124.454","83.48","-34.969","-271.84","-211.163","60.659","20.27","29.998","34.742","25.563","65.034","34.501","25.4","26.982","48.243","22.937","16.518","17.795","26.039","26.273","27.509","24.113","33.237","22.508","19.873","25.166","25.602","19.189","21.038","20.445","15.79","19.863","17.629","26.603","26.535","15.102","21.748","14.377","16.937","15.605","13.651","15.334","19.161","18.307","23.837","28.721","35.165","19.455","22.796","26.782","24.891","18.257","16.836","13.649","25.386","8.971","8.348","7.763","14.853","16.412","21.052","11.896","15.249","10.946","14.9","16.235","16.654","20.336","34.554","17.79","41.391","22.051","102.905","-52.374","-46.419","22.439","27.035","26.212","-36.443","36.478","35.853","856.345","35.649","1.832","3.301","-1.185","2.695","2.583","2.771","-0.957","2.746","2.033","3.818","-1.71","4.513","3.44","3.526"
