name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"1,291,066,000","457,290,000","267,154,000","375,222,000","191,400,000","386,399,000","229,233,000","314,096,000","257,319,000","63,520,000","223,467,000","174,443,000","149,277,000","88,519,000","420,330,000","174,028,000","91,800,000","138,094,000","87,466,000","102,223,000","93,529,000","35,408,000","80,729,000","83,010,000","85,608,000","57,823,000","57,730,000","83,908,000","48,118,000","28,130,000","1,833,000","-64,000","-32,875,000","-18,640,000","-24,304,000","3,133,000","1,421,000","-47,357,000","-65,222,000","-116,018,000","-72,745,000","-97,621,000","-65,412,000","-60,138,000","-72,217,000","-50,778,000","-51,244,000","-85,324,000","-128,941,000","-182,232,000"
	CashFlowFromContinuingOperatingActivities,"1,291,066,000","457,290,000","267,154,000","375,222,000","191,400,000","386,399,000","229,233,000","314,096,000","257,319,000","63,520,000","223,467,000","174,443,000","149,277,000","88,519,000","420,330,000","174,028,000","91,800,000","138,094,000","87,466,000","102,223,000","93,529,000","35,408,000","80,729,000","83,010,000","85,608,000","57,823,000","57,730,000","83,908,000","48,118,000","28,130,000","1,833,000","-64,000","-32,875,000","-18,640,000","-24,304,000","3,133,000","1,421,000","-47,357,000","-65,222,000","-116,018,000","-72,745,000","-97,621,000","-65,412,000","-60,138,000","-72,217,000","-50,778,000","-51,244,000","-85,324,000","-128,941,000","-182,232,000"
		NetIncomeFromContinuingOperations,"383,320,000","67,150,000","125,255,000","86,941,000","103,974,000","98,814,000","85,737,000","66,559,000","76,508,000","-30,951,000","89,456,000","76,219,000","81,451,000","65,972,000","52,403,000","97,328,000","89,900,000","85,235,000","417,794,000","67,779,000","66,407,000","62,293,000","63,294,000","50,848,000","56,725,000","54,874,000","56,263,000","102,303,000","46,637,000","46,457,000","46,834,000","53,567,000","48,543,000","55,271,000","52,393,000","54,309,000","54,008,000","48,226,000","62,502,000","49,557,000","48,929,000","50,272,000","41,280,000","45,553,000","43,995,000","-67,660,000","27,813,000","45,039,000","51,164,000","60,719,000"
		OperatingGainsLosses,"-18,029,000","8,692,000","-19,593,000","-739,000","-6,389,000","-4,119,000","-9,628,000","-10,134,000","-11,162,000","-13,000","-9,337,000","-5,202,000","-6,237,000","-8,721,000","-3,987,000","-12,257,000","-7,148,000","-7,182,000","-30,644,000","-35,778,000","-8,584,000","-13,499,000","-17,079,000","-3,944,000","-12,500,000","-12,687,000","-23,327,000","-26,008,000","-23,094,000","-27,342,000","-9,964,000","-19,109,000","-12,161,000","-32,754,000","-10,154,000","-21,577,000","-20,001,000","-20,290,000","-40,356,000","8,084,000","9,328,000","-2,279,000","21,949,000","16,076,000","-12,211,000","-14,070,000","20,641,000","-4,902,000","28,093,000","21,535,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-5,288,000",,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,000","0",,,"0",,,
			GainLossOnInvestmentSecurities,"3,787,000","7,868,000","-590,000","664,000","-4,155,000","-2,365,000","-7,203,000","-7,181,000","-6,836,000","3,453,000","-7,438,000","-3,835,000","-4,116,000","-5,785,000","-221,000","-432,000","-2,142,000","-364,000","-4,272,000","-26,931,000","-627,000","-1,636,000","-4,396,000","-3,008,000","-3,858,000","-3,199,000","-2,987,000","-2,343,000","-1,128,000","-2,022,000","-2,703,000","-795,000","0","-361,000","-2,341,000","-1,066,000","-3,536,000","-1,686,000",,,,,,,,"-3,000","-1,294,000","-518,000","2,836,000","-26,000"
		DepreciationAmortizationDepletion,"62,920,000","15,565,000","17,467,000","17,863,000","12,025,000","9,940,000","9,987,000","10,174,000","19,302,000","4,799,000","12,551,000","9,452,000","6,350,000","6,753,000","23,311,000","-7,826,000","-19,345,000","-18,421,000","-7,686,000","-6,336,000","-10,245,000","-9,326,000","-6,146,000","-15,998,000","-18,715,000","-16,676,000","-28,723,000","-27,982,000","-30,080,000","-34,201,000","-45,633,000","-57,806,000","-58,284,000","-65,158,000","-73,468,000","-84,201,000","-96,163,000","-96,972,000","-470,154,000","3,743,000","3,511,000","3,382,000","2,654,000","2,225,000","1,905,000","1,203,000","-5,386,000","-5,534,000","-17,898,000","606,000"
			DepreciationAndAmortization,"62,920,000","15,565,000","17,467,000","17,863,000","12,025,000","9,940,000","9,987,000","10,174,000","19,302,000","4,799,000","12,551,000","9,452,000","6,350,000","6,753,000","23,311,000","-7,826,000","-19,345,000","-18,421,000","-7,686,000","-6,336,000","-10,245,000","-9,326,000","-6,146,000","-15,998,000","-18,715,000","-16,676,000","-28,723,000","-27,982,000","-30,080,000","-34,201,000","-45,633,000","-57,806,000","-58,284,000","-65,158,000","-73,468,000","-84,201,000","-96,163,000","-96,972,000","-470,154,000","3,743,000","3,511,000","3,382,000","2,654,000","2,225,000","1,905,000","1,203,000","-5,386,000","-5,534,000","-17,898,000","606,000"
				Depreciation,"79,305,000","18,947,000","22,378,000","19,033,000","18,947,000","18,142,000","18,131,000","18,686,000","25,372,000","10,319,000","19,320,000","17,550,000","17,384,000","18,171,000","12,796,000","20,081,000","15,759,000","15,632,000","16,348,000","15,367,000","15,243,000","14,594,000","17,473,000","12,958,000","12,794,000","13,219,000","12,646,000","11,267,000","10,181,000","9,296,000","8,744,000","7,877,000","7,550,000","7,381,000","7,077,000","5,914,000","5,368,000","4,825,000",,,,,,,,,"1,634,000","634,000",,
