name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"369,571,000","49,308,000","113,998,000","80,691,000","125,574,000","65,353,000","118,294,000","87,485,000","106,762,000","75,421,000","102,012,000","89,645,000","100,182,000","48,555,000","96,645,000","84,643,000","95,228,000","60,880,000","79,001,000","88,021,000","93,508,000","47,013,000","55,438,000","51,857,000","55,948,000","40,452,000","52,436,000","51,493,000","49,971,000","37,195,000","38,949,000","56,338,000","39,763,000","33,449,000","29,149,000","46,857,000","43,881,000","27,937,000","32,982,000","35,942,000","21,756,000","26,105,000","25,547,000","25,474,000","35,676,000","25,110,000","8,880,000","17,847,000","19,230,000","12,546,000","5,033,000","1,718,000","8,355,000","5,895,000"
	CashFlowFromContinuingOperatingActivities,"369,571,000","49,308,000","113,998,000","80,691,000","125,574,000","65,353,000","118,294,000","87,485,000","106,762,000","75,421,000","102,012,000","89,645,000","100,182,000","48,555,000","96,645,000","84,643,000","95,228,000","60,880,000","79,001,000","88,021,000","93,508,000","47,013,000","55,438,000","51,857,000","55,948,000","40,452,000","52,436,000","51,493,000","49,971,000","37,195,000","38,949,000","56,338,000","39,763,000","33,449,000","29,149,000","46,857,000","43,881,000","27,937,000","32,982,000","35,942,000","21,756,000","26,105,000","25,547,000","25,474,000","35,676,000","25,110,000","8,880,000","17,847,000","19,230,000","12,546,000","5,033,000","1,718,000","8,355,000","5,895,000"
		NetIncomeFromContinuingOperations,"96,057,000","18,666,000","16,610,000","22,042,000","38,739,000","22,393,000","28,507,000","-6,932,000","13,725,000","18,208,000","9,036,000","-8,577,000","16,598,000","13,701,000","15,605,000","176,348,000","15,657,000","10,016,000","43,472,000","13,957,000","-5,852,000","14,000,000","17,154,000","6,639,000","13,516,000","10,036,000","10,573,000","6,554,000","9,488,000","6,942,000","21,457,000","16,220,000","2,883,000","5,434,000","4,062,000","5,005,000","14,233,000","1,384,000","-1,817,000","-2,931,000","-19,313,000","-307,000","2,007,000","234,000","1,162,000","2,190,000","-8,690,000","1,008,000","245,000","-482,000","-4,364,000","-10,074,000","-3,535,000","-6,800,000"
		OperatingGainsLosses,"-38,730,000","-396,000","-4,632,000","-543,000","-33,159,000","-392,000","-7,988,000","27,304,000","-379,000","-2,413,000","-309,000","21,224,000","-548,000","-449,000","-1,269,000","-165,712,000","-403,000","-570,000","-38,200,000","456,000","10,278,000","-810,000","-8,239,000","1,694,000","-3,532,000","2,792,000","-2,326,000","2,245,000","-1,435,000","2,010,000","-14,115,000","-9,302,000","2,215,000","841,000","-2,223,000","1,955,000","-8,922,000","-1,606,000",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"4,000","-6,332,000","-143,000",,,"-7,599,000","0","0","-1,991,000","117,000","0","0","37,000","395,000",,,,"-37,799,000","0","-45,000","-842,000","-8,242,000","-1,306,000","-3,554,000","2,792,000","-2,310,000","2,231,000","-1,314,000","2,010,000","-14,115,000","-14,330,000","2,580,000","841,000","-2,223,000","1,955,000","-8,922,000","-1,606,000",,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-1,612,000","-400,000","-406,000","-400,000","-406,000","-392,000","-389,000","-422,000","-379,000","-422,000","-426,000","-422,000","-548,000","-486,000","-330,000","-432,000","-403,000","-570,000","-401,000","-318,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"282,638,000","71,009,000","70,968,000","70,270,000","70,391,000","71,671,000","71,196,000","67,119,000","71,775,000","72,949,000","77,577,000","70,461,000","66,403,000","66,528,000","67,891,000","68,373,000","66,874,000","68,303,000","69,987,000","68,521,000","54,323,000","46,213,000","46,557,000","47,366,000","44,271,000","37,091,000","38,903,000","39,806,000","37,117,000","35,788,000","36,020,000","34,178,000","32,879,000","34,111,000","33,250,000","29,077,000","29,013,000","28,564,000","28,634,000","28,975,000","30,250,000","26,716,000","27,613,000","25,359,000","27,075,000","23,998,000","21,564,000","18,560,000","12,674,000","19,880,000","12,720,000","11,977,000","11,711,000","12,400,000"
			DepreciationAndAmortization,"282,638,000","71,009,000","70,968,000","70,270,000","70,391,000","71,671,000","71,196,000","67,119,000","71,775,000","72,949,000","77,577,000","70,461,000","66,403,000","66,528,000","67,891,000","68,373,000","66,874,000","68,303,000","69,987,000","68,521,000","54,323,000","46,213,000","46,557,000","47,366,000","44,271,000","37,091,000","38,903,000","39,806,000","37,117,000","35,788,000","36,020,000","34,178,000","32,879,000","34,111,000","33,250,000","29,077,000","29,013,000","28,564,000","28,634,000","28,975,000","30,250,000","26,716,000","27,613,000","25,359,000","27,075,000","23,998,000","21,564,000","18,560,000","12,674,000","19,880,000","12,720,000","11,977,000","11,711,000","12,400,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,002,000",,,,,,,,,,,,
		AssetImpairmentCharge,,,"6,113,000","0",,,,,,,,,"0","0","0","4,281,000","-3,000","4,609,000","8,632,000","408,000","5,217,000","103,000","3,418,000","122,000","294,000","92,000","1,011,000","454,000","1,798,000","146,000","-173,000","525,000","-139,000","99,000","346,000","97,000","184,000","-174,000",,,,,,,,,,,,,,,,
