name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"-1,106,367,000","154,374,000","-528,222,000","-749,740,000","17,221,000","270,766,000","519,399,000","-243,589,000","579,006,000","190,732,000","556,592,000","-86,941,000","-390,132,000","-92,718,000","410,823,000","322,314,000","-240,063,000","92,396,000","-24,411,000","122,609,000","-149,016,000","-196,021,000","355,460,000","52,620,000","17,421,000","131,129,000","352,819,000","-35,265,000","180,806,000","114,146,000","-15,835,000","6,102,000","126,118,000","104,324,000","601,456,000","-293,482,000","-66,515,000","84,855,000","34,131,000","40,721,000","16,603,000","174,127,000","8,354,000","163,161,000","-45,892,000","-46,219,000","-113,974,000","-4,737,000","15,449,000","3,591,000"
	CashFlowFromContinuingOperatingActivities,"-1,106,367,000","154,374,000","-528,222,000","-749,740,000","17,221,000","270,766,000","519,399,000","-243,589,000","579,006,000","190,732,000","556,592,000","-86,941,000","-390,132,000","-92,718,000","410,823,000","322,314,000","-240,063,000","92,396,000","-24,411,000","122,609,000","-149,016,000","-196,021,000","355,460,000","52,620,000","17,421,000","131,129,000","352,819,000","-35,265,000","180,806,000","114,146,000","-15,835,000","6,102,000","126,118,000","104,324,000","601,456,000","-293,482,000","-66,515,000","84,855,000","34,131,000","40,721,000","16,603,000","174,127,000","8,354,000","163,161,000","-45,892,000","-46,219,000","-113,974,000","-4,737,000","15,449,000","3,591,000"
		NetIncomeFromContinuingOperations,"754,214,000","384,314,000","103,029,000","140,487,000","126,384,000","122,526,000","114,655,000","164,734,000","152,961,000","-66,269,000","177,980,000","150,001,000","132,446,000","76,508,000","99,932,000","89,381,000","117,090,000","104,794,000","93,881,000","92,799,000","123,233,000","102,854,000","122,721,000","105,813,000","112,071,000","27,046,000","96,648,000","117,116,000","117,640,000","120,779,000","91,885,000","167,390,000","120,382,000","120,881,000","91,967,000","91,601,000","63,338,000","63,424,000","58,433,000","50,342,000","44,619,000","50,288,000","41,068,000","14,503,000","33,312,000","31,725,000","17,889,000","23,283,000","11,410,000","6,260,000"
		OperatingGainsLosses,"-251,140,000","-198,996,000","-29,356,000","-18,865,000","-3,923,000","-41,998,000","-1,375,000","1,971,000","-22,066,000","26,646,000","-88,853,000","-24,155,000","-399,000","39,862,000","-35,375,000","-8,351,000","-37,051,000","-4,669,000","-5,620,000","5,431,000","-11,086,000","1,056,000","-67,059,000","-89,000","-8,847,000","19,649,000","-13,882,000","4,676,000","-11,346,000","-14,304,000","-2,874,000","-14,995,000","-14,441,000","3,269,000","-14,301,000","525,000","-13,377,000","-23,527,000","-10,181,000","-9,084,000","-1,506,000","-6,881,000","-1,160,000","-3,602,000","-6,091,000","-8,172,000","-9,302,000","-991,000",,
			NetForeignCurrencyExchangeGainLoss,"51,892,000","27,281,000","235,000","27,003,000","-2,627,000","11,681,000","-44,256,000","-25,452,000","-7,173,000","34,486,000","-34,716,000","15,664,000","7,017,000","-5,547,000","5,424,000","4,103,000","13,171,000","-13,540,000","-5,228,000","-10,621,000","-12,761,000","-4,829,000","13,293,000","3,198,000","16,767,000","402,000","9,738,000","17,713,000","-20,757,000","30,416,000","13,599,000","21,231,000","-3,972,000","-1,492,000","-6,894,000","-9,348,000","-1,523,000","7,390,000","-17,162,000","1,447,000","-96,000","452,000","-808,000","700,000","939,000","-68,000","-7,687,000",,,
			GainLossOnInvestmentSecurities,,"-98,468,000",,,,,"-542,000","0","-6,472,000","-296,000","-159,871,000","-21,157,000","-2,515,000","-4,485,000","-33,485,000","-1,462,000","-13,437,000","-10,660,000","-3,495,000","-11,877,000","-5,183,000","56,000","-1,777,000","-10,000","90,000","-245,000","-1,909,000","-3,348,000","-209,000","-17,198,000",,,,,,"-8,062,000","-2,509,000","-13,157,000","-4,435,000","-9,138,000","-2,913,000","-46,000","-375,000","0","-4,115,000","-6,190,000","-1,615,000","-758,000",,
			EarningsLossesFromEquityInvestments,"-6,108,000","910,000","-2,750,000","-2,042,000","-2,226,000","-1,734,000","-5,252,000","-3,192,000","-28,776,000","-97,000","69,718,000","-2,747,000","-8,817,000","43,200,000","-3,907,000","-2,625,000","-5,470,000","1,462,000","-2,742,000","4,689,000","-29,465,000","-2,987,000","-8,874,000","-4,305,000","-4,479,000","-4,065,000","-5,927,000","-5,706,000","-8,951,000","-6,090,000","-6,500,000","-3,805,000","-9,563,000","-64,000","-1,414,000","-3,681,000",,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","659,000",,,,,,
		DepreciationAmortizationDepletion,"74,820,000","12,757,000","16,938,000","22,519,000","22,606,000","22,528,000","23,528,000","23,489,000","23,273,000","23,864,000","27,222,000","28,756,000","28,527,000","28,889,000","29,078,000","33,903,000","36,445,000","31,412,000","25,959,000","22,236,000","21,404,000","21,297,000","12,490,000","14,417,000","17,905,000","16,759,000","11,359,000","6,794,000","5,387,000","3,692,000","3,444,000","2,628,000","4,764,000","5,786,000","6,903,000","4,656,000","2,653,000","713,000",,,,,,,,,,,,
			DepreciationAndAmortization,"74,820,000","12,757,000","16,938,000","22,519,000","22,606,000","22,528,000","23,528,000","23,489,000","23,273,000","23,864,000","27,222,000","28,756,000","28,527,000","28,889,000","29,078,000","33,903,000","36,445,000","31,412,000","25,959,000","22,236,000","21,404,000","21,297,000","12,490,000","14,417,000","17,905,000","16,759,000","11,359,000","6,794,000","5,387,000","3,692,000","3,444,000","2,628,000","4,764,000","5,786,000","6,903,000","4,656,000","2,653,000","713,000",,,,,,,,,,,,
