name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
MarketCap,"5,200,186,196","7,969,221,684","7,871,976,548","8,153,981,820","10,602,564,417","11,290,407,756","10,949,470,874","8,611,044,077","7,125,934,384","6,265,425,279","9,785,552,328","7,972,242,071","8,878,197,131","7,200,820,818","4,427,721,826","5,552,390,381","4,049,404,428","4,752,103,227","8,121,559,935","6,059,962,002","5,144,214,218","4,047,305,455","2,644,360,217","2,606,567,971","3,182,853,372","2,604,791,381","2,546,396,158","1,564,046,842","2,384,745,550","2,214,995,318","1,268,284,973","1,532,255,946","1,485,059,890","1,496,243,817","1,595,117,198","1,482,004,461","1,297,215,388","1,360,011,243","1,187,628,806","1,594,733,549","1,667,800,587","1,685,659,753","1,688,696,068","2,208,212,184","1,598,425,820","2,496,244,145","1,193,405,901","900,406,095","686,783,462","442,475,012","455,075,918","437,925,385","356,402,515","332,951,888","340,804,960","394,885,128","443,137,303","513,335,555","735,091,364","624,939,320","548,439,964","482,189,964","478,627,472","343,689,902","414,300,449","441,203,881","310,522,900","320,594,333","292,328,916","196,471,054","251,130,465","231,256,335","293,079,017","349,339,114","331,979,615","248,110,633","191,753,506","176,786,110","169,835,500","128,617,485","151,670,821","177,029,011","165,733,015","120,049,656","288,971,356","173,096,032","118,172,775","346,210,588","451,024,192","371,114,925","229,718,930","45,316,278","55,968,250","40,346,500","40,612,594","46,408,500","62,841,328","64,130,328","47,646,750","53,480,658","36,865,125","43,567,875","51,110,703","53,622,000","64,793,250"
EnterpriseValue,"4,544,021,196","7,333,299,684","7,083,035,548","7,420,529,820","9,875,567,417","10,560,401,756","10,276,804,874","7,967,025,077","6,486,160,384","5,619,339,279","9,188,498,328","7,419,533,071","8,351,602,131","6,685,477,818","3,934,113,826","5,094,964,381","3,592,149,428","4,331,819,227","7,756,126,935","5,694,409,002","4,819,238,218","3,719,298,455","2,358,494,217","2,290,358,971","2,803,266,372","2,209,299,381","2,184,849,158","1,207,811,842","2,056,219,550","1,926,491,318","999,927,973","1,241,372,946","1,218,140,890","1,223,635,817","1,346,841,198","1,237,321,461","1,076,370,388","1,116,072,243","943,689,806","1,244,719,549","1,329,225,587","1,339,572,483","1,350,744,454","1,870,260,570","1,272,029,029","2,171,320,833","1,120,244,504","835,400,893","620,692,538","379,456,017","391,203,837","371,903,342","288,274,467","260,772,883","263,352,760","315,827,292","363,250,067","431,172,144","651,433,707","540,698,163","501,655,188","433,136,679","431,543,239","297,418,064","368,028,611","393,502,598","271,186,253","281,257,686","254,982,697","159,035,507","210,443,421","178,771,037","238,264,659","293,559,714","305,106,590","221,114,459","178,154,435","159,634,716","149,280,785","108,335,351","150,934,443","172,935,746","161,639,750","112,705,379","279,301,831","162,712,391","112,053,136","338,693,069","443,506,673","362,438,375","223,882,418","38,416,278","46,268,250","38,946,500","38,812,594","46,308,500","62,541,328","63,830,328","47,546,750","49,580,658","36,065,125","42,867,875","50,510,703","52,522,000","64,793,250"
PeRatio,"28.757","43.14","40.95","43.612","72.185","84.561","103.049","83.676","48.895","45.13","74.394","67.976","106.249","123.266","61.559","89.318","41.148","46.33","84.632","74.913","91.042","84.412","66.235","52.867","211.875","174.516","259.238","242.143","61.583","51.944","15","17.362","18.034","20.069","73.106","139.261","200.786","140.143","122","71.521","102.686","521.857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,"23.042","33.445","32.468","29.762","54.645","55.249","56.497","46.296","49.751","39.526","52.91","44.248","81.967","74.074","33.784","33.113","46.512","38.168","57.804","44.843","71.942","62.5","53.192","55.556","60.606","39.063","42.919","27.855","40.161","42.735","21.882","20.661","21.552","22.676","31.546","32.68","26.525","24.57","31.949","25.575","27.322","20.661","48.781","59.524","42.553","53.192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.768","1.114","1.081","0.992","1.819","1.84","1.88","1.543","1.657","1.317","1.761","1.473","2.726","2.473",,"1.106","1.55",,,,,,,,,,,,,"1.425","0.73","0.689","0.718","0.757","1.05","1.088","0.884","0.819","1.065","0.853","0.912","0.636","1.503","1.491","1.062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"9.158","14.286","14.236","15.488","23.333","26.079","27.86","23.043","16.381","15.285","25.905","22.288","30.258","28.972","14.964","19.922","12.445","14.085","27.199","22.76","22.601","20.146","14.503","13.625","17.052","13.449","13.587","8.797","13.065","11.425","7.053","8.254","8.854","10.128","12.782","14.249","15.402","16.575","14.429","19.678","26.185","26.905","28.747","37.561","36.227","58.315","37.697","35.558","29.246","25.089","28.561","29.851","29.484","29.548","30.66","37.725","40.885","46.633","61.721","56.389","43.037","39.728","40.708","28.731","34.67","36.914","31.659","33.587","37.079","30.97","35.84","31.961","38.239","46.505","50.352","44.859","48.104","57.188","69.455","72.118","96.408","138.633","132.279","145.642","415.033","344.082","236.463","720.529","969.544","909.123","395.587","102.942","118.402","99.882","101.505","148.064","316.867","595.525","426.367","449.213","350.707","430.915","490.2","537.857","570.938"
PbRatio,"4.597","7.245","7.596","8.223","11.132","12.37","12.448","10.254","8.416","7.721","12.441","10.615","12.464","10.491","6.555","8.573","6.328","7.235","13.058","9.987","9.102","7.659","5.327","5.277","6.759","5.581","5.64","3.547","5.307","4.936","2.884","3.417","3.43","3.498","4.365","4.148","3.824","3.881","3.391","4.527","4.912","4.946","5.037","6.574","5.03","8.136","20.781","17.681","12.304","7.515","7.632","7.08","5.483","4.747","4.443","4.942","5.241","5.803","8.24","6.943","10.317","8.867","8.46","5.826","7.023","7.466","5.743","5.929","5.266","3.509","4.243","3.72","4.502","5.157","8.534","5.982","6.729","5.711","5.045","3.465","4.116","4.647","4.351","4.21","9.545","5.804","4.328","31.483","41.014","30.538","24.375","5.035","5.653","17.542","15.62","13.65","14.962","13.36","9.343","10.486","20.481","16.757","15.972","14.492",
EnterprisesValueRevenueRatio,"7.972","48.736","48.432","51.669","76.165","78.809","72.606","68.048","111.892","50.049","90.323","76.086","70.676","76.175","56.087","65.699","63.975","99.417","66.94","92.317","47.011","66.935","31.625","75.805","43.534","74.38","35.063","30.64","35.396","61.701","17.801","37.741","18.996","32.338","27.221","37.693","21.807","74.524","33.544","99.546","44.327","106.147","72.393","85.882","113.045","226.167","103.774","118.398","73.482","89.354","80.644","72.279","97.51","92.02","73.415","120.286","169.3","158.705","224.723","175.706","216.682","143.678","169.613","96.056","122.296","120.285","118.109","83.388","84.656","108.404","124.282","104.445","161.862","137.822","158.748","105.904","131.971","135.175","169.194","189.063","331.705","323.289","733.203","197.995","1,086.106","812.579","476.236","2,713.626","3,499.177","61,336.669","1,019.798","384.163","462.683","389.465","388.126","463.085","625.413","638.303",,"495.807","360.651","428.679",,"525.22","647.933"
EnterprisesValueEBITDARatio,"16.85","99.943","104.991","108.368","163.614","144.053","136.398","137.876","813.516","104.817","211.327","149.944","146.02","156.921","169.035","152.261","192.547","355.592","118.791","245.841","71.198","194.758","55.621","470.977","75.934","316.882","70.2","95.661","12,166.98","325.916","45.993","119.963","36.062","113.111","56.419","148.147","40.724","-479.618","66.687","-606.293","96.391","-1,744.235","314.851","270.594","319.057","-193.903","-243.539","-268.503","-588.817","-151.897","-108.955","-130.387","-53.699","-51.614","-53.211","-62.794","-67.084","-92.221","-147.929","-164.118","-96.632","-100.159","-91.952","-111.595","-91.487","-125.175","-58.765","-115.094","-95.837","-35.31","-57.795","-57.567","-59.365","-87.058","-63.98","-79.959","-55.524","-53.304","-36.536","14.556","-55.183","-72.117","-57.486","-367.378","-67.093","-49.957","-34.348","-193.82","-212.634","-209.386","-119.098","-32.014","-27.217","-64.911","-38.813","-77.181","-89.345","-159.576","-11.887","-82.634","-51.522","-85.736","-101.021","-131.305","-161.983"
