name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
OperatingCashFlow,"-163,551,000","-49,227,000","-34,582,000","-40,785,000","-38,957,000","-49,479,000","-40,100,000","-54,801,000","-30,856,000","-54,086,000","41,024,000","-26,884,000","-25,806,000","-29,003,000","1,327,000","-7,841,000","-16,733,000","-22,460,000","-25,069,000","-27,977,000","-26,162,000","69,791,000","-13,357,000","-17,041,000","-9,899,000","-9,629,000","-7,968,000","-11,940,000","20,448,000","-5,943,000","-3,482,000"
	CashFlowFromContinuingOperatingActivities,"-163,551,000","-49,227,000","-34,582,000","-40,785,000","-38,957,000","-49,479,000","-40,100,000","-54,801,000","-30,856,000","-54,086,000","41,024,000","-26,884,000","-25,806,000","-29,003,000","1,327,000","-7,841,000","-16,733,000","-22,460,000","-25,069,000","-27,977,000","-26,162,000","69,791,000","-13,357,000","-17,041,000","-9,899,000","-9,629,000","-7,968,000","-11,940,000","20,448,000","-5,943,000","-3,482,000"
		NetIncomeFromContinuingOperations,"-186,289,000","-50,515,000","-41,436,000","-39,082,000","-55,256,000","-56,728,000","-62,499,000","7,819,000","-23,572,000","-37,724,000","-37,770,000","-32,941,000","-33,786,000","-29,249,000","-25,055,000","-15,238,000","-38,722,000","-30,939,000","-36,189,000","-26,599,000","-26,439,000","-31,097,000","-39,376,000","-21,020,000","-19,042,000","-17,745,000","-12,633,000","-7,405,000","-47,571,000","-5,291,000","-5,411,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,"0","0",,,,,,,"0",,,,"-8,000",,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,
			EarningsLossesFromEquityInvestments,"0",,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"5,448,000","1,558,000","1,511,000","1,190,000","1,189,000","1,163,000","1,183,000","1,107,000","871,000","798,000","782,000","727,000","693,000","628,000","880,000","839,000","784,000","751,000","717,000","684,000","651,000","631,000","488,000","281,000","246,000","187,000","148,000","132,000","108,000","83,000","65,000"
			DepreciationAndAmortization,"5,448,000","1,558,000","1,511,000","1,190,000","1,189,000","1,163,000","1,183,000","1,107,000","871,000","798,000","782,000","727,000","693,000","628,000","880,000","839,000","784,000","751,000","717,000","684,000","651,000","631,000","488,000","281,000","246,000","187,000","148,000","132,000","108,000","83,000","65,000"
				Depreciation,"5,448,000","1,558,000","1,511,000","1,190,000","1,189,000","1,163,000","1,183,000","1,107,000","871,000","798,000","782,000","727,000","693,000","628,000","880,000","839,000","784,000","751,000","717,000","684,000","651,000","631,000","488,000","281,000","246,000","187,000","148,000","132,000","108,000","83,000","65,000"
		UnrealizedGainLossOnInvestmentSecurities,,,"0","0","0","0","-3,257,000","1,416,000","-7,192,000","-7,333,000",,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"42,626,000","11,431,000","7,657,000","10,012,000","13,526,000","12,204,000","5,673,000","5,846,000","5,417,000","6,220,000","6,336,000","6,559,000","6,493,000","7,855,000","6,347,000","6,699,000","7,024,000","6,528,000","8,077,000","4,467,000","5,016,000","5,804,000","3,782,000","3,690,000","5,199,000","4,210,000","1,951,000","1,057,000","440,000","65,000","47,000"
