name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"515,462,389","887,188,226","683,269,437","560,204,675"
EnterpriseValue,"97,008,389","945,727,174","741,808,385","618,743,623"
PsRatio,"19.987","39.375","35.421","37.716"
PbRatio,,,,"10.1"
EnterprisesValueRevenueRatio,"3.762","122.822","104.201","100.104"
EnterprisesValueEBITDARatio,"-1.404","-19.736","-19.001","22.92"
