name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
TotalAssets,"349,688,000","340,536,000","318,106,000","302,423,000","286,803,000","259,473,000","254,223,000","244,941,000","227,518,000","227,306,000","240,907,000","294,377,000","267,053,000","225,839,000","257,819,956","224,781,284","216,052,911"
	CurrentAssets,"265,220,000","263,545,000","243,262,000","229,698,000","214,591,000","186,726,000","180,697,000","170,004,000","150,814,000","148,227,000","159,601,000","211,063,000","180,746,000","138,650,000","172,006,107","133,091,680","119,105,872"
		CashCashEquivalentsAndShortTermInvestments,"157,237,000","132,474,000","125,132,000","139,716,000","55,087,000","74,907,000","109,067,000","101,985,000","101,838,000","86,117,000","94,189,000","106,884,000","84,739,000","73,029,000","82,490,398","61,335,968","59,155,618"
			CashAndCashEquivalents,"157,237,000","132,474,000","125,132,000","139,716,000","55,087,000","74,907,000","109,067,000","101,985,000","101,838,000","86,117,000","94,189,000","106,884,000","84,739,000","73,029,000","82,490,398","61,335,968","59,155,618"
				CashFinancial,"157,237,000","132,474,000","125,132,000","139,716,000","55,087,000","74,907,000","109,067,000","101,985,000","101,838,000","86,117,000","94,189,000","106,884,000","84,739,000","73,029,000","82,490,398","61,335,968","59,155,618"
		Receivables,"87,283,000","68,052,000","98,074,000","70,955,000","67,155,000","55,483,000","60,667,000","60,698,000","38,948,000","40,402,000","54,270,000","93,531,000","86,664,000","35,795,000","80,923,807","55,803,921","51,374,377"
			AccountsReceivable,"86,435,000","67,317,000","97,406,000","70,540,000","66,789,000","55,017,000","59,962,000","60,023,000","38,156,000","39,754,000","53,763,000","93,029,000","86,664,000","35,795,000","80,923,807","55,803,921","51,374,377"
				GrossAccountsReceivable,"88,628,000","69,498,000","99,562,000","72,026,000","68,369,000","56,520,000","61,205,000","60,831,000","39,029,000","40,513,000","54,535,000","93,699,000","87,285,000","36,637,000","81,263,985","56,260,906","51,681,939"
				AllowanceForDoubtfulAccountsReceivable,"-2,193,000","-2,181,000","-2,156,000","-1,486,000","-1,580,000","-1,503,000","-1,243,000","-808,000","-873,000","-759,000","-772,000","-670,000","-621,000","-842,000","-340,178","-456,985","-307,562"
			NotesReceivable,,,"668,000","415,000","366,000","466,000","705,000","675,000","792,000","648,000","507,000","502,000",,,,,
			OtherReceivables,"848,000","735,000",,,,,,,,,,,,,,,
		PrepaidAssets,"20,200,000","62,688,000","19,656,000","18,798,000","92,141,000","56,118,000","10,963,000","7,321,000","10,028,000","21,708,000","11,142,000","10,648,000","9,343,000","29,826,000","8,591,902","15,951,791","8,575,877"
		OtherCurrentAssets,"500,000","331,000","400,000","229,000","208,000","218,000",,,,,,,,,,,
	TotalNonCurrentAssets,"84,468,000","76,991,000","74,844,000","72,725,000","72,212,000","72,747,000","73,526,000","74,937,000","76,704,000","79,079,000","81,306,000","83,314,000","86,307,000","87,189,000","85,813,849","91,689,604","96,947,039"
		NetPPE,"26,063,000","17,905,000","14,051,000","13,937,000","13,831,000","13,021,000","12,770,000","12,735,000","13,055,000","13,282,000","11,550,000","11,071,000","10,727,000","10,393,000","9,525,295","9,245,656","8,490,794"
			GrossPPE,"26,063,000","33,215,000",,,,"23,965,000",,,,"21,355,000",,,,"15,500,000",,,"10,255,385"
				MachineryFurnitureEquipment,,"33,215,000",,,,"23,965,000",,,,"21,355,000",,,,"15,500,000",,,"10,255,385"
				OtherProperties,"26,063,000",,,,,,,,,,,,,,,,
