name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990
OperatingCashFlow,"220,589,000","50,051,000","50,986,000","66,538,000","53,014,000","32,585,000","27,254,000","28,377,000","37,216,000","26,083,000","45,255,000","33,268,000","33,352,000","6,741,000","47,198,000","51,998,000","49,338,000","35,029,000","38,635,000","26,854,000","35,637,000","10,359,000","32,918,000","39,227,000","31,666,000","13,801,000","34,460,000","18,870,000","34,049,000","14,697,000","11,631,000","33,392,000","38,368,000","22,769,000","30,597,000","28,939,000","41,295,000","17,150,000","35,189,000","54,908,000","23,605,000","-11,734,000","26,264,000","32,982,000","34,245,000","6,341,000","29,195,000","29,578,000","26,828,000","8,200,000","25,025,000","23,292,000","19,231,000","15,776,000","16,544,000","26,104,000","21,246,000","14,081,000","12,885,000","22,345,000","15,441,000","10,678,000","15,968,000","19,319,000","22,849,000","16,049,000","19,483,000","21,553,000","10,634,000","13,385,000","15,221,000","24,223,000","21,372,000","9,311,000","18,192,000","16,117,000","4,299,000","-2,815,000","18,237,000","11,487,000","25,236,000","7,669,000","24,726,000","7,967,000","22,422,000","9,605,000","41,596,000","18,374,000","15,681,000","10,353,000","16,483,000","10,291,000","7,797,000","2,030,000","9,614,000","6,755,000","811,000","4,015,000","5,850,000","4,659,000","2,200,000","3,435,000","2,767,000","2,390,000","605,000","32,000","3,836,000","545,000","1,038,000","791,000","900,000","400,000","-400,000","-500,000","0","100,000","200,000","500,000","600,000","200,000","700,000","500,000","500,000","500,000","600,000","200,000","700,000","100,000"
	CashFlowFromContinuingOperatingActivities,"220,769,000","50,051,000","50,986,000","66,538,000","53,014,000","32,585,000","27,254,000","28,377,000","37,216,000","26,083,000","45,255,000","33,268,000","33,352,000","6,741,000","47,198,000","51,998,000","49,338,000","35,029,000","38,635,000","26,854,000","35,637,000","10,359,000","32,918,000","39,227,000","31,666,000","13,801,000","34,460,000","18,870,000","34,049,000","14,697,000","11,631,000","33,392,000","38,368,000","22,769,000","30,597,000","28,939,000","41,295,000","17,150,000","35,189,000","54,908,000","23,605,000","-11,734,000","26,264,000","32,982,000","34,245,000","6,341,000","29,195,000","29,578,000","26,828,000","8,200,000","25,025,000","23,292,000","19,231,000","15,776,000","16,544,000","26,104,000","21,246,000","14,081,000","12,885,000","22,345,000","15,441,000","10,678,000","15,968,000","19,319,000","22,849,000","16,049,000","19,483,000","21,553,000","10,634,000","13,385,000","15,221,000","24,223,000","21,372,000","9,311,000","18,192,000","16,117,000","4,299,000","-2,815,000","18,237,000","11,487,000","25,236,000","7,669,000","24,726,000","7,967,000","22,422,000","9,605,000","41,596,000","18,374,000","15,681,000","10,353,000","16,483,000","10,291,000","7,797,000","2,030,000","9,614,000","6,755,000","811,000","4,015,000","5,850,000","4,659,000","2,200,000","3,435,000","2,767,000","2,390,000","605,000","32,000","3,836,000","545,000","1,038,000","791,000","900,000","400,000","-400,000","-500,000","0","100,000","200,000","500,000","600,000","200,000","700,000","500,000","500,000","500,000","600,000","200,000","700,000","100,000"
		NetIncomeFromContinuingOperations,"140,195,000","38,048,000","34,791,000","34,425,000","32,931,000","23,498,000","15,631,000","18,482,000","16,122,000","9,632,000","-4,393,000","17,599,000","5,366,000","13,294,000","13,340,000","12,165,000","25,169,000","12,382,000","-1,297,000","13,338,000","12,564,000","11,821,000","8,019,000","30,776,000","8,979,000","6,887,000","1,247,000","10,705,000","-313,000","-142,000","-15,441,000","17,623,000","17,898,000","7,867,000","-210,808,000","12,453,000","19,112,000","14,777,000","13,118,000",,,,,,,,"26,003,000","16,105,000","19,662,000","10,802,000","9,480,000","-20,887,000","7,421,000","4,943,000","6,271,000","11,509,000","11,664,000","8,077,000","14,860,000","15,970,000","9,022,000","7,931,000","4,595,000","6,346,000","8,430,000","11,757,000","13,259,000","11,518,000","7,360,000","10,848,000","12,109,000","14,595,000","17,419,000","14,765,000","12,529,000","9,258,000","2,412,000","8,267,000","62,000","13,040,000","11,087,000","9,992,000","8,742,000","9,120,000","-5,076,000","13,217,000","17,587,000","16,840,000","13,714,000","12,079,000","10,033,000","8,391,000","6,218,000","4,753,000","4,101,000","3,419,000","838,000","4,537,000","4,538,000","4,195,000","3,180,000","2,848,000","2,551,000","1,974,000","1,243,000","1,883,000","2,547,000","2,349,000","1,547,000","1,088,000","700,000","100,000","200,000","200,000",,,"0","100,000","100,000","200,000","-300,000","200,000","400,000","400,000",,,"100,000","100,000"
		OperatingGainsLosses,"-2,087,000","-16,000","-20,000","-1,399,000","-652,000","-98,000","-237,000","-159,000","117,000","11,000","86,000","-486,000","364,000","305,000","-1,161,000","-96,000","48,000","21,000","43,000","-4,212,000","-12,000","436,000","-501,000","-25,054,000",,,"0","0",,,,"14,000","-16,000","2,000","0","-1,000","-26,000","-1,000","0","0","45,000","40,000","1,028,000","-13,000","0","7,000","0","6,000","-12,000","75,000","-192,000","24,000","21,000","8,000","-873,000","216,000","1,082,000","93,000","127,000","-18,000","-172,000","-1,329,000","-46,000","126,000","-59,000","18,000","1,800,000","537,000","6,830,000","326,000","6,664,000","1,530,000","2,817,000","2,467,000","5,190,000","985,000","6,770,000","-2,884,000","-2,491,000","-6,021,000","2,017,000","2,371,000","18,000","1,867,000","14,723,000","10,945,000","5,822,000",,,,,,,,"737,000","0",,,"-1,579,000","641,000","1,116,000","322,000","501,000","55,000",,,,,,,,,,,,,,,,,"300,000",,,,"0",,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"42,000","-79,000","21,000","-10,000","-7,000","-141,000","-12,000","436,000","-501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","23,000","0","74,000","14,000","-16,000","2,000","0","-1,000","-26,000","-1,000","0","0","45,000","40,000","1,028,000","-13,000","0","7,000","0","6,000","-12,000","75,000","-192,000","24,000","21,000","8,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-2,061,000","-24,000","0","-1,363,000","-674,000","-78,000","-318,000","-159,000","137,000","11,000","0","-352,000","-168,000","411,000","85,000","-17,000","27,000","31,000","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"35,635,000","8,808,000","9,327,000","8,572,000","8,928,000","8,475,000","11,651,000","7,926,000","7,740,000","8,541,000","9,311,000","9,727,000","9,719,000","10,824,000","12,307,000","12,792,000","12,087,000","12,453,000","13,205,000","12,701,000","11,792,000","11,301,000","11,551,000","11,619,000","11,961,000","11,926,000","12,398,000","12,514,000","11,980,000","12,040,000","33,056,000","12,217,000","12,026,000","12,004,000","51,687,000","13,449,000","15,591,000","13,346,000","13,892,000","12,755,000","1,249,000","21,296,000","4,929,000","4,803,000","4,540,000","4,271,000","4,181,000","4,412,000","3,985,000","3,870,000","2,910,000","1,723,000","1,790,000","1,934,000","2,045,000","2,122,000","2,084,000","2,073,000","2,205,000","2,530,000","2,732,000","2,759,000","3,101,000","3,052,000","2,672,000","2,987,000","3,075,000","3,227,000","2,820,000","2,630,000","2,550,000","2,474,000","2,522,000","2,244,000","2,196,000","2,267,000","2,232,000","2,305,000","2,454,000","2,482,000","1,820,000","2,825,000","4,279,000","2,064,000","2,003,000","1,981,000","5,165,000","1,286,000","1,222,000","1,164,000","1,109,000","1,013,000","921,000","1,075,000","948,000","948,000","949,000","878,000","795,000","855,000","613,000","512,000","349,000","523,000","457,000","419,000","243,000","357,000","312,000","227,000","200,000","300,000","200,000","300,000","300,000","300,000","300,000","200,000","300,000","200,000","400,000","300,000","400,000","300,000","300,000","400,000","300,000","400,000"
			DepreciationAndAmortization,"35,635,000","8,808,000","9,327,000","8,572,000","8,928,000","8,475,000","11,651,000","7,926,000","7,740,000","8,541,000","9,311,000","9,727,000","9,719,000","10,824,000","12,307,000","12,792,000","12,087,000","12,453,000","13,205,000","12,701,000","11,792,000","11,301,000","11,551,000","11,619,000","11,961,000","11,926,000","12,398,000","12,514,000","11,980,000","12,040,000","33,056,000","12,217,000","12,026,000","12,004,000","51,687,000","13,449,000","15,591,000","13,346,000","13,892,000","12,755,000","1,249,000","21,296,000","4,929,000","4,803,000","4,540,000","4,271,000","4,181,000","4,412,000","3,985,000","3,870,000","2,910,000","1,723,000","1,790,000","1,934,000","2,045,000","2,122,000","2,084,000","2,073,000","2,205,000","2,530,000","2,732,000","2,759,000","3,101,000","3,052,000","2,672,000","2,987,000","3,075,000","3,227,000","2,820,000","2,630,000","2,550,000","2,474,000","2,522,000","2,244,000","2,196,000","2,267,000","2,232,000","2,305,000","2,454,000","2,482,000","1,820,000","2,825,000","4,279,000","2,064,000","2,003,000","1,981,000","5,165,000","1,286,000","1,222,000","1,164,000","1,109,000","1,013,000","921,000","1,075,000","948,000","948,000","949,000","878,000","795,000","855,000","613,000","512,000","349,000","523,000","457,000","419,000","243,000","357,000","312,000","227,000","200,000","300,000","200,000","300,000","300,000","300,000","300,000","200,000","300,000","200,000","400,000","300,000","400,000","300,000","300,000","400,000","300,000","400,000"
				Depreciation,"35,635,000","8,808,000","9,327,000","8,572,000","8,928,000","8,475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
