name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010
MarketCap,"5,915,758,190","7,474,760,200","7,091,986,908","6,107,606,007","6,200,953,308","6,448,922,031","2,909,879,792","1,997,855,413","1,286,428,886","1,041,495,612","1,479,996,214","1,007,880,654","1,391,368,266","1,065,831,741","878,808,112","1,117,420,950","951,822,004","743,034,967","460,913,809","389,141,284","393,336,877","326,332,103","240,244,780","260,633,282","214,445,060","282,018,162","344,689,395","256,402,123","538,701,399","566,640,820","673,048,450","760,421,862","754,729,653","768,087,288","879,459,944","887,073,562","1,051,454,518","988,231,074","1,126,349,984","1,109,400,935","1,088,916,727","1,982,850,176","2,256,958,891","2,084,399,338","2,805,288,415","2,658,160,354","1,540,930,771","986,211,716","1,204,751,146"
EnterpriseValue,"6,630,858,190","8,192,260,200","7,805,686,908","6,558,106,007","6,723,653,308","6,912,222,031","3,448,279,792","2,529,055,413","1,651,728,886","1,398,995,612","1,885,196,214","1,406,280,654","1,719,268,266","1,361,731,741","1,185,908,112","1,438,020,950","784,222,004","578,134,967","318,113,809","256,741,284","250,636,877","145,156,103","38,297,780","38,960,282","-67,574,940","177,498,162","206,973,395","134,505,123","393,534,399","337,749,820","444,157,450","583,465,862","577,773,653","591,131,288","702,503,944","710,117,562","874,498,518","811,275,074","949,393,984","908,522,935","874,442,727","1,786,125,176","2,074,864,891","1,902,305,338","2,654,991,415","2,539,186,354","1,385,357,771","861,601,716","1,084,877,146"
PeRatio,"35.25",,,,,"74.788","240.2","122.5","1,115",,,,,,,,,,,,,"4.754","3.309","14.353","6.667",,,,,"4.313","5.119",,,,,,,,,"53.143","36.533","68.862","109.429","101.095","169.353","213.538","125","51.571","82.688"
ForwardPeRatio,"37.736","41.841","39.841","33.333","47.393","60.241","59.172","48.309","42.919","30.303","41.841","28.818","625",,,"1,000",,,,,,,,,,,,,,,,"30.675",,"31.646","36.232","36.101","42.735","40.161","27.322","23.866","15.152","21.053","33.003","29.586","44.053","39.526","35.336",,
PegRatio,"1.511","1.673","1.593","1.334",,"2.408","2.372","1.932",,,,,,,,,,,,,,,,,,,,,,,,"1.022",,"1.054","1.207","1.202","1.424","1.339","0.91","0.894","0.568","0.771","1.117","0.935","1.364","1.163","1.178",,
PsRatio,"3.994","4.831","4.409","3.597","3.303","3.39","2.995","1.923","1.146","0.855","1.264","0.905","1.377","1.204","1.135","1.718","1.755","1.62","1.08","0.903","1.157","0.522","0.407","0.542","0.426","2.106","3.195","1.388","2.506","1.109","1.316","10.59","10.644","10.917","12.5","12.446","14.752","13.865","15.803","1.174","1.22","2.445","3.127","2.889","4.216","4.651","2.525","2.386","2.71"
PbRatio,"16.141","21.56","21.227","18.962","21.865","73.367","46.558","43.337","40.839","57.541","100","229.064","370.416","169.372","87.881","47.255","38.029","23.262","6.148","4.804","4.308",,,,,,,,,,,,,,,,,,,"4.22","4.264","8.329","10.88","10","14.629","16.759","10.797","8.299","10.894"
EnterprisesValueRevenueRatio,"4.369","21.24","19.568","17.272","19.026","20.176","10.5","8.233","5.249","4.365","6.004","4.669","5.828","4.936","4.511","5.743","3.772","3.925","2.267","2.084","2.521","1.67","0.361","0.31","-7.792","0.504","3.029","8.49","17.819","30.786","9.359","6.43","9.797","45.598","8.377","38.715","2.336","28.813","-1.48","4.072","3.695","7.039","7.978","8.691","14.462","15.51","8.148","5.439","7.142"
EnterprisesValueEBITDARatio,"28.755","131.92","110.094","125.155","148.753","126.366","40.378","90.647","38.412","24.63","47.848","31.181","47.757","46.795","52.474","91.594","196.056","-165.181","99.411","320.927","-46.414","-28.462","1.226","0.603","1.15","0.608","12.685","-2.794","-9.952","-7.206","-40.588","19.453","-83.002","-12.333","25.973","-14.187","2.843","-20.444","-4.955","93.393","665.482","372.109","85.621","132.196","173.009","1,058.877","126.056","136.373","124.085"
