name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"-43,564,000","-40,243,000","1,761,000","9,909,000","-14,991,000","-19,113,000","-27,348,000","-531,000","-12,884,000","-33,185,000","-7,403,000","-21,293,000","-19,254,000","-34,464,000","-40,229,000","-42,877,000","-51,388,000","-70,232,000","-39,594,000","-54,142,000","-60,185,000","-52,764,000","-36,730,000","-30,437,000","-38,899,000","-33,738,000","-27,037,000","-20,867,000","-18,870,000","-20,329,000","-16,374,000","-12,700,000","-12,065,000","-7,206,000","-15,158,000","-10,155,000","-12,425,000","-7,279,000","-11,126,000","-9,626,000","-9,901,000","-12,505,000","-11,269,000","-5,002,000","-19,614,250","-10,750","-16,046","-7,913","-10,380","-5,086","-7,138","-4,199","-11,373","-6,283"
	CashFlowFromContinuingOperatingActivities,"-43,564,000","-40,243,000","1,761,000","9,909,000","-14,991,000","-19,113,000","-27,348,000","-531,000","-12,884,000","-33,185,000","-7,403,000","-21,293,000","-19,254,000","-34,464,000","-40,229,000","-42,877,000","-51,388,000","-70,232,000","-39,594,000","-54,142,000","-60,185,000","-52,764,000","-36,730,000","-30,437,000","-38,899,000","-33,738,000","-27,037,000","-20,867,000","-18,870,000","-20,329,000","-16,374,000","-12,700,000","-12,065,000","-7,206,000","-15,158,000","-10,155,000","-12,425,000","-7,279,000","-11,126,000","-9,626,000","-9,901,000","-12,505,000","-11,269,000","-5,002,000","-19,614,250","-10,750","-16,046","-7,913","-10,380","-5,086","-7,138","-4,199","-11,373","-6,283"
		NetIncomeFromContinuingOperations,"-72,703,000","-18,276,000","-15,584,000","-22,033,000","-16,810,000","-15,749,000","-21,385,000","-6,289,000","-43,880,000","-37,654,000","-24,715,000","-30,044,000","-35,474,000","-42,760,000","-41,098,000","-49,802,000","-68,882,000","-61,555,000","-71,017,000","-57,843,000","-68,438,000","-56,939,000","-52,720,000","-46,186,000","-43,435,000","-40,463,000","-33,240,000","-28,264,000","-22,965,000","-17,057,000","-17,962,000","-17,420,000","-12,609,000","-14,488,000","-12,531,000","-20,342,000","-19,512,000","-8,305,000","-20,765,000","-17,530,000","-17,961,000","-12,872,000",,"-9,424,000",,,,,,,,,,
		OperatingGainsLosses,,,"0","0","0","-1,960,000",,,,,"0","0",,,,,,,,,,,,,,,"0","1,572,000",,,"0","0",,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,"602,000","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,296,000","387,000","387,000","279,000","243,000","251,000","77,000","671,000","453,000","492,000","523,000","566,000","586,000","633,000","862,000","664,000","670,000","671,000","566,000","690,000","443,000","252,000","215,000","155,000","120,000","96,000","50,000","48,000","42,000","36,000","8,000","36,000","17,000","16,000","6,000","8,000","0","13,000","-87,000","107,000","10,000","14,000","17,000","8,000",,,,,,,,,,
			DepreciationAndAmortization,"1,296,000","387,000","387,000","279,000","243,000","251,000","77,000","671,000","453,000","492,000","523,000","566,000","586,000","633,000","862,000","664,000","670,000","671,000","566,000","690,000","443,000","252,000","215,000","155,000","120,000","96,000","50,000","48,000","42,000","36,000","8,000","36,000","17,000","16,000","6,000","8,000","0","13,000","-87,000","107,000","10,000","14,000","17,000","8,000",,,,,,,,,,
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000","10,000","14,000","17,000","8,000",,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000",,,,,,,,,,,,,,,
		AmortizationOfSecurities,"0","0","0","0","0","19,000","31,000","105,000","136,000","-4,000","-148,000","-114,000","-67,000","-65,000","-191,000","79,000","-98,000","-180,000","-164,000","-25,000","-30,000","-45,000","-6,000","15,000","216,000","566,000","690,000","342,000","392,000","290,000","246,000","183,000",,,"-1,000","14,000","14,000","0",,,"39,000","41,000","0","0",,,,,,,,,,
		AssetImpairmentCharge,,,"0",,,,"900,000","1,510,000","0","0","0","0","0","339,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,"-1,728,000","2,233,000","-1,623,000","2,610,000","1,182,000","-11,256,000",,,,,,,,,,,,,,,,
		StockBasedCompensation,"21,520,000","4,145,000","5,588,000","6,084,000","5,703,000","5,410,000","4,877,000","6,522,000","7,840,000","5,459,000","6,704,000","5,048,000","5,749,000","6,114,000","6,431,000","6,701,000","8,020,000","7,549,000","6,218,000","8,252,000","11,462,000","9,071,000","7,356,000","8,070,000","6,440,000","4,192,000","4,712,000","4,172,000","3,789,000","2,061,000","4,510,000","745,000","1,304,000","511,000","261,000","462,000","451,000","334,000","484,000","438,000","448,000","425,000","172,000","26,000",,,,,,,,,,
		OtherNonCashItems,"758,000","415,000","415,000","416,000","-488,000","358,000","4,745,000","4,588,000","4,436,000","4,289,000","4,147,000","4,010,000","3,878,000","3,750,000","3,626,000","3,506,000","3,390,000","3,278,000","3,248,000","9,795,000","11,432,000","9,026,000","7,350,000","8,085,000","6,656,000","4,758,000","0","27,000","78,000","78,000","83,000","85,000","64,000","2,780,000","2,630,000","3,405,000","3,787,000","3,683,000","6,539,000","2,259,000","3,583,000","3,135,000","-49,533,000","4,035,000","4,871,143","-10,143",,"-6,038","-5,755","-9,711","-5,013","-6,324","-6,623","-14,033"
		ChangeInWorkingCapital,"5,565,000","-26,914,000","10,955,000","25,163,000","-3,639,000","-7,442,000","-17,195,000","-7,638,000","18,131,000","-5,767,000","6,086,000","-759,000","5,873,000","-2,475,000","-9,859,000","-4,025,000","5,512,000","-19,995,000","21,555,000","-6,784,000","-3,622,000","-5,103,000","8,425,000","7,509,000","-2,240,000","1,871,000","751,000","1,236,000","-206,000","-5,737,000","-3,259,000","3,671,000","-898,000","3,975,000","-5,523,000","6,298,000","2,835,000","-3,004,000","2,602,000","5,180,000","3,980,000","-3,248,000","-4,242,000","353,000","-2,030,393","-607","9,232","-1,875","-4,625","4,625","-2,125","2,125","-4,750","7,750"
