name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"270,024,000","70,933,000","73,962,000","62,880,000","62,249,000","44,121,000","43,954,000","41,163,000","29,629,000","30,115,000","32,352,000","29,201,000","27,319,000","24,555,000","25,343,000","23,002,000","22,042,000","21,307,000","26,283,000","23,099,000","24,379,000","27,978,000","27,090,000","26,711,000","43,790,000","44,761,000","47,003,000","42,996,000","46,633,000","48,647,000","53,627,000","51,013,000","53,167,000","49,173,000","53,065,000","50,196,000","51,020,000","50,443,000","52,743,000","46,839,000","48,235,000","48,461,000","49,510,000","47,619,000","50,862,000","49,720,000","46,018,000","44,846,000","45,424,000","38,431,000","36,606,000","32,677,000","32,263,000","30,610,000","28,447,000","25,816,000","23,853,000","23,197,000","21,342,000","20,319,000","18,820,000","19,550,000","19,196,000","17,358,000","19,422,000","18,029,301","11,808,116","11,808,116","11,808,116","6,901,349","4,455,336","4,455,337","4,455,336","4,455,336"
	OperatingRevenue,"270,024,000","70,933,000","73,962,000","62,880,000","62,249,000","44,121,000","43,954,000","41,163,000","29,629,000","30,115,000","32,352,000","29,201,000","27,319,000","24,555,000","25,343,000","23,002,000","22,042,000","21,307,000","26,283,000","23,099,000","24,379,000","27,978,000","27,090,000","26,711,000","43,790,000","44,761,000","47,003,000","42,996,000","46,633,000","48,647,000","53,627,000","51,013,000","53,167,000","49,173,000","53,065,000","50,196,000","51,020,000","50,443,000","52,743,000","46,839,000","48,235,000","48,461,000","49,510,000","47,619,000","50,862,000","49,720,000","46,018,000","44,846,000","45,424,000","38,431,000","36,606,000","32,677,000","32,263,000","30,610,000","28,447,000","25,816,000","23,853,000","23,197,000","21,342,000","20,319,000","18,820,000","19,550,000","19,196,000","17,358,000","19,422,000","18,029,301","11,808,116","11,808,116","11,808,116","6,901,349","4,455,336","4,455,337","4,455,336","4,455,336"
CostOfRevenue,"94,904,000","21,717,000","28,737,000","23,266,000","21,184,000","12,263,000","12,563,000","11,926,000","8,787,000","9,084,000","10,145,000","9,268,000","8,433,000","7,987,000","4,860,000","8,088,000","7,772,000","7,737,000","10,989,000","8,587,000","8,631,000","11,199,000","12,463,000","10,849,000","15,495,000","13,532,000","15,508,000","14,154,000","18,745,000","15,335,000","15,529,000","14,272,000","16,600,000","15,433,000","17,366,000","25,532,000","18,501,000","17,270,000","18,874,000","17,206,000","18,039,000","16,642,000","24,599,000","17,412,000","21,001,000","17,769,000","15,277,000","15,546,000","16,591,000","14,465,000","13,907,000","11,866,000","11,412,000","10,830,000","11,594,000","9,108,000","8,016,000","7,887,000","8,728,000","7,379,000","6,836,000","6,881,000","6,117,000","6,606,000","6,567,000","6,409,455",,,,,,,,
GrossProfit,"175,120,000","49,216,000","45,225,000","39,614,000","41,065,000","31,858,000","31,391,000","29,237,000","20,842,000","21,031,000","22,207,000","19,933,000","18,886,000","16,568,000","20,483,000","14,914,000","14,270,000","13,570,000","15,294,000","14,512,000","15,748,000","16,779,000","14,627,000","15,862,000","28,295,000","31,229,000","31,495,000","28,842,000","27,888,000","33,312,000","38,098,000","36,741,000","36,567,000","33,740,000","35,699,000","24,664,000","32,519,000","33,173,000","33,869,000","29,633,000","30,196,000","31,819,000","24,911,000","30,207,000","29,861,000","31,951,000","31,483,000","28,927,000","28,833,000","23,966,000","22,699,000","20,811,000","20,851,000","19,780,000","16,853,000","16,708,000","15,837,000","15,310,000","12,614,000","12,940,000","11,984,000","12,669,000","13,079,000","10,752,000","12,855,000","11,619,846",,,,,,,,
OperatingExpense,"301,658,000","81,423,000","77,633,000","72,897,000","69,706,000","46,399,000","45,252,000","40,536,000","30,877,000","31,924,000","32,584,000","30,926,000","28,100,000","24,651,000","21,868,000","22,214,000","20,684,000","18,465,000","18,594,000","15,634,000","16,811,000","18,947,000","21,177,000","17,070,000","29,356,000","34,282,000","36,276,000","28,284,000","30,827,000","32,230,000","35,125,000","34,989,000","34,816,000","37,666,000","40,099,000","33,793,000","35,418,000","34,531,000","36,774,000","31,607,000","33,947,000","31,945,000","31,542,000","32,175,000","33,165,000","33,714,000","36,153,000","29,275,000","30,993,000","26,265,000","22,474,000","21,418,000","21,809,000","21,614,000","20,874,000","19,863,000","19,156,000","29,871,000","14,426,000","18,308,000","12,534,000","15,281,000","22,663,000","16,361,000","16,665,000","14,730,113",,,,,,,,
	SellingGeneralAndAdministration,"258,316,000","69,471,000","66,693,000","61,494,000","60,659,000","40,426,000","38,135,000","35,985,000","27,033,000","28,003,000","29,354,000","26,792,000","24,568,000","21,000,000","18,649,000","18,870,000","18,488,000","16,502,000","16,985,000","14,418,000","15,649,000","17,326,000","18,043,000","15,900,000","26,408,000","29,769,000","27,277,000","25,228,000","25,885,000","27,333,000","30,339,000","28,862,000","29,078,000","32,281,000","35,087,000","29,592,000","30,605,000","29,625,000","30,195,000","27,900,000","29,661,000","27,361,000","27,784,000","27,772,000","28,229,000","27,771,000","28,569,000","24,991,000","25,615,000","22,578,000","18,920,000","17,788,000","18,373,000","18,747,000","28,828,000","16,502,000","15,802,000","15,667,000","14,515,000","14,628,000","11,231,000","13,816,000","21,650,000","15,345,000","15,809,000","14,025,579",,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,"7,914,000","7,815,000","6,442,000","7,243,000","4,403,000","5,351,000","6,223,000","6,579,000","4,136,000","8,270,000","10,647,000","8,394,000","8,094,000","9,241,000","9,138,000","9,705,000","10,213,000","9,241,000","14,222,000","13,931,000","11,443,000","11,445,000","11,130,000","10,861,000","10,122,000","10,132,000","8,825,000","9,660,000","8,627,000","8,938,000","9,142,000","9,598,000","7,939,000","8,500,000","8,798,000","5,566,000","5,223,000","5,563,000","5,963,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,"7,914,000","7,815,000","6,442,000","7,243,000","4,403,000","5,351,000","6,223,000","6,579,000","4,136,000","8,270,000","10,647,000","8,394,000","8,094,000","9,241,000","9,138,000","9,705,000","10,213,000","9,241,000","14,222,000","13,931,000","11,443,000","11,445,000","11,130,000","10,861,000","10,122,000","10,132,000","8,825,000","9,660,000","8,627,000","8,938,000","9,142,000","9,598,000","7,939,000","8,500,000","8,798,000","5,566,000","5,223,000","5,563,000","5,963,000",,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,"18,649,000","10,956,000","10,673,000","10,060,000","9,742,000","10,015,000","10,298,000","11,103,000","11,464,000","11,764,000","18,138,000","19,122,000","18,883,000","17,134,000","16,644,000","18,195,000","20,634,000","18,649,000","19,837,000","18,059,000","21,156,000","18,149,000","19,160,000","18,495,000","19,334,000","17,778,000","19,529,000","18,536,000","18,124,000","19,145,000","19,291,000","18,629,000","18,971,000","17,052,000","17,115,000","13,780,000","13,354,000","12,565,000","12,810,000","12,784,000",,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"35,936,000","9,722,000","8,984,000","9,391,000","7,839,000","5,801,000","6,945,000","4,379,000","3,672,000","3,749,000","3,058,000","3,962,000","3,360,000","3,469,000","3,032,000","3,157,000","2,009,000","1,786,000","1,437,000","1,044,000","990,000","1,449,000","2,449,000","1,087,000","2,080,000","3,667,000","8,106,000","2,172,000","3,912,000","3,851,000","3,661,000","4,950,000","4,534,000","4,181,000","3,814,000","3,028,000","3,666,000","3,682,000","4,224,000","3,216,000","3,777,000","4,010,000","3,235,000","3,858,000","4,382,000","5,413,000","7,051,000","3,751,000","4,909,000","3,687,000","3,554,000","3,630,000","3,436,000","2,867,000","3,046,000","3,361,000","3,354,000","3,204,000","-89,000","3,680,000","1,303,000","1,465,000","1,013,000","1,016,000","856,000","704,534",,,,,,,,
