name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,03/31/1990,12/31/1989
TotalAssets,"1,022,091,000","1,016,894,000","1,036,771,000","1,116,694,000","1,179,956,000","1,177,251,000","1,198,340,000","1,254,098,000","1,268,774,000","1,205,625,000","1,222,785,000","1,216,329,000","1,222,379,000","1,222,901,000","1,237,553,000","1,232,658,000","1,238,512,000","1,252,418,000","1,255,789,000","1,241,570,000","1,257,941,000","1,233,521,000","1,322,818,000","1,326,034,000","1,319,887,000","1,321,582,000","1,287,604,000","1,297,587,000","1,306,937,000","1,286,779,000","1,312,505,000","1,334,520,000","1,399,747,000","1,331,926,000","1,336,409,000","1,335,704,000","1,357,730,000","1,369,903,000","1,470,422,000","1,465,330,000","1,484,432,000","1,512,163,000","1,558,867,000","1,625,415,000","1,648,647,000","1,622,487,000","1,647,104,000","1,635,752,000","1,703,960,000","1,777,430,000","1,835,149,000","1,827,682,000","1,817,817,000","1,727,128,000","1,668,403,000","1,654,619,000","1,629,418,000","1,594,984,000","1,502,637,000","1,379,735,000","1,277,767,000","1,251,719,000","1,205,764,000","1,071,628,000","1,058,960,000","996,256,000","821,868,000","655,057,000","551,168,000","537,160,000","422,917,000","414,546,000","388,691,000","341,307,000","198,707,000","182,496,000","151,337,000","133,138,000","104,612,310","86,435,244","68,266,155","68,348,390","34,591,089","34,801,047","35,328,392","35,603,756","27,110,672","16,519,737","16,590,790","16,692,560","15,000,000","15,200,000","15,300,000","15,323,315","15,500,000","15,800,000","16,800,000","15,941,683","16,200,000","16,200,000","16,200,000","16,270,149","16,500,000","16,500,000","16,600,000","16,610,105","16,800,000","16,800,000","16,800,000","16,800,000","17,000,000","17,000,000","17,100,000","17,000,000","17,200,000","17,300,000","17,400,000","17,400,000","17,500,000","17,600,000","17,800,000","18,000,000","18,200,000","18,400,000","18,700,000","18,900,000","19,200,000","19,500,000","19,600,000"
	CurrentAssets,"98,492,000","105,643,000","29,127,000","31,306,000","75,047,000","39,993,000","46,757,000","108,203,000","114,805,000","44,189,000","33,018,000","30,860,000","36,498,000","41,336,000","37,651,000","37,991,000","29,941,000","29,789,000","23,853,000","23,091,000","21,794,000","25,528,000","104,601,000","24,153,000","27,077,000","46,093,000","40,163,000","50,626,000","49,673,000","52,960,000","77,071,000","85,522,000","122,481,000","120,972,000","103,277,000","101,418,000","113,888,000","122,704,000","67,802,000","47,808,000","51,157,000","53,041,000","54,145,000","73,119,000","64,053,000","60,032,000","58,776,000","57,389,000","67,509,000","55,586,000","92,763,000","93,119,000","51,291,000","84,905,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"2,093,000","3,039,000","4,731,000","5,603,000","3,138,000","1,637,000","3,568,000","68,233,000","74,882,000","2,747,000","1,983,000","2,081,000","25,000","1,977,000","4,398,000","1,625,000","3,004,000","3,702,000","2,240,000","2,937,000","2,207,000","2,882,000","4,508,000","2,660,000","1,757,000","2,083,000","2,217,000","8,371,000","3,771,000","3,499,000","4,251,000","4,037,000","5,079,000","3,973,000","5,443,000","4,995,000","4,888,000","7,522,000","7,416,000","7,594,000","10,805,000","12,070,000","11,642,000","13,426,000","15,469,000","14,166,000","12,142,000","13,794,000","15,783,000","17,164,000","9,526,000","15,711,000","14,327,000","6,334,000","5,989,000","7,203,000","18,209,000","24,064,000","24,866,000","21,958,000","18,450,000","21,529,000","15,918,000","11,755,000","11,895,000","8,601,000","10,690,000","7,105,000","5,975,000","8,457,000","7,093,000","3,561,000","3,871,000","6,154,000","2,740,000","1,117,000","1,658,000","3,827,000","1,633,915","3,265,566","2,290,404",,"2,530,988","2,318,724","1,072,881",,"1,408,925","2,363,044","2,205,630","2,298,334",,,,"678,196",,,,"407,216",,,,"670,306",,,,"772,144",,,,,,,,,,,,,,,,,,,,,,,
			CashAndCashEquivalents,"2,093,000","3,039,000","4,731,000","5,603,000","3,138,000","1,637,000","3,568,000","68,233,000","74,882,000","2,747,000","1,983,000","2,081,000","25,000","1,977,000","4,398,000","1,625,000","3,004,000","3,702,000","2,240,000","2,937,000","2,207,000","2,882,000","4,508,000","2,660,000","1,757,000","2,083,000","2,217,000","8,371,000","3,771,000","3,499,000","4,251,000","4,037,000","5,079,000","3,973,000","5,443,000","4,995,000","4,888,000","7,522,000","7,416,000","7,594,000","10,805,000","12,070,000","11,642,000","13,426,000","15,469,000","14,166,000","12,142,000","13,794,000","15,783,000","17,164,000","9,526,000","15,711,000","14,327,000","6,334,000","5,989,000","7,203,000","14,434,000","20,307,000","21,148,000","18,258,000","14,774,000","17,885,000","15,918,000","11,755,000","11,895,000","8,601,000","10,690,000","7,105,000","5,975,000","8,457,000","7,093,000","3,561,000","3,871,000","6,154,000","2,740,000","1,117,000","1,658,000","3,827,000","1,633,915","3,265,566","2,290,404",,"2,530,988","2,318,724","1,072,881",,"1,408,925","2,363,044","2,205,630","2,298,334",,,,"678,196",,,,"407,216",,,,"670,306",,,,"772,144",,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,775,000","3,757,000","3,718,000","3,700,000","3,676,000","3,644,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"22,467,000","21,868,000","22,290,000","23,254,000","22,818,000","21,952,000","23,052,000","22,990,000","22,850,000","22,164,000","23,810,000","21,535,000","23,322,000","21,977,000","21,905,000","17,503,000","18,903,000","17,193,000","17,275,000","15,803,000","17,601,000","14,894,000","15,950,000","17,394,000","19,364,000","17,912,000","19,881,000","19,330,000","21,308,000","18,405,000","20,988,000","19,581,000","20,473,000","18,492,000","20,581,000","19,299,000","19,801,000","18,289,000","25,414,000","24,557,000","25,519,000","26,264,000","15,395,000","36,428,000","32,475,000","31,321,000","35,017,000","30,767,000","33,382,000","24,347,000","24,484,000","22,632,000","23,087,000","20,140,000",,,"21,089,000","18,882,000","15,578,000","14,272,000","14,671,000","12,182,000","12,433,000","10,935,000","11,817,000","9,093,000","7,984,000","7,299,000","5,630,000","4,483,000","3,762,000","3,453,000","3,333,000","3,269,000","211,000","1,234,000","654,000","304,000","561,241","486,366","423,432",,"115,548","216,975","195,303",,"70,586","85,589","130,645","155,622",,,,"169,519",,,,"134,496","600,000","600,000","600,000","99,359",,,,"84,220",,,,"600,000","100,000","600,000","600,000","600,000",,,,"600,000",,,,,,,,,,,
			AccountsReceivable,"22,467,000","18,368,000","22,290,000","23,254,000","22,818,000","18,452,000","23,052,000","22,990,000","22,850,000","18,664,000","23,810,000","21,535,000","23,322,000","18,477,000","21,905,000","17,503,000","18,903,000","17,193,000","17,275,000","15,803,000","17,601,000","14,894,000","15,950,000","17,394,000","19,364,000","17,912,000","19,881,000","19,330,000","21,308,000","18,405,000","20,988,000","19,581,000","20,473,000","18,477,000","20,581,000","19,299,000","19,801,000","17,670,000",,,,,"9,456,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","600,000","600,000","600,000","600,000",,,,"600,000",,,,"600,000","100,000","600,000","600,000","600,000",,,,"600,000",,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,939,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,"3,500,000",,,,"3,500,000",,,,"3,500,000",,,,"3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
