name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
TotalRevenue,"2,816,000,000","734,000,000","728,000,000","685,000,000","669,000,000","858,000,000","620,000,000","564,000,000","560,000,000","676,000,000","593,000,000","662,000,000","616,000,000","588,000,000","597,000,000","537,000,000","530,000,000","544,000,000","466,000,000","417,000,000","379,000,000","333,000,000","349,000,000","339,000,000","330,000,000","363,000,000","333,000,000","376,000,000","350,000,000","319,000,000","393,478,000","179,217,000","303,398,000","350,036,000","247,071,000","317,617,000","273,268,000","209,034,000","232,729,000","318,599,000","260,888,000","303,922,000","307,958,000","385,526,000","296,940,000","367,888,000","186,264,000","299,138,000","226,136,000","210,570,000","200,409,000","271,492,000","332,098,000","296,341,000","429,315,000","496,995,000","395,376,000","528,448,000","397,468,000","445,153,000","294,732,000","330,808,000","293,204,000","339,847,000","290,788,000","328,569,000"
	OperatingRevenue,"2,816,000,000","734,000,000","728,000,000","685,000,000","669,000,000","858,000,000","620,000,000","564,000,000","560,000,000","676,000,000","593,000,000","662,000,000","616,000,000","588,000,000","597,000,000","537,000,000","530,000,000","544,000,000","466,000,000","417,000,000","379,000,000","333,000,000","349,000,000","339,000,000","330,000,000","363,000,000","333,000,000","376,000,000","350,000,000","319,000,000","393,478,000","179,217,000","303,398,000","350,036,000","247,071,000","317,617,000","273,268,000","209,034,000","232,729,000","318,599,000","260,888,000","303,922,000","307,958,000","385,526,000","296,940,000","367,888,000","186,264,000","299,138,000","226,136,000","210,570,000","200,409,000","271,492,000","332,098,000","296,341,000","429,315,000","496,995,000","395,376,000","528,448,000","397,468,000","445,153,000","294,732,000","330,808,000","293,204,000","339,847,000","290,788,000","328,569,000"
CostOfRevenue,"841,000,000","232,000,000","216,000,000","210,000,000","183,000,000","250,000,000","207,000,000","196,000,000","206,000,000","270,000,000","265,000,000","312,000,000","311,000,000","294,000,000","278,000,000","239,000,000","242,000,000","237,000,000","191,000,000","186,000,000","180,000,000","158,000,000","151,000,000","141,000,000","135,000,000","138,000,000","128,000,000","135,000,000","135,000,000","127,000,000","123,738,000","125,690,000","117,165,000","121,982,000","131,978,000","112,449,000","136,319,000","118,729,000","135,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"1,975,000,000","502,000,000","512,000,000","475,000,000","486,000,000","608,000,000","413,000,000","368,000,000","354,000,000","406,000,000","328,000,000","350,000,000","305,000,000","294,000,000","319,000,000","298,000,000","288,000,000","307,000,000","275,000,000","231,000,000","199,000,000","175,000,000","198,000,000","198,000,000","195,000,000","225,000,000","205,000,000","241,000,000","215,000,000","192,000,000","269,740,000","53,527,000","186,233,000","228,054,000","115,093,000","205,168,000","136,949,000","90,305,000","98,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"235,000,000","66,000,000","116,000,000","238,000,000","-65,000,000","-35,000,000","8,000,000","58,000,000","145,000,000","42,000,000","20,000,000","17,000,000","10,000,000","9,000,000","5,000,000","3,000,000","5,000,000","4,000,000","-89,000,000","-6,000,000","23,000,000","12,000,000","12,000,000","13,000,000","12,000,000","7,000,000","8,000,000","4,000,000","4,000,000","9,000,000","-48,062,000","30,033,000","29,867,000","29,068,000","7,833,000","29,612,000","27,285,000","27,993,000","28,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"270,000,000","68,000,000","69,000,000","71,000,000","62,000,000","87,000,000","55,000,000","60,000,000","156,000,000","60,000,000","55,000,000","52,000,000","46,000,000","44,000,000","45,000,000","44,000,000","40,000,000","41,000,000","38,000,000","33,000,000","53,000,000","37,000,000","36,000,000","39,000,000","36,000,000","32,000,000","33,000,000","31,000,000","31,000,000","32,000,000","31,882,000","30,033,000","29,867,000","29,068,000","92,217,000","29,612,000","27,285,000","27,993,000","-315,645,000","136,936,000","142,424,000","144,311,000","145,966,000","158,785,000","138,737,000","136,670,000","134,567,000","128,021,000","144,912,000","136,453,000","137,409,000","128,217,000","130,048,000","119,833,000","150,254,000","139,099,000","127,399,000","145,970,000","121,397,000","130,582,000","123,618,000","134,512,000","125,669,000","114,624,000","120,228,000","107,630,000"
		GeneralAndAdministrativeExpense,"270,000,000","68,000,000","69,000,000","71,000,000","62,000,000","87,000,000","55,000,000","60,000,000","156,000,000","60,000,000","55,000,000","52,000,000","46,000,000","44,000,000","45,000,000","44,000,000","40,000,000","41,000,000","38,000,000","33,000,000","53,000,000","37,000,000","36,000,000","39,000,000","36,000,000","32,000,000","33,000,000","31,000,000","31,000,000","32,000,000","31,882,000","30,033,000","29,867,000","29,068,000","92,217,000","29,612,000","27,285,000","27,993,000","-315,645,000","136,936,000","142,424,000","144,311,000","145,966,000","158,785,000","138,737,000","136,670,000","134,567,000","128,021,000","144,912,000","136,453,000","137,409,000","128,217,000","130,048,000","119,833,000","150,254,000","139,099,000","127,399,000","145,970,000","121,397,000","130,582,000","123,618,000","134,512,000","125,669,000","114,624,000","120,228,000","107,630,000"
			SalariesAndWages,,,,"98,000,000","96,000,000","97,000,000","86,000,000","77,000,000","82,000,000","80,000,000","75,000,000","67,000,000","75,000,000","71,000,000","63,000,000","63,000,000","68,000,000","70,000,000","57,000,000","64,000,000","66,000,000","62,000,000","68,000,000","58,000,000","58,000,000","58,000,000","56,000,000","56,000,000","58,000,000","57,000,000","48,322,000","49,408,000","53,589,000","53,486,000","56,751,000","44,242,000","58,018,000","46,318,000","64,302,000","57,676,000","59,801,000","62,725,000","55,142,000","56,157,000","52,651,000","52,359,000","50,506,000","49,613,000","49,578,000","50,458,000","47,515,000","43,015,000","42,475,000","42,822,000","38,593,000","39,549,000","38,502,000","41,374,000","26,103,000","30,993,000","28,880,000","32,793,000","26,011,000","28,307,000","27,120,000","28,687,000"
			RentAndLandingFees,"82,000,000","22,000,000","22,000,000","19,000,000","19,000,000","20,000,000","18,000,000","17,000,000","17,000,000","17,000,000","17,000,000","15,000,000","14,000,000","14,000,000","14,000,000","12,000,000","11,000,000","12,000,000","13,000,000","11,000,000","10,000,000","13,000,000","13,000,000","13,000,000","13,000,000","12,000,000","11,000,000","12,000,000","11,000,000","10,000,000","10,464,000","9,393,000","9,693,000","9,819,000","10,218,000","9,387,000","9,249,000","10,069,000","9,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"188,000,000","46,000,000","47,000,000","52,000,000","43,000,000","67,000,000","37,000,000","43,000,000","139,000,000","43,000,000","38,000,000","37,000,000","32,000,000","30,000,000","31,000,000","32,000,000","29,000,000","29,000,000","25,000,000","22,000,000","43,000,000","24,000,000","23,000,000","26,000,000","23,000,000","20,000,000","22,000,000","19,000,000","20,000,000","22,000,000","21,418,000","20,640,000","20,174,000","19,249,000","81,999,000","20,225,000","18,036,000","17,924,000","-174,318,000","79,260,000","82,623,000","81,586,000","90,824,000","102,628,000","86,086,000","84,311,000","84,061,000","78,408,000","95,334,000","85,995,000","89,894,000","85,202,000","87,573,000","77,011,000","111,661,000","99,550,000","88,897,000","104,596,000","95,294,000","99,589,000","94,738,000","101,719,000","99,658,000","86,317,000","93,108,000","78,943,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,941,000","9,043,000","9,957,000","9,934,000","9,797,000","8,984,000","9,059,000","9,246,000","9,787,000","9,197,000","9,148,000","9,204,000","10,829,000","10,008,000","9,942,000","9,561,000","10,016,000","10,506,000","8,616,000","8,525,000","7,358,000","6,706,000","6,461,000","5,957,000","5,900,000","5,080,000","6,137,000","5,580,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,941,000","9,043,000","9,957,000","9,934,000","9,797,000","8,984,000","9,059,000","9,246,000","9,787,000","9,197,000","9,148,000","9,204,000","10,829,000","10,008,000","9,942,000","9,561,000","10,016,000","10,506,000","8,616,000","8,525,000","7,358,000","6,706,000","6,461,000","5,957,000","5,900,000","5,080,000","6,137,000","5,580,000"
	OtherOperatingExpenses,"-35,000,000","-2,000,000","47,000,000","167,000,000","-127,000,000","-122,000,000","-47,000,000","-2,000,000","-11,000,000","-18,000,000","-35,000,000","-35,000,000","-36,000,000","-35,000,000","-40,000,000","-41,000,000","-35,000,000","-37,000,000","-127,000,000","-39,000,000","-30,000,000","-25,000,000","-24,000,000","-26,000,000","-24,000,000","-25,000,000","-25,000,000","-27,000,000","-27,000,000","-23,000,000","-27,056,000","-15,887,000","-17,843,000","-19,158,000","-19,385,000","-20,826,000","-24,262,000","-19,911,000","-25,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"1,740,000,000","436,000,000","396,000,000","237,000,000","551,000,000","643,000,000","405,000,000","310,000,000","209,000,000","364,000,000","308,000,000","333,000,000","295,000,000","285,000,000","314,000,000","295,000,000","283,000,000","303,000,000","364,000,000","237,000,000","176,000,000","163,000,000","186,000,000","185,000,000","183,000,000","218,000,000","197,000,000","237,000,000","211,000,000","183,000,000","317,802,000","23,494,000","156,366,000","198,986,000","107,260,000","175,556,000","109,664,000","62,312,000","70,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-198,000,000","-42,000,000","-23,000,000","-3,000,000","-10,000,000","-4,000,000","-13,000,000","24,000,000","13,000,000","-56,000,000","4,000,000","-52,000,000","-70,000,000","54,000,000","-5,000,000","-19,000,000","-12,000,000","37,000,000","0","31,000,000","28,000,000","50,000,000","-158,000,000","-2,000,000","30,000,000","119,000,000","-70,000,000","-35,000,000","29,000,000","-294,000,000","-243,413,000","15,887,000","17,843,000","19,158,000","-68,513,000","20,826,000","24,262,000","19,911,000","25,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,,,"-23,000,000","-3,000,000","-9,000,000","-2,000,000","-13,000,000","27,000,000","16,000,000","-49,000,000","-9,000,000","-7,000,000","-60,000,000","116,000,000","9,000,000","4,000,000","9,000,000","2,000,000","-6,000,000","5,000,000","29,000,000","2,000,000","-6,000,000","-10,000,000","16,000,000","35,000,000","-49,000,000","-4,000,000","3,000,000","32,000,000","20,147,000","0","0","0","22,187,000","0","0","0","-458,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	SpecialIncomeCharges,"-2,000,000","-1,000,000","0","0","-1,000,000","-2,000,000","0","-3,000,000","-3,000,000","-7,000,000","1,000,000","2,000,000","-4,000,000","-43,000,000","-2,000,000","1,000,000","0","-3,000,000","0","0","-1,000,000","-1,000,000","0","-3,000,000","-3,000,000","0","-1,000,000","-7,000,000","1,000,000","-139,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"2,000,000","1,000,000","0","0","1,000,000","2,000,000","0","3,000,000","3,000,000","7,000,000","-1,000,000","-2,000,000","4,000,000","43,000,000","2,000,000","-1,000,000","0","3,000,000","0","0","1,000,000","1,000,000","0","3,000,000","3,000,000","0","1,000,000","7,000,000","-1,000,000","139,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-196,000,000","-41,000,000","-23,000,000","-3,000,000","-9,000,000","-2,000,000","-13,000,000","27,000,000","16,000,000","-49,000,000","12,000,000","-47,000,000","-6,000,000","-19,000,000","-12,000,000","-24,000,000","-21,000,000","38,000,000","6,000,000","26,000,000","29,000,000","49,000,000","-152,000,000","11,000,000","17,000,000","84,000,000","-20,000,000","-24,000,000","25,000,000","-187,000,000","-238,127,000","15,887,000","17,843,000","19,158,000","15,900,000","20,826,000","24,262,000","19,911,000","25,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,542,000,000","394,000,000","373,000,000","234,000,000","541,000,000","639,000,000","392,000,000","334,000,000","222,000,000","308,000,000","312,000,000","281,000,000","225,000,000","339,000,000","309,000,000","276,000,000","271,000,000","340,000,000","364,000,000","268,000,000","204,000,000","213,000,000","28,000,000","183,000,000","213,000,000","337,000,000","127,000,000","202,000,000","240,000,000","-111,000,000","74,389,000","39,381,000","174,209,000","218,144,000","38,747,000","196,382,000","133,926,000","82,223,000","96,196,000","172,620,000","108,507,000","149,677,000","152,195,000","217,757,000","149,144,000","221,972,000","41,910,000","161,920,000","72,076,000","64,913,000","52,171,000","133,267,000","192,108,000","166,947,000","269,045,000","347,390,000","259,361,000","373,953,000","268,713,000","307,865,000","164,653,000","190,339,000","161,635,000","220,143,000","164,423,000","215,359,000"
TaxProvision,"126,000,000","28,000,000","35,000,000","28,000,000","35,000,000","53,000,000","12,000,000","32,000,000","15,000,000","18,000,000","18,000,000","20,000,000","15,000,000","15,000,000","19,000,000","18,000,000","13,000,000","21,000,000","200,000,000","21,000,000","17,000,000","18,000,000","7,000,000","15,000,000","13,000,000","27,000,000","6,000,000","20,000,000","19,000,000","-2,000,000","9,162,000","7,691,000","13,451,000","16,950,000","2,446,000","10,414,000","13,890,000","6,935,000","-4,444,000","14,747,000","10,977,000","8,734,000","7,391,000","15,270,000","12,496,000","18,732,000","34,678,000","13,201,000","7,308,000","5,226,000","4,188,000","13,168,000","25,191,000","11,832,000","33,981,000","32,384,000","28,593,000","33,413,000","24,162,000","27,228,000","5,504,000","6,143,000","5,753,000","5,886,000","6,569,000","9,184,000"
NetIncomeCommonStockholders,"274,000,000","73,000,000","67,000,000","42,000,000","92,000,000","107,000,000","71,000,000","46,000,000","32,000,000","46,000,000","44,000,000","36,000,000","32,000,000","49,000,000","43,000,000","39,000,000","41,000,000","46,000,000","-2,000,000","31,000,000","23,000,000","24,000,000","4,000,000","20,000,000","27,000,000","33,000,000","17,000,000","22,000,000","23,000,000","-13,000,000","7,092,000","3,191,000","15,161,000","19,089,000","3,621,000","16,447,000","10,378,000","6,557,000","-354,570,000","157,873,000","97,530,000","140,943,000","144,804,000","202,487,000","136,648,000","203,240,000","7,232,000","148,719,000","64,768,000","59,687,000","47,983,000","120,099,000","166,917,000","155,115,000","235,064,000","315,006,000","230,768,000","340,540,000","244,551,000","280,637,000","159,149,000","184,196,000","155,882,000","214,257,000","157,854,000","206,175,000"
