name,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996
TotalAssets,"1,281,995,000","1,231,994,000","1,211,730,000","1,229,174,000","1,231,284,000","1,200,355,000","1,167,880,000","1,206,694,000","1,117,029,000","1,111,280,000","1,096,872,000","1,156,278,000","1,194,455,000","1,163,227,000","1,152,095,000","1,150,447,000","1,143,683,000","1,066,131,000","1,011,028,000","1,033,094,000","1,085,275,000","1,062,643,000","1,075,972,000","1,111,765,000","1,124,232,000","1,192,307,000","1,136,166,000","928,653,000","900,749,000","868,588,000","829,358,000","811,661,000","797,077,000","752,885,000","726,320,000","745,627,000","754,690,000","743,989,000","712,953,000","726,316,000","695,397,000","688,723,000","647,123,000","640,843,000","666,494,000","636,676,000","609,714,000","631,284,000","658,787,000","630,171,000","569,186,000","582,845,000","587,748,000","554,001,000","518,941,000","501,236,000","500,948,000","449,020,000","394,698,000","364,568,000","349,133,000","317,806,000","308,453,000","317,118,000","320,319,000","325,942,000","257,901,000","269,534,000","280,599,000","289,848,000","290,601,000","301,559,000","289,436,000","269,808,000","245,590,000","235,392,000","235,740,000","247,065,000","230,989,000","229,654,000","228,635,000","237,272,000","230,007,000","234,752,000","233,982,000","241,533,000","237,187,000","231,899,000","238,883,000","240,700,000","211,300,000","213,700,000","210,900,000","211,200,000","200,800,000","203,200,000","207,800,000","195,500,000","178,400,000","182,300,000","174,800,000","162,500,000","150,400,000"
	CurrentAssets,"522,710,000","481,129,000","460,469,000","519,931,000","522,903,000","493,780,000","473,184,000","522,251,000","445,370,000","448,838,000","502,940,000","567,753,000","617,404,000","590,348,000","591,220,000","587,520,000","572,527,000","486,187,000","420,546,000","436,206,000","484,801,000","484,727,000","573,953,000","626,283,000","654,268,000","739,546,000","693,716,000","508,964,000","493,816,000","470,826,000","449,607,000","445,393,000","439,909,000","417,626,000","398,825,000","414,881,000","420,523,000","408,831,000","418,079,000","442,202,000","417,059,000","409,110,000","368,098,000","355,041,000","382,890,000","351,330,000","319,076,000","338,160,000","365,087,000","334,282,000","272,349,000","241,685,000","245,903,000","203,051,000","222,231,000","224,265,000","225,546,000","226,957,000","183,025,000","156,310,000","149,216,000","128,108,000","120,779,000","125,678,000","127,522,000","133,104,000","119,862,000","125,956,000","135,315,000","143,040,000","141,454,000","151,939,000","139,624,000","121,165,000","96,518,000","85,179,000","83,760,000","93,609,000","77,232,000","75,308,000","73,132,000","79,742,000","70,786,000","76,837,000","76,801,000","82,008,000","76,815,000","70,330,000","77,541,000","80,900,000","85,500,000","89,900,000","106,300,000","108,500,000","96,200,000","97,300,000","102,000,000","90,000,000","75,600,000","81,500,000","82,600,000","72,500,000","61,400,000"
		CashCashEquivalentsAndShortTermInvestments,"96,714,000","85,156,000","90,350,000","169,510,000","180,688,000","171,929,000","193,333,000","232,293,000","148,616,000","134,523,000","236,086,000","319,428,000","341,852,000","298,277,000","321,412,000","331,017,000","283,448,000","209,300,000","125,971,000","156,026,000","189,575,000","197,901,000","306,848,000","389,545,000","387,049,000","420,331,000","355,853,000","258,628,000","237,838,000","201,418,000","210,979,000","209,259,000","190,648,000","161,951,000","164,232,000","182,888,000","187,165,000","163,083,000","209,274,000","260,751,000","225,701,000","200,144,000","177,230,000","176,429,000","213,428,000","167,842,000","169,994,000","199,055,000","207,225,000","151,717,000","90,739,000","82,048,000","82,315,000","27,352,000","76,431,000","94,858,000","85,798,000","87,785,000","70,068,000","54,532,000","43,734,000","21,364,000","26,717,000","38,295,000","38,739,000","21,956,000","46,181,000","55,605,000","56,382,000","58,574,000","64,526,000","72,981,000","55,140,000","20,035,000","10,346,000","6,092,000","3,126,000","4,339,000","3,306,000","4,878,000","4,876,000","6,917,000","6,503,000","13,129,000","6,379,000","7,090,000","8,119,000","6,541,000","7,502,000","7,800,000","28,200,000","36,200,000","54,800,000","50,900,000","38,700,000","41,100,000","41,000,000","20,900,000","16,900,000","23,700,000","24,300,000","9,000,000","4,700,000"
			CashAndCashEquivalents,"15,589,000","15,484,000","16,684,000","57,352,000","52,917,000","47,308,000","42,809,000","78,130,000","67,753,000","11,248,000","46,386,000","69,247,000","97,370,000","46,205,000","49,024,000","48,431,000","106,178,000","19,808,000","18,943,000","17,564,000","31,905,000","17,491,000","37,646,000","29,046,000","8,139,000","15,030,000","69,368,000","8,667,000","13,034,000","9,884,000","14,552,000","14,521,000","15,387,000","11,058,000","22,423,000","24,984,000","37,391,000","56,062,000","30,616,000","97,128,000","80,739,000","90,607,000","82,544,000","57,679,000","80,663,000","66,388,000","82,452,000","99,453,000","141,223,000","111,211,000","51,542,000","66,883,000","74,350,000","26,143,000","75,416,000","94,858,000","85,798,000","28,535,000","23,117,000","15,032,000","15,134,000","11,364,000","16,717,000","13,295,000","14,139,000","12,956,000","25,186,000","20,221,000","54,289,000","52,998,000","40,748,000","36,629,000","55,140,000","20,035,000","10,346,000","6,092,000","3,126,000","4,339,000","3,306,000","4,878,000","4,876,000","6,917,000","6,503,000","13,129,000","6,379,000","7,090,000","8,119,000","6,541,000","7,502,000","7,800,000","28,200,000","36,200,000","54,800,000","50,900,000","38,700,000","41,100,000","41,000,000","20,900,000","16,900,000","23,700,000","24,300,000","9,000,000","4,700,000"
			OtherShortTermInvestments,"81,125,000","69,672,000","73,666,000","112,158,000","127,771,000","124,621,000","150,524,000","154,163,000","80,863,000","123,275,000","189,700,000","250,181,000","244,482,000","252,072,000","272,388,000","282,586,000","177,270,000","189,492,000","107,028,000","138,462,000","157,670,000","180,410,000","269,202,000","360,499,000","378,910,000","405,301,000","286,485,000","249,961,000","224,804,000","191,534,000","196,427,000","194,738,000","175,261,000","150,893,000","141,809,000","157,904,000","149,774,000","107,021,000","178,658,000","163,623,000","144,962,000","109,537,000","94,686,000","118,750,000","132,765,000","101,454,000","87,542,000","99,602,000","66,002,000","40,506,000","39,197,000","15,165,000","7,965,000","1,209,000","1,015,000",,,"59,250,000","46,951,000","39,500,000","28,600,000","10,000,000","10,000,000","25,000,000","24,600,000","9,000,000","20,995,000","35,384,000","2,093,000","5,576,000","23,778,000","36,352,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"180,037,000","152,958,000","134,400,000","126,639,000","130,314,000","117,278,000","83,816,000","98,375,000","100,962,000","118,046,000","78,359,000","71,760,000","93,222,000","110,837,000","94,548,000","85,839,000","121,642,000","111,290,000","131,596,000","117,200,000","129,098,000","121,650,000","108,954,000","79,278,000","110,765,000","157,836,000","184,925,000","101,977,000","106,368,000","118,850,000","89,762,000","87,516,000","97,795,000","106,883,000","84,463,000","82,586,000","85,100,000","99,964,000","76,751,000","62,768,000","66,339,000","88,109,000","66,959,000","62,790,000","65,131,000","84,438,000","54,136,000","43,587,000","61,488,000","79,730,000","61,979,000","44,628,000","63,696,000","70,815,000","54,081,000","47,930,000","63,977,000","68,888,000","45,051,000","38,180,000","41,361,000","44,831,000","34,349,000","26,132,000","27,842,000","40,389,000","18,528,000","16,739,000","21,709,000","25,561,000","20,332,000","22,360,000","33,126,000","47,679,000","27,060,000","19,493,000","21,930,000","29,745,000","17,516,000","17,380,000","18,409,000","23,335,000","15,616,000","16,017,000","21,196,000","27,708,000","19,103,000","14,570,000","23,281,000","22,200,000","15,800,000","14,600,000","14,200,000","19,600,000","15,100,000","13,700,000","17,000,000","24,300,000","13,800,000","13,100,000","14,700,000","20,000,000","13,700,000"
			AccountsReceivable,"138,654,000","152,958,000","134,400,000","79,066,000","130,314,000","117,278,000","83,816,000","84,976,000","100,962,000","118,046,000","78,359,000","57,059,000","93,222,000","110,837,000","94,548,000","80,731,000","121,642,000","111,290,000","75,626,000","61,261,000","79,179,000","81,718,000","74,099,000","62,012,000","110,765,000","157,836,000","184,925,000","99,013,000","106,368,000","118,850,000","89,762,000","82,978,000","97,795,000","106,883,000","84,463,000","79,352,000","85,100,000","99,964,000","76,751,000","58,630,000","66,339,000","88,109,000","66,959,000","54,774,000","65,131,000","84,438,000","54,136,000","43,212,000","61,488,000","79,730,000","61,979,000","43,682,000","63,696,000","70,815,000","54,081,000","44,793,000","63,977,000","68,888,000","45,051,000","37,096,000","40,525,000","43,745,000","30,753,000","23,804,000","27,842,000","40,389,000","18,528,000","16,044,000","21,709,000","25,561,000","20,332,000","21,943,000","33,126,000","40,819,000","27,060,000","18,914,000","21,930,000","29,745,000","17,516,000","15,536,000","18,409,000","23,335,000","15,616,000","15,254,000",,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,"131,042,000","118,044,000","84,447,000",,"101,787,000","118,404,000","78,781,000","57,265,000","93,540,000","111,279,000","94,902,000","80,999,000","122,163,000","112,206,000","76,061,000","61,647,000","79,547,000","82,282,000","75,043,000","62,739,000","111,215,000","158,651,000","185,668,000","99,526,000","107,573,000","119,740,000","90,258,000","83,408,000","98,475,000","107,447,000","85,034,000","80,123,000","85,629,000","100,493,000","77,254,000","59,219,000","66,984,000","88,487,000",,"55,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,"-728,000","-766,000","-631,000",,"-825,000","-358,000","-422,000","-206,000","-318,000","-442,000","-354,000","-268,000","-521,000","-916,000","-435,000","-386,000","-368,000","-564,000","-944,000","-727,000","-450,000","-815,000","-743,000","-513,000","-1,205,000","-890,000","-496,000","-430,000","-680,000","-564,000","-571,000","-771,000","-529,000","-529,000","-503,000","-589,000","-645,000","-378,000",,"-686,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"41,383,000",,,"42,516,000",,,,"9,884,000",,,,"9,745,000",,,,"0","0",,"55,970,000","52,691,000","49,919,000","39,932,000","34,855,000","11,830,000",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
