name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
MarketCap,"59,644,039,574","68,904,000,000","102,353,940,000","155,868,300,000","94,696,940,000","52,510,950,000","41,661,348,720","27,973,890,044","25,252,333,314","11,084,579,009","6,582,663,426","5,293,316,849","4,816,607,872","6,695,159,544","5,020,759,264"
EnterpriseValue,"50,476,039,574","59,093,000,000","94,030,940,000","148,481,300,000","87,195,940,000","48,110,637,000","38,597,340,720","25,424,649,044","24,182,518,314","10,113,943,009","5,557,924,426","4,256,558,849","3,741,067,872","5,207,221,544","3,975,448,264"
PeRatio,"4.406","6.089","15.582","48.108","191.041",,,,,,,,,,
ForwardPeRatio,"6.021","6.184","10.03","12.739","9.794","7.782","40.65","20.243",,,,,,,
PsRatio,"2.853","4.019","9.071","22.635","34.449","62.156","154.876","233.768","411.443","164.552","79.725","49.423","39.445","12.221","21.496"
PbRatio,"3.493","4.871","10.11","23.25","24.674","20.501","15.096","9.493","15.39","9.435","5.259","3.955","3.341","4.373","4.664"
EnterprisesValueRevenueRatio,"2.233","9.742","13.04","29.882","20.027","24.838","67.626","161.007","364.464","1,205.62","395.441","249.71","285.949","324.944","112.234"
EnterprisesValueEBITDARatio,"3.046","13.698","17.115","40.949","27.796","37.645","-148.567","-114.816","-225.813","-87.91","-49.469","-37.154","-29.609","-42.055","-27.289"
