name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
OperatingCashFlow,"-2,516,000","-11,476,000","-12,448,000","20,864,000","544,000","1,876,000","8,953,000","6,750,000","8,364,000","-1,702,000","-943,000","29,827,000","1,569,000","-29,395,000","21,934,000","-18,593,000","5,403,000","5,000,000","-17,451,000","4,373,000"
	CashFlowFromContinuingOperatingActivities,"-2,516,000","-11,476,000","-12,448,000","20,864,000","544,000","1,876,000","8,953,000","6,750,000","8,364,000","-1,702,000","-943,000","29,827,000","1,569,000","-29,395,000","21,934,000","-18,593,000","5,403,000","5,000,000","-17,451,000","4,373,000"
		NetIncomeFromContinuingOperations,"-73,143,000","-24,738,000","-22,556,000","-9,311,000","-16,538,000","-7,835,000","925,000","-2,747,000","-11,024,000","-10,021,000","-7,077,000","-2,827,000","-2,027,000","-4,728,000","-5,365,000","-7,346,000","-412,000","-6,784,000","-5,191,000","-301,000"
		OperatingGainsLosses,"750,000","188,000","187,000","188,000","187,000","188,000","230,000","188,000","188,000","188,000","286,000","62,000","125,000","252,000","2,730,000","3,251,000","45,000","347,000","146,000","-17,000"
			GainLossOnSaleOfPPE,,,,,,,"44,000",,,,"14,000","0","0","0","58,000","0","4,000","29,000","69,000","-7,000"
			GainLossOnInvestmentSecurities,"750,000","188,000","187,000","188,000","187,000","188,000","186,000","188,000","188,000","188,000","272,000","62,000","125,000","252,000","2,672,000","3,251,000","41,000","318,000","77,000","-10,000"
		DepreciationAmortizationDepletion,"12,461,000","2,760,000","2,907,000","3,377,000","3,417,000","4,105,000","3,661,000","3,640,000","3,454,000","3,277,000","6,108,000","1,671,000","1,295,000","1,532,000","1,407,000","1,287,000","1,191,000","1,064,000","1,051,000","1,033,000"
			DepreciationAndAmortization,"12,461,000","2,760,000","2,907,000","3,377,000","3,417,000","4,105,000","3,661,000","3,640,000","3,454,000","3,277,000","6,108,000","1,671,000","1,295,000","1,532,000","1,407,000","1,287,000","1,191,000","1,064,000","1,051,000","1,033,000"
				Depreciation,"12,461,000","2,760,000","2,907,000","3,377,000","3,417,000","4,105,000","3,661,000","3,640,000","3,454,000","3,277,000","6,108,000","1,671,000","1,295,000","1,532,000","1,407,000","1,287,000","1,191,000","1,064,000","1,051,000","1,033,000"
		AmortizationOfSecurities,"825,000","537,000","195,000","81,000","12,000","10,000","-9,000","-54,000","-83,000","-174,000","-210,000","-283,000","-382,000","-283,000",,"13,000",,"0","9,000","26,000"
		AssetImpairmentCharge,,,"1,352,000","0",,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"6,196,000","1,919,000","2,174,000","1,097,000","1,006,000","901,000","265,000","1,048,000","839,000","767,000","1,040,000","1,040,000","623,000","415,000","498,000","1,892,000","1,450,000","1,270,000","1,393,000","1,073,000"
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,"3,251,000",,,"77,000","-10,000"
		StockBasedCompensation,"59,101,000","16,735,000","14,926,000","13,906,000","13,534,000","11,226,000","5,981,000","6,856,000","7,134,000","5,537,000","7,940,000","3,932,000","2,631,000","4,295,000","4,694,000","1,986,000","1,793,000","1,888,000","2,029,000","1,526,000"
		OtherNonCashItems,"1,903,000","740,000","741,000","402,000","20,000","19,000","18,000","17,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","12,000","39,000","9,000","26,000"
		ChangeInWorkingCapital,"-19,350,000","-9,617,000","-12,374,000","11,124,000","-8,483,000","-6,738,000","-2,118,000","-2,198,000","7,843,000","-1,289,000","-9,043,000","26,219,000","-709,000","-30,891,000","17,957,000","-19,676,000","1,324,000","7,176,000","-16,888,000","1,033,000"
			ChangeInReceivables,"-16,036,000","2,990,000","-10,643,000","2,868,000","-11,251,000","-5,584,000","-7,510,000","-7,717,000","1,118,000","-5,891,000","967,000","18,403,000","-3,857,000","-26,431,000","18,643,000","-6,517,000","-960,000","-7,660,000","-1,621,000","-3,525,000"
				ChangesInAccountReceivables,"-16,036,000","2,990,000","-10,643,000","2,868,000","-11,251,000","-5,584,000","-7,510,000","-7,717,000","1,118,000","-5,891,000","967,000","18,403,000","-3,857,000","-26,431,000","18,643,000","-6,517,000","-960,000","-7,660,000","-1,621,000","-3,525,000"
			ChangeInPrepaidAssets,"-6,812,000","-1,394,000","-4,797,000","708,000","-1,329,000","-1,542,000","-914,000","684,000","-504,000","-464,000","-630,000","-738,000","290,000","-991,000","-634,000","-86,000","539,000","-1,111,000","-662,000","140,000"
