name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
TotalRevenue,"540,221,000","196,150,000","144,016,000","110,384,000","89,671,000","75,572,000","36,675,000","41,047,000","21,663,000","45,138,000","66,788,000","39,204,000","44,542,000","40,728,000","41,235,000","46,076,000","37,150,000","40,895,000","35,676,000","31,282,000","25,777,000","15,343,000","15,010,000","10,585,000","9,810,000","6,864,000","8,307,000","13,093,000","15,053,000","11,320,000","5,193,000","5,238,000","4,773,000","4,474,000","4,672,000","3,595,000","3,388,000","2,834,000","2,809,000","2,347,000","2,776,000","3,866,000","2,545,000","2,525,000","2,458,000","1,987,000","1,997,000","1,764,000","1,743,000","2,029,000","2,021,000","1,476,000","827,000","2,205,000","2,735,000","3,319,000","1,958,000","2,081,000","1,794,000","1,614,000","1,536,000","1,585,000","2,062,000","1,984,000","1,752,000","1,688,000","1,641,000","1,534,000","1,510,000","1,276,000","1,095,000","975,000","828,000","710,000","717,000","732,000","724,000","640,000","645,000","577,000","474,000","496,000","675,000","726,000","830,000","770,000","765,000","635,000","719,000","600,000","500,000","400,000"
	OperatingRevenue,"540,221,000","196,150,000","144,016,000","110,384,000","89,671,000","75,572,000","36,675,000","41,047,000","21,663,000","45,138,000","66,788,000","39,204,000","44,542,000","40,728,000","41,235,000","46,076,000","37,150,000","40,895,000","35,676,000","31,282,000","25,777,000","15,343,000","15,010,000","10,585,000","9,810,000","6,864,000","8,307,000","13,093,000","15,053,000","11,320,000","5,193,000","5,238,000","4,773,000","4,474,000","4,672,000","3,595,000","3,388,000","2,834,000","2,809,000","2,347,000","2,776,000","3,866,000","2,545,000","2,525,000","2,458,000","1,987,000","1,997,000","1,764,000","1,743,000","2,029,000","2,021,000","1,476,000","827,000","2,205,000","2,735,000","3,319,000","1,958,000","2,081,000","1,794,000","1,614,000","1,536,000","1,585,000","2,062,000","1,984,000","1,752,000","1,688,000","1,641,000","1,534,000","1,510,000","1,276,000","1,095,000","975,000","828,000","710,000","717,000","732,000","724,000","640,000","645,000","577,000","474,000","496,000","675,000","726,000","830,000","770,000","765,000","635,000","719,000","600,000","500,000","400,000"
CostOfRevenue,"211,086,000","69,272,000","51,597,000","47,267,000","42,950,000","40,283,000","29,691,000","38,278,000","29,969,000","37,018,000","39,030,000","23,196,000","24,911,000","22,660,000","22,164,000","19,939,000","17,645,000","16,402,000","15,681,000","17,325,000","16,609,000","13,018,000","13,905,000","10,450,000","9,619,000","9,228,000","11,993,000","13,225,000","13,826,000","11,047,000","2,913,000","2,656,000","2,688,000","2,567,000","2,298,000","1,967,000","1,923,000","1,700,000","1,104,000","1,053,000","1,188,000","1,333,000","1,026,000","939,000","1,267,000","877,000","764,000","630,000","796,000","751,000","828,000","603,000","1,275,000","759,000","607,000","566,000","549,000","562,000","469,000","494,000","538,000","502,000","454,000","482,000","462,000","534,000","601,000","522,000","400,000","406,000","356,000","391,000","322,000","295,000","296,000","387,000","325,000","455,000","355,000","320,000","396,000","458,000","462,000","428,000","182,000","409,000","405,000","389,000","537,000","400,000","300,000","300,000"
GrossProfit,"329,135,000","126,878,000","92,419,000","63,117,000","46,721,000","35,289,000","6,984,000","2,769,000","-8,306,000","8,120,000","27,758,000","16,008,000","19,631,000","18,068,000","19,071,000","26,137,000","19,505,000","24,493,000","19,995,000","13,957,000","9,168,000","2,325,000","1,105,000","135,000","191,000","-2,364,000","-3,686,000","-132,000","1,227,000","273,000","2,280,000","2,582,000","2,085,000","1,907,000","2,374,000","1,628,000","1,465,000","1,134,000","1,705,000","1,294,000","1,588,000","2,533,000","1,519,000","1,586,000","1,191,000","1,110,000","1,233,000","1,134,000","947,000","1,278,000","1,193,000","873,000","-448,000","1,446,000","2,128,000","2,753,000","1,409,000","1,519,000","1,325,000","1,120,000","998,000","1,083,000","1,608,000","1,502,000","1,290,000","1,154,000","1,040,000","1,012,000","1,110,000","870,000","739,000","584,000","506,000","415,000","421,000","345,000","399,000","185,000","290,000","257,000","78,000","38,000","213,000","298,000","648,000","361,000","360,000","246,000","182,000","200,000","200,000","100,000"
OperatingExpense,"47,453,000","12,795,000","16,886,000","8,269,000","9,503,000","8,670,000","8,788,000","5,843,000","7,156,000","7,477,000","7,790,000","6,282,000","7,082,000","7,324,000","10,021,000","4,988,000","7,329,000","6,620,000","7,640,000","7,367,000","7,540,000","4,955,000","2,775,000","4,459,000","6,624,000","4,472,000","2,795,000","2,450,000","2,626,000","2,571,000","825,000","1,311,000","700,000","680,000","708,000","742,000","695,000","712,000","1,132,000","1,018,000","1,029,000","879,000","777,000","679,000","772,000","709,000","680,000","690,000","868,000","904,000","828,000","573,000","-173,000","1,105,000","866,000","782,000","554,000","615,000","514,000","100,000","507,000","423,000","513,000","463,000","453,000","355,000","412,000","460,000","508,000","381,000","339,000","234,000","305,000","255,000","238,000","193,000","182,000","177,000","177,000","161,000","173,000","132,000","171,000","172,000","374,000","85,000","148,000","119,000","83,000","100,000","200,000","100,000"
	SellingGeneralAndAdministration,"45,848,000","12,306,000","16,722,000","7,650,000","9,170,000","8,380,000","8,618,000","5,796,000","6,687,000","7,132,000","7,083,000","6,230,000","7,028,000","7,270,000","9,350,000","4,944,000","7,286,000","6,579,000","7,584,000","7,295,000","7,385,000","4,803,000","2,224,000","4,459,000","2,834,000","3,198,000","2,795,000","2,450,000","2,484,000","2,571,000","771,000","1,258,000","648,000","628,000","659,000","693,000","648,000","669,000","627,000","681,000","654,000","473,000","507,000","442,000","407,000","392,000","330,000","386,000","426,000","526,000","492,000","335,000","415,000","374,000","255,000","312,000","225,000","195,000","155,000","196,000","141,000","132,000","123,000","150,000","145,000","121,000","188,000","141,000","208,000","102,000","123,000","102,000","245,000","61,000","66,000","65,000","60,000","61,000","61,000","60,000","84,000","45,000","48,000","61,000","99,000","34,000","32,000","23,000","24,000",,,
		GeneralAndAdministrativeExpense,"45,848,000","12,306,000","16,722,000","7,650,000","9,170,000","8,380,000","8,618,000","5,796,000","6,687,000","7,132,000","7,083,000","6,230,000","7,028,000","7,270,000","9,350,000","4,944,000","7,286,000","6,579,000","7,584,000","7,295,000","7,385,000","4,803,000","2,224,000","4,459,000","2,834,000","3,198,000","2,795,000","2,450,000","2,484,000","2,571,000","771,000","1,258,000","648,000","628,000","659,000","693,000","648,000","669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"23,515,000","5,830,000","10,393,000","2,880,000","4,412,000","3,329,000","2,389,000","2,403,000","2,568,000","2,694,000",,,,,,,,"1,940,000","1,956,000","1,687,000","1,647,000","1,311,000","1,412,000","1,328,000","561,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"22,333,000","6,476,000","6,329,000","4,770,000","4,758,000","5,051,000","6,229,000","3,393,000","4,119,000","4,438,000","-1,565,000","6,230,000","7,028,000","7,270,000","9,350,000","4,944,000","7,286,000","4,639,000","5,628,000","5,608,000","5,738,000","3,492,000","812,000","3,131,000","2,273,000","3,198,000","2,795,000","2,450,000","2,484,000","2,571,000","771,000","1,258,000","648,000","628,000","659,000","693,000","648,000","669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,"10,812,000",,"8,657,000","10,330,000","10,039,000","7,889,000","9,685,000","5,149,000","5,598,000","5,505,000","8,523,000","8,107,000","8,674,000","5,924,000",,"1,145,000","1,079,000","1,036,000","980,000","786,000","685,000","577,000","461,000","294,000","203,000","406,000","270,000","237,000","323,000","274,000","350,000","259,000","269,000","378,000","336,000","238,000","248,000","558,000","197,000","221,000","154,000","175,000","179,000","177,000","190,000","145,000","153,000","152,000","143,000","112,000","101,000","194,000","192,000","134,000","127,000","50,000","135,000","63,000","58,000","60,000","58,000","70,000","68,000","60,000","54,000","52,000","73,000","56,000","38,000","51,000","49,000","50,000","-1,000","100,000","0","100,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"406,000","270,000","237,000",,"274,000","350,000","259,000","269,000","378,000","336,000","238,000","248,000","558,000","197,000","221,000","154,000","175,000","179,000","177,000","190,000","145,000","153,000","152,000","143,000","112,000","101,000","194,000","192,000","134,000","127,000","50,000","135,000","63,000","58,000","60,000","58,000","70,000","68,000","60,000","54,000","52,000","73,000","56,000","38,000","51,000","49,000","50,000","-1,000","100,000","0","100,000"
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,"188,000","49,000","149,000","35,000","71,000","91,000","132,000",,,,,,,,,,,,,,,,,,,,,,,,"120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"1,605,000","489,000","164,000","619,000","333,000","290,000","170,000","47,000","469,000","345,000","707,000","52,000","54,000","54,000","671,000","44,000","43,000","41,000","56,000","72,000","155,000","152,000","551,000","3,793,000","3,790,000","1,274,000","0","4,067,000","142,000","4,242,000","54,000","53,000","52,000","52,000","49,000","49,000","47,000","43,000","44,000","43,000",,,,,"42,000","43,000",,"45,000",,,,,,"53,000","414,000","249,000","175,000","245,000","180,000","-273,000","176,000","146,000","237,000","161,000","165,000","122,000","123,000","125,000","108,000","145,000","89,000","82,000","-75,000","131,000","114,000","68,000","64,000","46,000","48,000","41,000","35,000","35,000","50,000","55,000",,,"67,000","46,000","60,000",,,
OperatingIncome,"281,682,000","114,083,000","75,533,000","54,848,000","37,218,000","26,619,000","-1,804,000","-3,074,000","-15,462,000","643,000","19,968,000","9,726,000","12,549,000","10,744,000","9,050,000","21,149,000","12,176,000","17,873,000","12,355,000","6,590,000","1,628,000","-2,630,000","-1,670,000","-4,324,000","-6,433,000","-6,836,000","-6,481,000","-2,582,000","-1,399,000","-2,298,000","1,455,000","1,271,000","1,385,000","1,227,000","1,666,000","886,000","770,000","422,000","573,000","276,000","559,000","1,654,000","742,000","907,000","419,000","401,000","553,000","444,000","79,000","374,000","365,000","300,000","-275,000","341,000","1,262,000","1,971,000","855,000","904,000","811,000","1,020,000","491,000","660,000","1,095,000","1,039,000","837,000","799,000","628,000","552,000","602,000","489,000","400,000","350,000","201,000","160,000","183,000","152,000","217,000","8,000","113,000","96,000","-95,000","-94,000","42,000","126,000","274,000","276,000","212,000","127,000","99,000","100,000","200,000","0"
NetNonOperatingInterestIncomeExpense,"-13,897,000","-5,318,000","-3,128,000","-3,050,000","-2,401,000","-2,217,000","-1,025,000","-1,186,000","-1,285,000","-1,736,000","-1,831,000","-1,609,000","-1,677,000","-1,449,000","-1,110,000","-565,000","-610,000","-613,000","-826,000","-903,000","-633,000","-337,000","-348,000","-341,000","-370,000","-223,000","-215,000","-169,000","-169,000","-169,000","-48,000","-57,000","-40,000","2,000","-37,000","-25,000","-15,000","49,000","5,000","2,000","4,000","1,000","60,000","4,000","8,000","-30,000","5,000","3,000","17,000","10,000","46,000","-6,787","-4,000","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000","4,000","8,000","50,000","7,000","8,000","3,000","51,000","6,000","2,000","7,000","1,000","60,000","7,000","1,000","3,000","5,000","3,000","27,000","13,000","50,000","8,213","3,000","12,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"13,897,000","5,318,000","3,128,000","3,050,000","2,401,000","2,217,000","1,025,000","1,186,000","1,285,000","1,736,000","1,831,000","1,609,000","1,677,000","1,449,000","1,110,000","565,000","610,000","613,000","826,000","903,000","633,000","337,000","348,000","341,000","370,000","223,000","215,000","169,000","169,000","169,000","53,000","61,000","48,000","48,000","44,000","33,000","18,000","2,000","1,000","0","3,000","0","0","3,000","-7,000","33,000","0","0","10,000","3,000","4,000","15,000","7,000","11,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"6,566,000",,,,,,,,,,"1,831,000","1,609,000","1,677,000","1,449,000","1,110,000","565,000","610,000","613,000","826,000","903,000","633,000","337,000","348,000","341,000","370,000","223,000","215,000","169,000","169,000","169,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-246,966,000","-162,175,000","-1,148,000","-32,509,000","-51,134,000","-35,266,000","-15,776,000","-7,468,000","-20,272,000","38,899,000","-22,840,000","18,585,000","9,277,000","-48,198,000","75,397,000","-19,848,000","-10,396,000","-4,820,000","-12,359,000","-1,773,000","-65,876,000","3,658,000","-30,889,000","966,000","-4,183,000","638,000","-136,188,000","5,280,000","525,000","768,000",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","-41,000","-49,213","-61,000","-262,000","-2,694,000","-198,000","33,000","-17,000","-65,000","-23,000","-27,000","12,000","-33,000","-94,000","-39,000","-51,000","-10,000",,"-14,000","10,000","-37,000",,"0","-2,000","-72,000","-55,000","-16,000",,"0","0","0","146,000","0","0","0",,,,"-8,000",,,,
	GainOnSaleOfSecurity,"-234,978,000","-151,480,000","805,000","-33,128,000","-51,175,000","-33,263,000","-13,166,000","-6,040,000","-20,679,000","99,784,000","-24,311,000","18,726,000","9,496,000","-47,894,000","94,553,000","-17,481,000","-10,850,000","-5,275,000","-12,123,000","-3,663,000","3,340,000","4,460,000","-4,121,000","946,000","-4,228,000","765,000","1,909,000","5,166,000","-1,318,000","674,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-12,773,000","-10,742,000","-1,971,000","99,000","-159,000","-2,106,000","-2,890,000","-1,410,000","395,000","-61,011,000","1,566,000","-162,000","-201,000","-300,000","-18,969,000","-2,404,000","63,000","449,000","-250,000","1,956,000","-69,247,000","-803,000","-26,766,000","8,000","0","-402,000","-138,136,000","-13,000","1,680,000","94,000",,"0","0","0","0","0","0","0","0","0",,,,,"5,000","0",,,"128,000","-41,000","-49,213","-61,000","-262,000","-2,694,000","-198,000","33,000","-17,000","-65,000","-23,000","-27,000","12,000","-33,000","-94,000","-39,000","-51,000","-10,000",,"-14,000","10,000","-37,000",,,,"-72,000","-55,000","-16,000",,,,,,,,,,,,"-8,000",,,,
