name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021
MarketCap,"314,359,264","423,803,333","440,224,558","430,874,167","651,792,038","556,329,632"
EnterpriseValue,"2,124,859,264","2,110,503,333","2,204,824,558","2,133,574,167","2,325,092,038","2,281,629,632"
PeRatio,"70.273","7.733","5.408","4.053","2.496","2.611"
ForwardPeRatio,,,"3.718","3.554","5.4","5.285"
PsRatio,"0.14","0.182","0.174","0.164","0.23","0.201"
PbRatio,"2.734","2.837","2.957","3.072","4.821","13.121"
EnterprisesValueRevenueRatio,"0.908","4.238","2.999","3.492","4.679","3.972"
EnterprisesValueEBITDARatio,"16.51","-108.789","48.246","34.862","56.434","43.131"
