name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalRevenue,"351,456,000","80,385,000","76,403,000","93,105,000","101,563,000","86,932,000","73,978,000","74,329,000","71,691,000","88,489,000","78,917,000","91,761,000","101,063,000","90,202,000","86,531,000","95,291,000","97,238,000","79,051,000","63,787,000","69,030,000","64,121,000","52,500,000","50,851,000","54,422,000","54,567,000","42,989,000","40,446,000","40,778,000","44,029,000","33,752,000","29,118,000","29,393,000","30,393,000","23,633,000","19,762,000","19,777,000","20,157,000","15,747,000","13,841,000"
	OperatingRevenue,"351,456,000","80,385,000","76,403,000","93,105,000","101,563,000","86,932,000","73,978,000","74,329,000","71,691,000","88,489,000","78,917,000","91,761,000","101,063,000","90,202,000","86,531,000","95,291,000","97,238,000","79,051,000","63,787,000","69,030,000","64,121,000","52,500,000","50,851,000","54,422,000","54,567,000","42,989,000","40,446,000","40,778,000","44,029,000","33,752,000","29,118,000","29,393,000","30,393,000","23,633,000","19,565,000","19,777,000","20,157,000","15,747,000","13,718,000"
CostOfRevenue,"179,840,000","45,379,000","37,815,000","45,418,000","51,228,000","47,059,000","39,919,000","41,323,000","38,942,000","50,123,000","44,995,000","48,446,000","50,848,000","45,793,000","42,961,000","46,478,000","48,768,000","41,324,000","33,031,000","35,860,000","32,554,000","26,756,000","26,163,000","29,294,000","28,352,000","21,710,000","20,408,000","21,403,000","23,207,000","17,729,000","15,302,000","14,744,000","15,279,000","11,695,000","9,587,000","10,135,000","9,100,000","7,630,000","6,806,000"
GrossProfit,"171,616,000","35,006,000","38,588,000","47,687,000","50,335,000","39,873,000","34,059,000","33,006,000","32,749,000","38,366,000","33,922,000","43,315,000","50,215,000","44,409,000","43,570,000","48,813,000","48,470,000","37,727,000","30,756,000","33,170,000","31,567,000","25,744,000","24,688,000","25,128,000","26,215,000","21,279,000","20,038,000","19,375,000","20,822,000","16,023,000","13,816,000","14,649,000","15,114,000","11,938,000","10,175,000","9,642,000","11,057,000","8,117,000","7,035,000"
OperatingExpense,"173,830,000","48,592,000","45,261,000","41,313,000","38,664,000","42,005,000","39,581,000","34,979,000","35,100,000","40,545,000","39,243,000","35,208,000","38,070,000","39,551,000","38,795,000","38,417,000","34,449,000","29,027,000","25,566,000","24,838,000","23,070,000","20,173,000","18,517,000","19,731,000","18,196,000","18,002,000","16,564,000","15,661,000","15,477,000","13,505,000","12,384,000","11,082,000","11,151,000","10,389,000","9,622,000","8,756,000","8,665,000","7,484,000","6,831,000"
	SellingGeneralAndAdministration,"155,905,000","43,228,000","40,577,000","37,559,000","34,541,000","37,990,000","35,907,000","31,468,000","31,810,000","36,940,000","35,615,000","32,572,000","36,602,000","37,882,000","37,053,000","36,321,000","32,674,000","27,611,000","24,197,000","23,463,000","21,810,000","18,864,000","17,301,000","18,381,000","16,817,000","16,834,000","15,338,000","14,545,000","14,502,000","12,642,000","11,719,000","10,284,000","10,272,000","9,754,000","9,041,000","8,082,000","8,025,000","6,981,000","6,300,000"
		GeneralAndAdministrativeExpense,"40,542,000","15,189,000","10,871,000","9,258,000","5,224,000","12,499,000","10,518,000","8,586,000","9,724,000","9,777,000","10,071,000","8,525,000","8,844,000","9,681,000","8,788,000","9,982,000","9,675,000","9,573,000","9,008,000","10,368,000","9,865,000","8,335,000","7,981,000","8,702,000","7,241,000","7,869,000","6,592,000","6,413,000","6,935,000","5,718,000","5,288,000","4,697,000","3,908,000","4,049,000","3,958,000","3,532,000","3,430,000","2,834,000","2,484,000"
			OtherGandA,"40,542,000","15,189,000","10,871,000","9,258,000","5,224,000","12,499,000","10,518,000","8,586,000","9,724,000","9,777,000","10,071,000","8,525,000","8,844,000","9,681,000","8,788,000","9,982,000","9,675,000","9,573,000","9,008,000","10,368,000","9,865,000","8,335,000","7,981,000","8,702,000","7,241,000","7,869,000","6,592,000","6,413,000","6,935,000","5,718,000","5,288,000","4,697,000","3,908,000","4,049,000","3,958,000","3,532,000","3,430,000","2,834,000","2,484,000"
		SellingAndMarketingExpense,"115,363,000","28,039,000","29,706,000","28,301,000","29,317,000","25,491,000","25,389,000","22,882,000","22,086,000","27,163,000","25,544,000","24,047,000","27,758,000","28,201,000","28,265,000","26,339,000","22,999,000","18,038,000","15,189,000","13,095,000","11,945,000","10,529,000","9,320,000","9,679,000","9,576,000","8,965,000","8,746,000","8,132,000","7,567,000","6,924,000","6,431,000","5,587,000","6,364,000","5,705,000","5,083,000","4,550,000","4,595,000","4,147,000","3,816,000"
	ResearchAndDevelopment,"17,925,000","5,364,000","4,684,000","3,754,000","4,123,000","4,015,000","3,674,000","3,511,000","3,290,000","3,605,000","3,628,000","2,636,000","1,468,000","1,669,000","1,742,000","2,096,000","1,775,000","1,416,000","1,369,000","1,375,000","1,260,000","1,309,000","1,216,000","1,350,000","1,379,000","1,168,000","1,226,000","1,116,000","975,000","863,000","665,000","798,000","879,000","635,000","581,000","674,000","640,000","503,000","531,000"
OperatingIncome,"-2,214,000","-13,586,000","-6,673,000","6,374,000","11,671,000","-2,132,000","-5,522,000","-1,973,000","-2,351,000","-2,179,000","-5,321,000","8,107,000","12,145,000","4,858,000","4,775,000","10,396,000","14,021,000","8,700,000","5,190,000","8,332,000","8,497,000","5,571,000","6,171,000","5,397,000","8,019,000","3,277,000","3,474,000","3,714,000","5,345,000","2,518,000","1,432,000","3,567,000","3,963,000","1,549,000","553,000","886,000","2,392,000","633,000","204,000"
NetNonOperatingInterestIncomeExpense,"101,000","29,000","22,000","21,000","29,000","57,000","67,000","114,000","176,000","552,000","835,000","1,149,000","1,394,000","1,334,000","1,148,000","895,000","673,000","543,000","297,000","221,000","146,000","101,000","70,000","60,000","34,000","26,000","32,000","23,000","20,000","5,000","5,000","-94,000","-191,000","-127,000","-247,000","-110,000","-92,000","-101,000","-108,000"
	InterestIncomeNonOperating,"101,000","29,000","22,000","21,000","29,000","57,000","67,000","114,000","176,000","552,000","835,000","1,149,000","1,394,000","1,334,000","1,148,000","895,000","673,000","543,000","297,000","221,000","146,000","101,000","70,000","61,000","36,000","29,000","36,000","28,000","26,000","12,000","14,000","10,000","12,000","6,000","3,000","3,000","3,000","3,000","4,000"
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1,000","2,000","3,000","4,000","5,000","6,000","7,000","9,000","104,000","203,000","133,000","250,000","113,000","95,000","104,000","112,000"
OtherIncomeExpense,"-833,000","-433,000","-238,000","-466,000","304,000","-310,000","250,000","-54,000","5,700,000","-60,000","249,000","-503,000","145,000","-120,000","-100,000","8,000","-1,048,000","444,000","307,000","264,000","523,000","207,000","-407,000","-8,000","-11,000","97,000","-189,000","-59,000","-51,000","-105,000","-100,000","1,000","4,000","43,000","-73,000","41,000","-263,000","229,000","10,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"36,000","-60,000","41,000","-263,000","20,000","0"
	OtherNonOperatingIncomeExpenses,"-833,000","-433,000","-238,000","-466,000","304,000","-310,000","250,000","-54,000","5,700,000","-60,000","249,000","-503,000","145,000","-120,000","-100,000","8,000","-1,048,000","444,000","307,000","264,000","523,000","207,000","-407,000","-8,000","-11,000","97,000","-189,000","-59,000","-51,000","-105,000","-100,000","1,000","4,000","7,000","-13,000",,,"209,000",
PretaxIncome,"-2,946,000","-13,990,000","-6,889,000","5,929,000","12,004,000","-2,385,000","-5,205,000","-1,913,000","3,525,000","-1,687,000","-4,237,000","8,753,000","13,684,000","6,072,000","5,823,000","11,299,000","13,646,000","9,687,000","5,794,000","8,817,000","9,166,000","5,879,000","5,834,000","5,449,000","8,042,000","3,400,000","3,317,000","3,678,000","5,314,000","2,418,000","1,337,000","3,474,000","3,776,000","1,465,000","233,000","817,000","2,037,000","761,000","106,000"
TaxProvision,"16,869,000","224,000","15,988,000","-6,245,000","6,902,000","-1,653,000","-84,000","-214,000","945,000","-98,000","-2,862,000","1,890,000","3,524,000","770,000","-4,222,000","-5,133,000","-964,000","-1,071,000","6,400,000","1,479,000","828,000","-53,000","-3,723,000","1,994,000","2,900,000","1,035,000","-541,000","982,000","1,855,000","846,000","-182,000","1,341,000","1,490,000","577,000","-21,738,000","43,000","77,000","31,000","-2,000"
