name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005
TotalAssets,"2,069,200,000","2,048,800,000","1,998,900,000","1,923,700,000","1,840,100,000","1,872,900,000","1,710,600,000","1,626,700,000","1,108,200,000","1,142,900,000","1,268,390,000","977,723,000","952,612,000","928,744,000","886,306,000","838,856,000","829,763,000","816,744,000","500,348,000","459,327,000","444,957,000","456,647,000","453,197,000","263,045,000","254,774,000","275,126,000","293,120,000","300,393,000","305,716,000","302,156,000","301,197,000","325,328,000","288,528,000","287,955,000","289,496,000","286,152,000","280,899,000","198,059,000","191,642,000","191,940,000","203,942,000","209,583,000","215,780,000","226,190,000","148,926,000","156,233,000","149,854,000","161,990,000","159,037,000","171,648,000","117,128,000","99,313,000","119,852,000","109,229,000","135,332,000","154,573,000","116,467,000","130,741,000","135,605,000","149,140,000","47,682,000","57,140,000","44,907,000","16,792,000"
	CurrentAssets,"1,285,400,000","1,329,800,000","1,306,900,000","1,252,900,000","1,191,800,000","1,248,700,000","1,160,400,000","1,085,700,000","541,300,000","591,000,000","793,901,000","498,807,000","496,382,000","461,286,000","445,712,000","421,793,000","451,611,000","537,171,000","366,020,000","338,745,000","337,168,000","369,960,000","361,807,000","181,290,000","171,845,000","190,761,000","194,338,000","203,829,000","205,427,000","208,196,000","206,613,000","231,832,000","199,857,000","198,198,000","199,686,000","197,129,000","194,757,000","109,936,000","113,394,000","115,615,000","127,369,000","131,785,000","137,857,000","147,834,000","133,537,000","142,457,000","133,328,000","145,602,000","142,173,000","154,304,000","99,791,000","80,380,000","99,987,000","88,499,000","105,964,000","124,952,000","90,607,000","108,752,000","113,891,000","127,828,000","27,247,000","39,865,000","29,171,000","9,683,000"
		CashCashEquivalentsAndShortTermInvestments,"708,500,000","791,600,000","854,200,000","869,300,000","847,400,000","947,600,000","892,900,000","841,500,000","318,700,000","376,100,000","605,504,000","309,748,000","316,374,000","288,946,000","289,844,000","299,792,000","351,999,000","440,056,000","275,756,000","258,605,000","254,028,000","298,570,000","282,695,000","111,266,000","111,635,000","122,672,000","145,467,000","145,137,000","145,608,000","151,193,000","146,372,000","175,545,000","145,614,000","149,727,000","153,905,000","150,944,000","148,065,000","57,293,000","63,443,000","70,144,000","83,006,000","93,955,000","103,812,000","106,746,000","104,488,000","113,274,000","103,918,000","118,071,000","118,338,000","127,996,000","72,694,000","52,362,000","68,164,000","56,663,000","74,134,000","99,108,000","73,035,000","94,588,000","104,213,000","119,818,000","19,076,000","33,231,000","25,090,000","7,660,000"
			CashAndCashEquivalents,"708,500,000","791,600,000","853,700,000","851,800,000","817,900,000","907,200,000","834,300,000","776,200,000","198,500,000","213,700,000","419,882,000","119,867,000","129,254,000","113,906,000","126,563,000","136,246,000","203,146,000","272,577,000","102,233,000","73,488,000","76,038,000","137,174,000","215,402,000","75,661,000","111,635,000","122,672,000","145,467,000","145,137,000","145,608,000","151,193,000","146,372,000","175,545,000","145,614,000","149,727,000","153,905,000","150,944,000","148,065,000","57,293,000","63,443,000","70,144,000","83,006,000","93,955,000","103,812,000","106,746,000","104,488,000","113,274,000","103,918,000","118,071,000","118,338,000","127,996,000","72,694,000","52,362,000","68,164,000","56,663,000","74,134,000","99,108,000","73,035,000","94,588,000","104,213,000","119,818,000","19,076,000","33,231,000","25,090,000","7,660,000"
				CashFinancial,"107,800,000",,"223,600,000","238,900,000","167,000,000",,"298,400,000","470,300,000","85,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"600,700,000",,"630,100,000","612,900,000","650,900,000",,"535,900,000","305,900,000","113,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,"0","500,000","17,500,000","29,500,000","40,400,000","58,600,000","65,300,000","120,200,000","162,400,000","185,622,000","189,881,000","187,120,000","175,040,000","163,281,000","163,546,000","148,853,000","167,479,000","173,523,000","185,117,000","177,990,000","161,396,000","67,293,000","35,605,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"189,300,000","161,000,000","114,300,000","100,300,000","97,900,000","83,800,000","85,400,000","78,000,000","80,100,000","82,800,000","77,537,000","78,739,000","78,158,000","76,672,000","79,913,000","63,634,000","55,829,000","53,373,000","47,173,000","37,753,000","40,648,000","28,803,000","38,548,000","38,700,000","40,474,000","48,387,000","31,803,000","31,826,000","36,093,000","39,882,000","47,145,000","41,797,000","36,679,000","33,067,000","34,465,000","33,650,000","31,110,000","33,294,000","30,145,000","25,591,000","26,197,000","23,190,000","17,269,000","20,361,000","15,009,000","16,841,000","15,442,000","15,801,000","15,206,000","14,962,000","16,357,000","15,509,000","13,291,000","11,938,000","11,842,000","9,760,000","7,223,000","4,783,000","3,343,000","2,633,000","2,118,000","1,417,000","1,002,000","140,000"
			AccountsReceivable,"189,300,000","161,000,000","114,300,000","100,300,000","97,900,000","83,800,000","85,400,000","78,000,000","80,100,000","69,300,000","65,052,000","66,958,000","68,655,000","63,294,000","69,950,000","49,676,000","50,383,000","53,373,000","47,173,000","37,753,000","40,648,000","28,803,000","38,548,000","38,700,000","40,474,000","48,387,000","31,803,000","31,826,000","36,093,000","39,882,000","47,145,000","41,797,000","36,679,000","33,067,000","34,465,000","33,650,000","31,110,000","33,294,000","30,145,000","25,591,000","26,197,000","23,190,000","17,269,000","20,361,000","15,009,000","16,841,000","15,442,000","15,801,000","15,206,000","14,962,000","16,357,000","15,509,000","13,291,000","11,938,000","11,842,000","9,760,000","7,223,000","4,783,000","3,343,000","2,633,000","2,118,000","1,417,000","1,002,000","140,000"
				GrossAccountsReceivable,"192,100,000","163,700,000","117,300,000","104,000,000","137,900,000","86,700,000","89,000,000","82,600,000","84,200,000","73,100,000","69,226,000","71,056,000","72,513,000","66,904,000","73,428,000","52,895,000","53,214,000","55,914,000","50,210,000","40,410,000","43,348,000","31,714,000","42,391,000","42,351,000","44,008,000","52,841,000","37,709,000","37,162,000","41,469,000","45,719,000","53,567,000","48,542,000","43,862,000","40,200,000","41,762,000","40,434,000","37,832,000","39,921,000","36,998,000","32,559,000","33,369,000","30,211,000","23,685,000","25,531,000","20,336,000",,,,,,,,,,,,,,,,,,,
