name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2007,06/30/2007
MarketCap,"327,133,605","434,019,430","406,771,843","376,281,477","331,099,017","369,486,732","282,847,639","175,472,891","212,925,344","242,221,221","624,647,911","497,447,918","520,095,097","504,453,728","394,052,610","509,400,563","471,589,387","447,694,825","460,823,705","447,694,825","406,995,295","443,756,160","348,965,643","345,289,557","332,160,676","358,418,437","354,479,773","330,847,788","330,847,788","345,552,134","333,473,564","307,215,803","307,215,803","295,399,811","288,835,371","291,461,147","275,706,490","246,822,953","232,381,184","242,500,000","301,500,000"
PeRatio,"11.185","14.597","14.119",,,,,"8.636","9.067","9.18","23.72","44.976","49.375","42.644","125","48.5","256.571",,"877.5","74.13","29.245","27.705","9.561","9.46","8.49","9.161","9.783","9.545","9.692","10.362","11.043","10.636","11.818","11.364","11.111","10.472","9.375","8.103","7.629",,
ForwardPeRatio,"8.873","11.891","10.537","10.858","11.919","15.504","21.459","16.208","15.528","7.782","18.519","14.205","17.182",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.655","3.423","3.064","2.909","2.535","2.878","2.263","1.41","1.723","2.014","5.205","4.222","4.34","4.203","3.311","4.166","4.104","3.988","4.316","4.382","4.054","4.436","3.135","3.102","2.867","3.069","3.029","2.845","2.856","3.033","2.996","2.802","2.914","2.802","2.72","2.691","2.494","2.211","2.081",,
PbRatio,"0.912","1.065","1.002","0.943","0.854","0.839","0.651","0.359","0.448","0.511","1.318","1.072","1.156","1.157","0.921","1.163","1.089","1.036","1.047","1.019","0.923","1.021","0.801","0.792","0.768","0.84","0.85","0.807","0.82","0.868","0.853","0.797","0.819","0.788","0.778","0.794","0.758","0.687","0.647","0.833","1.039"
