name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
OperatingCashFlow,"41,785,000","19,545,000","-68,151,000","-207,077,000","297,468,000","186,648,000","-95,889,000","-82,426,000","-81,541,000","34,582,000","50,824,000","17,373,000","135,873,000","205,151,000","197,965,000","57,510,000","79,853,000","171,135,000","38,768,000","62,742,000","149,568,000","174,162,000","33,637,000","79,220,000","102,722,000","258,099,000","106,703,000","69,411,000","129,036,000","167,835,000","54,217,000","62,160,000","53,496,000","90,639,000","21,745,000","39,371,000","49,067,000","85,193,000","24,824,000","-8,613,000","17,746,000","79,674,000","21,710,000","111,586,000","43,846,000","-5,944,000","23,237,000","9,990,000","-7,565,000","1,371,000","22,693,000","6,120,000"
	CashFlowFromContinuingOperatingActivities,"41,785,000","19,545,000","-68,151,000","-207,077,000","297,468,000","186,648,000","-95,889,000","-82,426,000","-81,541,000","34,582,000","50,824,000","17,373,000","135,873,000","205,151,000","197,965,000","57,510,000","79,853,000","171,135,000","38,768,000","62,742,000","149,568,000","174,162,000","33,637,000","79,220,000","102,722,000","258,099,000","106,703,000","69,411,000","129,036,000","167,835,000","54,217,000","62,160,000","53,496,000","90,639,000",,,,,"24,824,000","-8,613,000","17,746,000","79,674,000","21,710,000","111,586,000","43,846,000","-5,944,000","23,237,000","9,990,000","-7,565,000","1,371,000","22,693,000","6,120,000"
		NetIncomeFromContinuingOperations,"-554,951,000","-194,703,000","-87,159,000","14,774,000","-287,863,000","-112,321,000","-157,304,000","-99,140,000","-144,428,000","-27,828,000","81,214,000","83,464,000","114,501,000","56,076,000","91,937,000","97,480,000","11,254,000","-44,922,000","250,338,000","60,190,000","78,143,000","31,935,000","48,493,000","81,382,000","73,084,000","61,920,000","74,400,000","97,114,000","76,704,000","69,002,000","55,909,000","67,000,000","64,849,000","37,706,000",,,,,,,,,,,,"7,883,000","11,889,000","63,346,000","-14,030,000","11,276,000","27,885,000","14,282,000"
		OperatingGainsLosses,"345,385,000","11,552,000","1,482,000","532,000","331,819,000","1,117,000",,,,,"477,000","13,410,000","1,550,000","1,913,000","3,019,000","1,069,000","4,644,000","848,000","1,054,000","516,000","1,493,000","1,105,000","3,021,000","423,000","529,000","214,000","399,000","-1,728,000","889,000","4,378,000","1,350,000","793,000","715,000","150,000",,,,,,,,,,,,,"-2,064,000",,,"49,000","-20,726,000",
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,000","-2,018,000","474,000","3,783,000",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"299,090,000","76,191,000","74,936,000","74,260,000","73,703,000","74,312,000","72,133,000","71,351,000","69,113,000","65,991,000","61,913,000","57,712,000","54,913,000","50,726,000","47,963,000","43,773,000","45,618,000","39,373,000","36,472,000","36,840,000","35,331,000","31,509,000","27,766,000","25,304,000","24,957,000","23,109,000","22,278,000","19,628,000","17,139,000","14,863,000","13,168,000","11,338,000","11,344,000","11,121,000",,,,,,,,,,,,"1,304,000","1,303,000","1,390,000","1,512,000","1,415,000","2,143,000","1,168,000"
			DepreciationAndAmortization,"299,090,000","76,191,000","74,936,000","74,260,000","73,703,000","74,312,000","72,133,000","71,351,000","69,113,000","65,991,000","61,913,000","57,712,000","54,913,000","50,726,000","47,963,000","43,773,000","45,618,000","39,373,000","36,472,000","36,840,000","35,331,000","31,509,000","27,766,000","25,304,000","24,957,000","23,109,000","22,278,000","19,628,000","17,139,000","14,863,000","13,168,000","11,338,000","11,344,000","11,121,000",,,,,,,,,,,,"1,304,000","1,303,000","1,390,000","1,512,000","1,415,000","2,143,000","1,168,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,546,000",,,"1,506,000","1,370,000",,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-242,000",,,"6,000","45,000",,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-242,000",,,"6,000","45,000",,
		DeferredTax,"-72,280,000","-49,647,000","-5,383,000","-31,766,000","14,516,000","-26,869,000","-46,587,000","-31,017,000","-4,849,000","36,367,000","24,001,000","47,177,000","32,864,000","11,647,000","25,060,000","38,847,000","2,662,000","-20,266,000","-99,444,000","33,045,000","45,315,000","19,474,000","8,519,000","31,817,000","24,744,000","21,066,000","91,654,000","63,401,000","6,119,000","-5,560,000","34,513,000","0","-805,000","410,000",,,,,,,,,,,,"5,477,000","662,000",,,"0",,
			DeferredIncomeTax,"-72,280,000","-49,647,000","-5,383,000","-31,766,000","14,516,000","-26,869,000","-46,587,000","-31,017,000","-4,849,000","36,367,000","24,001,000","47,177,000","32,864,000","11,647,000","25,060,000","38,847,000","2,662,000","-20,266,000","-99,444,000","33,045,000","45,315,000","19,474,000","8,519,000","31,817,000","24,744,000","21,066,000","91,654,000","63,401,000","6,119,000","-5,560,000","34,513,000","0","-805,000","410,000",,,,,,,,,,,,"5,477,000","662,000",,,"0",,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-642,000",,,,,
		ProvisionandWriteOffofAssets,"82,000","0","-226,000","-32,000","340,000","-170,000","0","-23,000",,,"0","0",,,"1,000","0","-5,000","-7,000","0","-2,000","-21,000","-30,000","-133,000","-8,000","196,000","25,000","5,000","-1,000","-23,000","31,000","18,000","-30,000","-20,000","-13,000",,,,,,,,,,,,,"-13,000",,,,,
		StockBasedCompensation,"12,328,000","4,046,000","2,564,000","3,232,000","2,486,000","4,254,000","2,979,000","2,154,000","2,652,000","3,790,000","26,000","1,715,000","2,742,000","3,671,000","2,728,000","2,912,000","2,306,000","3,075,000","1,799,000","2,052,000","1,855,000","2,816,000","1,602,000","1,598,000","2,115,000","1,790,000","2,223,000","2,256,000","2,758,000","1,985,000","2,482,000","2,443,000","1,325,000","2,547,000",,,,,,,,,,,,"172,000","161,000","326,000","40,000","42,000","107,000","4,000"
