name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
OperatingCashFlow,"605,889,000","160,800,000","161,035,000","147,975,000","136,079,000","127,028,000","143,804,000","215,405,000"
	CashFlowFromContinuingOperatingActivities,"605,889,000","160,800,000","161,035,000","147,975,000","136,079,000","127,028,000","143,804,000","215,405,000"
		NetIncomeFromContinuingOperations,"586,184,000","164,630,000","153,534,000","137,208,000","130,812,000","125,131,000","91,181,000","138,015,000"
		OperatingGainsLosses,"1,507,000","339,000","-5,000","-580,000","1,753,000","956,000","1,371,000","1,609,000"
			GainLossOnInvestmentSecurities,"1,507,000","339,000","-5,000","-580,000","1,753,000","956,000","1,371,000","1,609,000"
		DeferredTax,"-830,000","2,943,000","-2,248,000","-1,401,000","-124,000","2,349,000","-1,460,000","4,898,000"
			DeferredIncomeTax,"-830,000","2,943,000","-2,248,000","-1,401,000","-124,000","2,349,000","-1,460,000","4,898,000"
		AmortizationOfSecurities,"232,000","500,000","253,000","-349,000","-172,000","-784,000","3,252,000","-282,000"
		StockBasedCompensation,"4,211,000","2,715,000","1,275,000",,,"0",,
		OtherNonCashItems,"816,000","-8,000","-1,000","244,000","581,000","83,000","1,067,000","1,532,000"
		ChangeInWorkingCapital,"11,476,000","-10,907,000","5,973,000","12,632,000","3,778,000","-1,256,000","48,393,000","69,633,000"
			ChangeInReceivables,"2,073,000","1,885,000","1,159,000","-138,000","-833,000","4,010,000","-8,547,000","-2,953,000"
				ChangesInAccountReceivables,"2,073,000","1,885,000","1,159,000","-138,000","-833,000","4,010,000","-8,547,000","-2,953,000"
			ChangeInOtherCurrentAssets,"-2,338,000","2,845,000","-2,646,000","5,015,000","-7,552,000","-2,129,000","-142,000","825,000"
			ChangeInOtherCurrentLiabilities,"38,066,000","11,822,000","22,676,000","-7,058,000","10,626,000","-25,172,000","-2,184,000","48,176,000"
InvestingCashFlow,"-396,792,000","-146,497,000","13,512,000","-131,716,000","-132,091,000","-148,487,000","-244,943,000","-380,351,000"
	CashFlowFromContinuingInvestingActivities,"-396,792,000","-146,497,000","13,512,000","-131,716,000","-132,091,000","-148,487,000","-244,943,000","-380,351,000"
		NetInvestmentPurchaseAndSale,"-369,488,000","-146,497,000","40,816,000","-131,716,000","-132,091,000","-148,487,000","-244,943,000","-380,351,000"
			PurchaseOfInvestment,"-1,394,152,000","-351,130,000","-378,646,000","-312,311,000","-352,065,000","-540,222,000","-447,492,000","-595,213,000"
			SaleOfInvestment,"1,024,664,000","204,633,000","419,462,000","180,595,000","219,974,000","391,735,000","202,549,000","214,862,000"
FinancingCashFlow,"-200,294,000","0","-200,294,000","0","0","0","-2,801,000","303,099,000"
	CashFlowFromContinuingFinancingActivities,,,"-200,294,000",,,,"-2,801,000",
		NetIssuancePaymentsOfDebt,,,"0",,,,"-1,102,000",
			NetLongTermDebtIssuance,,,,,,,"-1,102,000",
				LongTermDebtIssuance,,,"0",,,,"-1,102,000",
		CashDividendsPaid,,,"-200,294,000",,,,"-1,699,000",
EndCashPosition,"440,138,000","440,160,000","425,828,000","451,582,000","435,323,000","431,335,000","452,794,000","556,734,000"
	ChangesInCash,"8,803,000","14,303,000","-25,747,000","16,259,000","3,988,000","-21,459,000","-103,940,000","138,153,000"
	EffectOfExchangeRateChanges,"22,000","29,000",,,,"0",,
	BeginningCashPosition,"431,335,000","425,828,000","451,582,000","435,323,000","431,335,000","452,794,000","556,734,000","418,581,000"
IssuanceOfDebt,,,"0",,,,"-1,102,000",
FreeCashFlow,"605,889,000","160,800,000","161,035,000","147,975,000","136,079,000","127,028,000","143,804,000","215,405,000"
