name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
MarketCap,"1,991,076,067","2,288,941,654","2,947,047,701","2,873,590,320","3,185,205,344","2,821,594,087","2,262,121,901","2,101,749,285","1,403,575,085","1,352,890,050","2,022,294,829","2,821,805,335","2,496,815,846","2,087,257,896","2,160,304,913","2,009,126,813","2,278,737,244","1,952,693,761","2,142,163,159","2,137,076,441","2,012,356,716","1,886,229,338","1,785,249,579","1,950,072,767","2,164,580,177","1,895,429,618","1,562,502,992","1,902,775,356","1,622,806,497","1,652,420,232","1,845,638,413","1,807,750,639","1,765,768,685","1,852,400,778","1,664,291,243","1,882,070,180","1,500,758,214","1,647,749,365","1,403,695,008","1,234,255,102","1,142,606,025","1,077,925,445","1,223,943,756","1,257,111,451","1,156,259,998","1,457,026,335","1,539,284,142","1,229,737,469","935,172,474","1,096,162,555","1,018,032,288","849,475,139","906,460,944","765,944,848","541,109,016","788,960,170","1,568,038,100","1,381,533,525","1,673,900,069","1,674,321,177","1,769,287,906","2,265,099,300","2,501,325,822","2,262,649,792","1,817,976,432","1,929,526,687","2,004,154,394","2,077,095,811","2,064,527,037","2,025,648,139","2,038,854,920","1,717,022,844","1,779,925,828","1,727,763,574","2,018,589,954","1,896,777,816","1,704,723,100","1,408,529,898","1,137,319,497","1,464,974,677","1,159,412,806","1,786,677,987","1,768,519,811","1,655,556,191","1,725,768,227","2,049,487,742","1,945,864,458","1,807,384,579","2,453,305,876","2,114,056,584","1,613,130,199","1,808,131,500","1,885,605,512","1,606,278,408","1,352,656,000","1,805,676,250","1,762,549,000","2,482,561,456","2,745,898,750","2,276,898,750","2,377,084,500","1,645,608,250","1,553,851,264","1,106,944,000","892,843,284","762,606,324","802,750,208","799,864,632","654,672,376","537,153,008","542,437,296","622,722,096","618,150,000","602,455,000","850,096,000","755,798,750","708,624,000","640,732,500","552,512,000","411,889,330","401,216,000","477,812,000","490,717,500","382,027,750","441,669,886","513,816,481","500,565,000","471,066,627","500,506,500","525,087,000","471,997,500","438,086,084","522,183,704","486,687,711","533,327,946","498,194,015","488,180,000","495,132,750","592,912,500","391,200,000","660,150,000","482,887,500","559,581,750","509,080,500","599,480,379","634,822,156","555,714,250","533,440,500","612,371,923"
EnterpriseValue,"3,647,376,067","3,927,841,654","4,547,747,701","4,428,890,320","3,255,105,344","2,944,294,087","2,409,921,901","2,304,149,285","1,712,675,085","1,696,890,050","2,309,394,829","3,128,505,335","2,610,715,846","2,246,757,896","2,320,404,913","2,180,826,813","2,341,237,244","2,026,293,761","2,219,063,159","2,252,276,441","2,107,456,716","2,034,329,338","1,925,149,579","2,111,172,767","2,294,080,177","2,073,029,618","1,759,202,992","2,113,075,356","1,843,406,497","1,910,220,232","2,101,338,413","2,080,150,639","1,903,168,685","2,014,200,778","1,829,391,243","2,010,970,180","1,657,258,214","1,689,449,365","1,460,895,008","1,291,455,102","1,199,106,025","1,146,125,445","1,245,443,756","1,316,411,451","1,213,759,998","1,553,826,335","1,674,584,142","1,365,037,469","1,086,372,474","1,254,762,555","1,186,432,288","1,017,875,139","1,096,960,944","957,644,848","737,709,016","1,001,160,170","1,772,438,100","1,662,333,525","1,954,700,069","1,761,221,177","1,894,987,906","2,348,999,300","2,562,625,822","2,376,349,792","1,940,376,432","1,986,326,687","2,073,454,394","2,103,495,811","2,095,927,037","2,051,348,139","2,066,354,920","1,764,622,844","1,821,025,828","1,735,063,574","2,022,689,954","1,909,577,816","1,730,723,100","1,453,129,898","1,181,919,497","1,508,574,677","1,265,312,806","1,892,577,987","1,836,519,811","1,777,256,191","1,852,868,227","2,156,987,742","2,100,364,458","1,996,184,579","2,634,405,876","2,270,356,584","1,764,617,199","1,959,931,500","1,999,605,512","1,696,478,408","1,385,056,000","1,838,076,250","1,776,649,000","2,495,961,456","2,786,998,750","2,293,498,750","2,423,984,500","1,656,808,250","1,565,051,264","1,208,144,000","970,243,284","840,006,324","901,150,208","897,364,632","764,372,376","664,753,008","661,737,296","719,022,096","687,750,000","649,755,000","876,396,000","752,998,750","708,424,000","664,032,500","586,312,000","445,689,330","439,216,000","527,412,000","546,617,500","440,927,750","501,969,886","574,116,481","561,765,000","550,266,627","604,006,500","623,287,000","573,097,500","545,886,084","637,083,704","601,587,711","613,527,946","578,394,015","568,380,000","575,332,750","642,512,500","440,800,000","709,750,000","511,387,500","588,081,750","537,580,500","627,980,379","664,622,156","585,514,250","563,240,500","642,171,923"
PeRatio,"150.185",,,"50.587","14.394",,,"132",,"6.466","9.564","16.419","15.659","14.545","16.088","15.604","18.066","15.233","17.772","17.875","16.415","14.539","13.186","14.13","15.96","15.99","13.952","18.017","16.735","18.224","20.647",,,,,"26.592","21.957","28.979","25.532","22.468","16.165","14.326","15.328","15.312","15.77","23.679","34.987","35.9","32.137","33.737","50.556","42.194","20.532","7.862","3.938","5.615","10.992","10.553","12.694","12.534","13.885","18.182","20.738","20.682","18.338","20.152","21.877","23.898","27.182","30.323","31.161","30.704","35.479","83.034","121.913","100.192","75.419","241.75","195.375",,,,,"42.038","16.779","14.495","13.277","12.434","18.044","15.517","11.919","13.698","13.78","12.697","10.625","13.281","13.851","21.547","29.028","27.732","33.387","27.5","25.289","23.5","20.389","16.78","42.274","72.164","82.038","135.175","22.788","20.265","15.625","15.313","22.039","21.25","25.926",,,,,"23.75",,"63.542","31.474","35.938","25.658","9.987","10.372","11.389","11.337","10.538","12.573","11.435","12.292","11.32","11.111","11.005","13.778","10","18.75","14.522","16.25","14.02","14.984","16.172","14.219","12.946","15.141"
ForwardPeRatio,"9.346","10.753","11.403","15.674","14.409","16.34","12.821","20.367","14.225","12.642","9.108","14.184","13.004","10.823","11.39","12.707","13.459","12.225","14.245","15.848","15.129","14.389","13.793","15.083","15.625","14.124","11.806","16.42","14.265","9.542","10.672","10.471","10.246","10.776","9.709","12.136","9.872","13.643","11.71","10.267","8.818","11.588","13.351","11.933","11.148","17.762","18.904","16.26",,,"16.921",,,,,"17.513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.502","0.562","0.551","0.539","0.567","0.511","0.639","0.519","0.718","0.617","0.54","0.464","0.61","0.722","0.663","0.62","0.986","1.05","0.903",,,"1.302",,,,,"1.946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.487","0.603","0.838","0.884","1.013","1.213","0.943","0.859","0.565","0.509","0.77","1.083","0.978","0.842","0.889","0.84","0.97","0.847","0.95","0.957","0.894","0.836","0.786","0.857","0.964","0.857","0.711","0.869","0.761","0.797","0.913","0.934","0.931","0.994","0.911","1.05","0.844","0.951","0.822","0.723","0.667","0.627","0.701","0.711","0.665","0.878","1.017","0.862","0.688","0.824","0.754","0.629","0.602","0.429","0.287","0.422","0.833","0.771","0.928","0.881","0.951","1.221","1.355","1.286","1.083","1.152","1.229","1.3","1.325","1.36","1.415","1.257","1.336","1.381","1.615","1.479","1.315","1.082","0.875","1.075","0.8","1.212","1.069","0.887","0.836","0.936","0.921","0.881","1.28","1.122","0.895","1.049","1.099","0.998","0.838","1.047","1.061","1.54","1.806","1.571","1.694","1.234","1.135","0.874","0.729","0.6","0.712","0.743","0.63","0.537","0.523","0.607","0.649","0.649","0.93","0.811","0.829","0.768","0.68","0.508","0.487","0.578","0.618","0.445","0.505","0.577","0.565","0.529","0.555","0.614","0.58","0.543","0.654","0.597","0.688","0.651","0.657","0.688","0.864","0.605","1.096","0.886","1.037","0.999","1.065","1.214","1.068","1.064","1.259"
PbRatio,"1.395","1.572","2.052","1.947","3.749","3.319","2.835","2.816","2.183","1.617","2.383","3.788","3.472","2.92","3.153","2.985","3.429","2.972","3.397","3.512","3.425","3.247","3.141","3.553","4.128","3.852","3.287","4.218","3.795","3.897","4.487","4.614","4.745","5.115","4.791","5.519","4.697","5.637","4.915","4.322","4.244","4.341","4.548","5.014","5.018","7.107","13.045","10.422","9.523","13.719","18.38","15.062","20.01","14.873","8.149","15.623","67.01",,,"10.234","14.009","14.585","14.334","15.466","15.342","13.942","15.56","11.788","11.657","11.881","11.584","10.172","9.878","8.652","10.068","9.884","8.925","6.098","4.923","5.466","4.408","6.793","5.997","5.419","5.129","5.831","5.909","5.878","8.51","7.178","5.807","6.585","7.172","8.758","5.519","7.367","7.472","8.754","10.429","7.857","8.28","5.31","5.014","3.756","2.898","2.475","2.571","2.642","2.206","1.872","1.796","2.05","2.047","2.033","2.767","2.503","2.419","2.349","2.059","1.535","1.427","1.547","1.593","1.246","1.403","1.632","1.587","1.415","1.537","1.671","1.615","1.542","1.935","1.803","2.148","2.006","1.966","1.994","2.79","1.841","3.107","2.514","2.913","2.65","3.121","3.734","3.269","3.138","3.602"
EnterprisesValueRevenueRatio,"0.924","3.569","4.417","4.315","4.122","4.737","4.081","3.679","2.732","3.566","3.469","4.64","3.891","3.348","3.749","3.342","3.748","3.279","3.837","3.725","3.632","3.524","3.668","3.656","3.832","3.558","3.279","3.641","3.26","3.469","4.069","3.679","3.734","4.132","4.013","4.274","3.54","3.674","3.45","2.923","2.666","2.725","3.115","2.954","2.65","3.519","4.037","3.312","2.854","3.903","3.6","2.962","3.386","2.994","2.082","2.101","3.7","3.202","3.946","3.481","3.854","4.84","5.286","4.761","4.315","4.473","4.89","4.8","4.864","5.034","5.404","4.79","5.097","4.903","6.137","5.781","5.334","4.514","3.808","4.222","3.647","5.865","5.39","4.499","4.516","3.727","3.901","3.369","5.004","4.342","3.69","4.223","4.229","3.924","3.285","3.955","3.97","5.364","6.382","5.525","6.037","4.029","4.287","3.204","2.833","2.46","2.88","2.733","2.607","2.283","2.545","2.576","2.721","2.621","3.623","3.114","3.197","2.841","2.696","2.174","2.2","2.451","2.75","2.139","2.719","2.798","2.71","2.352","2.601","2.438","2.855","2.57","3.249","2.935","3.186","2.819","2.984","3.075","3.528","2.4","4.419","3.194","4.147","3.848","4.761","4.93","4.446","4.194","4.91"
EnterprisesValueEBITDARatio,"16.972","55.244","67.175","80.525","-625.982","90.316","29.497","24.408","14.429","-9.123","31.942","27.958","32.512","29.641","34.999","30.716","35.473","34.461","38.931","33.616","32.077","30.5","38.122","33.195","32.357","29.239","31.414","30.273","26.99","39.224","42.196","34.785","35.114","55.184","41.11","-17.563","33.079","37.795","39.915","48.189","27.377","29.238","36.205","26.381","23.94","37.442","41.145","33.132","28.514","80.433","42.831","33.048","43.878","40.578","91.075","15.215","26.142","21.787","26.999","21.61","29.289","42.709","43.215","34.44","34.712","42.083","5.468","38.385","42.087","36.115","50.646","47.822","51.587","51.333","69.989","52.317","55.119","81.637","49.042","38.981","33.832","-1,051.432","97.17","-230.812","78.511","28.196","26.997","21.395","32.524","26.898","23.087","26.237","26.276","22.09","21.95","23.964","25.453","34.098","41.973","37.353","41.649","28.665","32.879","24.757","24.751","23.334","28.791","23.866","24.266","65.817","32.922","25.679","30.567","28.624","34.778","29.414","32.95","23.057","30.697","29.912","33.786","45.862","33.951","24.911","41.145","29.747","-330.45","20.23","22.288","17.459","21.874","20.369","3.249","-1.159","3.186","2.819","2.984","-1.268","3.528","2.4","4.419","-1.481","4.147","3.848","4.761","-2.044","4.446","4.194","4.91"
